episode,seed,seed_manifest,reward,cost,length,success,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,collision_termination_mode,unavoidable_collision,avoidable_collision,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,non_end_link_collision,final_position_error,completion_time,min_distance,mean_risk,max_risk,safety_violation_count,safety_violation_rate,safety_filter_intervention_rate,mean_safety_filter_intervention_norm,safety_filter_safe_stop_rate,safety_filter_infeasible_rate,safety_filter_projection_failure_rate,safety_filter_fallback_rate,safety_filter_qp_used_rate,safety_filter_qp_timeout_rate,safety_filter_compute_budget_stop_rate,predictive_near_miss_rate,min_predictive_h_m,mean_safety_filter_solve_time_s,max_safety_filter_solve_time_s,mean_safety_filter_predictive_risk_time_s,mean_safety_filter_jacobian_workspace_time_s,mean_safety_filter_projection_time_s,mean_action_variation,rms_acceleration,rms_jerk,recovery_triggered,recovery_success,recovery_steps,recovery_duration_s,initially_unsafe,initial_predictive_h_m
0,9007,configs/experiments/reaching_incremental/manifests/s1_r3_candidate_failure_v2.json,18.8315868377682,3.314690910279751,16,1,0,0,0,0,0,,any,0,0,,,nan,0,0.05389859527349472,0.8,0.30242884159088135,0.20716818189248443,0.3109205663204193,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.29546001832932234,2.8771491050720215,48.71377944946289,0,0,0,0.0,0,nan
1,9015,configs/experiments/reaching_incremental/manifests/s1_r3_candidate_failure_v2.json,19.84121653824678,0.7021957635879517,4,1,0,0,0,0,0,,any,0,0,,,nan,0,0.05421704053878784,0.2,0.2869468629360199,0.17554894089698792,0.23598307371139526,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.39176587760448456,3.3936426639556885,68.15320587158203,0,0,0,0.0,0,nan
2,9023,configs/experiments/reaching_incremental/manifests/s1_r3_candidate_failure_v2.json,-197.36994450636925,38.28760018572211,480,0,0,0,0,0,0,,any,0,0,,,nan,0,0.4716064929962158,24.0,0.29100126028060913,0.0797658337202544,0.4107537269592285,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.10393394737814864,1.307615041732788,18.855207443237305,0,0,0,0.0,0,nan
3,9024,configs/experiments/reaching_incremental/manifests/s1_r3_candidate_failure_v2.json,15.730120098706344,4.070209696888924,25,1,0,0,0,0,0,,any,0,0,,,nan,0,0.051777876913547516,1.25,0.3840526342391968,0.16280838787555696,0.32366254925727844,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.20080842271447183,2.053149700164795,29.033899307250977,0,0,0,0.0,0,nan
4,9029,configs/experiments/reaching_incremental/manifests/s1_r3_candidate_failure_v2.json,-56.429190191571394,23.10741552710533,480,0,0,0,0,0,0,,any,0,0,,,nan,0,0.14375056326389313,24.0,0.3025965392589569,0.04814044901480277,0.13909339904785156,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.020664150415056308,0.4788150191307068,7.726573944091797,0,0,0,0.0,0,nan
5,9031,configs/experiments/reaching_incremental/manifests/s1_r3_candidate_failure_v2.json,16.505415581399422,3.4727452248334885,13,1,0,0,0,0,0,,any,0,0,,,nan,0,0.0501231886446476,0.65,0.25700289011001587,0.2671342480641145,0.4126802086830139,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.2576155519256225,2.433765172958374,37.81406784057617,0,0,0,0.0,0,nan
6,9051,configs/experiments/reaching_incremental/manifests/s1_r3_candidate_failure_v2.json,23.16853610664255,0.35398565977811813,10,1,0,0,0,0,0,,any,0,0,,,nan,0,0.04814133793115616,0.5,0.4864192008972168,0.03539856597781181,0.038533005863428116,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.3042153581976891,2.9386069774627686,50.61217498779297,0,0,0,0.0,0,nan
7,9055,configs/experiments/reaching_incremental/manifests/s1_r3_candidate_failure_v2.json,18.739514139206094,2.678110495209694,15,1,0,0,0,0,0,,any,0,0,,,nan,0,0.05303286388516426,0.75,0.4566250443458557,0.17854069968064626,0.27076753973960876,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.20139424552520116,2.099672794342041,32.50322341918945,0,0,0,0.0,0,nan
8,9059,configs/experiments/reaching_incremental/manifests/s1_r3_candidate_failure_v2.json,22.455952813077076,1.2495987135916948,52,1,0,0,0,0,0,,any,0,0,,,nan,0,0.053953126072883606,2.6,0.35866501927375793,0.02403074449214798,0.08336075395345688,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.11492046798901775,1.3435927629470825,20.180431365966797,0,0,0,0.0,0,nan
9,9072,configs/experiments/reaching_incremental/manifests/s1_r3_candidate_failure_v2.json,23.852941914570135,0.3327915780246258,10,1,0,0,0,0,0,,any,0,0,,,nan,0,0.04918399453163147,0.5,0.49981260299682617,0.03327915780246258,0.03604097664356232,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.2842680707573891,2.8733022212982178,49.686370849609375,0,0,0,0.0,0,nan
