step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
0,0.05,-0.3476295579308033,0.2037263959646225,0.2682379186153412,0.4694737195968628,0.19242256879806519,0.35,3,0,0,0,0.0,0.0,0.0,0.4815788269042969,1.0,0.32163315285596256,0,0,0,0,0.32163315285596256,0.0,safe_stop_compute_budget,0.4815788269042969,1,0,12,joint_1_acceleration_lower,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.32163315285596256,0.745600027|0.760600027|0.5033891|0.321633153|0.323633153|0.366011207,0.865600027|0.880600027|0.6233891|0.441633153|0.443633153|0.486011207,0.865600027|0.880600027|0.6233891|0.441633153|0.443633153|0.486011207,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0|0|0|0,-0.191928775|0|-0.209851323|-0.278086455|-0.278086455|-0.270530193,2.79047133|3.04240011|1.80370508|1.00844616|1.01644616|1.19351464,0.699872196|0.564369321|0.611644566,0.00321007427|-0.258181304|-0.119922251,0.1675077909603715,0.0009693782776594162,0.0017111832275986671,0.16473452281206846
1,0.1,-0.18507925162467728,0.19508394598960876,0.25976425409317017,0.4566906690597534,0.18251371383666992,0.35,3,0,0,0,0.43492332100868225,8.698466300964355,173.9693145751953,0.4819464683532715,1.0,0.3077375053401392,0,0,0,0,0.32163315285596256,0.0,filtered,0.06004325013749156,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.3077375053401392,0.736058725|0.751058725|0.492959412|0.307737505|0.309737505|0.352485766,0.856058725|0.871058725|0.612959412|0.427737505|0.429737505|0.472485766,0.856058725|0.871058725|0.612959412|0.427737505|0.429737505|0.472485766,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0691234762|0.0208869559|0.0208869559|-0.0171975169,-0.189709962|0|-0.207315497|-0.277739655|-0.277739655|-0.270492031,2.75452494|3.0042349|1.83364563|0.974097322|0.982097322|1.12225352,0.700032413|0.551460385|0.605648577,0.00321007427|-0.258181304|-0.119922251,0.005783975124359131,0.0014885812997817993,0.0015772776678204536,0.002569776028394699
2,0.15000000000000002,-0.06708531640825875,0.18669813871383667,0.24619951844215393,0.44592028856277466,0.17701886594295502,0.35,3,0,0,0,0.6486087441444397,5.765425682067871,140.75450134277344,0.6486085057258606,1.0,0.294966253554521,0,0,0,0,0.32163315285596256,0.0,filtered,5.123394000368612e-07,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.294966253554521,0.726629953|0.741629941|0.485989288|0.294966254|0.296966254|0.338196114,0.846629953|0.861629941|0.605989288|0.414966254|0.416966254|0.458196114,0.846629953|0.861629941|0.605989288|0.414966254|0.416966254|0.458196114,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.115354264|0.0578581587|0.0578581587|-0.00690636707,-0.187427174|0|-0.203981767|-0.277642807|-0.277642807|-0.271616203,2.71909264|2.96651977|1.85532965|0.960080366|0.968080366|1.07426189,0.70019263|0.53855145|0.599652588,0.00321007427|-0.258181304|-0.119922251,0.005917704664170742,0.0017354246228933334,0.0016678022220730782,0.0023964066058397293
3,0.2,-0.015402890378361067,0.14821051061153412,0.23260797560214996,0.43889719247817993,0.13765330612659454,0.35,3,0,0,0,0.7192299365997314,6.022632598876953,125.00298309326172,0.7210817337036133,1.0,0.2842210840628595,0,0,0,0,0.32163315285596256,0.0,filtered,0.017175565682203114,0,0,12,joint_4_acceleration_upper,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.2842210840628595,0.71731695|0.73231695|0.481650063|0.284221084|0.286221084|0.324446311,0.83731695|0.85231695|0.601650063|0.404221084|0.406221084|0.444446311,0.83731695|0.85231695|0.601650063|0.404221084|0.406221084|0.444446311,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.119768527|0.13391619|0.13391619|0.0639697816,-0.185078744|0|-0.200043275|-0.277450487|-0.277450487|-0.272995931,2.68418906|2.9292678|1.8463255|0.99335004|1.00135004|1.08875909,0.700352848|0.525642514|0.5936566,0.00321007427|-0.258181304|-0.119922251,0.003645516000688076,0.0010298099368810654,0.0010262196883559227,0.0015217093750834465
4,0.25,0.07106792911710152,0.10359843820333481,0.21745076775550842,0.43542641401290894,0.09242086112499237,0.35,3,0,0,0,0.7997766137123108,5.994748592376709,134.4821014404297,0.7975590825080872,1.0,0.27725138805779415,0,0,0,0,0.32163315285596256,0.0,filtered,0.03468588239016747,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.27725138805779415,0.708123042|0.723123042|0.477719813|0.277251388|0.279251388|0.314096172,0.828123042|0.843123042|0.597719813|0.397251388|0.399251388|0.434096172,0.828123042|0.843123042|0.597719813|0.397251388|0.399251388|0.434096172,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0924236497|0.205447896|0.205447896|0.135677154,-0.182663001|0|-0.196317792|-0.277058063|-0.277058063|-0.273190588,2.64982917|2.89249217|1.80698511|1.03739539|1.04539539|1.11887125,0.700513065|0.512733579|0.587660611,0.00321007427|-0.258181304|-0.119922251,0.0035955114290118217,0.0009792856872081757,0.0009865788742899895,0.0015641143545508385
5,0.30000000000000004,0.11443805049355346,0.07678382843732834,0.20214231312274933,0.43460744619369507,0.06908321380615234,0.35,3,0,0,0,0.8986700773239136,5.106148719787598,34.919883728027344,0.8986697196960449,1.0,0.2738003321057372,0,0,0,0,0.32163315285596256,0.0,filtered,6.547890617927016e-07,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.2738003321057372,0.699051636|0.714051636|0.472648746|0.273800332|0.275800332|0.307100414,0.819051636|0.834051636|0.592648746|0.393800332|0.395800332|0.427100414,0.819051636|0.834051636|0.592648746|0.393800332|0.395800332|0.427100414,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0602860362|0.257384517|0.257384517|0.188587749,-0.180178277|0|-0.193594483|-0.276911736|-0.276911736|-0.272430446,2.61602827|2.85620654|1.75728654|1.07567411|1.08367411|1.14455896,0.700673282|0.499824643|0.581664622,0.00321007427|-0.258181304|-0.119922251,0.003609231673181057,0.0010370183736085892,0.0009964238852262497,0.0015078699216246605
6,0.35000000000000003,0.06615552778197412,0.09913050383329391,0.18895018100738525,0.43097740411758423,0.0868004560470581,0.35,3,0,0,0,0.878890335559845,2.771289587020874,108.96160888671875,0.8788898587226868,1.0,0.2729565470534795,0,0,0,0,0.32163315285596256,0.0,filtered,8.589096610213987e-07,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.2729565470534795,0.690106221|0.705106221|0.466149883|0.272956547|0.274956547|0.30294489,0.810106221|0.825106221|0.586149883|0.392956547|0.394956547|0.42294489,0.810106221|0.825106221|0.586149883|0.392956547|0.394956547|0.42294489,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0423431592|0.201766451|0.201766451|0.137905799,-0.177622914|0|-0.191872932|-0.27708993|-0.27708993|-0.273491652,2.58280197|2.82042489|1.71506976|1.01650271|1.02450271|1.07619371,0.700833499|0.486915708|0.575668633,0.00321007427|-0.258181304|-0.119922251,0.0035003339871764183,0.0009978152811527252,0.0009446190670132637,0.0014908071607351303
7,0.4,0.07375624005181153,0.13633576035499573,0.1738627552986145,0.42630380392074585,0.12300132215023041,0.35,3,0,0,0,0.9311767816543579,3.201791524887085,84.62625122070312,0.9311762452125549,1.0,0.269319411219088,0,0,0,0,0.32163315285596256,0.0,filtered,8.771750030628061e-07,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.269319411219088,0.681290371|0.696290371|0.458767848|0.269319411|0.271319411|0.29635089,0.801290371|0.816290371|0.578767848|0.389319411|0.391319411|0.41635089,0.801290371|0.816290371|0.578767848|0.389319411|0.391319411|0.41635089,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0703388502|0.180362265|0.180362265|0.092579034,-0.174995268|0|-0.189987328|-0.277136807|-0.277136807|-0.274871825,2.55016622|2.78516149|1.71542291|0.980503103|0.988503103|1.00311077,0.700993717|0.474006772|0.569672644,0.00321007427|-0.258181304|-0.119922251,0.0036523686721920967,0.0009519997984170914,0.0009615151211619377,0.001636005938053131
8,0.45,0.09564369858434232,0.14984555542469025,0.15739880502223969,0.4222831726074219,0.13534274697303772,0.35,3,0,0,0,1.031445860862732,3.6236488819122314,31.556772232055664,1.0314451456069946,1.0,0.26470785477069475,0,0,0,0,0.32163315285596256,0.0,filtered,1.2026666390402173e-06,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.26470785477069475,0.672607742|0.687607742|0.452827839|0.264707855|0.266707855|0.287528902,0.792607742|0.807607742|0.572827839|0.384707855|0.386707855|0.407528902,0.792607742|0.807607742|0.572827839|0.384707855|0.386707855|0.407528902,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.103456691|0.193182915|0.193182915|0.0801056687,-0.172293719|0|-0.187337848|-0.27668317|-0.27668317|-0.276568903,2.51813725|2.75043097|1.7274302|0.975331164|0.983331164|0.953652373,0.701153934|0.461097836|0.563676655,0.00321007427|-0.258181304|-0.119922251,0.00358657818287611,0.000992458313703537,0.0009758640080690384,0.001553037203848362
9,0.5,0.10637503490234193,0.11311690509319305,0.14289657771587372,0.42070573568344116,0.09770148247480392,0.35,3,0,0,0,1.0847055912017822,2.663245677947998,67.44115447998047,1.0847046375274658,1.0,0.2608481012310879,0,0,0,0,0.32163315285596256,0.0,filtered,1.5558944986514784e-06,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.2608481012310879,0.664062066|0.679062063|0.448689109|0.260848101|0.262848101|0.278082246,0.784062066|0.799062063|0.568689109|0.380848101|0.382848101|0.398082246,0.784062066|0.799062063|0.568689109|0.380848101|0.382848101|0.398082246,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.109774367|0.242709776|0.242709776|0.134908652,-0.169516674|0|-0.183944312|-0.275516445|-0.275516445|-0.278453767,2.48673159|2.71624825|1.72058649|1.01058574|1.01858574|0.968783869,0.701314151|0.448188901|0.557680666,0.00321007427|-0.258181304|-0.119922251,0.0034805824980139732,0.0010105213150382042,0.0009464435279369354,0.0014572208747267723
