step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
0,0.05,-0.2928020730593027,0.2018011510372162,0.2799733877182007,0.4820304811000824,0.19411678612232208,0.35,2,0,0,0,0.4005146920681,8.010293960571289,160.2058868408203,0.4745144248008728,1.0,0.33470302314506145,0,0,0,0,0.33470302314506145,0.0,filtered,0.07544355305923321,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.33470302314506145,0.342789544|0.35778953|0.334703023|0.384843821|0.481303099|0.498039581,0.462789544|0.47778953|0.454703023|0.504843821|0.601303099|0.618039581,0.462789544|0.47778953|0.454703023|0.504843821|0.601303099|0.618039581,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.00887143125|-0.00168324477|0.0965703852|0.103683662,-0.213209352|0|-0.273311374|-0.32393437|-0.367944469|-0.361082337,1.15794883|1.43115812|1.05662929|1.21375767|1.65383831|1.73475965,0.339921206|-0.525408864|0.22966285,0.0334522016|0.342473507|0.132332534,0.003912167623639107,0.001024552620947361,0.0010450063273310661,0.0017749182879924774
1,0.1,-0.25474420456159813,0.21022996306419373,0.2738260328769684,0.4676590859889984,0.19951175153255463,0.35,2,0,0,0,0.7328951954841614,7.2147321701049805,83.85751342773438,0.7328941226005554,1.0,0.32065137217343426,0,0,0,0,0.33470302314506145,0.0,filtered,1.4844944163796476e-06,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.32065137217343426,0.332318229|0.347318225|0.320651372|0.368609686|0.467762542|0.485162085,0.452318229|0.467318225|0.440651372|0.488609686|0.587762542|0.605162085,0.452318229|0.467318225|0.440651372|0.488609686|0.587762542|0.605162085,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.0123970048|0.00495532448|0.180719275|0.179473612,-0.205569431|0|-0.270785042|-0.322296901|-0.36782496|-0.359978023,1.12370348|1.3892729|0.999423441|1.15709717|1.68394448|1.76014393,0.341593832|-0.508284926|0.236279503,0.0334522016|0.342473507|0.132332534,0.0058348216116428375,0.0017430316656827927,0.001768413931131363,0.002218850888311863
2,0.15000000000000002,-0.2460152582938966,0.21529564261436462,0.2675192952156067,0.4535869061946869,0.20274455845355988,0.35,2,0,0,0,0.8685801029205322,3.3282830715179443,89.75194549560547,0.8685801029205322,1.0,0.3065677863434916,0,0,0,0,0.33470302314506145,0.0,passthrough,4.860123137509587e-12,0,0,12,,workspace_y_upper,0,0,1,solved,osqp,0.0,valid,0.3065677863434916,0.322239133|0.337239122|0.306567786|0.352782784|0.458473167|0.475992901,0.442239133|0.457239122|0.426567786|0.472782784|0.578473167|0.595992901,0.442239133|0.457239122|0.426567786|0.472782784|0.578473167|0.595992901,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.00823549492|0.0126663369|0.214434381|0.192328915,-0.197524972|0|-0.26868808|-0.31905044|-0.367655287|-0.357990907,1.09143156|1.34895649|0.949347571|1.10474703|1.68067176|1.73830961,0.343266457|-0.491161197|0.242896155,0.0334522016|0.342473507|0.132332534,0.005463262088596821,0.0015104115009307861,0.0014601610600948334,0.0023955069482326508
3,0.2,-0.2481479605760117,0.22457826137542725,0.26115351915359497,0.43956002593040466,0.2106878161430359,0.35,2,0,0,0,0.8273925185203552,4.184909820556641,122.00037384033203,0.8273915648460388,1.0,0.2928184740980342,0,0,0,0,0.33470302314506145,0.0,filtered,1.3913877211214518e-06,0,0,12,,workspace_y_upper,0,0,1,solved,osqp,0.0,valid,0.2928184740980342,0.31257273|0.327572711|0.292818474|0.337495761|0.450869062|0.467489335,0.43257273|0.447572711|0.412818474|0.457495761|0.570869062|0.587489335,0.43257273|0.447572711|0.412818474|0.457495761|0.570869062|0.587489335,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.00865768085|0.00205668268|0.170361486|0.132183312,-0.189064449|0|-0.266347703|-0.314900531|-0.367505179|-0.356256312,1.06122647|1.31029084|0.896268512|1.03713919|1.60633256|1.64588434,0.344939083|-0.474037617|0.249512807,0.0334522016|0.342473507|0.132332534,0.005604948848485947,0.0017177453264594078,0.0016516000032424927,0.002134646289050579
4,0.25,-0.2178428313828079,0.23019906878471375,0.25326839089393616,0.425876647233963,0.21473634243011475,0.35,2,0,0,0,0.8679559230804443,3.586524248123169,79.00338745117188,0.8679559230804443,1.0,0.27914413325598875,0,0,0,0,0.33470302314506145,0.0,passthrough,5.372470102383745e-12,0,0,12,,workspace_y_upper,0,0,1,solved,osqp,0.0,valid,0.27914413325598875,0.303339903|0.318339903|0.279144133|0.321901277|0.44104131|0.456331447,0.423339903|0.438339903|0.399144133|0.441901277|0.56104131|0.576331447,0.423339903|0.438339903|0.399144133|0.441901277|0.56104131|0.576331447,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.00351999|0.00988296245|0.19184196|0.156973344,-0.180178388|0|-0.263766616|-0.311491379|-0.367462828|-0.355826358,1.03318122|1.27335961|0.849289927|0.985996693|1.58854437|1.62647277,0.346611708|-0.456914037|0.256129295,0.0334522016|0.342473507|0.132332534,0.005828097462654114,0.0017427271232008934,0.0017440123483538628,0.0022375425323843956
5,0.30000000000000004,-0.2132677485376815,0.24250945448875427,0.24488434195518494,0.41214999556541443,0.22534948587417603,0.35,2,0,0,0,0.884981095790863,4.164724349975586,96.57150268554688,0.8849800825119019,1.0,0.26587268603712355,0,0,0,0,0.33470302314506145,0.0,filtered,1.4683292737716195e-06,0,0,12,,workspace_y_upper,0,0,1,solved,osqp,0.0,valid,0.26587268603712355,0.294562161|0.309562161|0.265872686|0.306872427|0.432273471|0.446437428,0.414562161|0.429562161|0.385872686|0.426872427|0.552273471|0.566437428,0.414562161|0.429562161|0.385872686|0.426872427|0.552273471|0.566437428,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.00871079431|-0.00120789469|0.200188383|0.180621659,-0.17085978|0|-0.260753906|-0.307293287|-0.36749547|-0.355671484,1.00738886|1.23824864|0.794026043|0.918988527|1.5617868|1.61069989,0.348284334|-0.439790457|0.262745768,0.0334522016|0.342473507|0.132332534,0.005463551729917526,0.0015642475336790085,0.0015608547255396843,0.0022328952327370644
6,0.35000000000000003,-0.23254064852255196,0.2551079988479614,0.23722928762435913,0.39842966198921204,0.23603686690330505,0.35,2,0,0,0,0.8017070293426514,5.165421485900879,105.55939483642578,0.7995378375053406,1.0,0.2524932206657426,0,0,0,0,0.33470302314506145,0.0,filtered,0.004988270979727766,0,0,12,joint_4_acceleration_upper,workspace_y_upper,0,0,1,solved,osqp,0.0,valid,0.2524932206657426,0.286261248|0.301261243|0.252493221|0.291505629|0.423947289|0.437777951,0.406261248|0.421261243|0.372493221|0.411505629|0.543947289|0.557777951,0.406261248|0.421261243|0.372493221|0.411505629|0.543947289|0.557777951,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.0122225816|-0.0105511876|0.2008332|0.198303277,-0.161104681|0|-0.258226777|-0.303123049|-0.367386023|-0.355076034,0.98394031|1.20504497|0.739523524|0.852348278|1.52923633|1.59433905,0.349956959|-0.422666878|0.269362241,0.0334522016|0.342473507|0.132332534,0.006296025589108467,0.001712637022137642,0.0017702952027320862,0.0026871338486671448
7,0.4,-0.29604390869535396,0.2669033408164978,0.23268179595470428,0.3848244249820709,0.24576224386692047,0.35,2,0,0,0,0.6554936170578003,5.209396839141846,120.65725708007812,0.6554936170578003,1.0,0.23906705213434049,0,0,0,0,0.33470302314506145,0.0,filtered,4.7028310441555856e-08,0,0,12,,workspace_y_upper,0,0,1,solved,osqp,0.0,valid,0.23906705213434049,0.278459013|0.293459008|0.239067052|0.275894738|0.415688217|0.430046333,0.398459013|0.413459008|0.359067052|0.395894738|0.535688217|0.550046333,0.398459013|0.413459008|0.359067052|0.395894738|0.535688217|0.550046333,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.0106764423|-0.0130311146|0.153747164|0.141059981,-0.1509127|0|-0.256100613|-0.299148875|-0.36712006|-0.354015013,0.962923352|1.17383603|0.689491153|0.791398962|1.44937997|1.5072303,0.351629585|-0.405543298|0.275978714,0.0334522016|0.342473507|0.132332534,0.005862370133399963,0.0017707422375679016,0.0017158053815364838,0.0022701816633343697
8,0.45,-0.3162287790461062,0.27373382449150085,0.22903859615325928,0.3717052638530731,0.2504916191101074,0.35,2,0,0,0,0.6839056015014648,5.6171112060546875,114.75201416015625,0.6846485137939453,1.0,0.22580735206185149,0,0,0,0,0.33470302314506145,0.0,filtered,0.02821722926812076,0,0,12,joint_5_acceleration_upper,workspace_y_upper,0,0,1,solved,osqp,0.0,valid,0.22580735206185149,0.271177228|0.286177228|0.225807352|0.260367536|0.405069786|0.419470202,0.391177228|0.406177228|0.345807352|0.380367536|0.525069786|0.539470202,0.391177228|0.406177228|0.345807352|0.380367536|0.525069786|0.539470202,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.00103276123|0.000757286358|0.147285296|0.112600083,-0.140287508|0|-0.253570384|-0.296158194|-0.366825728|-0.35280618,0.944421404|1.14470891|0.648626263|0.746069238|1.40073871|1.43767471,0.353302211|-0.388419718|0.282595187,0.0334522016|0.342473507|0.132332534,0.005445607006549835,0.0015554055571556091,0.001446431502699852,0.002342912368476391
9,0.5,-0.3016496893333533,0.2793635427951813,0.22457408905029297,0.3591800630092621,0.25401726365089417,0.35,2,0,0,0,0.7637580633163452,4.219278812408447,92.55155944824219,0.7637571096420288,1.0,0.2131710580508845,0,0,0,0,0.33470302314506145,0.0,filtered,1.385172158346593e-06,0,0,12,,workspace_y_upper,0,0,1,solved,osqp,0.0,valid,0.2131710580508845,0.264437367|0.279437367|0.213171058|0.245685302|0.394104992|0.407484113,0.384437367|0.399437367|0.333171058|0.365685302|0.514104992|0.527484113,0.384437367|0.399437367|0.333171058|0.365685302|0.514104992|0.527484113,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.00859995446|0.0152076445|0.180285432|0.143194267,-0.129237321|0|-0.250012557|-0.29273937|-0.366718716|-0.352099527,0.928512147|1.11774947|0.611271629|0.705209481|1.38998668|1.42103119,0.354974836|-0.371296138|0.289211661,0.0334522016|0.342473507|0.132332534,0.0036096563562750816,0.0009753825142979622,0.00100740697234869,0.0015599820762872696
