episodes,mean_reward,success_rate,collision_rate,physical_contact_rate,capsule_overlap_rate,safety_violation_rate,mean_final_position_error,mean_min_distance,step,checkpoint,validation_csv,selected,selection_metric,validation_seed,validation_seed_manifest
40.0,14.508569996198782,0.95,0.0,0.0,0.0,0.0,0.07070460990071296,0.3704390421509743,520000,outputs/reaching_incremental/s1_static_mixed_terminal_finetune/train/seed_4301/link_fixed_static_mixed_terminal_finetune_seed4301_steps620000/actor_step_520000.pt,outputs/reaching_incremental/s1_static_mixed_terminal_finetune/train/seed_4301/link_fixed_static_mixed_terminal_finetune_seed4301_steps620000/checkpoint_selection/step_520000_v1_validation_episodes_40.csv,1,success_rate,,configs/experiments/reaching_recovery/manifests/v1_validation.json
40.0,14.508569996198782,0.95,0.0,0.0,0.0,0.0,0.07070460990071296,0.3704390421509743,540000,outputs/reaching_incremental/s1_static_mixed_terminal_finetune/train/seed_4301/link_fixed_static_mixed_terminal_finetune_seed4301_steps620000/actor_step_540000.pt,outputs/reaching_incremental/s1_static_mixed_terminal_finetune/train/seed_4301/link_fixed_static_mixed_terminal_finetune_seed4301_steps620000/checkpoint_selection/step_540000_v1_validation_episodes_40.csv,0,success_rate,,configs/experiments/reaching_recovery/manifests/v1_validation.json
40.0,-13.825530685853346,0.675,0.0,0.0,0.0,0.0,0.1574152210727334,0.369144381955266,560000,outputs/reaching_incremental/s1_static_mixed_terminal_finetune/train/seed_4301/link_fixed_static_mixed_terminal_finetune_seed4301_steps620000/actor_step_560000.pt,outputs/reaching_incremental/s1_static_mixed_terminal_finetune/train/seed_4301/link_fixed_static_mixed_terminal_finetune_seed4301_steps620000/checkpoint_selection/step_560000_v1_validation_episodes_40.csv,0,success_rate,,configs/experiments/reaching_recovery/manifests/v1_validation.json
40.0,-37.56061177687651,0.475,0.025,0.025,0.0,0.0005833333333333333,0.23901706105098128,0.35335384868085384,580000,outputs/reaching_incremental/s1_static_mixed_terminal_finetune/train/seed_4301/link_fixed_static_mixed_terminal_finetune_seed4301_steps620000/actor_step_580000.pt,outputs/reaching_incremental/s1_static_mixed_terminal_finetune/train/seed_4301/link_fixed_static_mixed_terminal_finetune_seed4301_steps620000/checkpoint_selection/step_580000_v1_validation_episodes_40.csv,0,success_rate,,configs/experiments/reaching_recovery/manifests/v1_validation.json
40.0,-59.48390464141587,0.4,0.025,0.0,0.025,0.002819548872180451,0.2863689831458032,0.34876622571318877,600000,outputs/reaching_incremental/s1_static_mixed_terminal_finetune/train/seed_4301/link_fixed_static_mixed_terminal_finetune_seed4301_steps620000/actor_step_600000.pt,outputs/reaching_incremental/s1_static_mixed_terminal_finetune/train/seed_4301/link_fixed_static_mixed_terminal_finetune_seed4301_steps620000/checkpoint_selection/step_600000_v1_validation_episodes_40.csv,0,success_rate,,configs/experiments/reaching_recovery/manifests/v1_validation.json
40.0,-31.719625448667973,0.5,0.0,0.0,0.0,0.0,0.19065355360507966,0.36119687259197236,620000,outputs/reaching_incremental/s1_static_mixed_terminal_finetune/train/seed_4301/link_fixed_static_mixed_terminal_finetune_seed4301_steps620000/actor_step_620000.pt,outputs/reaching_incremental/s1_static_mixed_terminal_finetune/train/seed_4301/link_fixed_static_mixed_terminal_finetune_seed4301_steps620000/checkpoint_selection/step_620000_v1_validation_episodes_40.csv,0,success_rate,,configs/experiments/reaching_recovery/manifests/v1_validation.json
