step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
0,0.05,-1.0083647558897457,0.7037470936775208,0.39026764035224915,0.19060389697551727,0.5929217338562012,0.35,5,0,0,0,0.0,0.0,0.0,0.5236243009567261,1.0,nan,0,0,0,0,0.013157300323719312,0.0,safe_stop_infeasible,0.5236243448784471,1,0,12,,qp_solver,0,0,0,primal infeasible,osqp,0.0,valid,0.013157300323719312,0.297698372|0.312698364|0.277570099|0.118730307|0.0764315189|0.0131573003,0.447698372|0.462698364|0.427570099|0.268730307|0.226431519|0.1631573,0.417698372|0.432698364|0.397570099|0.238730307|0.196431519|0.1331573,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0|0|0|0,-0.146379077|0|-0.166041353|-0.212755005|-0.252318206|-0.263536215,1.04441441|1.25079346|0.944239043|0.262166222|0.0534078696|-0.210907014,0.420927078|0.433621854|0.212244228,0.106185935|-0.351748437|0.00661098678,0.0034240027889609337,0.00106153916567564,0.0008597820997238159,0.0014701690524816513
1,0.1,-1.0571243951528988,0.7525067329406738,0.39026764035224915,0.17662020027637482,0.6345428824424744,0.35,5,0,0,0,0.0,0.0,0.0,0.5274863243103027,1.0,nan,0,0,0,0,0.013157300323719312,0.0,safe_stop_infeasible,0.5274863536713031,1,0,12,,qp_solver,0,0,0,primal infeasible,osqp,0.0,valid,0.00029561715023279644,0.290622038|0.305622029|0.269515253|0.108393168|0.0640884414|0.00029561715,0.440622038|0.455622029|0.419515253|0.258393168|0.214088441|0.150295617,0.410622038|0.425622029|0.389515253|0.228393168|0.184088441|0.120295617,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0|0|0|0,-0.136617688|0|-0.156079701|-0.200561332|-0.24119605|-0.250617086,1.02587046|1.22248812|0.921981313|0.233011338|0.0151577162|-0.249434617,0.426236421|0.41603443|0.212574854,0.106185935|-0.351748437|0.00661098678,0.0035418253391981125,0.0010139411315321922,0.0012093400582671165,0.0012978734448552132
2,0.15000000000000002,-1.1071924159735165,0.8025747537612915,0.39026764035224915,0.163157120347023,0.6789422631263733,0.35,5,0,0,0,0.0,0.0,0.0,0.5230478048324585,1.0,nan,0,0,0,0,0.013157300323719312,0.0,safe_stop_infeasible,0.5230478259469497,1,0,12,,qp_solver,0,0,0,primal infeasible,osqp,0.0,valid,-0.011871126840836826,0.284042497|0.299042489|0.261969501|0.0986910761|0.0523334311|-0.0118711268,0.434042497|0.449042489|0.411969501|0.248691076|0.202333431|0.138128873,0.404042497|0.419042489|0.381969501|0.218691076|0.172333431|0.108128873,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0|0|0|0,-0.126508878|0|-0.145678198|-0.18734559|-0.228774119|-0.235692913,1.00966111|1.19616995|0.902199808|0.207418715|-0.0194403945|-0.283177421,0.431545764|0.398447007|0.212905481,0.106185935|-0.351748437|0.00661098678,0.0029625678434967995,0.0008550258353352547,0.0008173836395144463,0.0012690061703324318
3,0.2,-1.14206375577149,0.8374460935592651,0.39026764035224915,0.1502954214811325,0.7258890867233276,0.35,5,0,0,0,0.0,0.0,0.0,0.5108781456947327,1.0,nan,0,0,0,0,0.013157300323719312,0.0,safe_stop_infeasible,0.5108781649783048,1,0,12,,qp_solver,0,0,0,primal infeasible,osqp,0.0,valid,-0.023235773641816587,0.277976865|0.292976856|0.254954714|0.0896761506|0.0412346609|-0.0232357736,0.427976865|0.442976856|0.404954714|0.239676151|0.191234661|0.126764226,0.397976865|0.412976856|0.374954714|0.209676151|0.161234661|0.0967642264,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0|0|0|0,-0.116063507|0|-0.134842499|-0.173069452|-0.214925596|-0.218486998,0.995843953|1.17190742|0.884976355|0.18563515|-0.0499869528|-0.311430092,0.436855108|0.380859584|0.213236108,0.106185935|-0.351748437|0.00661098678,0.003966107964515686,0.0008520018309354782,0.0012625260278582573,0.0018310127779841423
4,0.25,-1.1497487018316708,0.8451310396194458,0.39026764035224915,0.13812866806983948,0.7750238180160522,0.35,5,0,0,0,0.0,0.0,0.0,0.5020154118537903,1.0,nan,0,0,0,0,0.013157300323719312,0.0,safe_stop_infeasible,0.5020153977569561,1,0,12,,qp_solver,0,0,0,primal infeasible,osqp,0.0,valid,-0.033677460532805875,0.272441622|0.287441613|0.248492358|0.0814020448|0.0308664948|-0.0336774605,0.422441622|0.437441613|0.398492358|0.231402045|0.180866495|0.116322539,0.392441622|0.407441613|0.368492358|0.201402045|0.150866495|0.0863225395,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0|0|0|0,-0.105296105|0|-0.123583114|-0.15771066|-0.199531096|-0.198732274,0.984470382|1.14976645|0.870386318|0.167897519|-0.0760651172|-0.333442116,0.442164451|0.36327216|0.213566735,0.106185935|-0.351748437|0.00661098678,0.004767953418195248,0.0014660777524113655,0.0014099311083555222,0.0018597422167658806
5,0.30000000000000004,-1.1578973124235592,0.8532796502113342,0.39026764035224915,0.12676402926445007,0.8258757591247559,0.35,5,0,0,0,0.0,0.0,0.0,0.4920571446418762,1.0,nan,0,0,0,0,0.013157300323719312,0.0,safe_stop_infeasible,0.49205713280778307,1,0,12,,qp_solver,0,0,0,primal infeasible,osqp,0.0,valid,-0.04306287394982922,0.267452426|0.282452417|0.242603247|0.0739230196|0.021308875|-0.0430628739,0.417452426|0.432452417|0.392603247|0.22392302|0.171308875|0.106937126,0.387452426|0.402452417|0.362603247|0.19392302|0.141308875|0.0769371261,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0|0|0|0,-0.0942250014|0|-0.111915815|-0.141268018|-0.182488823|-0.176204422,0.975584704|1.12980967|0.858497173|0.154424061|-0.0972533224|-0.348455918,0.447473794|0.345684737|0.213897362,0.106185935|-0.351748437|0.00661098678,0.004812220111489296,0.0014534946531057358,0.0013980651274323463,0.001928667537868023
6,0.35000000000000003,-4.161398370048376,3.856780707836151,0.39026764035224915,0.11632232367992401,0.8567807078361511,0.35,5,1,0,0,0.0,0.0,0.0,0.48295265436172485,1.0,nan,0,0,0,0,0.013157300323719312,0.0,safe_stop_infeasible,0.4829526578411194,1,0,12,,qp_solver,0,0,0,primal infeasible,osqp,0.0,valid,-0.051249495217201346,0.263023926|0.278023916|0.237307267|0.0672927649|0.012646128|-0.0512494952,0.413023926|0.428023916|0.387307267|0.217292765|0.162646128|0.0987505048,0.383023926|0.398023916|0.357307267|0.187292765|0.132646128|0.0687505048,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0|0|0|0,-0.0828723761|0|-0.0998619518|-0.123766376|-0.163727603|-0.150768349,0.969223326|1.11209566|0.849367116|0.145404684|-0.113143091|-0.35576633,0.452783138|0.328097314|0.214227989,0.106185935|-0.351748437|0.00661098678,0.004297155886888504,0.0012117503210902214,0.0011850297451019287,0.001870567910373211
7,0.4,-4.154961843273016,3.850344181060791,0.39026764035224915,0.10693690180778503,0.8503441214561462,0.35,5,1,0,0,0.0,0.0,0.0,0.48303675651550293,1.0,nan,0,0,0,0,0.013157300323719312,0.0,safe_stop_infeasible,0.483036761040181,1,0,12,,qp_solver,0,0,0,primal infeasible,osqp,0.0,valid,-0.05809145229739207,0.259169562|0.274169552|0.232623092|0.0615629828|0.00496505589|-0.0580914523,0.409169562|0.424169552|0.382623092|0.211562983|0.154965056|0.0919085477,0.379169562|0.394169552|0.352623092|0.181562983|0.124965056|0.0619085477,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0|0|0|0,-0.0712642111|0|-0.087448621|-0.10526104|-0.143222286|-0.12243492,0.965414035|1.09667821|0.843043747|0.140990892|-0.123362062|-0.354800729,0.458092481|0.31050989|0.214558616,0.106185935|-0.351748437|0.00661098678,0.004342756234109402,0.0012157214805483818,0.0011832239106297493,0.001912788487970829
8,0.45,-4.147694368144842,3.843076705932617,0.39026764035224915,0.0987502783536911,0.8430767059326172,0.35,5,1,0,0,0.0,0.0,0.0,0.4794537425041199,1.0,nan,0,0,0,0,0.013157300323719312,0.0,safe_stop_infeasible,0.47945374193209567,1,0,12,,qp_solver,0,0,0,primal infeasible,osqp,0.0,valid,-0.0634482718879916,0.255901385|0.270901375|0.228567898|0.0567817797|-0.00164777358|-0.0634482719,0.405901385|0.420901375|0.378567898|0.20678178|0.148352226|0.0865517281,0.375901385|0.390901375|0.348567898|0.17678178|0.118352226|0.0565517281,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0|0|0|0,-0.0594301366|0|-0.0747086848|-0.0858409296|-0.121010088|-0.0914178933,0.964175404|1.0836055|0.839562909|0.141286189|-0.127601182|-0.345210981,0.463401824|0.292922467|0.214889243,0.106185935|-0.351748437|0.00661098678,0.004783023148775101,0.001449819654226303,0.0014760466292500496,0.0018255691975355148
9,0.5,-4.139599103710028,3.8349814414978027,0.39026764035224915,0.09190833568572998,0.8349814414978027,0.35,5,1,0,0,0.0,0.0,0.0,0.46768903732299805,1.0,nan,0,0,0,0,0.013157300323719312,0.0,safe_stop_infeasible,0.4676890439109769,1,0,12,,qp_solver,0,0,0,primal infeasible,osqp,0.0,valid,-0.06719612604411973,0.25322988|0.26822987|0.225157077|0.0529919457|-0.00710952903|-0.067196126,0.40322988|0.41822987|0.375157077|0.202991946|0.142890471|0.082803874,0.37322988|0.38822987|0.345157077|0.172991946|0.112890471|0.052803874,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0|0|0|0,-0.047403167|0|-0.0616805966|-0.06562976|-0.097205432|-0.0581732756,0.965516353|1.07291948|0.838947713|0.146338023|-0.125643548|-0.32695778,0.468711168|0.275335044|0.21521987,0.106185935|-0.351748437|0.00661098678,0.004734257236123085,0.0013966858386993408,0.0014459732919931412,0.0018584076315164566
