step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_command_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,safety_filter_solve_time_s
0,0.05,-0.04527722881183202,0.09416957944631577,0.25451961159706116,0.48763519525527954,0.08505675196647644,0.35,3,0,0,0,0.4739261865615845,9.478524208068848,189.5704803466797,0.5234451293945312,1.0,0.3349211296494325,0,0,0,0.0,filtered,0.06540969668248943,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.3349211296494325,0.0027555059641599655
1,0.1,0.13282033909443158,0.08053998649120331,0.23619496822357178,0.4856412410736084,0.07871337980031967,0.35,3,0,0,0,0.8049960732460022,7.005090236663818,86.30166625976562,0.8049954771995544,1.0,0.32810830836487687,0,0,0,0.0,filtered,7.687719196273905e-07,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.32810830836487687,0.0026851166039705276
2,0.15000000000000002,0.2335465236764176,0.0805012434720993,0.21357686817646027,0.48683851957321167,0.07856807857751846,0.35,3,0,0,0,0.9737991690635681,4.2986931800842285,88.36980438232422,0.9737991690635681,1.0,0.3265367238808498,0,0,0,0.0,passthrough,5.5225846889428885e-12,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.3265367238808498,0.002346852794289589
3,0.2,0.2554020117320123,0.0804261788725853,0.19079247117042542,0.48916709423065186,0.07838480919599533,0.35,3,0,0,0,1.0268927812576294,3.856710195541382,67.89647674560547,1.0268919467926025,1.0,0.32829035824018765,0,0,0,0.0,filtered,1.3598616588258128e-06,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.32829035824018765,0.0026261629536747932
4,0.25,0.25124759805890334,0.08030974864959717,0.16913723945617676,0.49166029691696167,0.07815920561552048,0.35,3,0,0,0,1.0485754013061523,3.1968929767608643,31.240806579589844,1.0485754013061523,1.0,0.3312265225516516,0,0,0,0.0,passthrough,4.687583660211358e-12,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.3312265225516516,0.0025790631771087646
5,0.30000000000000004,0.22024836112434726,0.08014660328626633,0.14988268911838531,0.49356794357299805,0.07788664102554321,0.35,3,0,0,0,1.0511513948440552,3.5458433628082275,22.693269729614258,1.0511513948440552,1.0,0.33435586788090793,0,0,0,0.0,passthrough,4.843903064093334e-12,0,0,12,,workspace_x_lower,0,0,1,solved,osqp,0.0,valid,0.33435586788090793,0.0023490460589528084
6,0.35000000000000003,0.12721941608951617,0.079930879175663,0.13616862893104553,0.49362844228744507,0.077562116086483,0.35,3,0,0,0,1.0262234210968018,5.117613792419434,45.44015884399414,1.0262227058410645,1.0,0.3369029103071,0,0,0,0.0,filtered,1.0793020629522296e-06,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.3369029103071,0.002363581210374832
7,0.4,0.08519058476031091,0.07965639233589172,0.12522923946380615,0.4926987290382385,0.07718037068843842,0.35,3,0,0,0,1.0383020639419556,2.640659809112549,67.77843475341797,1.0383020639419556,1.0,0.3375276479760509,0,0,0,0.0,passthrough,6.7794444685996284e-12,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.3375276479760509,0.0023011649027466774
8,0.45,0.040226219259557716,0.07931660115718842,0.11703748255968094,0.49072742462158203,0.07673591375350952,0.35,3,0,0,0,1.0466700792312622,2.2655224800109863,16.36762237548828,1.0466691255569458,1.0,0.3371465399997114,0,0,0,0.0,filtered,1.2445721203827375e-06,0,0,12,,workspace_x_lower,0,0,1,solved,osqp,0.0,valid,0.3371465399997114,0.0026204241439700127
9,0.5,0.009899346661195449,0.0789046362042427,0.11071434617042542,0.4880080223083496,0.07622300833463669,0.35,3,0,0,0,1.0438473224639893,2.2296619415283203,24.065401077270508,1.043845772743225,1.0,0.3356962518911483,0,0,0,0.0,filtered,1.8526048214065342e-06,0,0,12,,workspace_x_lower,0,0,1,solved,osqp,0.0,valid,0.3356962518911483,0.004774594679474831
