step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_command_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,safety_filter_solve_time_s
0,0.05,-0.46317064003686714,0.30736613273620605,0.3639163076877594,0.42356282472610474,0.2916339039802551,0.35,5,0,0,0,0.40923792123794556,8.184758186340332,163.69515991210938,0.48590582609176636,1.0,0.28059331109311925,0,0,0,0.0,filtered,0.07909910920679132,0,0,12,joint_3_acceleration_lower|joint_5_acceleration_lower|joint_0_acceleration_upper|joint_2_acceleration_upper,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.28059331109311925,0.010016332380473614
1,0.1,-0.4088757417053325,0.3712018132209778,0.3519645035266876,0.40158402919769287,0.3518993556499481,0.35,5,0,0,0,0.7494977116584778,7.105195045471191,64.02945709228516,0.7494962215423584,1.0,0.2614652184171914,0,0,0,0.0,filtered,1.7934029372661587e-06,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.2614652184171914,0.008099555969238281
2,0.15000000000000002,-0.3809673201254447,0.38942450284957886,0.3386017978191376,0.38173845410346985,0.3658672869205475,0.35,5,0,0,0,0.9759804606437683,5.2622857093811035,69.11653137207031,0.9759804606437683,1.0,0.23998784287817454,0,0,0,0.0,passthrough,6.620024709588906e-12,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.23998784287817454,0.002681831829249859
3,0.2,-0.36974840084371247,0.436292439699173,0.32320526242256165,0.36023762822151184,0.40713024139404297,0.35,3,0,0,0,1.1373704671859741,4.086948394775391,87.47966766357422,1.1627789735794067,1.0,0.22098812843556925,0,0,0,0.0,filtered,0.05030570858199094,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,2.565314534686003e-07,valid,0.22098812843556925,0.002819324843585491
4,0.25,-0.40049416260591053,0.4770761728286743,0.3083331882953644,0.3328397572040558,0.4408322274684906,0.35,3,0,0,0,1.166530966758728,3.125082492828369,68.62870788574219,1.2254074811935425,1.0,0.1971644018968291,0,0,0,0.0,filtered,0.13713074980988635,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,9.031102372047961e-07,valid,0.1971644018968291,0.008608577772974968
5,0.30000000000000004,-0.4577235984907311,0.5040794610977173,0.2959689795970917,0.30688485503196716,0.4596237540245056,0.35,3,0,0,0,1.092378854751587,3.16957426071167,67.6111068725586,1.1623972654342651,1.0,0.17016011959710137,0,0,0,0.0,filtered,0.17746515343889505,0,1,12,workspace_z_lower,workspace_z_lower,2,0,0,inaccurate_solution,,0.0,valid,0.17016011959710137,0.005027802661061287
6,0.35000000000000003,-0.5271264382330156,0.5345586538314819,0.2863938510417938,0.282478392124176,0.480785995721817,0.35,3,0,0,0,1.0001543760299683,2.961794376373291,45.105045318603516,1.0813740491867065,1.0,0.14463687274085107,0,0,0,0.0,filtered,0.21497826795103436,0,1,12,workspace_z_lower,workspace_z_lower,2,0,0,inaccurate_solution,,0.0,valid,0.14463687274085107,0.00315299816429615
7,0.4,-0.6050019093915348,0.541191577911377,0.28107592463493347,0.2621282637119293,0.4783785045146942,0.35,3,0,0,0,0.894823431968689,3.9059646129608154,57.375362396240234,0.9856677651405334,1.0,0.12069524832963474,0,0,0,0.0,filtered,0.24321695569897603,0,1,12,workspace_z_lower,workspace_z_lower,0,0,1,solved,osqp,5.7673809894520645e-09,valid,0.12069524832963474,0.0027452530339360237
8,0.45,-0.6499357127983433,0.5173203945159912,0.27963507175445557,0.2475530356168747,0.4474637508392334,0.35,3,0,0,0,0.9017202258110046,4.646636486053467,87.91834259033203,0.9899928569793701,1.0,0.10084322082597574,0,0,0,0.0,filtered,0.27202660702418197,0,1,12,workspace_z_lower,workspace_z_lower,0,0,1,solved,osqp,4.044700324667971e-09,valid,0.10084322082597574,0.002597014419734478
9,0.5,-0.6546365303763703,0.4607063829898834,0.28145959973335266,0.2387460321187973,0.38669177889823914,0.35,3,0,0,0,0.987102746963501,5.147456645965576,36.97356414794922,1.0615060329437256,1.0,0.08679530539418989,0,0,0,0.0,filtered,0.2650028962529251,0,1,12,workspace_z_lower|joint_0_acceleration_lower,workspace_z_lower,0,0,1,solved,osqp,5.182946613557782e-09,valid,0.08679530539418989,0.003383621573448181
10,0.55,-0.5861734160633137,0.35506030917167664,0.28507891297340393,0.23481611907482147,0.2799379229545593,0.35,3,0,0,0,1.0258699655532837,5.852773189544678,87.5261459350586,1.0306555032730103,0.9815443644808581,0.07852354915846865,0,0,0,0.0,filtered,0.15930918823672244,0,1,12,workspace_z_lower|joint_2_acceleration_lower,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.07852354915846865,0.0025251731276512146
11,0.6000000000000001,-0.5463396047435465,0.28724971413612366,0.2899926006793976,0.23385877907276154,0.21305547654628754,0.35,3,0,0,0,1.040485143661499,4.9518632888793945,57.46923828125,1.0616464614868164,0.9400154131159487,0.0752012330492759,0,0,0,0.0,filtered,0.09775725691784605,0,1,12,workspace_z_lower|joint_2_acceleration_lower,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.0752012330492759,0.013618581928312778
12,0.65,-0.5545269488917473,0.3194596767425537,0.2932976186275482,0.2311183661222458,0.24543188512325287,0.35,3,0,0,0,1.0040444135665894,5.941349029541016,89.1656265258789,1.0121937990188599,0.9365935744757581,0.07492748595806065,0,0,0,0.0,filtered,0.03609901213308888,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,1.1961335100174608e-07,valid,0.07492748595806065,0.005324401892721653
13,0.7000000000000001,-0.5619935571564242,0.28584611415863037,0.29865214228630066,0.23136191070079803,0.22778719663619995,0.35,3,0,0,0,1.1000117063522339,3.714583396911621,128.69931030273438,1.1026355028152466,0.9126681880943496,0.07301345504754797,0,0,0,0.0,filtered,0.036989417888511705,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,3.425655720895593e-07,valid,0.07301345504754797,0.0032299384474754333
14,0.75,-0.6037566473843515,0.28309914469718933,0.30604156851768494,0.23298083245754242,0.23345814645290375,0.35,3,0,0,0,1.1499462127685547,1.8026291131973267,45.456417083740234,1.1523547172546387,0.919231982059103,0.07353855856472824,0,0,0,0.0,filtered,0.041011972093266194,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,3.99098373057849e-07,valid,0.07353855856472824,0.004070444963872433
15,0.8,-0.6586159582765919,0.27794593572616577,0.3160688579082489,0.235747292637825,0.234659805893898,0.35,3,0,0,0,1.2266736030578613,1.9487627744674683,25.38532829284668,1.229148268699646,0.9345192388748549,0.0747615391099884,0,0,0,0.0,filtered,0.049189113303679644,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,4.954615527991146e-07,valid,0.0747615391099884,0.002990076318383217
16,0.8500000000000001,-0.723598274620519,0.2701752185821533,0.3291912376880646,0.23981232941150665,0.23271724581718445,0.35,3,0,0,0,1.3248238563537598,2.20562481880188,10.417048454284668,1.3272300958633423,0.9636250683955995,0.07709000547164796,0,0,0,0.0,filtered,0.05573548115119361,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,5.989769891259766e-07,valid,0.07709000547164796,0.004173044115304947
17,0.9,-0.7950829796687003,0.26014867424964905,0.34560608863830566,0.2451002150774002,0.22874578833580017,0.35,3,0,0,0,1.4407374858856201,2.408010244369507,9.174127578735352,1.442898154258728,1.0,0.0806888892040461,0,0,0,0.0,filtered,0.059020997195364584,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,6.901228136770021e-07,valid,0.0806888892040461,0.0024398108944296837
18,0.9500000000000001,-0.8349709321057074,0.2588893473148346,0.3629606366157532,0.24923895299434662,0.2292793244123459,0.35,3,0,0,0,1.4140605926513672,1.4794381856918335,64.1523666381836,1.5045883655548096,1.0,0.08549792497582182,0,0,0,0.0,filtered,0.12760790550704335,0,2,12,workspace_x_upper|workspace_z_lower,workspace_z_lower,0,0,1,solved,osqp,3.3183872684416915e-08,valid,0.08549792497582182,0.01117168739438057
19,1.0,-0.8026659587955846,0.29286423325538635,0.3755044639110565,0.24819226562976837,0.2602049708366394,0.35,3,0,0,0,1.274510383605957,4.4784255027771,69.40799713134766,1.4358172416687012,1.0,0.08922697369671168,0,0,0,0.0,filtered,0.2220641448167239,0,2,12,workspace_x_upper|workspace_z_lower,workspace_z_lower,0,0,1,solved,osqp,5.690776745670423e-08,valid,0.08922697369671168,0.002741382457315922
20,1.05,-0.8160142492998734,0.41544902324676514,0.38146069645881653,0.24146823585033417,0.3431393504142761,0.35,3,0,0,0,1.1541246175765991,4.82546854019165,10.252488136291504,1.3329616785049438,1.0,0.08797670697974647,0,0,0,0.0,filtered,0.2696084727451654,0,1,12,workspace_x_upper,workspace_z_lower,0,0,1,solved,osqp,1.0320732297952606e-07,valid,0.08797670697974647,0.0032946132123470306
21,1.1,-0.8504481970920239,0.46598440408706665,0.38620737195014954,0.23344098031520844,0.38881856203079224,0.35,3,0,0,0,1.0865880250930786,2.667144298553467,70.46810150146484,1.2862800359725952,1.0,0.08126693154145775,0,0,0,0.0,filtered,0.3128350824418855,0,2,12,workspace_x_upper|workspace_z_lower,workspace_z_lower,0,0,1,solved,osqp,7.192197034114334e-08,valid,0.08126693154145775,0.015958387404680252
