episode,step,reset_seed,reset_source,reset_jitter_seed,episode_reward,episode_cost,episode_length,success,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,safety_violation_rate,min_distance,mean_risk,safety_filter_intervention_rate,mean_safety_filter_intervention_norm,safety_filter_safe_stop_rate,safety_filter_infeasible_rate,safety_filter_projection_failure_rate,predictive_near_miss_rate,min_predictive_h_m,mean_safety_filter_solve_time_s,residual_control_enabled,residual_control_base_qdot_norm,residual_qdot_norm,lambda,alpha
7773,810240,9098,focused,71367167,-32.22357550434359,12.768746573477983,240,0,0,0,0,0,0,,0.0,0.43021854758262634,0.05320311072282493,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.006169328466057777
7774,810266,1774800898,random,,24.98510806027886,1.2189911976456642,26,1,0,0,0,0,0,,0.0,0.2945563793182373,0.046884276832525544,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.006169328466057777
7775,810506,376462002,random,,-173.48861951710256,71.93983724713326,240,0,0,0,0,0,0,,0.0,0.13194328546524048,0.29974932186305525,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.006169328466057777
7776,810515,9006,focused,611611024,17.233997375000833,4.232407927513123,9,1,0,0,0,0,0,,0.0,0.17683038115501404,0.47026754750145805,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.006169328466057777
7777,810755,2038469718,random,,-15.846853070055959,7.427070401608944,240,0,0,0,0,0,0,,0.0,0.44356203079223633,0.0309461266733706,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.006169328466057777
7778,810772,1272211440,random,,1.5749550465308175,13.227115288376808,17,1,0,0,0,0,0,,0.17647058823529413,0.09095150977373123,0.2486538404927534,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.006169328466057777
7779,810796,706960921,random,,11.949703516518905,7.404748767614365,24,1,0,0,0,0,0,,0.0,0.2184024155139923,0.3085311986505985,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.006169328466057777
7780,810809,276159009,random,,24.76460499721125,0.6848524361848831,13,1,0,0,0,0,0,,0.0,0.4935912489891052,0.052680956629606396,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.006169328466057777
7781,811049,9108,focused,1904937163,-131.7539940963754,24.60058780387044,240,0,0,0,0,0,0,,0.0,0.32744428515434265,0.1025024491827935,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.006169328466057777
7782,811069,188961114,random,,13.021580317648631,6.91888403147459,20,1,0,0,0,0,0,,0.0,0.21179752051830292,0.3459442015737295,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.006169328466057777
7783,811107,9060,focused,1360072457,-3.556674374388102,14.131829209625721,38,1,0,0,0,0,0,,0.0,0.14968450367450714,0.3718902423585716,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.006169328466057777
