step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_capsule_overlap,collision_pybullet_contact,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
10,0.55,-0.6306375442863231,0.23692913353443146,0.34783312678337097,0.2554909288883209,0.17659960687160492,0.35,5,0,0,0,0,0,1.3347430229187012,2.377999782562256,9.454663276672363,1.3347424268722534,1.0,nan,0,0,0,0,0.07552872226822568,0.0,filtered,1.1804422672217577e-06,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.06432136608523278,0.390644045|0.405644045|0.244244689|0.0777027316|0.0803495816|0.0643213661,0.540644045|0.555644045|0.394244689|0.227702732|0.230349582|0.214321366,0.510644045|0.525644045|0.364244689|0.197702732|0.200349582|0.184321366,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.21818222|0.390307313|0.392928864|0.289435455,-0.0985374062|0|-0.20503652|-0.279962797|-0.277861334|-0.240549672,1.46403877|1.62257618|0.990124456|0.421155443|0.436465856|0.306171248,0.526433647|0.338372439|0.406242251,-0.0243393518|-0.270267934|0.0780353025,0.0030172420665621758,0.0008284738287329674,0.0008565858006477356,0.001313469372689724
11,0.6000000000000001,-0.7228521036611166,0.22906218469142914,0.3607814908027649,0.260892778635025,0.16948361694812775,0.35,5,0,0,0,0,0,1.3691229820251465,1.9819142818450928,9.9468355178833,1.3691222667694092,1.0,nan,0,0,0,0,0.07552872226822568,0.0,filtered,1.4801360131469163e-06,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.06743545269980902,0.385845985|0.400845985|0.244891895|0.0834250943|0.0863457286|0.0674354527,0.535845985|0.550845985|0.394891895|0.233425094|0.236345729|0.217435453,0.505845985|0.520845985|0.364891895|0.203425094|0.206345729|0.187435453,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.21523103|0.401855166|0.406262132|0.324266259,-0.0933768927|0|-0.198877128|-0.281932505|-0.280321966|-0.250184687,1.45000705|1.60338394|0.995921481|0.453623039|0.471323081|0.343823382,0.525216997|0.324859113|0.410143971,-0.0243393518|-0.270267934|0.0780353025,0.0029929140582680702,0.0008178586140275002,0.0008463496342301369,0.0013087820261716843
12,0.65,-0.8086370358230136,0.21946315467357635,0.3776518404483795,0.2672075927257538,0.16156108677387238,0.35,5,0,0,0,0,0,1.4047638177871704,1.6302218437194824,10.538990020751953,1.4047629833221436,1.0,nan,0,0,0,0,0.07552872226822568,0.0,filtered,1.6972518077316199e-06,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.07176516930997076,0.381308644|0.396308644|0.245708694|0.0895946917|0.0928569827|0.0717651693,0.531308644|0.546308644|0.395708694|0.239594692|0.242856983|0.221765169,0.501308644|0.516308644|0.365708694|0.209594692|0.212856983|0.191765169,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.209671407|0.40924117|0.415947257|0.356745569,-0.0881091492|0|-0.192164357|-0.282263247|-0.281396733|-0.258209467,1.43712543|1.58523458|1.00034182|0.48535669|0.505978456|0.385596779,0.524000347|0.311345786|0.414045691,-0.0243393518|-0.270267934|0.0780353025,0.0029425807297229767,0.0007904926314949989,0.0008620796725153923,0.0012708492577075958
13,0.7000000000000001,-0.8853718548360601,0.2086774706840515,0.39766937494277954,0.2742336094379425,0.15322266519069672,0.35,5,0,0,0,0,0,1.42636239528656,0.9843765497207642,13.518877029418945,1.4263615608215332,1.0,nan,0,0,0,0,0.07552872226822568,0.0,filtered,1.5955275442477605e-06,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.07726893540809124,0.377037303|0.392037303|0.246595074|0.0960879125|0.0997726605|0.0772689354,0.527037303|0.542037303|0.396595074|0.246087913|0.249772661|0.227268935,0.497037303|0.512037303|0.366595074|0.216087913|0.219772661|0.197268935,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.202568289|0.411871533|0.421252539|0.383670137,-0.0827374847|0|-0.184929321|-0.280885152|-0.281008437|-0.264293545,1.42541173|1.56814921|1.00401926|0.515338031|0.539334744|0.428452334,0.522783697|0.297832459|0.417947412,-0.0243393518|-0.270267934|0.0780353025,0.002819834277033806,0.0007795756682753563,0.00080109853297472,0.0012199608609080315
14,0.75,-0.9512101166154958,0.1974228471517563,0.4199494421482086,0.2816380560398102,0.14494778215885162,0.35,5,0,0,0,0,0,1.4242230653762817,0.5567032098770142,15.787344932556152,1.4242221117019653,1.0,nan,0,0,0,0,0.07552872226822568,0.0,filtered,1.7013753427808285e-06,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.08377007837320014,0.373037063|0.388037038|0.247479546|0.102764593|0.106958395|0.0837700784,0.523037063|0.538037038|0.397479546|0.252764593|0.256958395|0.233770078,0.493037063|0.508037038|0.367479546|0.222764593|0.226958395|0.203770078,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.192072872|0.409085931|0.421325602|0.401905804,-0.0772657322|0|-0.176282569|-0.277772711|-0.279120475|-0.268238989,1.41488252|1.55214815|1.00570848|0.542371591|0.570038707|0.468747128,0.521567047|0.284319133|0.421849132,-0.0243393518|-0.270267934|0.0780353025,0.0029838401824235916,0.0008433591574430466,0.0008256295695900917,0.0012936517596244812
15,0.8,-1.0001374575415003,0.1866326928138733,0.44330334663391113,0.28886279463768005,0.13735125958919525,0.35,5,0,0,0,0,0,1.3842082023620605,0.9938294887542725,17.39335060119629,1.3842074871063232,1.0,nan,0,0,0,0,0.07552872226822568,0.0,filtered,1.318397103787233e-06,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.0909516638435933,0.369312822|0.384312822|0.248271113|0.109458528|0.114244176|0.0909516638,0.519312822|0.534312822|0.398271113|0.259458528|0.264244176|0.240951664,0.489312822|0.504312822|0.368271113|0.229458528|0.234244176|0.210951664,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.177852049|0.396161478|0.411073498|0.406712858,-0.0716982541|0|-0.166819419|-0.272928134|-0.275705232|-0.269927658,1.40555303|1.53725129|1.00411708|0.561067456|0.592344969|0.500591856,0.520350397|0.270805806|0.425750852,-0.0243393518|-0.270267934|0.0780353025,0.0029659634456038475,0.0007905652746558189,0.0008169990032911301,0.0013387342914938927
16,0.8500000000000001,-1.0297667555234788,0.17719560861587524,0.46647244691848755,0.29525551199913025,0.13100053369998932,0.35,5,0,0,0,0,0,1.3067858219146729,1.828262448310852,17.30925178527832,1.3067854642868042,1.0,nan,0,0,0,0,0.07552872226822568,0.0,filtered,7.124413198827827e-07,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.09826549579171936,0.365869247|0.380869243|0.248863978|0.115772138|0.12120985|0.0982654958,0.515869247|0.530869243|0.398863978|0.265772138|0.27120985|0.248265496,0.485869247|0.500869243|0.368863978|0.235772138|0.24120985|0.218265496,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.161624647|0.37280507|0.389719918|0.395583398,-0.0660399414|0|-0.157088993|-0.266453561|-0.270791828|-0.269293054,1.39743705|1.52347697|0.999991565|0.56944006|0.603767491|0.519352328,0.519133747|0.257292479|0.429652572,-0.0243393518|-0.270267934|0.0780353025,0.00297560915350914,0.0008029751479625702,0.0008127856999635696,0.0013399505987763405
17,0.9,-1.0111873637598228,0.1713719367980957,0.4867088794708252,0.2990572452545166,0.1273811310529709,0.35,5,0,0,0,0,0,1.1247291564941406,4.229154109954834,53.65519332885742,1.189258098602295,1.0,nan,0,0,0,0,0.07552872226822568,0.0,filtered,0.09161447769901912,0,1,12,workspace_z_upper,workspace_z_upper,0,0,1,solved,osqp,9.364298447778197e-09,valid,0.10504934170614313,0.362710745|0.377710745|0.249179177|0.121291757|0.127398613|0.105049342,0.512710745|0.527710745|0.399179177|0.271291757|0.277398613|0.255049342,0.482710745|0.497710745|0.369179177|0.241291757|0.247398613|0.225049342,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.127188277|0.315250414|0.333203444|0.346849535,-0.0602962067|0|-0.147205117|-0.25854773|-0.264472772|-0.266422038,1.39054677|1.51084298|0.976699867|0.541869712|0.578325124|0.500624864,0.517917097|0.243779153|0.433554292,-0.0243393518|-0.270267934|0.0780353025,0.003355204127728939,0.0008040741086006165,0.000819711945950985,0.001711335964500904
18,0.9500000000000001,-0.9582430274280912,0.17061184346675873,0.5022663474082947,0.2989153563976288,0.12751416862010956,0.35,5,0,0,0,0,0,0.9492380619049072,5.526113986968994,37.317325592041016,1.028520941734314,1.0,nan,0,0,0,0,0.07552872226822568,0.0,filtered,0.11382525735683129,0,1,12,workspace_z_upper,workspace_z_upper,0,0,1,solved,osqp,6.083169024062585e-09,valid,0.10943546912054528,0.359841442|0.374841442|0.248367636|0.124368661|0.131094127|0.109435469,0.509841442|0.524841442|0.398367636|0.274368661|0.281094127|0.259435469,0.479841442|0.494841442|0.368367636|0.244368661|0.251094127|0.229435469,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0964900625|0.245156126|0.260841995|0.266187271,-0.0544729723|0|-0.1379295|-0.250387524|-0.257739535|-0.262124475,1.3848928|1.49936577|0.952031108|0.492243244|0.527478967|0.441804673,0.516700447|0.230265826|0.437456012,-0.0243393518|-0.270267934|0.0780353025,0.0044033462181687355,0.0013169404119253159,0.0012501934543251991,0.001805783249437809
19,1.0,-0.9372880624911807,0.18639525771141052,0.5144778490066528,0.2959773540496826,0.1433083713054657,0.35,5,0,0,0,0,0,0.8478619456291199,4.136256694793701,36.98154830932617,0.9500434994697571,1.0,nan,0,0,0,0,0.07552872226822568,0.0,filtered,0.1542072765788784,0,1,12,workspace_z_upper,workspace_z_upper,0,0,1,solved,osqp,3.910999135658955e-09,valid,0.1100199706021375,0.357265155|0.372265155|0.246518806|0.124421242|0.131570824|0.110019971,0.507265155|0.522265155|0.396518806|0.274421242|0.281570824|0.260019971,0.477265155|0.492265155|0.366518806|0.244421242|0.251570824|0.230019971,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0812334777|0.198085385|0.210450027|0.206593287,-0.0485766505|0|-0.129243467|-0.242229141|-0.250642948|-0.256771315,1.38048397|1.48906062|0.938065234|0.453541211|0.486090376|0.389901854,0.515483797|0.216752499|0.441357732,-0.0243393518|-0.270267934|0.0780353025,0.00446510873734951,0.0013247951865196228,0.001255442388355732,0.0018548918887972832
20,1.05,-0.9560372375179043,0.22088465094566345,0.5246709585189819,0.2914562523365021,0.1773182898759842,0.35,5,0,0,0,0,0,0.7809996604919434,3.3427321910858154,77.7126693725586,0.8595166802406311,1.0,nan,0,0,0,0,0.07552872226822568,0.0,filtered,0.13124220246014193,0,1,12,workspace_z_upper,workspace_z_upper,0,0,1,solved,osqp,1.5422235710715881e-09,valid,0.10789634448738619,0.354985367|0.369985367|0.244342109|0.122556734|0.129909098|0.107896344,0.504985367|0.519985367|0.394342109|0.272556734|0.279909098|0.257896344,0.474985367|0.489985367|0.364342109|0.242556734|0.249909098|0.227896344,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0772725929|0.165755394|0.173721593|0.170316496,-0.0426141182|0|-0.1207484|-0.234044756|-0.243202987|-0.250759486,1.37732735|1.47994147|0.933892629|0.421937573|0.450154998|0.351142387,0.514267147|0.203239173|0.445259452,-0.0243393518|-0.270267934|0.0780353025,0.003194090910255909,0.0009281998500227928,0.0008278395980596542,0.0014079846441745758
21,1.1,-0.9954675216463613,0.2843197286128998,0.5325347185134888,0.2848217785358429,0.2396412044763565,0.35,5,0,0,0,0,0,0.7310711145401001,4.912901401519775,60.33586883544922,0.7968191504478455,1.0,nan,0,0,0,0,0.07552872226822568,0.0,filtered,0.12136364440625107,0,1,12,workspace_z_upper|joint_4_acceleration_lower,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.1042351167517889,0.353005208|0.368005178|0.242407985|0.119482765|0.126775204|0.104235117,0.503005208|0.518005178|0.392407985|0.269482765|0.276775204|0.254235117,0.473005208|0.488005178|0.362407985|0.239482765|0.246775204|0.224235117,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0814047757|0.134996685|0.136390714|0.122545431,-0.0365926844|0|-0.112107725|-0.225985534|-0.235626019|-0.244403108,1.37542815|1.47202071|0.938928992|0.386942213|0.407865509|0.29508279,0.513050497|0.189725846|0.449161172,-0.0243393518|-0.270267934|0.0780353025,0.003506520763039589,0.0009292131289839745,0.0008377041667699814,0.0017109038308262825
22,1.1500000000000001,-1.0234947252957147,0.3620813488960266,0.5370792150497437,0.27522116899490356,0.3154779374599457,0.35,5,0,0,0,0,0,0.7429689764976501,5.20026159286499,33.5318489074707,0.790595293045044,1.0,nan,0,0,0,0,0.07552872226822568,0.0,filtered,0.10797727262615975,0,1,12,workspace_z_upper,workspace_z_upper,0,0,1,solved,osqp,1.1622502960051406e-10,valid,0.09855265775723845,0.351327432|0.366327429|0.241148983|0.115337149|0.122227585|0.0985526578,0.501327432|0.516327429|0.391148983|0.265337149|0.272227585|0.248552658,0.471327432|0.486327429|0.361148983|0.235337149|0.242227585|0.218552658,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0907388166|0.0978057092|0.0905222566|0.0571120911,-0.0305200519|0|-0.103002698|-0.217507702|-0.227220074|-0.237346771,1.37478968|1.46530972|0.952332049|0.341646604|0.352212521|0.213975951,0.511833847|0.176212519|0.453062892,-0.0243393518|-0.270267934|0.0780353025,0.002958339639008045,0.0008287606760859489,0.0008653765544295311,0.0012433556839823723
23,1.2000000000000002,-1.0330852799957508,0.42334091663360596,0.5386156439781189,0.2632756233215332,0.37432217597961426,0.35,5,0,0,0,0,0,0.7992082834243774,4.330148696899414,66.11036682128906,0.8253018856048584,1.0,nan,0,0,0,0,0.07552872226822568,0.0,filtered,0.07811906228897725,0,1,12,workspace_z_upper,workspace_z_upper,0,0,1,solved,osqp,2.1950830042527514e-11,valid,0.09011953923156099,0.349954399|0.364954399|0.240874757|0.109896074|0.115984967|0.0901195392,0.499954399|0.514954399|0.390874757|0.259896074|0.265984967|0.240119539,0.469954399|0.484954399|0.360874757|0.229896074|0.235984967|0.210119539,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.103105382|0.0636306282|0.0489392814|0.00333618224,-0.0244042735|0|-0.0932783636|-0.208026965|-0.217182235|-0.228663031,1.37541332|1.45981759|0.973326045|0.295187961|0.295696913|0.135151308,0.510617197|0.162699193|0.456964612,-0.0243393518|-0.270267934|0.0780353025,0.00303100049495697,0.0008595576509833336,0.0008314959704875946,0.0013186605647206306
24,1.25,-1.0370142205763435,0.45964518189430237,0.5383990406990051,0.250687837600708,0.4083960950374603,0.35,5,0,0,0,0,0,0.8296453356742859,3.8997995853424072,64.32645416259766,0.849024772644043,1.0,nan,0,0,0,0,0.07552872226822568,0.0,filtered,0.07204928872560878,0,1,12,workspace_z_upper,workspace_z_upper,0,0,1,solved,osqp,5.625860888258671e-12,valid,0.07963873016821962,0.348888057|0.363888057|0.241764445|0.103345638|0.108345258|0.0796387302,0.498888057|0.513888057|0.391764445|0.253345638|0.258345258|0.22963873,0.468888057|0.483888057|0.361764445|0.223345638|0.228345258|0.19963873,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.105649031|0.0399003106|0.0238161994|-0.0172804134,-0.0182537014|0|-0.0830127571|-0.197421711|-0.205386693|-0.217744814,1.37729853|1.45555223|0.989694054|0.255861152|0.251810539|0.0835296937,0.509400547|0.149185866|0.460866332,-0.0243393518|-0.270267934|0.0780353025,0.0029793819412589073,0.0008795913308858871,0.0007835133001208305,0.001287146471440792
