step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_capsule_overlap,collision_pybullet_contact,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
0,0.05,-0.4122255136765716,0.18463961780071259,0.38741135597229004,0.35713279247283936,0.16782166063785553,0.35,3,0,0,0,0,0,0.3562779426574707,7.125558853149414,142.51116943359375,0.4021115005016327,1.0,nan,0,0,0,0,0.18825932020379055,0.0,filtered,0.05293118630797082,0,0,12,joint_2_acceleration_lower,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.18825932020379055,0.433931974|0.448931974|0.215132031|0.18825932|0.244678478|0.278444861,0.583931974|0.598931974|0.365132031|0.33825932|0.394678478|0.428444861,0.553931974|0.568931974|0.335132031|0.30825932|0.364678478|0.398444861,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.057087996|0.0307869419|-0.00748026952|-0.0332845033,-0.132482953|0|-0.164727768|-0.173814731|-0.151495812|-0.137148985,1.60324494|1.7957279|0.752888353|0.610009492|0.81973783|0.943345957,0.447891593|-0.485971689|0.441606224,-0.0326186419|0.170619532|-0.0101773227,0.003798908554017544,0.0008265096694231033,0.0010281987488269806,0.0019223885610699654
1,0.1,-0.3155388039166963,0.12248386442661285,0.3817499577999115,0.3537100851535797,0.10517945885658264,0.35,3,0,0,0,0,0,0.6261534690856934,5.911046028137207,76.42205810546875,0.626153290271759,1.0,nan,0,0,0,0,0.18825932020379055,0.0,filtered,4.1855793943464574e-07,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.18106136752833202,0.427329999|0.442329988|0.209526189|0.181061368|0.236946771|0.270248861,0.577329999|0.592329988|0.359526189|0.331061368|0.386946771|0.420248861,0.547329999|0.562329988|0.329526189|0.301061368|0.356946771|0.390248861,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.126105048|0.105830953|0.0607712288|0.0163078457,-0.131597963|0|-0.164084297|-0.173809379|-0.151387668|-0.136854624,1.57772203|1.76931995|0.800125508|0.656267044|0.857170645|0.960448666,0.44626081|-0.477440834|0.441097319,-0.0326186419|0.170619532|-0.0101773227,0.004593045450747013,0.0013415571302175522,0.0013465415686368942,0.001874379813671112
2,0.15000000000000002,-0.2500407379048582,0.14086996018886566,0.3723129630088806,0.34962958097457886,0.13342590630054474,0.35,3,0,0,0,0,0,0.7364242672920227,4.245937824249268,133.40733337402344,0.7364242076873779,1.0,nan,0,0,0,0,0.18825932020379055,0.0,filtered,2.874659061582152e-07,0,0,12,,predictive_link_3,0,0,1,solved,osqp,0.0,valid,0.17763882786617458,0.420772884|0.435772858|0.20747186|0.177638828|0.232575984|0.264455829,0.570772884|0.585772858|0.35747186|0.327638828|0.382575984|0.414455829,0.540772884|0.555772858|0.32747186|0.297638828|0.352575984|0.384455829,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.141897707|0.0892156339|0.0100308921|-0.048436812,-0.130688456|0|-0.163160984|-0.173805178|-0.152071691|-0.137692548,1.55240308|1.74309143|0.808624164|0.625965767|0.788263135|0.871693958,0.444630027|-0.468909979|0.440588415,-0.0326186419|0.170619532|-0.0101773227,0.004390867426991463,0.0012435130774974823,0.0012595262378454208,0.0018536113202571869
3,0.2,-0.225698550336839,0.20694461464881897,0.3588797152042389,0.34392061829566956,0.1986267864704132,0.35,3,0,0,0,0,0,0.7959796786308289,5.443432807922363,137.27821350097656,0.7959794998168945,1.0,nan,0,0,0,0,0.18825932020379055,0.0,filtered,3.9798470383384383e-07,0,0,12,,predictive_link_3,0,0,1,solved,osqp,0.0,valid,0.17357787399755764,0.414261871|0.429261871|0.206472533|0.173577874|0.225830018|0.255518065,0.564261871|0.579261871|0.356472533|0.323577874|0.375830018|0.405518065,0.534261871|0.549261871|0.326472533|0.293577874|0.345830018|0.375518065,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.143748728|0.0552968946|-0.0531969398|-0.124312958,-0.129753696|0|-0.161838293|-0.173665927|-0.152882622|-0.138656475,1.52729379|1.71704748|0.807800566|0.575942464|0.69724051|0.759102828,0.442999244|-0.460379124|0.44007951,-0.0326186419|0.170619532|-0.0101773227,0.004056123085319996,0.0010758312419056892,0.001435249112546444,0.001522168517112732
4,0.25,-0.19893674851479887,0.25056493282318115,0.34284865856170654,0.3371877670288086,0.2411033809185028,0.35,3,0,0,0,0,0,0.8995354771614075,4.290023326873779,72.10924530029297,0.8995351195335388,1.0,nan,0,0,0,0,0.18825932020379055,0.0,filtered,8.450435556079689e-07,0,0,12,,predictive_link_3,0,0,1,solved,osqp,0.0,valid,0.1679184929216725,0.407798243|0.422798243|0.205753622|0.167918493|0.216040461|0.242833007,0.557798243|0.572798243|0.355753622|0.317918493|0.366040461|0.392833007,0.527798243|0.542798243|0.325753622|0.287918493|0.336040461|0.362833007,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.147903362|0.0332294182|-0.0892039665|-0.172232265,-0.128792931|0|-0.160142413|-0.173317332|-0.153502367|-0.139462391,1.50240004|1.69119297|0.810775437|0.531586057|0.621455509|0.659637371,0.441368461|-0.451848269|0.439570606,-0.0326186419|0.170619532|-0.0101773227,0.003754563629627228,0.0008076559752225876,0.001044020988047123,0.001881927251815796
5,0.30000000000000004,-0.17825041488762972,0.2863314747810364,0.3250536024570465,0.32951629161834717,0.2754499912261963,0.35,3,0,0,0,0,0,0.950812816619873,3.0170533657073975,53.68278121948242,0.9508126974105835,1.0,nan,0,0,0,0,0.18825932020379055,0.0,filtered,2.1415286264485659e-07,0,0,12,,predictive_link_3,0,0,1,solved,osqp,0.0,valid,0.16127567685170308,0.401383318|0.416383318|0.205406796|0.161275677|0.204600821|0.227846018,0.551383318|0.566383318|0.355406796|0.311275677|0.354600821|0.377846018,0.521383318|0.536383318|0.325406796|0.281275677|0.324600821|0.347846018,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.148236339|0.0124966788|-0.113742156|-0.207196382,-0.12780539|0|-0.158136007|-0.172684111|-0.153820016|-0.14005122,1.47772788|1.66553327|0.811727516|0.484915275|0.550841111|0.564136469,0.439737678|-0.443317413|0.439061701,-0.0326186419|0.170619532|-0.0101773227,0.003777364268898964,0.001166527159512043,0.0008058222010731697,0.0017742784693837166
6,0.35000000000000003,-0.1703121537890207,0.2430589497089386,0.31024256348609924,0.32438647747039795,0.23095548152923584,0.35,3,0,0,0,0,0,0.9046249389648438,3.675607442855835,95.97266387939453,0.9046248197555542,1.0,nan,0,0,0,0,0.18825932020379055,0.0,filtered,2.1578182832329146e-07,0,0,12,,predictive_link_3,0,0,1,solved,osqp,0.0,valid,0.1537486060858464,0.395018456|0.410018456|0.205241138|0.153748606|0.192097931|0.211230152,0.545018456|0.560018456|0.355241138|0.303748606|0.342097931|0.361230152,0.515018456|0.530018456|0.325241138|0.273748606|0.312097931|0.331230152,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.166212162|0.0608587379|-0.0361010057|-0.130806829,-0.126790287|0|-0.155884863|-0.171668237|-0.153665131|-0.140215895,1.45328354|1.64007383|0.831291852|0.504184925|0.578625589|0.573897885,0.438106894|-0.434786558|0.438552797,-0.0326186419|0.170619532|-0.0101773227,0.0038956748321652412,0.0008398480713367462,0.0011616041883826256,0.001873588189482689
7,0.4,-0.16756610437536557,0.28230687975883484,0.29417863488197327,0.31843385100364685,0.2687104344367981,0.35,3,0,0,0,0,0,0.9627150893211365,3.6439003944396973,111.47163391113281,0.962714672088623,1.0,nan,0,0,0,0,0.18825932020379055,0.0,filtered,9.057297521263195e-07,0,0,12,,predictive_link_3,0,0,1,solved,osqp,0.0,valid,0.14880973141938336,0.388705055|0.403705055|0.206024623|0.148809731|0.183553496|0.19854803,0.538705055|0.553705055|0.356024623|0.298809731|0.333553496|0.34854803,0.508705055|0.523705055|0.326024623|0.268809731|0.303553496|0.31854803,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.167773266|0.0419889424|-0.0597631952|-0.165094262,-0.125746816|0|-0.153603151|-0.170320956|-0.15320563|-0.140292434,1.4290734|1.61482022|0.838268608|0.466906912|0.521245158|0.488805424,0.436476111|-0.426255703|0.438043892,-0.0326186419|0.170619532|-0.0101773227,0.0037023890763521194,0.0010162489488720894,0.0008471477776765823,0.0018090736120939255
8,0.45,-0.17044005356134223,0.2613692581653595,0.28035688400268555,0.31416404247283936,0.24642415344715118,0.35,3,0,0,0,0,0,0.9649131298065186,2.5736091136932373,67.62918090820312,0.9649131298065186,1.0,nan,0,0,0,0,0.18825932020379055,0.0,passthrough,1.0657590440904988e-09,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.1431236933390181,0.382444553|0.397444553|0.207072427|0.143123693|0.173807648|0.184280295,0.532444553|0.547444553|0.357072427|0.293123693|0.323807648|0.334280295,0.502444553|0.517444553|0.327072427|0.263123693|0.293807648|0.304280295,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.179985854|0.0732441112|-0.0276266903|-0.120096067,-0.12467416|0|-0.151077064|-0.168440761|-0.150775048|-0.13981964,1.40510405|1.58977821|0.857198499|0.477298124|0.516828852|0.477205473,0.434845328|-0.417724848|0.437534988,-0.0326186419|0.170619532|-0.0101773227,0.003565478138625622,0.0014325501397252083,0.0008011730387806892,0.0013020141050219536
9,0.5,-0.18182041251079062,0.2806399464607239,0.2669079601764679,0.30999282002449036,0.26425257325172424,0.35,3,0,0,0,0,0,1.011691689491272,2.795311212539673,48.81925582885742,1.0116914510726929,1.0,nan,0,0,0,0,0.18825932020379055,0.0,filtered,5.455262199747923e-07,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.13918445528721235,0.37623843|0.39123843|0.208835848|0.139184455|0.165436448|0.172374423,0.52623843|0.54123843|0.358835848|0.289184455|0.315436448|0.322374423,0.49623843|0.51123843|0.328835848|0.259184455|0.285436448|0.292374423,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.185322628|0.0723393949|-0.0555775674|-0.126522393,-0.123571481|0|-0.148477682|-0.166107905|-0.14694987|-0.139020687,1.38138224|1.56495372|0.87218834|0.462969311|0.459218353|0.423954614,0.433214545|-0.409193993|0.437026083,-0.0326186419|0.170619532|-0.0101773227,0.0034381942823529243,0.0009244773536920547,0.0010171718895435333,0.0014682328328490257
