step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,unavoidable_collision,avoidable_collision,collision_avoidability_reason,safe_stop_infeasible_first_step,safe_stop_infeasible_last_step,safe_stop_h_drift_mps,safe_stop_drift_class,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,qdot_policy_norm,task_space_goal_error_before_m,task_space_goal_error_after_m,task_space_goal_error_delta_m,task_space_requested_speed_mps,task_space_executed_speed_mps,task_space_requested_toward_goal_mps,task_space_executed_toward_goal_mps,task_space_filter_velocity_loss_mps,task_space_nominal_toward_goal_mps,task_space_recovery_active_for_command,residual_control_enabled,residual_control_mode,residual_control_base_qdot_norm,hierarchical_control_enabled,hierarchical_state,hierarchical_plan_reason,hierarchical_plan_iterations,hierarchical_planning_time_s,hierarchical_planning_time_total_s,hierarchical_ik_candidate_count,hierarchical_ik_found,hierarchical_plan_found,hierarchical_direct_path,hierarchical_selected_candidate_index,hierarchical_selected_path_length_rad,hierarchical_selected_path_min_clearance_m,hierarchical_ik_candidate_errors_m,hierarchical_ik_candidate_clearances_m,hierarchical_ik_attempts_used,hierarchical_ik_fallback_used,hierarchical_ik_fallback_attempted,hierarchical_ik_target_shell_attempted,hierarchical_ik_target_shell_candidate_count,hierarchical_ik_rejection_counts,hierarchical_ik_min_goal_error_m,hierarchical_ik_goal_reachable_count,hierarchical_ik_obstacle_free_goal_reachable_count,hierarchical_selected_path_predictive_h_m,hierarchical_selected_path_filter_intervention,hierarchical_filter_intervention_ratio,hierarchical_filter_status,hierarchical_servo_stall_steps,hierarchical_servo_stall_replans,hierarchical_plan_count,hierarchical_replan_count,hierarchical_hold_steps,hierarchical_consecutive_hold_steps,hierarchical_waypoint_index,hierarchical_waypoint_count,hierarchical_path_progress,hierarchical_residual_budget,hierarchical_nominal_qdot_norm,residual_qdot_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_reason,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_infeasible_constraint_categories,safety_filter_infeasibility_diagnostic_status,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_max_link_speed_bound_mps,predictive_link_velocity_norms_mps,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,safety_filter_goal_velocity_audit_status,safety_filter_max_feasible_goal_velocity_mps,safety_filter_projected_goal_velocity_mps,safety_filter_goal_velocity_feasibility_gap_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
0,0.05,-1.1365473944244493,0.2742370069026947,0.268160879611969,0.31638723611831665,0.19264039397239685,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.4898979663848877,9.797959327697754,195.9591827392578,0.0,0.0,0.2744842762260626,0.268160879611969,0.0063233966140935904,0.0,0.21698023204807007,0.0,0.1310887367256714,-0.1310887367256714,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.20838022406678647,0.20838022406678647,0,0,0,0,-1,nan,nan,,,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 65, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,65,65,nan,nan,0.0,not_enabled,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.1472218018947355,0,0,0,0,0.1472218018947355,0.0,filtered,linprog goal-velocity priority optimal,0.48989794855663565,0,0,12,joint_3_acceleration_lower|joint_5_acceleration_lower|joint_0_acceleration_upper|joint_1_acceleration_upper|joint_2_acceleration_upper|joint_4_acceleration_upper,predictive_link_4,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.1472218018947355,0.9074086755210774,0|0|0|0|0|0,0.402725644|0.344481291|0.184581832|0.191377068|0.147221802|0.150221802,0.578096078|0.519851725|0.359952266|0.366747502|0.322592236|0.325592236,0.522725644|0.464481291|0.304581832|0.311377068|0.267221802|0.270221802,0|0|0|0|0|0,0|-0.0453502684|-0.139660316|-0.138895644|-0.125774295|-0.125774295,0|0|0|0|0|0,1.61090258|1.3325749|0.598667013|0.62661263|0.463112912|0.475112912,optimal,0.131088734772297,0.13108873672567137,-1.95337437891574e-09,0.432759643|0.53099674|0.320739418,0|-0|0,0.6234749220311642,0.00281812297180295,0.0015465619508177042,0.6136731259757653
1,0.1,-1.5367287605330273,0.40661635994911194,0.2553947865962982,0.3055000901222229,0.2940463721752167,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.8944272398948669,9.797959327697754,160.0,0.0,0.0,0.26816086609286993,0.2553947865962982,0.012766079496571714,0.0,0.3225888830409672,0.0,0.25719709383609396,-0.25719709383609396,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.20838022406678647,0.20838022406678647,0,0,0,0,-1,nan,nan,,,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 65, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,65,65,nan,nan,1.0,filtered,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.12331974362725551,0,0,0,0,0.1472218018947355,0.0,filtered,linprog goal-velocity priority optimal,0.8944271976639178,0,0,12,joint_2_acceleration_lower|joint_3_acceleration_lower|joint_5_acceleration_lower|joint_0_acceleration_upper|joint_1_acceleration_upper|joint_4_acceleration_upper,predictive_link_4,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.12331974362725551,0.9060390775659997,5.41967001e-21|0.0660551503|0.20801791|0.210520487|0.217017317|0.217017317,0.402794124|0.335405248|0.157496918|0.16406374|0.123319744|0.126319744,0.578096078|0.510707202|0.332798872|0.339365694|0.298621698|0.301621698,0.522794124|0.455405248|0.277496918|0.28406374|0.243319744|0.246319744,0|0.15|0.15|0.15|0.15|0.15,-6.10079971e-21|-0.0925159425|-0.216924575|-0.216904713|-0.203057297|-0.203057297,0|0|0|0|0|0,1.6111765|1.24910505|0.413063099|0.439350246|0.290221677|0.302221677,optimal,0.2571970919198263,0.25719709383609396,-1.9162676445638738e-09,0.432759643|0.53099674|0.320739418,0|-0|0,0.01790052803698927,0.004271792015060782,0.002171532018110156,0.004477812093682587
2,0.15000000000000002,-1.9361391089598172,0.5403745174407959,0.23614543676376343,0.28975367546081543,0.38246041536331177,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.2328828573226929,9.797959327697754,160.0,0.0,0.0,0.25539478163829216,0.23614543676376343,0.01924934487452873,0.0,0.4543229498057102,0.0,0.3861163359423157,-0.3861163359423157,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.20838022406678647,0.20838022406678647,0,0,0,0,-1,nan,nan,,,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 65, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,65,65,nan,nan,1.0,filtered,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.09898931303378639,0,0,0,0,0.1472218018947355,0.0,filtered,linprog goal-velocity priority optimal,1.232882812680233,0,0,12,joint_2_acceleration_lower|joint_3_acceleration_lower|joint_0_acceleration_upper|joint_1_acceleration_upper|joint_4_acceleration_upper|joint_5_acceleration_upper,predictive_link_4,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.09898931303378639,0.9097326245248847,0|0.136686698|0.301748545|0.304005252|0.324880723|0.324880723,0.402609447|0.32257991|0.132790536|0.139312995|0.098989313|0.101989294,0.578096078|0.498066541|0.308277167|0.314799626|0.274475944|0.277475925,0.522609447|0.44257991|0.252790536|0.259312995|0.218989313|0.221989294,0|0.15|0.15|0.15|0.15|0.15,0|-0.146293209|-0.301402737|-0.301382553|-0.28171644|-0.28171644,0|0|0|0|0|0,1.61043779|1.14402643|0.229759408|0.255869426|0.114240812|0.126240736,optimal,0.38611632443515265,0.3861163359423157,-1.1507163055757275e-08,0.432759643|0.53099674|0.320739418,0|-0|0,0.018457775935530663,0.004415101953782141,0.0021007140167057514,0.004832428996451199
3,0.2,-2.147507572791548,0.6100702285766602,0.21451571583747864,0.2729208171367645,0.4213675856590271,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.435611605644226,6.728781700134277,89.9731216430664,0.0,0.0,0.2361454290834653,0.21451571583747864,0.02162971324598667,0.0,0.503502615033154,0.0,0.4332569970893025,-0.4332569970893025,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.20838022406678647,0.20838022406678647,0,0,0,0,-1,nan,nan,,,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 65, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,65,65,nan,nan,1.0,filtered,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.06982543244208567,0,0,0,0,0.1472218018947355,0.0,filtered,linprog goal-velocity priority optimal,1.4356117095816638,0,1,12,predictive_link_4|joint_2_acceleration_lower|joint_3_velocity_lower|joint_1_velocity_upper|joint_4_velocity_upper|joint_5_acceleration_upper,predictive_link_4,,,0,0,0,optimal,goal_velocity_linprog,5.551115123125783e-17,valid,0.06982543244208567,0.9183814873504771,0|0.215767765|0.414985805|0.417027794|0.460197913|0.460197913,0.402177003|0.30491435|0.102307025|0.108924496|0.0698254324|0.0728254324,0.578096078|0.480833424|0.2782261|0.28484357|0.245744507|0.248744507,0.522177003|0.42491435|0.222307025|0.228924496|0.189825432|0.192825432,0|0.15|0.15|0.15|0.15|0.15,0|-0.181586934|-0.312458192|-0.312385316|-0.279301722|-0.279301722,0|0|0|0|0|0,1.60870801|1.03807047|0.0967699089|0.123312668|8.17975193e-09|0.0120000082,optimal,0.43325700669048844,0.43325699708930254,9.601185901875198e-09,0.432759643|0.53099674|0.320739418,0|-0|0,0.01781766302883625,0.00439615803770721,0.001913891057483852,0.0050816170405596495
4,0.25,-2.0797289031040798,0.587817907333374,0.19500429928302765,0.2594776153564453,0.40545907616615295,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.4759341478347778,6.007843494415283,185.4107666015625,0.0,0.0,0.21451570636359862,0.19500429928302765,0.019511407080570975,0.0,0.4662014108500032,0.0,0.3915313784837388,-0.3915313784837388,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.20838022406678647,0.20838022406678647,0,0,0,0,-1,nan,nan,,,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 65, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,65,65,nan,nan,1.0,filtered,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.050404781859671205,0,0,0,0,0.1472218018947355,0.0,filtered,linprog goal-velocity priority optimal,1.475934099684801,0,1,12,predictive_link_4|joint_2_acceleration_lower|joint_3_velocity_lower|joint_5_acceleration_lower|joint_1_velocity_upper|joint_4_velocity_upper,predictive_link_4,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.050404781859671205,0.930956225955228,5.46875111e-17|0.265435212|0.448749214|0.449103997|0.510756342|0.510756342,0.401548267|0.288170318|0.0813247637|0.0882678835|0.0504047819|0.0534047819,0.578096078|0.464718129|0.257872575|0.264815695|0.226952593|0.229952593,0.521548267|0.408170318|0.201324764|0.208267884|0.170404782|0.173404782,0|0.15|0.15|0.15|0.15|0.15,-2.98752674e-17|-0.189483321|-0.244854489|-0.244827819|-0.201619126|-0.201619126,0|0|0|0|0|0,1.60619307|0.963197951|0.0804445658|0.108243715|1.12104742e-09|0.0120000011,optimal,0.39153137964526286,0.39153137848373887,1.1615239881024308e-09,0.432759643|0.53099674|0.320739418,0|-0|0,0.01797253603581339,0.004480142961256206,0.0018654209561645985,0.004654528922401369
5,0.30000000000000004,-2.2070976715303385,0.6232856512069702,0.1755763441324234,0.24658048152923584,0.42447495460510254,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.5023869276046753,4.476778030395508,168.8915557861328,0.0,0.0,0.19500430113838918,0.1755763441324234,0.01942795700596578,0.0,0.46989047989613636,0.0,0.3909460856020323,-0.3909460856020323,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.20838022406678647,0.20838022406678647,0,0,0,0,-1,nan,nan,,,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 65, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,65,65,nan,nan,1.0,filtered,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.04672514153838664,0,0,0,0,0.1472218018947355,0.0,filtered,linprog goal-velocity priority optimal,1.5023870023187051,0,1,12,predictive_link_4|joint_2_velocity_lower|joint_3_velocity_lower|joint_1_velocity_upper|joint_4_velocity_upper|joint_5_acceleration_upper,predictive_link_4,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.04672514153838664,0.946467682066017,0|0.276473217|0.393861416|0.393861416|0.470558651|0.470558651,0.400772694|0.276063074|0.0764480121|0.0834480121|0.0467251415|0.0497251415,0.578096078|0.453386459|0.253771396|0.260771396|0.224048526|0.227048526,0.520772694|0.396063074|0.196448012|0.203448012|0.166725142|0.169725142,0|0.15|0.15|0.15|0.15|0.15,0|-0.204867409|-0.236934451|-0.236934451|-0.186900583|-0.186900583,0|0|0|0|0|0,1.60309077|0.899384888|0.0688575975|0.0968575975|-1.72287897e-08|0.0119999828,optimal,0.39094607291128375,0.39094608560203237,-1.269074861864894e-08,0.432759643|0.53099674|0.320739418,0|-0|0,0.017636269913055003,0.0046039699809625745,0.0020983259892091155,0.004720374010503292
6,0.35000000000000003,-2.209714942810519,0.6158550381660461,0.15858790278434753,0.2358565628528595,0.41822588443756104,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.4924428462982178,4.226687431335449,166.55299377441406,0.3499999940395355,0.0,0.17557635226882076,0.15858790278434753,0.016988449484473228,0.22026033459234343,0.44756149015421504,-0.19864853252413664,0.3459804871854673,-0.544629019709604,0.0,1,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.20838022406678647,0.20838022406678647,0,0,0,0,-1,nan,nan,,,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 65, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,65,65,nan,nan,1.0,filtered,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0351844019076209,1,1,0,0,0.1472218018947355,0.3499999940395355,filtered,linprog goal-velocity priority optimal,1.5913731317956243,0,1,12,predictive_link_4|joint_2_velocity_lower|joint_3_velocity_lower|joint_5_acceleration_lower|joint_1_velocity_upper|joint_4_velocity_upper,predictive_link_4,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.0351844019076209,0.9631905779120389,0|0.290644598|0.387180163|0.387180163|0.473081273|0.473081273,0.399936549|0.261729555|0.0633367456|0.0703367456|0.0351844019|0.0381844019,0.578096078|0.439889084|0.241496274|0.248496274|0.213343931|0.216343931,0.519936549|0.381729555|0.183336746|0.190336746|0.155184402|0.158184402,0|0.15|0.15|0.15|0.15|0.15,0|-0.213146414|-0.207106219|-0.207106219|-0.140737605|-0.140737605,0|0|0|0|0|0,1.5997462|0.833771808|0.0462407635|0.0742407635|2.42875164e-09|0.0120000024,optimal,0.3459804931085071,0.34598048718546726,5.92303983637521e-09,0.432759643|0.53099674|0.320739418,0|-0|0,0.01906895497813821,0.00422907096799463,0.001864595920778811,0.0047871379647403955
7,0.4,-2.3002146010834625,0.6336508393287659,0.14319764077663422,0.22609812021255493,0.42741304636001587,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.5245473384857178,4.030919551849365,17.345989227294922,0.3500000238418579,0.0,0.15858790702706146,0.14319764077663422,0.015390266250427248,0.2261747399143353,0.43956628625852995,-0.20859174657163596,0.3175915934221983,-0.5261833399938343,0.0,1,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.20838022406678647,0.20838022406678647,0,0,0,0,-1,nan,nan,,,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 65, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,65,65,nan,nan,1.0,filtered,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.03042273964490011,1,1,0,0,0.1472218018947355,0.3500000238418579,filtered,linprog goal-velocity priority optimal,1.6171683383110573,0,1,12,predictive_link_4|joint_2_velocity_lower|joint_3_velocity_lower|joint_5_acceleration_lower|joint_1_velocity_upper|joint_4_velocity_upper,predictive_link_4,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.03042273964490011,0.9794785348399606,5.16967559e-20|0.301726964|0.368505785|0.368505785|0.448846883|0.448846883,0.399122151|0.248408404|0.0551203307|0.0621472024|0.0304227396|0.0334227388,0.578096078|0.427382331|0.234094257|0.241121129|0.209396666|0.212396666,0.519122151|0.368408404|0.175120331|0.182147202|0.15042274|0.153422739,0|0.15|0.15|0.15|0.15|0.15,-3.32232103e-20|-0.224521878|-0.199747388|-0.198004344|-0.121690961|-0.121690961,0|0|0|0|0|0,1.5964886|0.76911174|0.0207339352|0.0505844659|-2.77120651e-09|0.0119999939,optimal,0.31759159402403264,0.31759159342219817,6.018344711478107e-10,0.432759643|0.53099674|0.320739418,0|-0|0,0.018643015064299107,0.004107681103050709,0.0018799279350787401,0.0044660610146820545
8,0.45,-2.2665952091188624,0.6173513531684875,0.1298614889383316,0.2184608280658722,0.4124222993850708,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.4873343706130981,5.92664909362793,83.93245697021484,0.3499999940395355,0.0,0.1431976524911155,0.1298614889383316,0.013336163552783886,0.23204905196387732,0.3781310167661059,-0.21826284861776998,0.2758887741889464,-0.49415162280671643,0.0,1,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.20838022406678647,0.20838022406678647,0,0,0,0,-1,nan,nan,,,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 65, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,65,65,nan,nan,1.0,filtered,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.023006059199846968,1,1,0,0,0.1472218018947355,0.3499999940395355,filtered,linprog goal-velocity priority optimal,1.5698002734582883,0,1,12,predictive_link_4|joint_1_acceleration_lower|joint_2_velocity_lower|joint_3_velocity_lower|joint_5_acceleration_lower|joint_4_velocity_upper,predictive_link_4,,,0,0,0,optimal,goal_velocity_linprog,2.7755575615628914e-17,valid,0.023006059199846968,0.9953113604176093,0|0.309655596|0.36492413|0.36492413|0.439977591|0.439977591,0.39833051|0.23440035|0.0439631911|0.0511199835|0.0230060592|0.0260060592,0.578096078|0.414165918|0.223728759|0.230885551|0.202771627|0.205771627,0.51833051|0.35440035|0.163963191|0.171119983|0.143006059|0.146006059,0|0.15|0.15|0.15|0.15|0.15,0|-0.174747394|-0.149760701|-0.14643758|-0.0920242313|-0.0920242313,0|0|0|0|0|0,1.59332204|0.762854007|0.0260920633|0.0580423536|5.45057513e-09|0.0120000055,optimal,0.2758887831171713,0.27588877418894636,8.928224937143625e-09,0.432759643|0.53099674|0.320739418,0|-0|0,0.019500914961099625,0.00409980898257345,0.0017802499933168292,0.005078898975625634
9,0.5,-2.2418121105079383,0.608611524105072,0.11744146794080734,0.2120390236377716,0.4047549068927765,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.3462799787521362,5.78048038482666,160.4180908203125,0.3499999940395355,0.0,0.12986149104234765,0.11744146794080734,0.012420023101540306,0.2363076907735109,0.3739022554520942,-0.22235615287195987,0.2605199071515539,-0.48287606002351374,0.0,1,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.20838022406678647,0.20838022406678647,0,0,0,0,-1,nan,nan,,,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 65, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,65,65,nan,nan,1.0,filtered,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.019492869349182734,1,1,0,0,0.1472218018947355,0.3499999940395355,filtered,linprog goal-velocity priority optimal,1.426940805776578,0,1,12,predictive_link_4|joint_1_acceleration_lower|joint_2_velocity_lower|joint_3_velocity_lower|joint_4_velocity_upper|joint_5_acceleration_upper,predictive_link_4,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.019492869349182734,1.0103882539416014,0|0.224554571|0.266801311|0.266801311|0.376100039|0.376100039,0.397576665|0.233072461|0.0429731582|0.0499868084|0.0194928693|0.0224928693,0.578096078|0.413591874|0.223492571|0.230506221|0.200012282|0.203012282,0.517576665|0.353072461|0.162973158|0.169986808|0.139492869|0.142492869,0|0.15|0.15|0.15|0.15|0.15,0|-0.122405645|-0.109986887|-0.109356604|-0.0779714774|-0.0779714774,0|0|0|0|0|0,1.59030666|0.809884201|0.0619057459|0.0905906296|2.85391571e-11|0.012,optimal,0.260519911599999,0.2605199071515538,4.448445167781756e-09,0.432759643|0.53099674|0.320739418,0|-0|0,0.019676740979775786,0.0041869370033964515,0.001940642949193716,0.005381644004955888
