step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,unavoidable_collision,avoidable_collision,collision_avoidability_reason,safe_stop_infeasible_first_step,safe_stop_infeasible_last_step,safe_stop_h_drift_mps,safe_stop_drift_class,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,qdot_policy_norm,task_space_goal_error_before_m,task_space_goal_error_after_m,task_space_goal_error_delta_m,task_space_requested_speed_mps,task_space_executed_speed_mps,task_space_requested_toward_goal_mps,task_space_executed_toward_goal_mps,task_space_filter_velocity_loss_mps,task_space_nominal_toward_goal_mps,task_space_recovery_active_for_command,residual_control_enabled,residual_control_mode,residual_control_base_qdot_norm,hierarchical_control_enabled,hierarchical_state,hierarchical_plan_reason,hierarchical_plan_iterations,hierarchical_planning_time_s,hierarchical_planning_time_total_s,hierarchical_ik_candidate_count,hierarchical_ik_found,hierarchical_plan_found,hierarchical_direct_path,hierarchical_selected_candidate_index,hierarchical_selected_path_length_rad,hierarchical_selected_path_min_clearance_m,hierarchical_ik_candidate_errors_m,hierarchical_ik_candidate_clearances_m,hierarchical_ik_attempts_used,hierarchical_ik_fallback_used,hierarchical_ik_fallback_attempted,hierarchical_ik_target_shell_attempted,hierarchical_ik_target_shell_candidate_count,hierarchical_ik_rejection_counts,hierarchical_ik_min_goal_error_m,hierarchical_ik_goal_reachable_count,hierarchical_ik_obstacle_free_goal_reachable_count,hierarchical_selected_path_predictive_h_m,hierarchical_selected_path_filter_intervention,hierarchical_filter_intervention_ratio,hierarchical_filter_status,hierarchical_servo_stall_steps,hierarchical_servo_stall_replans,hierarchical_plan_count,hierarchical_replan_count,hierarchical_hold_steps,hierarchical_consecutive_hold_steps,hierarchical_waypoint_index,hierarchical_waypoint_count,hierarchical_path_progress,hierarchical_residual_budget,hierarchical_nominal_qdot_norm,residual_qdot_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_reason,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_infeasible_constraint_categories,safety_filter_infeasibility_diagnostic_status,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_max_link_speed_bound_mps,predictive_link_velocity_norms_mps,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,safety_filter_goal_velocity_audit_status,safety_filter_max_feasible_goal_velocity_mps,safety_filter_projected_goal_velocity_mps,safety_filter_goal_velocity_feasibility_gap_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
0,0.05,-1.0846659643924608,0.2750195264816284,0.2991909682750702,0.3115917146205902,0.19332867860794067,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.4898979663848877,9.797959327697754,195.9591827392578,1.3556346893310547,1.3556346893310547,0.31052667734102024,0.2991909682750702,0.01133570906595005,0.41985663862741834,0.24757522427522005,0.4002953442706516,0.24011292709936555,0.16018241717128606,0.40029535499016766,0,0,disabled,0.0,1,TRACK,direct_path,0,0.9726431629387662,0.9726431629387662,38,1,1,1,22,1.5339023758413433,0.13858672976493835,0.0015628941856945782;0.0006600184379088401;0.003626114486304157;0.006714291814370138;0.005391823909149753;0.004612569318898363;0.0026642155913747137;0.0051366475201027485;0.0033563434258594375;0.007417462271843728;0.002743397188856088;0.001108121091366678;0.0030059280692999652;0.007048841233638285;0.005303169504178955;0.0036763356793221213;0.0034619962171496465;0.006216812050814661;0.005468474208295939;0.0049364948456189816;0.0024632558161822343;0.0040477305663339045;0.009103784430611108;0.007953385974744955;0.007912558909806374;0.004004480784004584;0.0030729774131634307;0.0035238907764919996;0.004033679099047767;0.008462604916205464;0.004660329392479801;0.0053141058262434595;0.00207060061757205;0.002647820117066821;0.004110806801691456;0.0016514378512971712;0.003942299613193663;0.005166869764965469,0.13376803696155548;0.12772300839424133;0.1319877654314041;0.13337789475917816;0.13511495292186737;0.1374836266040802;0.13567191362380981;0.13168400526046753;0.13266894221305847;0.13256485760211945;0.13057932257652283;0.13260747492313385;0.1298510581254959;0.1294429451227188;0.12557904422283173;0.13094665110111237;0.13389179110527039;0.13265976309776306;0.1359890252351761;0.12974633276462555;0.1317114382982254;0.13137748837471008;0.13858672976493835;0.13285820186138153;0.13296693563461304;0.13604755699634552;0.13575379550457;0.1343153417110443;0.1369466334581375;0.13249213993549347;0.13368473947048187;0.13097023963928223;0.13493339717388153;0.1331830471754074;0.13301682472229004;0.1337645947933197;0.1324274092912674;0.1363794207572937,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 27, 'obstacle_contact': 0, 'self_collision': 0}",0.00036201159349643166,65,65,nan,nan,0.0,not_enabled,0,0,1,0,0,0,1,2,1.0,0.6233652630949037,1.3556346893310547,0.0,1.0,0.1397384420951846,0,0,0,0,0.1397384420951846,0.0,filtered,linprog goal-velocity priority optimal,1.429887781762988,0,0,12,joint_1_acceleration_lower|joint_2_acceleration_lower|joint_5_acceleration_lower|joint_0_acceleration_upper|joint_3_acceleration_upper|joint_4_acceleration_upper,predictive_link_2,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.1397384420951846,0.9475877746786376,0|0|0|0|0|0,0.392961667|0.182478706|0.139738442|0.186098567|0.230863716|0.233863716,0.570341056|0.359858095|0.317117831|0.363477956|0.408243104|0.411243104,0.512961667|0.302478706|0.259738442|0.306098567|0.350863716|0.353863716,0|0|0|0|0|0,0|-0.0205123719|-0.115958365|-0.181190155|-0.213949073|-0.213949073,0|0|0|0|0|0,1.57184667|0.709402453|0.442995404|0.563204113|0.70950579|0.72150579,optimal,0.24011292352140412,0.24011292709936552,-3.5779613993813797e-09,0.278481722|0.472319156|0.548588395,0|-0|0,0.012810916057787836,0.0031128210248425603,0.0013186410069465637,0.0035258699208498
1,0.1,-1.5804199798494118,0.46015816926956177,0.27575254440307617,0.29996904730796814,0.33954980969429016,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.8944272398948669,9.797959327697754,160.0,1.2935826778411865,1.2935826778411865,0.2991909671253776,0.27575254440307617,0.023438422722301455,0.3239136421980491,0.49669607093147783,0.30389020990473087,0.481576082391214,-0.17768587248648315,0.3038902087369807,0,0,disabled,0.0,1,TRACK,direct_path,0,0.9726431629387662,0.9726431629387662,38,1,1,1,22,1.5339023758413433,0.13858672976493835,0.0015628941856945782;0.0006600184379088401;0.003626114486304157;0.006714291814370138;0.005391823909149753;0.004612569318898363;0.0026642155913747137;0.0051366475201027485;0.0033563434258594375;0.007417462271843728;0.002743397188856088;0.001108121091366678;0.0030059280692999652;0.007048841233638285;0.005303169504178955;0.0036763356793221213;0.0034619962171496465;0.006216812050814661;0.005468474208295939;0.0049364948456189816;0.0024632558161822343;0.0040477305663339045;0.009103784430611108;0.007953385974744955;0.007912558909806374;0.004004480784004584;0.0030729774131634307;0.0035238907764919996;0.004033679099047767;0.008462604916205464;0.004660329392479801;0.0053141058262434595;0.00207060061757205;0.002647820117066821;0.004110806801691456;0.0016514378512971712;0.003942299613193663;0.005166869764965469,0.13376803696155548;0.12772300839424133;0.1319877654314041;0.13337789475917816;0.13511495292186737;0.1374836266040802;0.13567191362380981;0.13168400526046753;0.13266894221305847;0.13256485760211945;0.13057932257652283;0.13260747492313385;0.1298510581254959;0.1294429451227188;0.12557904422283173;0.13094665110111237;0.13389179110527039;0.13265976309776306;0.1359890252351761;0.12974633276462555;0.1317114382982254;0.13137748837471008;0.13858672976493835;0.13285820186138153;0.13296693563461304;0.13604755699634552;0.13575379550457;0.1343153417110443;0.1369466334581375;0.13249213993549347;0.13368473947048187;0.13097023963928223;0.13493339717388153;0.1331830471754074;0.13301682472229004;0.1337645947933197;0.1324274092912674;0.1363794207572937,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 27, 'obstacle_contact': 0, 'self_collision': 0}",0.00036201159349643166,65,65,nan,nan,1.0,filtered,0,0,1,0,0,0,1,2,1.0,0.4790957631271549,1.2935826778411865,0.0,1.0,0.1166553221003448,0,0,0,0,0.1397384420951846,0.0,filtered,linprog goal-velocity priority optimal,1.4216553471560145,0,0,12,joint_1_acceleration_lower|joint_2_acceleration_lower|joint_0_acceleration_upper|joint_3_acceleration_upper|joint_4_acceleration_upper|joint_5_acceleration_upper,predictive_link_2,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.1166553221003448,0.949248360078996,1.11004796e-17|0.0913311257|0.160970472|0.231078745|0.248414811|0.248414811,0.392878638|0.178862232|0.116655322|0.150943483|0.188805467|0.191805467,0.570341056|0.35632465|0.29411774|0.328405901|0.366267885|0.369267885,0.512878638|0.298862232|0.236655322|0.270943483|0.308805467|0.311805467,0|0.15|0.15|0.15|0.15|0.15,-8.82298605e-18|-0.031366151|-0.23578996|-0.347012832|-0.420017059|-0.420017059,0|0|0|0|0|0,1.57151455|0.684082778|0.230831328|0.256761101|0.335204808|0.347204808,optimal,0.48157607880319264,0.48157608239121397,-3.5880213244965375e-09,0.278481722|0.472319156|0.548588395,0|-0|0,0.012576604029163718,0.0029003609670326114,0.0016760069411247969,0.0034147630212828517
2,0.15000000000000002,-1.9452855794513306,0.6040766835212708,0.242583230137825,0.28373944759368896,0.43711674213409424,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.1879748106002808,9.128665924072266,163.3915252685547,1.1414844989776611,1.1414844989776611,0.2757525312974196,0.242583230137825,0.0331693011595946,0.20506329571785936,0.720668633579699,0.1875355777513036,0.674240621538018,-0.4867050437867144,0.18753556883832376,0,0,disabled,0.0,1,TRACK,direct_path,0,0.9726431629387662,0.9726431629387662,38,1,1,1,22,1.5339023758413433,0.13858672976493835,0.0015628941856945782;0.0006600184379088401;0.003626114486304157;0.006714291814370138;0.005391823909149753;0.004612569318898363;0.0026642155913747137;0.0051366475201027485;0.0033563434258594375;0.007417462271843728;0.002743397188856088;0.001108121091366678;0.0030059280692999652;0.007048841233638285;0.005303169504178955;0.0036763356793221213;0.0034619962171496465;0.006216812050814661;0.005468474208295939;0.0049364948456189816;0.0024632558161822343;0.0040477305663339045;0.009103784430611108;0.007953385974744955;0.007912558909806374;0.004004480784004584;0.0030729774131634307;0.0035238907764919996;0.004033679099047767;0.008462604916205464;0.004660329392479801;0.0053141058262434595;0.00207060061757205;0.002647820117066821;0.004110806801691456;0.0016514378512971712;0.003942299613193663;0.005166869764965469,0.13376803696155548;0.12772300839424133;0.1319877654314041;0.13337789475917816;0.13511495292186737;0.1374836266040802;0.13567191362380981;0.13168400526046753;0.13266894221305847;0.13256485760211945;0.13057932257652283;0.13260747492313385;0.1298510581254959;0.1294429451227188;0.12557904422283173;0.13094665110111237;0.13389179110527039;0.13265976309776306;0.1359890252351761;0.12974633276462555;0.1317114382982254;0.13137748837471008;0.13858672976493835;0.13285820186138153;0.13296693563461304;0.13604755699634552;0.13575379550457;0.1343153417110443;0.1369466334581375;0.13249213993549347;0.13368473947048187;0.13097023963928223;0.13493339717388153;0.1331830471754074;0.13301682472229004;0.1337645947933197;0.1324274092912674;0.1363794207572937,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 27, 'obstacle_contact': 0, 'self_collision': 0}",0.00036201159349643166,65,65,nan,nan,1.0,filtered,0,0,1,0,0,0,1,2,1.0,0.29397805287238354,1.1414844989776611,0.0,1.0,0.08703648845958137,0,0,0,0,0.1397384420951846,0.0,filtered,linprog goal-velocity priority optimal,1.2242486417229506,0,2,12,predictive_link_3|predictive_link_4|joint_1_acceleration_lower|joint_2_acceleration_lower|joint_4_acceleration_upper|joint_5_acceleration_upper,predictive_link_3,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.08703648845958137,0.9523367975897551,3.33058229e-17|0.181572833|0.336481802|0.464594338|0.499754946|0.499754946,0.392724216|0.176423347|0.0870364885|0.108643604|0.13615135|0.139151338,0.570341056|0.354040187|0.264653328|0.286260444|0.31376819|0.316768178,0.512724216|0.296423347|0.207036488|0.228643604|0.25615135|0.259151338,0|0.15|0.15|0.15|0.15|0.15,-1.72414134e-17|-0.00951465409|-0.31615866|-0.434574416|-0.544605403|-0.544605403,0|0|0|0|0|0,1.57089687|0.696178734|0.0319872941|-8.95910346e-10|-4.17083412e-09|0.01199995,optimal,0.6742406125720464,0.6742406215380179,-8.965971520780158e-09,0.278481722|0.472319156|0.548588395,0|-0|0,0.013719498994760215,0.003187837079167366,0.0015365320723503828,0.0033777670469135046
3,0.2,-1.7953613289818302,0.5445966124534607,0.2157696932554245,0.27210482954978943,0.3969263434410095,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.196621060371399,8.065619468688965,192.92437744140625,1.0516932010650635,1.0516932010650635,0.24258323662342368,0.2157696932554245,0.026813543367999182,0.16330828492003546,0.638792976604824,0.14912405844628707,0.5382917697191222,-0.3891677112728351,0.14912406243320236,0,0,disabled,0.0,1,TRACK,direct_path,0,0.9726431629387662,0.9726431629387662,38,1,1,1,22,1.5339023758413433,0.13858672976493835,0.0015628941856945782;0.0006600184379088401;0.003626114486304157;0.006714291814370138;0.005391823909149753;0.004612569318898363;0.0026642155913747137;0.0051366475201027485;0.0033563434258594375;0.007417462271843728;0.002743397188856088;0.001108121091366678;0.0030059280692999652;0.007048841233638285;0.005303169504178955;0.0036763356793221213;0.0034619962171496465;0.006216812050814661;0.005468474208295939;0.0049364948456189816;0.0024632558161822343;0.0040477305663339045;0.009103784430611108;0.007953385974744955;0.007912558909806374;0.004004480784004584;0.0030729774131634307;0.0035238907764919996;0.004033679099047767;0.008462604916205464;0.004660329392479801;0.0053141058262434595;0.00207060061757205;0.002647820117066821;0.004110806801691456;0.0016514378512971712;0.003942299613193663;0.005166869764965469,0.13376803696155548;0.12772300839424133;0.1319877654314041;0.13337789475917816;0.13511495292186737;0.1374836266040802;0.13567191362380981;0.13168400526046753;0.13266894221305847;0.13256485760211945;0.13057932257652283;0.13260747492313385;0.1298510581254959;0.1294429451227188;0.12557904422283173;0.13094665110111237;0.13389179110527039;0.13265976309776306;0.1359890252351761;0.12974633276462555;0.1317114382982254;0.13137748837471008;0.13858672976493835;0.13285820186138153;0.13296693563461304;0.13604755699634552;0.13575379550457;0.1343153417110443;0.1369466334581375;0.13249213993549347;0.13368473947048187;0.13097023963928223;0.13493339717388153;0.1331830471754074;0.13301682472229004;0.1337645947933197;0.1324274092912674;0.1363794207572937,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 27, 'obstacle_contact': 0, 'self_collision': 0}",0.00036201159349643166,65,65,nan,nan,1.0,filtered,0,0,1,0,0,0,1,2,1.0,0.12078512322402146,1.0516932010650635,0.0,1.0,0.059325619715843436,0,0,0,0,0.1397384420951846,0.0,filtered,linprog goal-velocity priority optimal,1.022594397200809,0,1,12,predictive_link_4|joint_0_acceleration_lower|joint_2_velocity_lower|joint_3_acceleration_lower|joint_4_velocity_upper|joint_5_acceleration_upper,predictive_link_4,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.059325619715843436,0.9592176348867497,4.33346119e-19|0.265523347|0.515154111|0.674421571|0.729546657|0.729546657,0.392380174|0.178396157|0.0593256197|0.0717889666|0.0876392258|0.090639218,0.570341056|0.356357039|0.237286501|0.249749848|0.265600108|0.2686001,0.512380174|0.298396157|0.17932562|0.191788967|0.207639226|0.210639218,0|0.0283331546|0.15|0.15|0.15|0.15,1.6600664e-19|0.0103109849|-0.195450258|-0.236933364|-0.350556906|-0.350556906,0|0|0|0|0|0,1.5695207|0.723895614|0.0418522209|0.0502225024|-3.04229303e-09|0.0119999654,optimal,0.5382917700957404,0.5382917697191222,3.766181810860303e-10,0.278481722|0.472319156|0.548588395,0|-0|0,0.014090525917708874,0.0035453110467642546,0.0014297899324446917,0.004180332995019853
4,0.25,-2.0442353913470024,0.6153783798217773,0.18837082386016846,0.260576993227005,0.43638768792152405,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.240454912185669,7.024518966674805,227.32908630371094,1.0273488759994507,1.0273488759994507,0.21576969304704527,0.18837082386016846,0.027398869186876812,0.14825011053051984,0.7633948788728264,0.1352782592965414,0.5756836594649851,-0.44040540016844376,0.1352782591658966,0,0,disabled,0.0,1,TRACK,direct_path,0,0.9726431629387662,0.9726431629387662,38,1,1,1,22,1.5339023758413433,0.13858672976493835,0.0015628941856945782;0.0006600184379088401;0.003626114486304157;0.006714291814370138;0.005391823909149753;0.004612569318898363;0.0026642155913747137;0.0051366475201027485;0.0033563434258594375;0.007417462271843728;0.002743397188856088;0.001108121091366678;0.0030059280692999652;0.007048841233638285;0.005303169504178955;0.0036763356793221213;0.0034619962171496465;0.006216812050814661;0.005468474208295939;0.0049364948456189816;0.0024632558161822343;0.0040477305663339045;0.009103784430611108;0.007953385974744955;0.007912558909806374;0.004004480784004584;0.0030729774131634307;0.0035238907764919996;0.004033679099047767;0.008462604916205464;0.004660329392479801;0.0053141058262434595;0.00207060061757205;0.002647820117066821;0.004110806801691456;0.0016514378512971712;0.003942299613193663;0.005166869764965469,0.13376803696155548;0.12772300839424133;0.1319877654314041;0.13337789475917816;0.13511495292186737;0.1374836266040802;0.13567191362380981;0.13168400526046753;0.13266894221305847;0.13256485760211945;0.13057932257652283;0.13260747492313385;0.1298510581254959;0.1294429451227188;0.12557904422283173;0.13094665110111237;0.13389179110527039;0.13265976309776306;0.1359890252351761;0.12974633276462555;0.1317114382982254;0.13137748837471008;0.13858672976493835;0.13285820186138153;0.13296693563461304;0.13604755699634552;0.13575379550457;0.1343153417110443;0.1369466334581375;0.13249213993549347;0.13368473947048187;0.13097023963928223;0.13493339717388153;0.1331830471754074;0.13301682472229004;0.1337645947933197;0.1324274092912674;0.1363794207572937,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 27, 'obstacle_contact': 0, 'self_collision': 0}",0.00036201159349643166,65,65,nan,nan,0.9723314709700644,filtered,0,0,1,0,0,0,1,2,1.0,0.14503135651430474,1.0273488759994507,0.0,1.0,0.06320501704228876,0,0,0,0,0.1397384420951846,0.0,filtered,linprog goal-velocity priority optimal,1.1288895131856556,0,1,12,predictive_link_4|joint_1_acceleration_lower|joint_2_velocity_lower|joint_3_acceleration_lower|joint_5_acceleration_lower|joint_4_velocity_upper,predictive_link_4,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.06320501704228876,0.9686374652802175,2.59877711e-19|0.195572943|0.447536442|0.577681253|0.648675562|0.648675562,0.391909183|0.178567556|0.063205017|0.0780248653|0.0894669643|0.0924669643,0.570341056|0.35699943|0.24163689|0.256456739|0.267898838|0.270898838,0.511909183|0.298567556|0.183205017|0.198024865|0.209466964|0.212466964,0|0|0.15|0.15|0.15|0.15,-1.32518507e-19|0.0499694305|-0.179419899|-0.225687575|-0.357867864|-0.357867864,0|0|0|0|0|0,1.56763673|0.764239656|0.073400169|0.0864118861|-7.04987208e-09|0.011999993,optimal,0.57568365294253,0.575683659464985,-6.52245502053006e-09,0.278481722|0.472319156|0.548588395,0|-0|0,0.013793718069791794,0.0030584760243073106,0.0013356540584936738,0.0039036680245772004
5,0.30000000000000004,-2.2167244838606623,0.6437134742736816,0.16525250673294067,0.2504730820655823,0.45324501395225525,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.2905020713806152,5.816797256469727,60.03718566894531,1.0055553913116455,1.0055553913116455,0.18837082022362545,0.16525250673294067,0.023118313490684772,0.13384337034557228,0.8097909509317202,0.12206279138482903,0.5134095524991309,-0.3913467611143019,0.1220627890283782,0,0,disabled,0.0,1,TRACK,direct_path,0,0.9726431629387662,0.9726431629387662,38,1,1,1,22,1.5339023758413433,0.13858672976493835,0.0015628941856945782;0.0006600184379088401;0.003626114486304157;0.006714291814370138;0.005391823909149753;0.004612569318898363;0.0026642155913747137;0.0051366475201027485;0.0033563434258594375;0.007417462271843728;0.002743397188856088;0.001108121091366678;0.0030059280692999652;0.007048841233638285;0.005303169504178955;0.0036763356793221213;0.0034619962171496465;0.006216812050814661;0.005468474208295939;0.0049364948456189816;0.0024632558161822343;0.0040477305663339045;0.009103784430611108;0.007953385974744955;0.007912558909806374;0.004004480784004584;0.0030729774131634307;0.0035238907764919996;0.004033679099047767;0.008462604916205464;0.004660329392479801;0.0053141058262434595;0.00207060061757205;0.002647820117066821;0.004110806801691456;0.0016514378512971712;0.003942299613193663;0.005166869764965469,0.13376803696155548;0.12772300839424133;0.1319877654314041;0.13337789475917816;0.13511495292186737;0.1374836266040802;0.13567191362380981;0.13168400526046753;0.13266894221305847;0.13256485760211945;0.13057932257652283;0.13260747492313385;0.1298510581254959;0.1294429451227188;0.12557904422283173;0.13094665110111237;0.13389179110527039;0.13265976309776306;0.1359890252351761;0.12974633276462555;0.1317114382982254;0.13137748837471008;0.13858672976493835;0.13285820186138153;0.13296693563461304;0.13604755699634552;0.13575379550457;0.1343153417110443;0.1369466334581375;0.13249213993549347;0.13368473947048187;0.13097023963928223;0.13493339717388153;0.1331830471754074;0.13301682472229004;0.1337645947933197;0.1324274092912674;0.1363794207572937,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 27, 'obstacle_contact': 0, 'self_collision': 0}",0.00036201159349643166,65,65,nan,nan,1.0,filtered,0,0,1,0,0,0,1,2,1.0,0.09474166128659402,1.0055553913116455,0.0,1.0,0.055158665805855045,0,0,0,0,0.1397384420951846,0.0,filtered,linprog goal-velocity priority optimal,1.24798836284846,0,1,12,predictive_link_4|joint_1_velocity_lower|joint_2_velocity_lower|joint_3_acceleration_lower|joint_5_acceleration_lower|joint_4_velocity_upper,predictive_link_4,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.055158665805855045,0.9782475499212009,2.68420962e-17|0.277774515|0.578632936|0.701910409|0.778037646|0.778037646,0.391428679|0.18091154|0.0551586658|0.0668761972|0.0662286921|0.0692286921,0.570341056|0.359823918|0.234071043|0.245788575|0.24514107|0.24814107,0.511428679|0.30091154|0.175158666|0.186876197|0.186228692|0.189228692,0|0|0.15|0.15|0.15|0.15,-1.00497699e-17|0.0777991923|-0.11149277|-0.123801565|-0.264914769|-0.264914769,0|0|0|0|0|0,1.56571471|0.801445353|0.109141893|0.143703223|-5.1683563e-10|0.0119999995,optimal,0.5134095556029626,0.5134095524991309,3.103831747175434e-09,0.278481722|0.472319156|0.548588395,0|-0|0,0.01304580399300903,0.0031526070088148117,0.0013287980109453201,0.003637240966781974
6,0.35000000000000003,-2.5192501259254736,0.6957897543907166,0.1479737013578415,0.2406809777021408,0.4836543798446655,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.3885170221328735,5.7594895362854,166.0887451171875,0.7322254180908203,0.7322254180908203,0.1652525093664888,0.1479737013578415,0.01727880800864731,0.45868016902284475,0.844779436308181,0.4576971626837454,0.42992934569783625,0.027767816985909133,0.4576971699778405,0,0,disabled,0.0,1,SERVO,direct_path,0,0.9726431629387662,0.9726431629387662,38,1,1,1,22,1.5339023758413433,0.13858672976493835,0.0015628941856945782;0.0006600184379088401;0.003626114486304157;0.006714291814370138;0.005391823909149753;0.004612569318898363;0.0026642155913747137;0.0051366475201027485;0.0033563434258594375;0.007417462271843728;0.002743397188856088;0.001108121091366678;0.0030059280692999652;0.007048841233638285;0.005303169504178955;0.0036763356793221213;0.0034619962171496465;0.006216812050814661;0.005468474208295939;0.0049364948456189816;0.0024632558161822343;0.0040477305663339045;0.009103784430611108;0.007953385974744955;0.007912558909806374;0.004004480784004584;0.0030729774131634307;0.0035238907764919996;0.004033679099047767;0.008462604916205464;0.004660329392479801;0.0053141058262434595;0.00207060061757205;0.002647820117066821;0.004110806801691456;0.0016514378512971712;0.003942299613193663;0.005166869764965469,0.13376803696155548;0.12772300839424133;0.1319877654314041;0.13337789475917816;0.13511495292186737;0.1374836266040802;0.13567191362380981;0.13168400526046753;0.13266894221305847;0.13256485760211945;0.13057932257652283;0.13260747492313385;0.1298510581254959;0.1294429451227188;0.12557904422283173;0.13094665110111237;0.13389179110527039;0.13265976309776306;0.1359890252351761;0.12974633276462555;0.1317114382982254;0.13137748837471008;0.13858672976493835;0.13285820186138153;0.13296693563461304;0.13604755699634552;0.13575379550457;0.1343153417110443;0.1369466334581375;0.13249213993549347;0.13368473947048187;0.13097023963928223;0.13493339717388153;0.1331830471754074;0.13301682472229004;0.1337645947933197;0.1324274092912674;0.1363794207572937,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 27, 'obstacle_contact': 0, 'self_collision': 0}",0.00036201159349643166,65,65,nan,nan,1.0,filtered,1,0,1,0,0,0,1,2,1.0,0.07701297584619288,0.7322254180908203,0.0,1.0,0.05232207613539086,0,0,0,0,0.1397384420951846,0.0,filtered,linprog goal-velocity priority optimal,1.274460423379718,0,1,12,predictive_link_4|joint_1_velocity_lower|joint_2_velocity_lower|joint_3_acceleration_lower|joint_4_velocity_upper|joint_5_acceleration_upper,predictive_link_4,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.05232207613539086,0.9881339827237191,0|0.298355006|0.632935301|0.736741666|0.827435592|0.827435592,0.390934357|0.184703219|0.0523220761|0.0629972731|0.0529642684|0.0559642684,0.570341056|0.364109918|0.231728775|0.242403972|0.232370968|0.235370968,0.510934357|0.304703219|0.172322076|0.182997273|0.172964268|0.175964268,0|0|0.15|0.15|0.15|0.15,0|0.0880744388|-0.0804541197|-0.0785346975|-0.21185707|-0.21185707,0|0|0|0|0|0,1.56373743|0.826887313|0.128834185|0.173454395|3.94526922e-09|0.0120000039,optimal,0.4299293518333487,0.42992934569783625,6.135512431448831e-09,0.278481722|0.472319156|0.548588395,0|-0|0,0.013543026987463236,0.004227953962981701,0.0014926550211384892,0.0036523729795590043
