reset_seed,static_candidate_path_status,ik_status,goal_x_m,goal_y_m,goal_z_m,obstacle_x_m,obstacle_y_m,obstacle_z_m,obstacle_goal_distance_m,obstacle_goal_y_opposite_side,actor_count,success_count,timeout_count,collision_count,failure_mode_counts,mean_final_goal_error_m,mean_best_goal_error_m,mean_tail_qdot_norm_radps,mean_tail_goal_progress_m,mean_min_distance_m
9001,candidate_path_found,reachable,0.4543037414550781,-0.3700195848941803,0.4104900360107422,0.6971578001976013,0.42724892497062683,0.5072214007377625,0.8390304688101135,1,3,3,0,0,"{""success"": 3}",0.04430251568555832,0.04430251568555832,1.449921227967928,0.5107167040308317,0.20721822480360666
9002,candidate_path_found,reachable,0.5647520422935486,0.36733007431030273,0.6305513381958008,0.5887582302093506,-0.563705563545227,0.29332199692726135,0.9905186947391327,1,3,3,0,0,"{""success"": 3}",0.050292941431204476,0.050292941431204476,1.4645333373066272,0.2240560824672381,0.6451892455418905
9003,candidate_path_found,reachable,0.510016679763794,0.4373528063297272,0.2925204932689667,0.6988133788108826,-0.49598777294158936,0.2489803582429886,0.9532389909375686,1,3,3,0,0,"{""success"": 3}",0.054205438743034996,0.054205438743034996,1.2770709160428781,0.16552276785175005,0.6201498707135519
9004,candidate_path_found,reachable,0.26167941093444824,-0.42003360390663147,0.5635185837745667,0.5240224599838257,0.5641673803329468,0.38707947731018066,1.0337341104232893,1,3,2,1,0,"{""near_goal_regression"": 1, ""success"": 2}",0.07375338052709897,0.05482933049400648,1.3992668675787658,0.3993704629441102,0.30058873693148297
9005,candidate_path_found,reachable,0.5594142079353333,-0.03803456202149391,0.5897340774536133,0.5812970399856567,0.45397278666496277,0.2165585458278656,0.6179078142443083,1,3,3,0,0,"{""success"": 3}",0.04328583553433418,0.04328583553433418,1.3333035568622027,0.3157117577890555,0.2834860881169637
9006,not_found,reachable,0.5862905979156494,0.3789258897304535,0.3534838855266571,0.4327596426010132,0.5309967398643494,0.32073941826820374,0.21856234313419723,0,3,0,3,0,"{""near_goal_regression"": 1, ""nonconvergent_timeout"": 2}",0.1718224138021469,0.08901340266068776,0.9404414243168301,0.07358230898777644,0.17662125825881958
9007,candidate_path_found,reachable,0.6955180168151855,-0.2602905035018921,0.22127969563007355,0.25754275918006897,-0.5338269472122192,0.33936792612075806,0.5297068458295218,0,3,3,0,0,"{""success"": 3}",0.04976378505428632,0.04976378505428632,1.3511288339893024,0.44656943654020625,0.28326401114463806
9008,candidate_path_found,reachable,0.46883243322372437,-0.13904930651187897,0.5446380376815796,0.5129725933074951,0.5978840589523315,0.2961401641368866,0.7789546405426074,1,3,3,0,0,"{""success"": 3}",0.05050493900974592,0.05050493900974592,1.4297206009277188,0.26962127660711604,0.40731099247932434
9009,not_found,reachable,0.6325720548629761,-0.33444416522979736,0.4043465852737427,0.2323497235774994,-0.510794460773468,0.3183285892009735,0.4457313505311207,0,3,3,0,0,"{""success"": 3}",0.04967774450778961,0.04967774450778961,1.247393271409803,0.3110566809773445,0.2391726573308309
9010,candidate_path_found,reachable,0.39078229665756226,0.16764187812805176,0.1828269511461258,0.6591886878013611,-0.5502150058746338,0.3605918884277344,0.7867406622538442,1,3,3,0,0,"{""success"": 3}",0.043760462353626885,0.043760462353626885,1.265249264661712,0.1994574380417665,0.5096199115117391
9011,candidate_path_found,reachable,0.5608811378479004,0.42477425932884216,0.5830913782119751,0.4579482674598694,-0.4526648223400116,0.2576884925365448,0.9414783884147834,1,3,3,0,0,"{""success"": 3}",0.04896157359083494,0.04896157359083494,1.602024164386824,0.30367475375533104,0.46535197893778485
9012,candidate_path_found,reachable,0.5216274857521057,-0.18959097564220428,0.2431846708059311,0.3147638142108917,0.6136689782142639,0.29999080300331116,0.831412093205429,1,3,3,0,0,"{""success"": 3}",0.04886010165015856,0.04886010165015856,1.3401712870132065,0.33130838597814244,0.373689740896225
9013,candidate_path_found,reachable,0.6966773867607117,-0.146866574883461,0.37480291724205017,0.36676642298698425,0.5703997611999512,0.41030630469322205,0.7902991404633691,1,3,3,0,0,"{""success"": 3}",0.04130822420120239,0.04130822420120239,1.4078381716301946,0.32791661222775775,0.32224411765734357
9014,candidate_path_found,reachable,0.3783205449581146,0.17246606945991516,0.3539166748523712,0.5300361514091492,-0.580690324306488,0.1804313063621521,0.7876289429624876,1,3,2,1,0,"{""near_goal_regression"": 1, ""success"": 2}",0.1490237613519033,0.05765139559904734,1.1331637646234225,0.0025866578022638955,0.6079752643903097
