step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_capsule_overlap,collision_pybullet_contact,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
0,0.05,-0.32156861183844854,0.12121598422527313,0.2176116704940796,0.4960906505584717,0.11843608319759369,0.35,1,0,0,0,0,,,nan,0,0.3335783779621124,6.671567440032959,133.4313507080078,0.3335783779621124,1.0,nan,0,0,0,0,0.33643121249043806,0.0,passthrough,3.916710352362302e-10,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.33643121249043806,0.523181161|0.336431212|0.36347863|0.421995653|0.410692315|0.451024294,0.673181161|0.486431212|0.51347863|0.571995653|0.560692315|0.601024294,0.643181161|0.456431212|0.48347863|0.541995653|0.530692315|0.571024294,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0352388113|-0.0430726966|-0.0421133616|-0.0580948192,-0.121366019|-0.0742608971|-0.124726376|-0.17832028|-0.177037718|-0.175812283,1.97135863|1.27146395|1.36442696|1.46658964|1.42361818|1.57019007,0.682981014|-0.479229629|0.26614809,-0.0422505699|0.16463539|0.0547944605,0.005013246089220047,0.001585027202963829,0.001540960744023323,0.001852007582783699
1,0.1,-0.39840466494117904,0.11692860722541809,0.22740305960178375,0.4951412081718445,0.11474057286977768,0.35,1,0,0,0,0,,,nan,0,0.5256978869438171,4.250588893890381,76.44954681396484,0.5256978869438171,1.0,nan,0,0,0,0,0.33643121249043806,0.0,passthrough,5.104945888148217e-10,0,0,12,,workspace_y_upper,0,0,1,solved,osqp,0.0,valid,0.3348354081484992,0.517068911|0.334835408|0.360114922|0.410847878|0.399101805|0.439309598,0.667068911|0.484835408|0.510114922|0.560847878|0.549101805|0.589309598,0.637068911|0.454835408|0.480114922|0.530847878|0.519101805|0.559309598,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0793366014|-0.0353612654|-0.0306255333|-0.063570367,-0.120329088|-0.0720419172|-0.122858651|-0.178417223|-0.177081903|-0.176012515,1.94794656|1.26729972|1.39693764|1.42961302|1.38869978|1.51765551,0.680868149|-0.470997751|0.268887877,-0.0422505699|0.16463539|0.0547944605,0.005094276741147041,0.001582566648721695,0.0015719234943389893,0.0019023995846509933
2,0.15000000000000002,-0.4685287724014444,0.10813353955745697,0.24089951813220978,0.4946461319923401,0.10572846978902817,0.35,1,0,0,0,0,,,nan,0,0.6845976710319519,3.7333946228027344,31.85480499267578,0.6845975518226624,1.0,nan,0,0,0,0,0.33643121249043806,0.0,filtered,3.7065093304016513e-07,0,0,12,,workspace_y_upper,0,0,1,solved,osqp,0.0,valid,0.3342264231474097,0.510983889|0.334226423|0.359454922|0.400257754|0.388065142|0.427410466,0.660983889|0.484226423|0.509454922|0.550257754|0.538065142|0.577410466,0.630983889|0.454226423|0.479454922|0.520257754|0.508065142|0.547410466,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.115123656|-0.00742740365|0.00512743945|-0.0482408564,-0.119272138|-0.0697314402|-0.120527859|-0.178533862|-0.177146421|-0.176378864,1.92466342|1.26717425|1.43241548|1.41506975|1.38024159|1.48502214,0.678755283|-0.462765872|0.271627665,-0.0422505699|0.16463539|0.0547944605,0.0052029648795723915,0.0015594381839036942,0.0016676653176546097,0.0019402140751481056
3,0.2,-0.5277586768149605,0.11097340285778046,0.256687730550766,0.49491655826568604,0.10832595825195312,0.35,1,0,0,0,0,,,nan,0,0.7649562954902649,2.864032745361328,69.82322692871094,0.7649562954902649,1.0,nan,0,0,0,0,0.33643121249043806,0.0,passthrough,6.441889754847545e-10,0,0,12,,workspace_y_upper,0,0,1,solved,osqp,0.0,valid,0.33407668113787226,0.50494503|0.334076681|0.360802158|0.391337633|0.379085475|0.416343757,0.65494503|0.484076681|0.510802158|0.541337633|0.529085475|0.566343757,0.62494503|0.454076681|0.480802158|0.511337633|0.499085475|0.536343757,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.15001942|0.00977194464|0.0266835147|-0.0531994506,-0.118192186|-0.0673907111|-0.11791965|-0.178560058|-0.177086293|-0.176860743,1.90158793|1.26891601|1.4753084|1.39656242|1.36593912|1.43531483,0.676642418|-0.454533994|0.274367452,-0.0422505699|0.16463539|0.0547944605,0.0047319382429122925,0.0013677235692739487,0.001522144302725792,0.0018116803839802742
4,0.25,-0.5644402951542009,0.11929970979690552,0.27307572960853577,0.496040403842926,0.11637391895055771,0.35,1,0,0,0,0,,,nan,0,0.7918623685836792,3.187309503555298,45.1445198059082,0.7918623685836792,1.0,nan,0,0,0,0,0.33643121249043806,0.0,passthrough,6.545097245420451e-10,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.33470024523588693,0.498941624|0.334700245|0.364339459|0.383518577|0.371870897|0.405139651,0.648941624|0.484700245|0.514339459|0.533518577|0.521870897|0.555139651,0.618941624|0.454700245|0.484339459|0.503518577|0.491870897|0.525139651,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.173616778|0.0166118136|0.0341857931|-0.0666894023,-0.117090145|-0.0650024332|-0.115031242|-0.178384407|-0.176757282|-0.177404739,1.87867635|1.27379855|1.51594337|1.37230171|1.3449121|1.37646446,0.674529552|-0.446302116|0.277107239,-0.0422505699|0.16463539|0.0547944605,0.004911596886813641,0.0013634227216243744,0.0015729423612356186,0.0019455505535006523
5,0.30000000000000004,-0.6045286305224093,0.1252579391002655,0.2903119921684265,0.4980836510658264,0.12201982736587524,0.35,1,0,0,0,0,,,nan,0,0.8355286121368408,2.135087251663208,24.941560745239258,0.8355286121368408,1.0,nan,0,0,0,0,0.33643121249043806,0.0,passthrough,7.137046217837568e-10,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.336183813772023,0.492969298|0.336183814|0.369611723|0.376171937|0.365676301|0.393436179,0.642969298|0.486183814|0.519611723|0.526171937|0.515676301|0.543436179,0.612969298|0.456183814|0.489611723|0.496171937|0.485676301|0.513436179,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.192074816|0.024948813|0.0442840876|-0.0759418702,-0.115965974|-0.0625744536|-0.111971008|-0.177932861|-0.176070764|-0.177906934,1.85591122|1.2821608|1.5585507|1.3517037|1.33091853|1.31989591,0.672416687|-0.438070238|0.279847026,-0.0422505699|0.16463539|0.0547944605,0.00461913924664259,0.001292225904762745,0.0013913968577980995,0.001904468983411789
6,0.35000000000000003,-0.6265754578495774,0.12369970977306366,0.307712197303772,0.5007265210151672,0.12013182789087296,0.35,1,0,0,0,0,,,nan,0,0.8596758842468262,1.7276079654693604,44.23752975463867,0.8596758842468262,1.0,nan,0,0,0,0,0.33643121249043806,0.0,filtered,1.1068372372692822e-07,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.3385913215280265,0.487025364|0.338591322|0.376420455|0.369395545|0.360532123|0.381478758,0.637025364|0.488591322|0.526420455|0.519395545|0.510532123|0.531478758,0.607025364|0.458591322|0.496420455|0.489395545|0.480532123|0.501478758,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.204523313|0.0386151811|0.0584977979|-0.0704434466,-0.114819305|-0.0601216806|-0.108811499|-0.177146456|-0.175222105|-0.178272542,1.83328215|1.29424361|1.60139363|1.33905091|1.32540418|1.27719904,0.670303822|-0.429838359|0.282586813,-0.0422505699|0.16463539|0.0547944605,0.004981900565326214,0.0014948481693863869,0.0015204893425107002,0.0019335020333528519
7,0.4,-0.6351629459250399,0.10849066823720932,0.325204461812973,0.5034840703010559,0.10460980981588364,0.35,1,0,0,0,0,,,nan,0,0.8608205914497375,1.719396948814392,26.191579818725586,0.8608204126358032,1.0,nan,0,0,0,0,0.33643121249043806,0.0,filtered,3.712824096607731e-07,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.3415972761824648,0.481121607|0.341597276|0.384280695|0.363442758|0.355760597|0.369917512,0.631121607|0.491597276|0.534280695|0.513442758|0.505760597|0.519917512,0.601121607|0.461597276|0.504280695|0.483442758|0.475760597|0.489917512,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.208572442|0.064924811|0.0732417499|-0.0445539558,-0.113648089|-0.0576818271|-0.105671709|-0.176028869|-0.175439657|-0.178403818,1.81083834|1.30870728|1.64002351|1.34266697|1.32084448|1.25671227,0.668190956|-0.421606481|0.2853266,-0.0422505699|0.16463539|0.0547944605,0.005227074958384037,0.0015511531382799149,0.001614479348063469,0.0020260997116565704
8,0.45,-0.6441776655954817,0.09912572801113129,0.3424511253833771,0.5064709186553955,0.09494338929653168,0.35,1,0,0,0,0,,,nan,0,0.8385209441184998,0.8151488900184631,31.649795532226562,0.8385209441184998,1.0,nan,0,0,0,0,0.33643121249043806,0.0,passthrough,8.643324942282369e-10,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.3447115204492879,0.475276191|0.34471152|0.392440535|0.358957849|0.351361532|0.359749165,0.625276191|0.49471152|0.542440535|0.508957849|0.501361532|0.509749165,0.595276191|0.46471152|0.512440535|0.478957849|0.471361532|0.479749165,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.200462175|0.0779148823|0.0718022744|-0.027931774,-0.112449828|-0.0552866113|-0.102661491|-0.174613746|-0.175613555|-0.178260435,1.78865494|1.32355947|1.66756282|1.33913253|1.30163485|1.23280445,0.666078091|-0.413374603|0.288066387,-0.0422505699|0.16463539|0.0547944605,0.003067668527364731,0.0008268468081951141,0.0009535197168588638,0.001266966573894024
9,0.5,-0.6447316524795742,0.09346003830432892,0.3587656319141388,0.5095585584640503,0.08898698538541794,0.35,1,0,0,0,0,,,nan,0,0.7870146632194519,1.3599239587783813,21.182010650634766,0.7870146632194519,1.0,nan,0,0,0,0,0.33643121249043806,0.0,passthrough,8.052491947082865e-10,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.34632614780683135,0.46948368|0.348049561|0.40041926|0.355222303|0.346326148|0.350544479,0.61948368|0.498049561|0.55041926|0.505222303|0.496326148|0.500544479,0.58948368|0.468049561|0.52041926|0.475222303|0.466326148|0.470544479,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.183406057|0.0822376239|0.0614009184|-0.0144119857,-0.111224689|-0.0529316574|-0.0998181464|-0.172952039|-0.175732781|-0.177866981,1.76671003|1.33926659|1.68526495|1.3301748|1.27097273|1.20989895,0.663965225|-0.405142725|0.290806174,-0.0422505699|0.16463539|0.0547944605,0.003211074508726597,0.0009800298139452934,0.0009380187839269638,0.001271757297217846
