step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_command_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,safety_filter_solve_time_s
0,0.05,-0.17703336176311296,0.18570193648338318,0.25983327627182007,0.47066640853881836,0.1744985282421112,0.35,3,0,0,0,0.4355549216270447,8.711098670959473,174.2219696044922,0.48157885670661926,1.0,0.32163315285596256,0,0,0,0.0,filtered,0.059382651721239736,0,0,12,joint_1_acceleration_lower,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.32163315285596256,0.1496097994968295
1,0.1,-0.05668481188011355,0.1765100061893463,0.24625778198242188,0.45995277166366577,0.16788382828235626,0.35,3,0,0,0,0.650873064994812,5.699045658111572,137.50698852539062,0.6508728265762329,1.0,0.3088943508597358,0,0,0,0.0,filtered,5.012637813476905e-07,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.3088943508597358,0.002444296143949032
2,0.15000000000000002,-0.0019999245692656764,0.13715866208076477,0.23253612220287323,0.453080415725708,0.12776689231395721,0.35,3,0,0,0,0.7207947373390198,6.0704545974731445,126.20010375976562,0.721556544303894,1.0,0.29820224477206236,0,0,0,0.0,filtered,0.009754452120974444,0,0,12,joint_4_acceleration_upper,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.29820224477206236,0.0030352938920259476
3,0.2,0.08096892240568562,0.09043820202350616,0.21756704151630402,0.44985145330429077,0.08051565289497375,0.35,3,0,0,0,0.7933734655380249,5.801286220550537,130.06224060058594,0.7909449934959412,1.0,0.2913778393522094,0,0,0,0.0,filtered,0.04492192623460272,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.2913778393522094,0.004084034822881222
4,0.25,0.09868689044888293,0.06996256858110428,0.20346739888191223,0.44923079013824463,0.06965956091880798,0.35,3,0,0,0,0.8673681616783142,4.843700408935547,42.716758728027344,0.8673678040504456,1.0,0.2881662846596591,0,0,0,0.0,filtered,6.589365359839645e-07,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.2881662846596591,0.0030235424637794495
5,0.30000000000000004,0.05873852802712207,0.08985301852226257,0.19111007452011108,0.44531524181365967,0.07899361848831177,0.35,3,0,0,0,0.8404425978660583,2.818103551864624,102.50230407714844,0.8404420614242554,1.0,0.28751979794882265,0,0,0,0.0,filtered,9.084342423825824e-07,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.28751979794882265,0.0027174754068255424
6,0.35000000000000003,0.05937518043645468,0.12945398688316345,0.17708349227905273,0.44001442193984985,0.11770851165056229,0.35,3,0,0,0,0.8774481415748596,3.0531728267669678,77.7988510131836,0.8774476647377014,1.0,0.28359373005865496,0,0,0,0.0,filtered,9.133529124160552e-07,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.28359373005865496,0.0030591441318392754
7,0.4,0.09059967417957052,0.14658354222774506,0.1609424501657486,0.435283899307251,0.13377173244953156,0.35,3,0,0,0,0.9838587045669556,3.9377620220184326,39.710350036621094,0.9838579893112183,1.0,0.27834184467505874,0,0,0,0.0,filtered,1.123662124677031e-06,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.27834184467505874,0.003188713453710079
8,0.45,0.11016699378926387,0.11521825194358826,0.1460104137659073,0.432894229888916,0.10152117908000946,0.35,3,0,0,0,1.0407243967056274,2.7446815967559814,73.29315185546875,1.0407238006591797,1.0,0.27375275286870104,0,0,0,0.0,filtered,1.1430666606150974e-06,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.27375275286870104,0.0021696994081139565
9,0.5,0.10156368682353331,0.08438706398010254,0.13365912437438965,0.43294936418533325,0.0701616033911705,0.35,3,0,0,0,1.078115463256836,2.535616636276245,56.03456497192383,1.078115463256836,1.0,0.271544598238473,0,0,0,0.0,passthrough,5.050676274640789e-12,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.271544598238473,0.00311372522264719
