episode,reward,cost,length,success,collision,collision_capsule_overlap,collision_pybullet_contact,unavoidable_collision,avoidable_collision,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,non_end_link_collision,final_position_error,completion_time,min_distance,mean_risk,max_risk,safety_violation_count,safety_violation_rate,safety_filter_intervention_rate,mean_safety_filter_intervention_norm,safety_filter_safe_stop_rate,safety_filter_infeasible_rate,safety_filter_projection_failure_rate,safety_filter_fallback_rate,safety_filter_qp_used_rate,safety_filter_qp_timeout_rate,safety_filter_compute_budget_stop_rate,predictive_near_miss_rate,min_predictive_h_m,mean_safety_filter_solve_time_s,max_safety_filter_solve_time_s,mean_safety_filter_predictive_risk_time_s,mean_safety_filter_jacobian_workspace_time_s,mean_safety_filter_projection_time_s,mean_action_variation,rms_acceleration,rms_jerk,recovery_triggered,recovery_success,recovery_steps,recovery_duration_s,initially_unsafe,initial_predictive_h_m
0,-107.2184339261121,53.48467283323407,240,0,0,0,0,0,0,,,nan,0,0.30924731492996216,12.0,0.14967487752437592,0.2083666961096848,0.6297422051429749,0,0.0,0.95,0.20700275989139527,0.004166666666666667,0.0,0.0,0.07083333333333333,0.9541666666666667,0.0,0.004166666666666667,0.0375,-0.015799409400770126,0.007303529508256664,0.3791827177628875,0.0011960658555229505,0.001200032711494714,0.0032969116194484136,0.1170774289300122,1.1973222494125366,25.08209991455078,1,1,68,3.4000000000000004,0,0.04901064256705376
