episode,reward,cost,length,success,collision,collision_capsule_overlap,collision_pybullet_contact,unavoidable_collision,avoidable_collision,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,non_end_link_collision,final_position_error,completion_time,min_distance,mean_risk,max_risk,safety_violation_count,safety_violation_rate,safety_filter_intervention_rate,mean_safety_filter_intervention_norm,safety_filter_safe_stop_rate,safety_filter_infeasible_rate,safety_filter_projection_failure_rate,safety_filter_fallback_rate,safety_filter_qp_used_rate,safety_filter_qp_timeout_rate,safety_filter_compute_budget_stop_rate,predictive_near_miss_rate,min_predictive_h_m,mean_safety_filter_solve_time_s,max_safety_filter_solve_time_s,mean_safety_filter_predictive_risk_time_s,mean_safety_filter_jacobian_workspace_time_s,mean_safety_filter_projection_time_s,mean_action_variation,rms_acceleration,rms_jerk,recovery_triggered,recovery_success,recovery_steps,recovery_duration_s,initially_unsafe,initial_predictive_h_m
10,-100.69455194248258,76.47243663668633,33,0,1,1,0,1,0,,,nan,1,0.5795530676841736,1.6500000000000001,-0.00012166552915005013,0.6815057505260814,0.8461455702781677,15,0.45454545454545453,1.0,0.5600176849692273,0.7878787878787878,0.7878787878787878,0.0,0.0,0.21212121212121213,0.0,0.0,0.6363636363636364,-0.16622610317908776,0.007064544426446611,0.010296558029949665,0.0011541459878737276,0.001571168869056485,0.001618441053186402,0.07786779873298877,1.3997955322265625,37.17764663696289,1,0,26,1.3,0,0.0971407946858375
11,-102.72817536414985,49.15531169436872,240,0,0,0,0,0,0,,,nan,0,0.3281491696834564,12.0,0.16046632826328278,0.19363042999369404,0.5305324792861938,0,0.0,0.675,0.05568065156448556,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.010217874245570635,0.006316578970290721,0.012700251303613186,0.001187975141995897,0.00156444045715034,0.0016595264819140236,0.15005554147646763,1.4270880222320557,32.95054626464844,1,1,27,1.35,0,0.23999080727642652
12,-65.08048357466822,57.31424115598202,35,0,1,1,0,1,0,,,nan,1,0.25867098569869995,1.75,-0.006761623080819845,0.5101936585136823,0.888842761516571,10,0.2857142857142857,0.9142857142857143,0.36891620302437,0.5142857142857142,0.5142857142857142,0.0,0.0,0.4857142857142857,0.0,0.0,0.4,-0.17879751057476972,0.006515239870973996,0.01200445182621479,0.0011665130566273416,0.0015882683917880058,0.0015260037833026477,0.12148398565394537,1.7309151887893677,46.835758209228516,1,0,16,0.8,0,0.23567029338966117
13,-11.845230135051029,25.80645390599966,119,1,0,0,0,0,0,,,nan,0,0.0512259304523468,5.95,0.13753335177898407,0.2040246029799225,0.6593337655067444,0,0.0,0.7142857142857143,0.11604405790314987,0.0,0.0,0.0,0.0,0.9915966386554622,0.0,0.0,0.06722689075630252,-0.016924447031055,0.00701463470595474,0.012737791985273361,0.0013018863338257085,0.0016951095312833786,0.0018242540917977564,0.09709314266395826,1.0749945640563965,22.5321044921875,1,1,21,1.05,0,0.17057106973542802
14,-85.63378608313023,66.36833274364471,57,0,1,1,0,1,0,,,nan,1,0.4286061227321625,2.85,-0.0009092216496355832,0.46016377079905124,0.8741161227226257,10,0.17543859649122806,0.7192982456140351,0.2385053334619941,0.3157894736842105,0.3157894736842105,0.0,0.0,0.6842105263157895,0.0,0.0,0.3157894736842105,-0.17507926186944645,0.007506926494993661,0.013533145189285278,0.001295448722023713,0.0017225813741485279,0.0018283843242546968,0.13233992774366288,1.5513759851455688,38.1164665222168,1,0,30,1.5,0,0.16402323047498601
15,-82.1300217481361,57.847581416368484,30,0,1,1,0,1,0,,,nan,1,0.6143889427185059,1.5,-0.0071585155092179775,0.6210967327157656,0.8752564191818237,10,0.3333333333333333,0.8333333333333334,0.4422000336509223,0.6333333333333333,0.6333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.5,-0.18180399993286506,0.00724382180099686,0.009579390287399292,0.001289982752253612,0.0015965902246534824,0.0017403805007537205,0.09932522798577945,1.4839900732040405,39.17369079589844,1,0,18,0.9,0,0.2591973992179759
16,-46.29949051459796,29.552463047206402,240,0,0,0,0,0,0,,,nan,0,0.12541800737380981,12.0,0.18497516214847565,0.11823444000910968,0.34068799018859863,0,0.0,0.5208333333333334,0.059825667425597896,0.0,0.0,0.0,0.0,0.9875,0.0,0.0,0.0,0.014769993910393464,0.006451864342670888,0.012468907050788403,0.0011773348747131725,0.001560957512507836,0.0018705365791295966,0.09521650864432256,0.9939273595809937,17.72450065612793,1,1,8,0.4,0,0.016408897628165886
17,-132.8847195737946,124.10710118710995,51,0,1,1,0,1,0,,,nan,1,0.28485527634620667,2.5500000000000003,-0.0005702202906832099,0.6687772122083926,0.8439680337905884,27,0.5294117647058824,1.0,0.5028200790928515,0.6274509803921569,0.6274509803921569,0.0,0.0,0.35294117647058826,0.0,0.0,0.6274509803921569,-0.16406485529170328,0.006639371717385217,0.01119887176901102,0.0010345287840155995,0.0013636397197842598,0.001689976866484857,0.10820727225612192,1.575100302696228,33.442298889160156,1,0,41,2.0500000000000003,0,0.08284482310890237
18,-298.2792671231775,247.2426073513925,240,0,0,0,0,0,0,,,nan,0,0.223509281873703,12.0,0.028921181336045265,0.38388221074516576,0.8385224938392639,51,0.2125,0.7083333333333334,0.20398599039250817,0.225,0.225,0.0,0.0,0.7166666666666667,0.0,0.0,0.24583333333333332,-0.1210797573816019,0.006596099523206552,0.015047847293317318,0.0011006547953002154,0.0014858684424931803,0.0018247022875584663,0.12047048680251464,1.3915754556655884,27.878652572631836,1,1,102,5.1000000000000005,0,0.24315551567709515
19,-262.77993286926755,202.9602887928486,240,0,0,0,0,0,0,,,nan,0,0.4074871838092804,12.0,0.0627838596701622,0.3296107577470442,0.8523169159889221,40,0.16666666666666666,0.7625,0.2113915020500204,0.23333333333333334,0.22916666666666666,0.0,0.0,0.7416666666666667,0.0,0.004166666666666667,0.225,-0.08726473208284496,0.006974807614460588,0.029454724863171577,0.001186069721976916,0.0015800297260284424,0.0019124735690032443,0.10685249750288979,1.3487634658813477,30.234922409057617,1,1,72,3.6,0,0.29924178986927585
