episode,reward,cost,length,success,collision,collision_capsule_overlap,collision_pybullet_contact,unavoidable_collision,avoidable_collision,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,non_end_link_collision,final_position_error,completion_time,min_distance,mean_risk,max_risk,safety_violation_count,safety_violation_rate,safety_filter_intervention_rate,mean_safety_filter_intervention_norm,safety_filter_safe_stop_rate,safety_filter_infeasible_rate,safety_filter_projection_failure_rate,safety_filter_fallback_rate,safety_filter_qp_used_rate,safety_filter_qp_timeout_rate,safety_filter_compute_budget_stop_rate,predictive_near_miss_rate,min_predictive_h_m,mean_safety_filter_solve_time_s,max_safety_filter_solve_time_s,mean_safety_filter_predictive_risk_time_s,mean_safety_filter_jacobian_workspace_time_s,mean_safety_filter_projection_time_s,mean_action_variation,rms_acceleration,rms_jerk,recovery_triggered,recovery_success,recovery_steps,recovery_duration_s,initially_unsafe,initial_predictive_h_m
10,-265.7741533220012,122.77714838087559,84,0,1,1,0,0,1,,,nan,1,1.0026980638504028,4.2,-0.005337861832231283,0.507032131155332,0.8363431692123413,23,0.27380952380952384,1.0,0.668400430497728,0.011904761904761904,0.0,0.0,0.5714285714285714,0.9642857142857143,0.0,0.011904761904761904,0.39285714285714285,-0.16804281173934377,0.012976799171329254,0.32083225063979626,0.0012960948293939943,0.0017318490316115675,0.006796065928591858,0.14521149794329954,1.7058660984039307,39.01816177368164,1,1,71,3.5500000000000003,0,0.0971407946858375
11,-102.72817536414985,49.15531169436872,240,0,0,0,0,0,0,,,nan,0,0.3281491696834564,12.0,0.16046632826328278,0.19363042999369404,0.5305324792861938,0,0.0,0.675,0.05568065156448556,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.010217874245570635,0.006068376284868767,0.012068739160895348,0.0011651895241811872,0.00147250173225378,0.0016253736413394412,0.15005554147646763,1.4270880222320557,32.95054626464844,1,1,27,1.35,0,0.23999080727642652
12,-129.58442512790756,49.53403361327946,240,0,0,0,0,0,0,,,nan,0,0.4229086935520172,12.0,0.17266331613063812,0.19121776866571358,0.5146114230155945,0,0.0,0.7833333333333333,0.16914258685958294,0.008333333333333333,0.008333333333333333,0.0,0.016666666666666666,0.9833333333333333,0.0,0.0,0.0,0.014817439674596589,0.006487169663887471,0.009325031191110611,0.0012184551761796078,0.0015567897586151957,0.001752245561995854,0.14843278907743904,1.4744354486465454,31.528287887573242,1,1,41,2.0500000000000003,0,0.23567029338966117
13,-11.845230135051029,25.80645390599966,119,1,0,0,0,0,0,,,nan,0,0.0512259304523468,5.95,0.13753335177898407,0.2040246029799225,0.6593337655067444,0,0.0,0.7142857142857143,0.11604405790314987,0.0,0.0,0.0,0.0,0.9915966386554622,0.0,0.0,0.06722689075630252,-0.016924447031055,0.006349089602399774,0.009331276640295982,0.001202548447088534,0.0015076514912628325,0.001696219386047676,0.09709314266395826,1.0749945640563965,22.5321044921875,1,1,21,1.05,0,0.17057106973542802
14,-345.40768532946186,259.9358606263995,240,0,0,0,0,0,0,,,nan,0,0.3608560860157013,12.0,0.014907563105225563,0.44945717314258216,0.8821811676025391,49,0.20416666666666666,0.8333333333333334,0.3348941007042453,0.0,0.0,0.0,0.30833333333333335,0.9833333333333333,0.0,0.0,0.3458333333333333,-0.1407908331942651,0.007769266042547921,0.014443322084844112,0.0012361518456600606,0.0015381972615917524,0.0024670260686737795,0.19972161383678516,1.9002034664154053,48.440670013427734,1,1,145,7.25,0,0.16402323047498601
15,-129.3387714862153,98.58049586415291,39,0,1,1,0,0,1,,,nan,1,0.6086663007736206,1.9500000000000002,-0.007034642156213522,0.6811308558934774,0.9130215048789978,21,0.5384615384615384,0.8717948717948718,0.47589735203130745,0.02564102564102564,0.02564102564102564,0.0,0.6923076923076923,0.9487179487179487,0.0,0.0,0.6153846153846154,-0.16278437996089434,0.008073406652189218,0.012030907906591892,0.0011111052515797126,0.001463640911074785,0.0029977973168477034,0.24780867755030975,2.1796839237213135,56.23048400878906,1,0,27,1.35,0,0.2591973992179759
16,-46.29949051459796,29.552463047206402,240,0,0,0,0,0,0,,,nan,0,0.12541800737380981,12.0,0.18497516214847565,0.11823444000910968,0.34068799018859863,0,0.0,0.5208333333333334,0.059825667425597896,0.0,0.0,0.0,0.0,0.9875,0.0,0.0,0.0,0.014769993910393464,0.005779989738948643,0.009099907241761684,0.0011039583439317842,0.0014303302392363547,0.0015995034443524977,0.09521650864432256,0.9939273595809937,17.72450065612793,1,1,8,0.4,0,0.016408897628165886
17,-98.22030531062771,89.14897595345974,41,0,1,1,0,0,1,,,nan,1,0.3468226194381714,2.0500000000000003,-0.00031163389212451875,0.6397440084596959,0.868564248085022,18,0.43902439024390244,1.0,0.404815207673246,0.024390243902439025,0.0,0.0,0.5365853658536586,0.975609756097561,0.0,0.024390243902439025,0.5365853658536586,-0.15551453423459918,0.008652426325148198,0.021125641651451588,0.0011908272508440948,0.0014499573082458683,0.0033897264156399704,0.3054586739801779,2.591318368911743,84.60812377929688,1,0,31,1.55,0,0.08284482310890237
18,-179.41067213878054,126.06095818802714,240,0,0,0,0,0,0,,,nan,0,0.16467279195785522,12.0,0.07003139704465866,0.3045254076210161,0.9066852927207947,17,0.07083333333333333,0.6875,0.12657787009877777,0.0,0.0,0.0,0.075,0.9625,0.0,0.0,0.1,-0.09674162603121611,0.006374308734666556,0.01855641044676304,0.0011543495308918258,0.0014330718317069114,0.0017811200930736959,0.16278863773914054,1.6225639581680298,32.72511291503906,1,1,75,3.75,0,0.24315551567709515
19,-192.8575653812147,126.36848741024733,240,0,0,0,0,0,0,,,nan,0,0.42794957756996155,12.0,0.026154326274991035,0.2832715237590795,0.861609160900116,18,0.075,0.8166666666666667,0.17721462356171427,0.004166666666666667,0.0,0.0,0.1125,0.9666666666666667,0.0,0.004166666666666667,0.1,-0.12873880962367015,0.0076137044428226846,0.24466164130717516,0.001176025023839126,0.0014824612337785462,0.002925573013878117,0.15480937472214767,1.5920414924621582,35.3910026550293,1,1,69,3.45,0,0.29924178986927585
