episode,seed,seed_manifest,reward,cost,length,success,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,collision_termination_mode,unavoidable_collision,avoidable_collision,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,non_end_link_collision,final_position_error,completion_time,min_distance,mean_risk,max_risk,safety_violation_count,safety_violation_rate,safety_filter_intervention_rate,mean_safety_filter_intervention_norm,safety_filter_safe_stop_rate,safety_filter_infeasible_rate,safety_filter_projection_failure_rate,safety_filter_fallback_rate,safety_filter_qp_used_rate,safety_filter_qp_timeout_rate,safety_filter_compute_budget_stop_rate,predictive_near_miss_rate,min_predictive_h_m,mean_safety_filter_solve_time_s,max_safety_filter_solve_time_s,mean_safety_filter_predictive_risk_time_s,mean_safety_filter_jacobian_workspace_time_s,mean_safety_filter_projection_time_s,mean_action_variation,rms_acceleration,rms_jerk,recovery_triggered,recovery_success,recovery_steps,recovery_duration_s,initially_unsafe,initial_predictive_h_m
0,9001,configs/experiments/reaching_recovery/manifests/v1_final.json,23.11972038201951,1.6743301171809435,22,1,0,0,0,0,0,,any,0,0,,,nan,0,0.05471391975879669,1.1,0.20989127457141876,0.07610591441731561,0.2513335049152374,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.42506554925983603,3.7094390392303467,66.70559692382812,0,0,0,0.0,0,nan
1,9002,configs/experiments/reaching_recovery/manifests/v1_final.json,22.378611130185977,0.7058618851006031,29,1,0,0,0,0,0,,any,0,0,,,nan,0,0.0524446927011013,1.4500000000000002,0.6500948071479797,0.024340065003469073,0.03394816815853119,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.15947158673200115,1.8747546672821045,41.2939338684082,0,0,0,0.0,0,nan
2,9003,configs/experiments/reaching_recovery/manifests/v1_final.json,22.164311553290716,0.41998459585011005,19,1,0,0,0,0,0,,any,0,0,,,nan,0,0.05443596839904785,0.9500000000000001,0.6256934404373169,0.022104452413163687,0.030085094273090363,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.3139425610241137,2.9679436683654785,70.41588592529297,0,0,0,0.0,0,nan
3,9004,configs/experiments/reaching_recovery/manifests/v1_final.json,21.167468401396167,1.466526597738266,35,1,0,0,0,0,0,,any,0,0,,,nan,0,0.05369262769818306,1.75,0.30463120341300964,0.04190075993537903,0.12227755039930344,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.22340840122529437,2.194617748260498,40.54640579223633,0,0,0,0.0,0,nan
4,9005,configs/experiments/reaching_recovery/manifests/v1_final.json,24.103771506809622,0.7413213402032852,10,1,0,0,0,0,0,,any,0,0,,,nan,0,0.05082638934254646,0.5,0.28426823019981384,0.07413213402032852,0.14212918281555176,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.46222304701805117,4.158152103424072,79.98033142089844,0,0,0,0.0,0,nan
5,9006,configs/experiments/reaching_recovery/manifests/v1_final.json,-88.72178057638637,58.24500320851803,240,0,0,0,0,0,0,,any,0,0,,,nan,0,0.21550090610980988,12.0,0.164981409907341,0.24268751336882513,0.5528357625007629,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.30929849789633107,3.3603603839874268,121.00215911865234,0,0,0,0.0,0,nan
6,9007,configs/experiments/reaching_recovery/manifests/v1_final.json,17.690797827966733,7.221524618566036,38,1,0,0,0,0,0,,any,0,0,,,nan,0,0.053492192178964615,1.9000000000000001,0.26312053203582764,0.19004012154121147,0.24824637174606323,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.25634067407564115,2.583543300628662,55.96253204345703,0,0,0,0.0,0,nan
7,9008,configs/experiments/reaching_recovery/manifests/v1_final.json,23.999236387759765,0.37325233966112137,11,1,0,0,0,0,0,,any,0,0,,,nan,0,0.04741496220231056,0.55,0.41026660799980164,0.03393203087828376,0.05944637581706047,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.45613630522381177,4.075597286224365,82.16409301757812,0,0,0,0.0,0,nan
8,9009,configs/experiments/reaching_recovery/manifests/v1_final.json,21.15106059900455,4.4305179342627525,16,1,0,0,0,0,0,,any,0,0,,,nan,0,0.04004334658384323,0.8,0.25617796182632446,0.27690737089142203,0.37128522992134094,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.32079380471259356,3.1299901008605957,64.68048858642578,0,0,0,0.0,0,nan
9,9010,configs/experiments/reaching_recovery/manifests/v1_final.json,22.225803248258615,0.5960506796836853,21,1,0,0,0,0,0,,any,0,0,,,nan,0,0.05371299386024475,1.05,0.5142748951911926,0.02838336569922311,0.03597424179315567,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.30831801430100486,3.040644884109497,68.68639373779297,0,0,0,0.0,0,nan
10,9011,configs/experiments/reaching_recovery/manifests/v1_final.json,22.099289631861748,1.3783688358962536,35,1,0,0,0,0,0,,any,0,0,,,nan,0,0.04951293393969536,1.75,0.47100400924682617,0.03938196673989296,0.04529109224677086,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.16984739527106285,1.793936014175415,40.276309967041016,0,0,0,0.0,0,nan
