episode,seed,seed_manifest,reward,cost,length,success,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,collision_termination_mode,unavoidable_collision,avoidable_collision,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,non_end_link_collision,final_position_error,completion_time,min_distance,mean_risk,max_risk,safety_violation_count,safety_violation_rate,safety_filter_intervention_rate,mean_safety_filter_intervention_norm,safety_filter_safe_stop_rate,safety_filter_infeasible_rate,safety_filter_projection_failure_rate,safety_filter_fallback_rate,safety_filter_qp_used_rate,safety_filter_qp_timeout_rate,safety_filter_compute_budget_stop_rate,predictive_near_miss_rate,min_predictive_h_m,mean_safety_filter_solve_time_s,max_safety_filter_solve_time_s,mean_safety_filter_predictive_risk_time_s,mean_safety_filter_jacobian_workspace_time_s,mean_safety_filter_projection_time_s,mean_action_variation,rms_acceleration,rms_jerk,recovery_triggered,recovery_success,recovery_steps,recovery_duration_s,initially_unsafe,initial_predictive_h_m
0,9001,configs/experiments/reaching_recovery/manifests/v1_final.json,23.256004429025438,1.6229922696948051,19,1,0,0,0,0,0,,any,0,0,,,nan,0,0.04272826761007309,0.9500000000000001,0.20699860155582428,0.0854206457734108,0.25710123777389526,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.2836106415641935,2.816134214401245,59.031822204589844,0,0,0,0.0,0,nan
1,9002,configs/experiments/reaching_recovery/manifests/v1_final.json,23.207495808093945,0.32268044352531433,13,1,0,0,0,0,0,,any,0,0,,,nan,0,0.04937664046883583,0.65,0.6505782604217529,0.024821572578870334,0.02994774654507637,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.20686937582034332,2.530651807785034,52.90201950073242,0,0,0,0.0,0,nan
2,9003,configs/experiments/reaching_recovery/manifests/v1_final.json,22.17326783596704,0.4031840041279793,16,1,0,0,0,0,0,,any,0,0,,,nan,0,0.05382460728287697,0.8,0.6212964057922363,0.025199000257998705,0.033128440380096436,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.2844574195332825,2.995009660720825,67.80400085449219,0,0,0,0.0,0,nan
3,9004,configs/experiments/reaching_recovery/manifests/v1_final.json,-21.431516962085972,8.31851977109909,240,0,0,0,0,0,0,,any,0,0,,,nan,0,0.22261376678943634,12.0,0.30443844199180603,0.03466049904624621,0.2276088148355484,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.1207367038858744,1.460486650466919,20.470325469970703,0,0,0,0.0,0,nan
4,9005,configs/experiments/reaching_recovery/manifests/v1_final.json,23.506616387120122,1.1372172962874174,18,1,0,0,0,0,0,,any,0,0,,,nan,0,0.05088622868061066,0.9,0.2882991135120392,0.0631787386826343,0.13792765140533447,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.49911317643192077,4.6178436279296875,137.20460510253906,0,0,0,0.0,0,nan
5,9006,configs/experiments/reaching_recovery/manifests/v1_final.json,-76.25851276860156,49.721126683056355,240,0,0,0,0,0,0,,any,0,0,,,nan,0,0.23985803127288818,12.0,0.16650429368019104,0.20717136117940146,0.5942142009735107,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.2577254946983885,3.1466338634490967,118.77179718017578,0,0,0,0.0,0,nan
6,9007,configs/experiments/reaching_recovery/manifests/v1_final.json,21.687621056007323,4.005746349692345,16,1,0,0,0,0,0,,any,0,0,,,nan,0,0.05149419605731964,0.8,0.276824027299881,0.25035914685577154,0.3171693980693817,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.4303449522703886,3.9440457820892334,88.65162658691406,0,0,0,0.0,0,nan
7,9008,configs/experiments/reaching_recovery/manifests/v1_final.json,24.37608786147879,0.30665704794228077,9,1,0,0,0,0,0,,any,0,0,,,nan,0,0.03654009476304054,0.45,0.4120804965496063,0.034073005326920085,0.058778632432222366,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.4396238691276974,4.371164321899414,80.3838882446289,0,0,0,0.0,0,nan
8,9009,configs/experiments/reaching_recovery/manifests/v1_final.json,8.17319267509306,15.801899813115597,69,1,0,0,0,0,0,,any,0,0,,,nan,0,0.05023166909813881,3.45,0.22949130833148956,0.22901304076979126,0.3756079375743866,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.31337159861257113,2.909529685974121,84.70809173583984,0,0,0,0.0,0,nan
9,9010,configs/experiments/reaching_recovery/manifests/v1_final.json,22.739058915553986,0.29777501709759235,10,1,0,0,0,0,0,,any,0,0,,,nan,0,0.050311725586652756,0.5,0.5131220817565918,0.029777501709759235,0.038169439882040024,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.42168365642428396,4.072237968444824,94.35821533203125,0,0,0,0.0,0,nan
10,9011,configs/experiments/reaching_recovery/manifests/v1_final.json,23.78049740705964,0.6435320824384689,15,1,0,0,0,0,0,,any,0,0,,,nan,0,0.04200366511940956,0.75,0.46635308861732483,0.04290213882923126,0.05986914038658142,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.21715849762161574,2.6780052185058594,54.890037536621094,0,0,0,0.0,0,nan
