episode,seed,seed_manifest,manifest_shard_index,manifest_shard_count,reward,cost,length,success,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,collision_termination_mode,unavoidable_collision,avoidable_collision,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,non_end_link_collision,final_position_error,completion_time,min_distance,mean_risk,max_risk,safety_violation_count,safety_violation_rate,safety_filter_intervention_rate,mean_safety_filter_intervention_norm,safety_filter_safe_stop_rate,safety_filter_infeasible_rate,safety_filter_projection_failure_rate,safety_filter_recovery_relaxed_rate,safety_filter_fallback_rate,safety_filter_qp_used_rate,safety_filter_qp_timeout_rate,safety_filter_compute_budget_stop_rate,predictive_near_miss_rate,min_predictive_h_m,mean_safety_filter_solve_time_s,max_safety_filter_solve_time_s,mean_safety_filter_predictive_risk_time_s,mean_safety_filter_jacobian_workspace_time_s,mean_safety_filter_projection_time_s,mean_action_variation,mean_hierarchical_nominal_qdot_norm,mean_residual_qdot_norm,rms_acceleration,rms_jerk,recovery_triggered,recovery_success,recovery_steps,recovery_duration_s,initially_unsafe,initial_predictive_h_m,nominal_only,hierarchical_final_state,hierarchical_plan_reason,hierarchical_planning_time_s,hierarchical_planning_time_total_s,hierarchical_ik_candidate_count,hierarchical_ik_found,hierarchical_plan_found,hierarchical_direct_path,hierarchical_plan_count,hierarchical_replan_count,hierarchical_hold_steps,hierarchical_initial_ik_found,hierarchical_initial_plan_found,hierarchical_initial_direct_path,hierarchical_initial_plan_reason,hierarchical_initial_planning_time_s,hierarchical_initial_plan_iterations,hierarchical_initial_ik_candidate_count,hierarchical_final_path_progress,hierarchical_failure_mode,hierarchical_track_rate,hierarchical_avoid_hold_rate,hierarchical_replan_rate,hierarchical_servo_rate,hierarchical_plan_failed_rate
0,9001,configs/experiments/reaching_recovery/manifests/v1_final.json,0,4,1.2952876114411644,4.747834507375956,36,1,0,0,0,0,0,,any,0,0,,,nan,0,0.05105222761631012,1.8,0.2044989913702011,0.08796462416648865,0.26219844818115234,0,0.0,0.3333333333333333,0.021961741828720842,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.022870517101878762,0.01793771744188335,0.1615379229770042,0.003542184863666383,0.00159272350396754,0.006015293971156805,0.06436534823539357,0.4585403982135985,0.0,0.8601319789886475,20.866580963134766,1,1,7,0.35000000000000003,0,0.022870517101878762,1,SERVO,direct_path,0.038751355023123324,0.11840840498916805,16,1,1,1,2,1,8,1,1,1,direct_path,0.07965704996604472,0,16,1.0,SUCCESS,0.6388888888888888,0.19444444444444445,0.027777777777777776,0.1388888888888889,0.0
4,9005,configs/experiments/reaching_recovery/manifests/v1_final.json,0,4,13.976430745463341,2.4968671947717667,22,1,0,0,0,0,0,,any,0,0,,,nan,0,0.05001566559076309,1.1,0.27925336360931396,0.07660723020407287,0.14755728840827942,0,0.0,0.22727272727272727,0.04347343818692623,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.10142703013241627,0.01314631255015477,0.016625572985503823,0.0036003888182511382,0.0018667115893384273,0.002108276049098508,0.08343508289280263,0.5825541473247788,0.0,1.0352953672409058,19.87053871154785,0,0,0,0.0,0,0.10142703013241627,1,SERVO,direct_path,0.03531451296294108,0.03531451296294108,16,1,1,1,1,0,0,1,1,1,direct_path,0.03531451296294108,0,16,1.0,SUCCESS,0.7727272727272727,0.0,0.0,0.22727272727272727,0.0
8,9009,configs/experiments/reaching_recovery/manifests/v1_final.json,0,4,-11.091888027047109,8.78541848063469,27,1,0,0,0,0,0,,any,0,0,,,nan,0,0.04963204264640808,1.35,0.23911072313785553,0.22517959166456153,0.30231723189353943,0,0.0,0.37037037037037035,0.05584710553809997,0.0,0.0,0.0,0.0,0.0,0.9629629629629629,0.0,0.0,0.0,0.045502459455245,0.011776310225724484,0.01847840001573786,0.003198739475380905,0.0014985937720026683,0.0019247171865707194,0.09197332585851352,0.6833095556056058,0.0,1.1399940252304077,18.576520919799805,0,0,0,0.0,0,0.23868696282744178,1,SERVO,direct_path,0.04225490294629708,0.04225490294629708,16,1,1,1,1,0,0,1,1,1,direct_path,0.04225490294629708,0,16,1.0,SUCCESS,0.8148148148148148,0.0,0.0,0.18518518518518517,0.0
12,9013,configs/experiments/reaching_recovery/manifests/v1_final.json,0,4,17.81376293785323,1.545432724058628,22,1,0,0,0,0,0,,any,0,0,,,nan,0,0.0500817745923996,1.1,0.3191712498664856,0.0484299057755958,0.11002838611602783,0,0.0,0.18181818181818182,0.0491851612597953,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1334503816329189,0.01045382708914324,0.013858155987691134,0.002924074506154284,0.001330657589609142,0.0018136188234414228,0.08822564789178697,0.5780344415794719,0.0,1.0658079385757446,19.169803619384766,0,0,0,0.0,0,0.1334503816329189,1,SERVO,direct_path,0.03928420401643962,0.03928420401643962,16,1,1,1,1,0,0,1,1,1,direct_path,0.03928420401643962,0,16,1.0,SUCCESS,0.7727272727272727,0.0,0.0,0.22727272727272727,0.0
16,9017,configs/experiments/reaching_recovery/manifests/v1_final.json,0,4,20.617642826997308,0.6702530421316624,24,1,0,0,0,0,0,,any,0,0,,,nan,0,0.054673437029123306,1.2000000000000002,0.5845213532447815,0.02340494841337204,0.025354763492941856,0,0.0,0.25,0.046704232901836486,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4032135241366177,0.01302656712020204,0.01737653702730313,0.0035578217866714112,0.001850856453529559,0.002102537252843225,0.09290137320446472,0.7342943996191025,0.0,1.1471362113952637,22.498931884765625,0,0,0,0.0,0,0.4032135241366177,1,SERVO,direct_path,0.04775411600712687,0.04775411600712687,16,1,1,1,1,0,0,1,1,1,direct_path,0.04775411600712687,0,16,1.0,SUCCESS,0.8333333333333334,0.0,0.0,0.16666666666666666,0.0
20,9021,configs/experiments/reaching_recovery/manifests/v1_final.json,0,4,-594.0686971949962,65.10531544685364,240,0,0,0,0,0,0,,any,0,0,,,nan,0,0.8337456583976746,12.0,0.21860940754413605,0.1756779418637355,0.24070796370506287,0,0.0,0.625,0.010886456894082968,0.0,0.0,0.0,0.0,0.0,0.9916666666666667,0.0,0.0,0.0,0.03947562274174557,0.012329444838299727,0.055488486017566174,0.0029469439691941564,0.0015270509793481324,0.0017723732669158684,0.002588727892364835,0.0,0.0,0.15841901302337646,4.08688497543335,1,1,9,0.45,0,0.043630423196683255,1,PLAN_FAILED,ik_not_found,0.028006772976368666,0.3687421220820397,0,0,0,0,12,0,0,0,0,0,ik_not_found,0.02669637301005423,0,0,0.0,IK_NOT_FOUND,0.0,0.0,0.0,0.0,1.0
24,9025,configs/experiments/reaching_recovery/manifests/v1_final.json,0,4,12.9087187282346,2.96719042211771,26,1,0,0,0,0,0,,any,0,0,,,nan,0,0.05145387351512909,1.3,0.37789881229400635,0.08639715583278583,0.13364017009735107,0,0.0,0.3076923076923077,0.053869321778080445,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.19988983583413633,0.010946357569012504,0.014895171974785626,0.00313224830181123,0.0014038747780992149,0.001808547692445035,0.0920455322529261,0.743301462668639,0.0,1.1067227125167847,17.4917049407959,0,0,0,0.0,0,0.20280774697420167,1,SERVO,direct_path,0.03811244200915098,0.03811244200915098,16,1,1,1,1,0,0,1,1,1,direct_path,0.03811244200915098,0,16,1.0,SUCCESS,0.8076923076923077,0.0,0.0,0.19230769230769232,0.0
28,9029,configs/experiments/reaching_recovery/manifests/v1_final.json,0,4,11.065237837491766,3.3769394606351852,24,1,0,0,0,0,0,,any,0,0,,,nan,0,0.049416325986385345,1.2000000000000002,0.2924528121948242,0.09270143167426188,0.18433433771133423,0,0.0,0.2916666666666667,0.055252255168407184,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.11403994334915915,0.010702280504726028,0.01366526004858315,0.002919014368671924,0.0014450809151943151,0.0017520866701185394,0.09447828175810476,0.6326012387871742,0.0,1.179258942604065,20.75459861755371,0,0,0,0.0,0,0.13204071457601763,1,SERVO,direct_path,0.04357518797041848,0.04357518797041848,16,1,1,1,1,0,0,1,1,1,direct_path,0.04357518797041848,0,16,1.0,SUCCESS,0.7916666666666666,0.0,0.0,0.20833333333333334,0.0
32,9033,configs/experiments/reaching_recovery/manifests/v1_final.json,0,4,-353.8271275048206,85.29960110783577,240,0,0,0,0,0,0,,any,0,0,,,nan,0,0.17790217697620392,12.0,0.23857711255550385,0.22877137263615926,0.40636181831359863,0,0.0,0.7666666666666667,0.22234684609245833,0.0,0.0,0.0,0.0,0.0,0.8875,0.0,0.0,0.0,0.03205594298472503,0.017890857783640968,0.0879692270536907,0.003663018198615949,0.0017156264783504108,0.0020503362526748483,0.21099498668772868,0.26967591991027196,0.0,1.8532805442810059,37.20219039916992,1,1,128,6.4,0,0.1397384420951846,1,TRACK,direct_path,0.04179212503368035,1.0007369827362709,15,1,1,1,20,19,114,1,1,1,direct_path,0.06254739197902381,0,9,1.0,FILTER_STOP_TIMEOUT,0.525,0.3958333333333333,0.07916666666666666,0.0,0.0
36,9037,configs/experiments/reaching_recovery/manifests/v1_final.json,0,4,17.145813363480034,1.5303043499588966,17,1,0,0,0,0,0,,any,0,0,,,nan,0,0.0502280592918396,0.8500000000000001,0.3601805865764618,0.06357791822622805,0.08250200748443604,0,0.0,0.35294117647058826,0.06258773889269642,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1819313406657012,0.011163225116701248,0.01394409901695326,0.0030880750581512555,0.0015700928291634603,0.0017074539380915025,0.11661434962468989,0.6505958315204171,0.0,1.3143333196640015,25.540742874145508,0,0,0,0.0,0,0.1819313406657012,1,SERVO,direct_path,0.033396682993043214,0.033396682993043214,16,1,1,1,1,0,0,1,1,1,direct_path,0.033396682993043214,0,16,1.0,SUCCESS,0.7058823529411765,0.0,0.0,0.29411764705882354,0.0
