episode,seed,seed_manifest,manifest_shard_index,manifest_shard_count,reward,cost,length,success,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,collision_termination_mode,unavoidable_collision,avoidable_collision,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,non_end_link_collision,final_position_error,completion_time,min_distance,mean_risk,max_risk,safety_violation_count,safety_violation_rate,safety_filter_intervention_rate,mean_safety_filter_intervention_norm,safety_filter_safe_stop_rate,safety_filter_infeasible_rate,safety_filter_projection_failure_rate,safety_filter_recovery_relaxed_rate,safety_filter_fallback_rate,safety_filter_qp_used_rate,safety_filter_qp_timeout_rate,safety_filter_compute_budget_stop_rate,predictive_near_miss_rate,min_predictive_h_m,mean_safety_filter_solve_time_s,max_safety_filter_solve_time_s,mean_safety_filter_predictive_risk_time_s,mean_safety_filter_jacobian_workspace_time_s,mean_safety_filter_projection_time_s,mean_action_variation,mean_hierarchical_nominal_qdot_norm,mean_residual_qdot_norm,rms_acceleration,rms_jerk,recovery_triggered,recovery_success,recovery_steps,recovery_duration_s,initially_unsafe,initial_predictive_h_m,nominal_only,hierarchical_final_state,hierarchical_plan_reason,hierarchical_planning_time_s,hierarchical_planning_time_total_s,hierarchical_ik_candidate_count,hierarchical_ik_found,hierarchical_plan_found,hierarchical_direct_path,hierarchical_plan_count,hierarchical_replan_count,hierarchical_hold_steps,hierarchical_initial_ik_found,hierarchical_initial_plan_found,hierarchical_initial_direct_path,hierarchical_initial_plan_reason,hierarchical_initial_planning_time_s,hierarchical_initial_plan_iterations,hierarchical_initial_ik_candidate_count,hierarchical_final_path_progress,hierarchical_failure_mode,hierarchical_track_rate,hierarchical_avoid_hold_rate,hierarchical_replan_rate,hierarchical_servo_rate,hierarchical_plan_failed_rate
3,9004,configs/experiments/reaching_recovery/manifests/v1_final.json,3,4,10.794555394192349,2.136521717533469,41,1,0,0,0,0,0,,any,0,0,,,nan,0,0.04828668758273125,2.0500000000000003,0.29729872941970825,0.03805617515633746,0.12904107570648193,0,0.0,0.5365853658536586,0.02404827192365085,0.0,0.0,0.0,0.0,0.0,0.975609756097561,0.0,0.0,0.0,0.11612482064695184,0.0233065699931325,0.24755432602250949,0.004984040707690505,0.0022667543423112208,0.008204272297983308,0.051425224011082474,0.6608276170928303,0.0,0.7575240731239319,14.70368480682373,0,0,0,0.0,0,0.11612482064695184,1,SERVO,direct_path,0.07969701301772147,0.07969701301772147,16,1,1,1,1,0,0,1,1,1,direct_path,0.07969701301772147,0,16,1.0,SUCCESS,0.8780487804878049,0.0,0.0,0.12195121951219512,0.0
7,9008,configs/experiments/reaching_recovery/manifests/v1_final.json,3,4,20.422187563115568,0.855344083160162,19,1,0,0,0,0,0,,any,0,0,,,nan,0,0.05093563348054886,0.9500000000000001,0.4026472866535187,0.03374734079759372,0.06236417964100838,0,0.0,0.21052631578947367,0.053194082668891265,0.0,0.0,0.0,0.0,0.0,0.9473684210526315,0.0,0.0,0.0,0.22105235783513044,0.012169290205316716,0.017492012993898243,0.0032728169432007953,0.0016000136353173538,0.0021908451055519676,0.0954239617444967,0.5764536622323488,0.0,1.0912667512893677,20.04092025756836,0,0,0,0.0,0,0.22105235783513044,1,SERVO,direct_path,0.037850087974220514,0.037850087974220514,16,1,1,1,1,0,0,1,1,1,direct_path,0.037850087974220514,0,16,1.0,SUCCESS,0.7368421052631579,0.0,0.0,0.2631578947368421,0.0
11,9012,configs/experiments/reaching_recovery/manifests/v1_final.json,3,4,18.983277126548373,1.210308626294136,24,1,0,0,0,0,0,,any,0,0,,,nan,0,0.04819076880812645,1.2000000000000002,0.36985719203948975,0.037499937151248254,0.07726749032735825,0,0.0,0.20833333333333334,0.03749989169967582,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.18925549115857127,0.012058683826277653,0.019394572998862714,0.003156066083950767,0.0015167789970291778,0.0020210267102811486,0.06771712723032881,0.5588887905081114,0.0,0.834968090057373,17.736249923706055,0,0,0,0.0,0,0.18925549115857127,1,SERVO,direct_path,0.0453647700487636,0.0453647700487636,16,1,1,1,1,0,0,1,1,1,direct_path,0.0453647700487636,0,16,1.0,SUCCESS,0.7916666666666666,0.0,0.0,0.20833333333333334,0.0
15,9016,configs/experiments/reaching_recovery/manifests/v1_final.json,3,4,8.189047098490775,3.9709824696183205,22,1,0,0,0,0,0,,any,0,0,,,nan,0,0.05093471705913544,1.1,0.23285022377967834,0.12008182568983598,0.21016830205917358,0,0.0,0.2727272727272727,0.04228914874036724,0.0,0.0,0.0,0.0,0.0,0.9545454545454546,0.0,0.0,0.0,0.05648026079347698,0.014746698722857136,0.02250861399807036,0.0039574331339364026,0.0020403699997008184,0.0024410954528403554,0.07848604590716687,0.5185370736501433,0.0,0.9287236332893372,18.409271240234375,0,0,0,0.0,0,0.05648026079347698,1,SERVO,direct_path,0.03827538003679365,0.03827538003679365,16,1,1,1,1,0,0,1,1,1,direct_path,0.03827538003679365,0,16,1.0,SUCCESS,0.7727272727272727,0.0,0.0,0.22727272727272727,0.0
19,9020,configs/experiments/reaching_recovery/manifests/v1_final.json,3,4,17.597920809219794,0.971601277589798,10,1,0,0,0,0,0,,any,0,0,,,nan,0,0.048375193029642105,0.5,0.3881940245628357,0.06802352368831635,0.06843484938144684,0,0.0,0.2,0.03630821015209483,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.21364008864624945,0.016003300598822535,0.020459768013097346,0.004297503596171736,0.0018881077936384826,0.002533565100748092,0.09722755998373031,0.4282857656478882,0.0,1.0271133184432983,25.03900909423828,0,0,0,0.0,0,0.21364008864624945,1,SERVO,direct_path,0.06297932099550962,0.06297932099550962,16,1,1,1,1,0,0,1,1,1,direct_path,0.06297932099550962,0,16,1.0,SUCCESS,0.5,0.0,0.0,0.5,0.0
23,9024,configs/experiments/reaching_recovery/manifests/v1_final.json,3,4,-11.819420377601219,8.340484134852886,37,1,0,0,0,0,0,,any,0,0,,,nan,0,0.05165534093976021,1.85,0.3025931715965271,0.17905830944309364,0.23730064928531647,0,0.0,0.6756756756756757,0.03394023006532952,0.0,0.0,0.0,0.0,0.0,0.972972972972973,0.0,0.0,0.0,0.1310892177408166,0.016383426405514614,0.03164875495713204,0.004591830543594787,0.0022258942056371757,0.0027903657047883483,0.06813619464535166,0.7371980451248787,0.0,0.9491838812828064,18.575122833251953,0,0,0,0.0,0,0.42240593496471834,1,SERVO,direct_path,0.07503856398398057,0.07503856398398057,16,1,1,1,1,0,0,1,1,1,direct_path,0.07503856398398057,0,16,1.0,SUCCESS,0.8648648648648649,0.0,0.0,0.13513513513513514,0.0
27,9028,configs/experiments/reaching_recovery/manifests/v1_final.json,3,4,1.3977780207784498,5.190887525677681,20,1,0,0,0,0,0,,any,0,0,,,nan,0,0.04937062785029411,1.0,0.1838868260383606,0.16852778606116772,0.30853599309921265,0,0.0,0.25,0.036052329752950495,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.001555356372560282,0.01720229730126448,0.048620766028761864,0.004214028094429523,0.0018538209522375837,0.0023209894075989722,0.0934352642390877,0.41983488500118255,0.0,1.1206064224243164,25.545360565185547,1,1,9,0.45,0,0.001555356372560282,1,SERVO,direct_path,0.03593833098420873,0.07882243196945637,16,1,1,1,2,1,8,1,1,1,direct_path,0.04288410098524764,0,16,1.0,SUCCESS,0.35,0.35,0.05,0.25,0.0
31,9032,configs/experiments/reaching_recovery/manifests/v1_final.json,3,4,20.937268708258117,0.654720326885581,22,1,0,0,0,0,0,,any,0,0,,,nan,0,0.049184683710336685,1.1,0.5509017109870911,0.0245924461632967,0.03320901840925217,0,0.0,0.2727272727272727,0.04090906014978573,0.0,0.0,0.0,0.0,0.0,0.9545454545454546,0.0,0.0,0.0,0.37424318027598014,0.012267159419769252,0.016083488008007407,0.0033691968128550798,0.0015471176911060784,0.0021960416792849587,0.07252092113379728,0.5607979798858816,0.0,0.8801749348640442,18.85116958618164,0,0,0,0.0,0,0.37424318027598014,1,SERVO,direct_path,0.06960168399382383,0.06960168399382383,16,1,1,1,1,0,0,1,1,1,direct_path,0.06960168399382383,0,16,1.0,SUCCESS,0.7727272727272727,0.0,0.0,0.22727272727272727,0.0
35,9036,configs/experiments/reaching_recovery/manifests/v1_final.json,3,4,17.72143527033254,1.0226627252995968,11,1,0,0,0,0,0,,any,0,0,,,nan,0,0.0509362667798996,0.55,0.4856027364730835,0.08691976354880766,0.12093392014503479,0,0.0,0.2727272727272727,0.040115704070764785,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.30371922885470276,0.015156307273586704,0.026202364009805024,0.0036299710839309478,0.0020779479104517536,0.002890788002828644,0.12405448643998666,0.5715757635506716,0.0,1.3967947959899902,32.766475677490234,0,0,0,0.0,0,0.3088223006377584,1,SERVO,direct_path,0.0517192940460518,0.0517192940460518,16,1,1,1,1,0,0,1,1,1,direct_path,0.0517192940460518,0,16,1.0,SUCCESS,0.5454545454545454,0.0,0.0,0.45454545454545453,0.0
39,9040,configs/experiments/reaching_recovery/manifests/v1_final.json,3,4,11.11065802380083,3.3975666612386703,24,1,0,0,0,0,0,,any,0,0,,,nan,0,0.051234010607004166,1.2000000000000002,0.3976231515407562,0.1101494502897064,0.23934678733348846,0,0.0,0.5,0.05582020515424275,0.0,0.0,0.0,0.0,0.0,0.9583333333333334,0.0,0.0,0.0,0.21528196505629493,0.01243141250355014,0.020070615981239825,0.003461983122785265,0.0016049871701397933,0.0021401245806676648,0.09648260350028674,0.7279601767659187,0.0,1.1702263355255127,21.751081466674805,0,0,0,0.0,0,0.3121043329203273,1,SERVO,direct_path,0.043917867995332927,0.043917867995332927,16,1,1,1,1,0,0,1,1,1,direct_path,0.043917867995332927,0,16,1.0,SUCCESS,0.7916666666666666,0.0,0.0,0.20833333333333334,0.0
