episode,seed,seed_manifest,manifest_shard_index,manifest_shard_count,reward,cost,length,success,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,collision_termination_mode,unavoidable_collision,avoidable_collision,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,non_end_link_collision,final_position_error,completion_time,min_distance,mean_risk,max_risk,safety_violation_count,safety_violation_rate,safety_filter_intervention_rate,mean_safety_filter_intervention_norm,safety_filter_safe_stop_rate,safety_filter_infeasible_rate,safety_filter_projection_failure_rate,safety_filter_recovery_relaxed_rate,safety_filter_fallback_rate,safety_filter_qp_used_rate,safety_filter_qp_timeout_rate,safety_filter_compute_budget_stop_rate,predictive_near_miss_rate,min_predictive_h_m,mean_safety_filter_solve_time_s,max_safety_filter_solve_time_s,mean_safety_filter_predictive_risk_time_s,mean_safety_filter_jacobian_workspace_time_s,mean_safety_filter_projection_time_s,mean_action_variation,mean_hierarchical_nominal_qdot_norm,mean_residual_qdot_norm,rms_acceleration,rms_jerk,recovery_triggered,recovery_success,recovery_steps,recovery_duration_s,initially_unsafe,initial_predictive_h_m,nominal_only,hierarchical_final_state,hierarchical_plan_reason,hierarchical_planning_time_s,hierarchical_planning_time_total_s,hierarchical_ik_candidate_count,hierarchical_ik_found,hierarchical_plan_found,hierarchical_direct_path,hierarchical_plan_count,hierarchical_replan_count,hierarchical_hold_steps,hierarchical_initial_ik_found,hierarchical_initial_plan_found,hierarchical_initial_direct_path,hierarchical_initial_plan_reason,hierarchical_initial_planning_time_s,hierarchical_initial_plan_iterations,hierarchical_initial_ik_candidate_count,hierarchical_final_path_progress,hierarchical_failure_mode,hierarchical_track_rate,hierarchical_avoid_hold_rate,hierarchical_replan_rate,hierarchical_servo_rate,hierarchical_plan_failed_rate
57,9058,configs/experiments/reaching_recovery/manifests/v1_final.json,1,4,18.15124676082247,1.665056761354208,27,1,0,0,0,0,0,,any,0,0,,,nan,0,0.04935333505272865,1.35,0.3986484706401825,0.04338001225281645,0.06397127360105515,0,0.0,0.2962962962962963,0.057879866538621406,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.22259419355642263,0.010429995410420277,0.01209674496203661,0.002864730184363132,0.001314649522235548,0.0018130886299466645,0.09372043926958684,0.7639045240702452,0.0,1.1162997484207153,17.222753524780273,0,0,0,0.0,0,0.2250663763513232,1,SERVO,direct_path,0.04448499099817127,0.04448499099817127,16,1,1,1,1,0,0,1,1,1,direct_path,0.04448499099817127,0,16,1.0,SUCCESS,0.8148148148148148,0.0,0.0,0.18518518518518517,0.0
61,9062,configs/experiments/reaching_recovery/manifests/v1_final.json,1,4,-336.51529546839686,82.26880866289139,240,0,0,0,0,0,0,,any,0,0,,,nan,0,0.1303265243768692,12.0,0.24109429121017456,0.23729250952601433,0.4110792875289917,0,0.0,1.0,0.2579459106660026,0.0,0.0,0.0,0.0,0.0,0.9916666666666667,0.0,0.0,0.0,0.044013851329440634,0.0121253836179676,0.023436154006049037,0.0032081454031867907,0.001479434456511323,0.0018745458003346963,0.34144834185329576,0.514628009373943,0.0,2.8281662464141846,87.43992614746094,1,1,119,5.95,0,0.1967397704749444,1,TRACK,direct_path,0.03678435098845512,0.03678435098845512,2,1,1,1,1,0,0,1,1,1,direct_path,0.03678435098845512,0,2,1.0,TRACK_TIMEOUT,1.0,0.0,0.0,0.0,0.0
65,9066,configs/experiments/reaching_recovery/manifests/v1_final.json,1,4,21.500723764462926,0.48238727264106274,20,1,0,0,0,0,0,,any,0,0,,,nan,0,0.04895836114883423,1.0,0.6330112814903259,0.020830313581973313,0.021891489624977112,0,0.0,0.2,0.04499996873411787,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.4536910419594937,0.010455456952331587,0.01350809697760269,0.0030967359460191803,0.0012962819018866867,0.001743471046211198,0.07771438458003103,0.557316567003727,0.0,0.9048594236373901,19.10622215270996,0,0,0,0.0,0,0.4536910419594937,1,SERVO,direct_path,0.038278361957054585,0.038278361957054585,16,1,1,1,1,0,0,1,1,1,direct_path,0.038278361957054585,0,16,1.0,SUCCESS,0.75,0.0,0.0,0.25,0.0
69,9070,configs/experiments/reaching_recovery/manifests/v1_final.json,1,4,18.37016469140394,1.1112844832241535,18,1,0,0,0,0,0,,any,0,0,,,nan,0,0.04930829629302025,0.9,0.4293037950992584,0.04517300820185079,0.0529167540371418,0,0.0,0.2222222222222222,0.05341767876520825,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.24704859067328006,0.014135314888941744,0.018995735968928784,0.004015486457824914,0.0018266866585084547,0.002176230107175393,0.10716639955838521,0.6696459386083815,0.0,1.2335485219955444,26.680837631225586,0,0,0,0.0,0,0.24704859067328006,1,SERVO,direct_path,0.05343897297279909,0.05343897297279909,16,1,1,1,1,0,0,1,1,1,direct_path,0.05343897297279909,0,16,1.0,SUCCESS,0.7222222222222222,0.0,0.0,0.2777777777777778,0.0
73,9074,configs/experiments/reaching_recovery/manifests/v1_final.json,1,4,1.3562208959665512,5.530589193105698,18,1,0,0,0,0,0,,any,0,0,,,nan,0,0.050458263605833054,0.9,0.2581079304218292,0.20381313314040503,0.31298694014549255,0,0.0,0.16666666666666666,0.05159288698298668,0.0,0.0,0.0,0.0,0.0,0.9444444444444444,0.0,0.0,0.0,0.07804607987667464,0.014434547170013603,0.02792024303926155,0.004236150933947001,0.001777283669475259,0.0022206109327574572,0.09089852165844706,0.518442277279165,0.0,1.077467679977417,22.82433319091797,0,0,0,0.0,0,0.14407994044877437,1,SERVO,direct_path,0.042523678042925894,0.042523678042925894,16,1,1,1,1,0,0,1,1,1,direct_path,0.042523678042925894,0,16,1.0,SUCCESS,0.7222222222222222,0.0,0.0,0.2777777777777778,0.0
77,9078,configs/experiments/reaching_recovery/manifests/v1_final.json,1,4,-11.046389709006366,8.798917680978775,28,1,0,0,0,0,0,,any,0,0,,,nan,0,0.051233988255262375,1.4000000000000001,0.269111692905426,0.2456673849374056,0.31024789810180664,0,0.0,0.39285714285714285,0.0454568717736239,0.0,0.0,0.0,0.0,0.0,0.9642857142857143,0.0,0.0,0.0,0.0805186353197872,0.010931883179832116,0.0180838750093244,0.0031751045025885105,0.0013616787452649856,0.0017782258967469846,0.07808835485151835,0.6273033767938614,0.0,0.9399228096008301,16.690227508544922,0,0,0,0.0,0,0.49556290070749387,1,SERVO,direct_path,0.03816332499263808,0.03816332499263808,16,1,1,1,1,0,0,1,1,1,direct_path,0.03816332499263808,0,16,1.0,SUCCESS,0.8214285714285714,0.0,0.0,0.17857142857142858,0.0
81,9082,configs/experiments/reaching_recovery/manifests/v1_final.json,1,4,16.79105312114759,1.263381950557232,12,1,0,0,0,0,0,,any,0,0,,,nan,0,0.04999841749668121,0.6000000000000001,0.3779681622982025,0.0702331109593312,0.07321245223283768,0,0.0,0.5833333333333334,0.09035387089139728,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.20213300109902155,0.01097529609008537,0.013519978034310043,0.0028832882477824264,0.001422509672314239,0.0019010914935885619,0.1408245883261164,0.8004623204469681,0.0,1.4689788818359375,28.551584243774414,0,0,0,0.0,0,0.20240914880737215,1,SERVO,direct_path,0.038122449012007564,0.038122449012007564,16,1,1,1,1,0,0,1,1,1,direct_path,0.038122449012007564,0,16,1.0,SUCCESS,0.5833333333333334,0.0,0.0,0.4166666666666667,0.0
85,9086,configs/experiments/reaching_recovery/manifests/v1_final.json,1,4,18.539467169574415,1.0794182494282722,16,1,0,0,0,0,0,,any,0,0,,,nan,0,0.05090736225247383,0.8,0.3963416516780853,0.04920306568965316,0.06492301821708679,0,0.0,0.25,0.07172520705625299,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.21646640210796547,0.011076461181801278,0.014197829994373024,0.0029867306802771054,0.0014841400661680382,0.0018980382628797088,0.12951823649927974,0.7146157417446375,0.0,1.4110907316207886,27.64719581604004,0,0,0,0.0,0,0.21646640210796547,1,SERVO,direct_path,0.03719336702488363,0.03719336702488363,16,1,1,1,1,0,0,1,1,1,direct_path,0.03719336702488363,0,16,1.0,SUCCESS,0.6875,0.0,0.0,0.3125,0.0
89,9090,configs/experiments/reaching_recovery/manifests/v1_final.json,1,4,19.066680293472455,0.9796987771987915,16,1,0,0,0,0,0,,any,0,0,,,nan,0,0.05134480819106102,0.8,0.5168909430503845,0.05012599960900843,0.10878374427556992,0,0.0,0.25,0.06882946665708102,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3317384980307166,0.01180240695248358,0.01754738704767078,0.0031224149315676186,0.0015888763882685453,0.0019869308889610693,0.11358911194838583,0.6328466068953276,0.0,1.2738202810287476,27.01912498474121,0,0,0,0.0,0,0.3736527563131695,1,SERVO,direct_path,0.0548137670266442,0.0548137670266442,16,1,1,1,1,0,0,1,1,1,direct_path,0.0548137670266442,0,16,1.0,SUCCESS,0.6875,0.0,0.0,0.3125,0.0
93,9094,configs/experiments/reaching_recovery/manifests/v1_final.json,1,4,15.17010098375531,2.260402962565422,26,1,0,0,0,0,0,,any,0,0,,,nan,0,0.054764535278081894,1.3,0.3978956341743469,0.05892376501399737,0.0720667839050293,0,0.0,0.3076923076923077,0.04072390461380526,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.22316252516114543,0.010538553953385698,0.012052801961544901,0.0029020576934831645,0.001355070730474276,0.001794770586107356,0.07979017603569306,0.624735642511111,0.0,1.032604694366455,18.88583755493164,0,0,0,0.0,0,0.2233485160936487,1,SERVO,direct_path,0.03874372999416664,0.03874372999416664,16,1,1,1,1,0,0,1,1,1,direct_path,0.03874372999416664,0,16,1.0,SUCCESS,0.8461538461538461,0.0,0.0,0.15384615384615385,0.0
97,9098,configs/experiments/reaching_recovery/manifests/v1_final.json,1,4,-203.7987430085991,17.7226585149765,240,0,0,0,0,0,0,,any,0,0,,,nan,0,0.5262051820755005,12.0,0.43318796157836914,0.05170707777142525,0.05170707777142525,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2566351642715701,0.012777964547664548,0.06648126902291551,0.0030809078853053506,0.0015443662142691514,0.0019006545970720859,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.2566351642715701,1,PLAN_FAILED,ik_not_found,0.047453548992052674,0.3900676090270281,0,0,0,0,12,0,0,0,0,0,ik_not_found,0.031124031986109912,0,0,0.0,IK_NOT_FOUND,0.0,0.0,0.0,0.0,1.0
101,9102,configs/experiments/reaching_recovery/manifests/v1_final.json,1,4,-375.1683816331788,15.058351688086987,240,0,0,0,0,0,0,,any,0,0,,,nan,0,0.810051679611206,12.0,0.4552517235279083,0.04527924093417823,0.04553133621811867,0,0.0,0.6208333333333333,0.0014132586270447908,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.28049618741071725,0.013073078880067139,0.062044508988037705,0.003137160477490397,0.0015308445666353994,0.0019505266495495259,0.0005686250081421319,0.0,0.0,0.03791932761669159,1.1252813339233398,0,0,0,0.0,0,0.28049618741071725,1,PLAN_FAILED,ik_not_found,0.028036555973812938,0.414780497783795,0,0,0,0,12,0,0,0,0,0,ik_not_found,0.04562644299585372,0,0,0.0,IK_NOT_FOUND,0.0,0.0,0.0,0.0,1.0
105,9106,configs/experiments/reaching_recovery/manifests/v1_final.json,1,4,8.183834449509835,3.5285824239254,32,1,0,0,0,0,0,,any,0,0,,,nan,0,0.051573287695646286,1.6,0.38112905621528625,0.0714927080553025,0.08376386016607285,0,0.0,0.5,0.039827954306170484,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.19876868793937175,0.012069171783878119,0.018755744968075305,0.003343285619848757,0.0016169226892088773,0.002086877122565056,0.07064562686719,0.7171055721119046,0.0,0.9181586503982544,16.462303161621094,0,0,0,0.0,0,0.22211364435456438,1,SERVO,direct_path,0.058281042031012475,0.058281042031012475,16,1,1,1,1,0,0,1,1,1,direct_path,0.058281042031012475,0,16,1.0,SUCCESS,0.84375,0.0,0.0,0.15625,0.0
109,9110,configs/experiments/reaching_recovery/manifests/v1_final.json,1,4,-219.7554873833547,12.249937355518341,240,0,0,0,0,0,0,,any,0,0,,,nan,0,0.5964403748512268,12.0,0.48904097080230713,0.038023050874471664,0.038023050874471664,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.31538024944972776,0.011748216074435429,0.05741949600633234,0.0027998188306810334,0.0014043359292069606,0.0017569424603910496,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.31538024944972776,1,PLAN_FAILED,ik_not_found,0.024617503979243338,0.35235671792179346,0,0,0,0,12,0,0,0,0,0,ik_not_found,0.03609915397828445,0,0,0.0,IK_NOT_FOUND,0.0,0.0,0.0,0.0,1.0
113,9114,configs/experiments/reaching_recovery/manifests/v1_final.json,1,4,9.457988600696574,3.355304792523384,17,1,0,0,0,0,0,,any,0,0,,,nan,0,0.049044158309698105,0.8500000000000001,0.319265753030777,0.13586972873000538,0.1665562093257904,0,0.0,0.4117647058823529,0.08454633159739881,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.130290026126403,0.010311788307530257,0.013982573000248522,0.0027735189445700277,0.0013406698229065275,0.001764270117478993,0.13163263745167675,0.8131189539152033,0.0,1.4715094566345215,25.251251220703125,0,0,0,0.0,0,0.19783147660504047,1,SERVO,direct_path,0.03668507101247087,0.03668507101247087,16,1,1,1,1,0,0,1,1,1,direct_path,0.03668507101247087,0,16,1.0,SUCCESS,0.7058823529411765,0.0,0.0,0.29411764705882354,0.0
117,9118,configs/experiments/reaching_recovery/manifests/v1_final.json,1,4,19.899345148548147,0.6886316388845444,15,1,0,0,0,0,0,,any,0,0,,,nan,0,0.04901352897286415,0.75,0.5007097721099854,0.03407676741480827,0.03588377684354782,0,0.0,0.13333333333333333,0.03220500454710995,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3164963515650328,0.010696798205996554,0.012496825016569346,0.002926420723088086,0.001318341272417456,0.001728896265073369,0.07855326024194559,0.40124148527781167,0.0,0.9027290344238281,19.844701766967773,0,0,0,0.0,0,0.3164963515650328,1,SERVO,direct_path,0.033928965975064784,0.033928965975064784,16,1,1,1,1,0,0,1,1,1,direct_path,0.033928965975064784,0,16,1.0,SUCCESS,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0
