step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_capsule_overlap,collision_pybullet_contact,unavoidable_collision,avoidable_collision,collision_avoidability_reason,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
0,0.05,-0.7762255380375225,0.39404281973838806,0.43295007944107056,0.18497516214847565,0.34068799018859863,0.35,5,0,0,0,0,0,0,,,,nan,0,0.2268657237291336,4.537314414978027,90.74628448486328,0.699999988079071,1.0,0.016408897628165886,1,1,0,0,0.016408897628165886,0.699999988079071,filtered,0.4917593563379609,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.016408897628165886,0.382013788|0.1778748|0.143562768|0.0652123124|0.0285146927|0.0164088976,0.532013788|0.3278748|0.293562768|0.215212312|0.178514693|0.166408898,0.502013788|0.2978748|0.263562768|0.185212312|0.148514693|0.136408898,0.15|0.15|0.15|0.15|0.15|0.15,-0.00208522267|-0.0611794051|0.00928111286|0.0915617831|0.109733373|0.102333524,-0.0844589011|-0.0704400715|-0.130636365|-0.131672641|-0.135043342|-0.134624789,1.44151103|0.579879723|0.452895818|0.220738391|0.088748802|0.0333443261,0.505621076|0.433697641|0.404201657,-0.00197888887|-0.134270042|-0.0145020159,0.011349412612617016,0.0017981678247451782,0.002338692545890808,0.0026059215888381004
1,0.1,-0.700276094700788,0.35042840242385864,0.4315994679927826,0.18809978663921356,0.2984071373939514,0.35,5,0,0,0,0,0,0,,,,nan,0,0.41478097438812256,4.003119945526123,41.98611068725586,0.699999988079071,1.0,0.014769993910393464,1,1,0,0,0.016408897628165886,0.699999988079071,filtered,0.2913434067819822,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.014769993910393464,0.377707905|0.172654328|0.141095543|0.0631506074|0.0272172437|0.0147699939,0.527707905|0.322654328|0.291095543|0.213150607|0.177217244|0.164769994,0.497707905|0.292654328|0.261095543|0.183150607|0.147217244|0.134769994,0.15|0.15|0.15|0.15|0.15|0.15,-0.00416188896|-0.128488698|0.021243068|0.187396334|0.212003439|0.196114696,-0.0836571347|-0.0696052141|-0.130532392|-0.131509836|-0.135023935|-0.13467524,1.4230126|0.492523401|0.455092848|0.308488928|0.185848478|0.120519431,0.50552237|0.426984251|0.403476387,-0.00197888887|-0.134270042|-0.0145020159,0.008602995425462723,0.0010776491835713387,0.0017622960731387138,0.0029864516109228134
2,0.15000000000000002,-0.6546167107892723,0.32874998450279236,0.42915043234825134,0.19613094627857208,0.2800563871860504,0.35,5,0,0,0,0,0,0,,,,nan,0,0.6115423440933228,4.0114593505859375,3.0109426975250244,0.7000000476837158,1.0,0.017881107183217004,1,1,0,0,0.016408897628165886,0.7000000476837158,filtered,0.08993882615738596,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.017881107183217004,0.373338794|0.166635048|0.142974636|0.0658845927|0.0310826172|0.0178811072,0.523338794|0.316635048|0.292974636|0.215884593|0.181082617|0.167881107,0.493338794|0.286635048|0.262974636|0.185884593|0.151082617|0.137881107,0.15|0.15|0.15|0.15|0.15|0.15,-0.00617689198|-0.192756978|0.0334914837|0.280826967|0.31650221|0.293178929,-0.0828541942|-0.0691514287|-0.130236039|-0.131153007|-0.134984991|-0.134771938,1.40432409|0.404631787|0.47515399|0.413212331|0.305847688|0.229931419,0.505423665|0.42027086|0.402751118,-0.00197888887|-0.134270042|-0.0145020159,0.011039629578590393,0.001648985780775547,0.0021281400695443153,0.0029607173055410385
3,0.2,-0.6328955865285452,0.3025427460670471,0.42720696330070496,0.2066059559583664,0.257894903421402,0.35,5,0,0,0,0,0,0,,,,nan,0,0.699999988079071,1.7991784811019897,45.5573616027832,0.699999988079071,1.0,0.025896976625927826,1,1,0,0,0.016408897628165886,0.699999988079071,passthrough,8.072260321720608e-11,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.025896976625927826,0.36891109|0.159806287|0.148907326|0.0732572824|0.0402025415|0.0258969766,0.51891109|0.309806287|0.298907326|0.223257282|0.190202541|0.175896977,0.48891109|0.279806287|0.268907326|0.193257282|0.160202541|0.145896977,0.15|0.15|0.15|0.15|0.15|0.15,-0.00692932864|-0.214252737|0.0389707858|0.316733619|0.366117094|0.341178705,-0.0820509897|-0.0691264489|-0.129671126|-0.130582442|-0.134924847|-0.134881379,1.38666404|0.355845962|0.504928964|0.479180307|0.392002412|0.309885232,0.50532496|0.41355747|0.402025849,-0.00197888887|-0.134270042|-0.0145020159,0.010929018259048462,0.001607620157301426,0.0022662654519081116,0.002512550912797451
4,0.25,-0.6354007017664469,0.2778836190700531,0.4268247187137604,0.2173658162355423,0.23705801367759705,0.35,5,0,0,0,0,0,0,,,,nan,0,0.699999988079071,0.6229305267333984,36.99506378173828,0.699999988079071,1.0,0.036361727883030465,1,1,0,0,0.016408897628165886,0.699999988079071,passthrough,8.933589552569126e-11,0,0,12,,predictive_link_1,0,0,1,solved,osqp,0.0,valid,0.036361727883030465,0.364486656|0.152539221|0.156206439|0.0824598954|0.0518504073|0.0363617279,0.514486656|0.302539221|0.306206439|0.232459895|0.201850407|0.186361728,0.484486656|0.272539221|0.276206439|0.202459895|0.171850407|0.156361728,0.15|0.15|0.15|0.15|0.15|0.15,-0.00670346327|-0.203059475|0.0388702735|0.307507223|0.370023103|0.347256916,-0.0812406707|-0.069371861|-0.128883441|-0.129892299|-0.134849562|-0.134954441,1.37000249|0.337725549|0.53481259|0.507454506|0.442575171|0.357749387,0.505226254|0.406844079|0.401300579,-0.00197888887|-0.134270042|-0.0145020159,0.01196804828941822,0.001906505785882473,0.002439686097204685,0.0029420414939522743
5,0.30000000000000004,-0.6340685761022229,0.2548161745071411,0.4275796711444855,0.2283816784620285,0.24187566339969635,0.35,5,0,0,0,0,0,0,,,,nan,0,0.699999988079071,0.3808870017528534,6.2045722007751465,0.699999988079071,1.0,0.047118433452131264,1,1,0,0,0.016408897628165886,0.699999988079071,passthrough,9.351248847291855e-11,0,0,12,,predictive_link_1,0,0,1,solved,osqp,0.0,valid,0.047118433452131264,0.360114388|0.14512407|0.162833327|0.0912431163|0.0636935303|0.0471184335,0.510114388|0.29512407|0.312833327|0.241243116|0.21369353|0.197118433,0.480114388|0.26512407|0.282833327|0.211243116|0.18369353|0.167118433,0.15|0.15|0.15|0.15|0.15|0.15,-0.00650239945|-0.194376313|0.0398666055|0.300937605|0.373500873|0.352795444,-0.080416596|-0.0697395452|-0.127971341|-0.129181075|-0.134763447|-0.13497716,1.35353856|0.316380422|0.563228574|0.536728996|0.493511547|0.406292018,0.505127549|0.400130689|0.40057531,-0.00197888887|-0.134270042|-0.0145020159,0.011695118620991707,0.001857471652328968,0.0023508574813604355,0.0029021939262747765
6,0.35000000000000003,-0.6636182828342795,0.26093700528144836,0.42945757508277893,0.23962832987308502,0.24951525032520294,0.35,5,0,0,0,0,0,0,,,,nan,0,0.699999988079071,0.3374769985675812,2.5585689544677734,0.699999988079071,1.0,0.05813627136753316,1,1,0,0,0.016408897628165886,0.699999988079071,passthrough,1.0871988262871738e-10,0,0,12,,predictive_link_1,0,0,1,solved,osqp,0.0,valid,0.05813627136753316,0.355793765|0.137790379|0.168921594|0.099742298|0.0757050006|0.0581362714,0.505793765|0.287790379|0.318921594|0.249742298|0.225705001|0.208136271,0.475793765|0.257790379|0.288921594|0.219742298|0.195705001|0.178136271,0.15|0.15|0.15|0.15|0.15|0.15,-0.00629671122|-0.185888176|0.0411748924|0.294619183|0.376360979|0.357798936,-0.0795787145|-0.0702100702|-0.126911856|-0.128440456|-0.13467616|-0.134963381,1.33729963|0.295063268|0.589949414|0.565147919|0.544504821|0.455380641,0.505028844|0.393417299|0.399850041,-0.00197888887|-0.134270042|-0.0145020159,0.011876913718879223,0.0018316647037863731,0.0027670301496982574,0.0026000430807471275
7,0.4,-0.696607045147205,0.2687844932079315,0.43244606256484985,0.2510758340358734,0.2565692365169525,0.35,5,0,0,0,0,0,0,,,,nan,0,0.699999988079071,0.3253183960914612,0.37324559688568115,0.699999988079071,1.0,0.06938864410952736,1,1,0,0,0.016408897628165886,0.699999988079071,passthrough,1.232127164609484e-10,0,0,12,,predictive_link_1,0,0,1,solved,osqp,0.0,valid,0.06938864410952736,0.3515257|0.130613763|0.174488804|0.107975146|0.0878525861|0.0693886441,0.5015257|0.280613763|0.324488804|0.257975146|0.237852586|0.219388644,0.4715257|0.250613763|0.294488804|0.227975146|0.207852586|0.189388644,0.15|0.15|0.15|0.15|0.15|0.15,-0.00608908359|-0.177351532|0.04265721|0.29010778|0.378775989|0.362128371,-0.078726763|-0.0707790874|-0.125709081|-0.127858739|-0.13459238|-0.134923201,1.32128695|0.274324434|0.614903347|0.594149627|0.595593953|0.504759746,0.504930139|0.386703908|0.399124771,-0.00197888887|-0.134270042|-0.0145020159,0.009246116504073143,0.002010885626077652,0.001401345245540142,0.0018347185105085373
8,0.45,-0.5086701029450662,0.2127264142036438,0.4280697703361511,0.25879648327827454,0.20011933147907257,0.35,5,0,0,0,0,0,0,,,,nan,0,0.6939562559127808,9.071654319763184,180.66427612304688,0.7222442030906677,1.0,0.08084447414810211,0,1,1,0,0.016408897628165886,0.0,filtered,0.09969695544948212,0,0,12,joint_2_acceleration_lower|joint_4_acceleration_lower,predictive_link_1,0,0,1,solved,osqp,0.0,valid,0.08084447414810211,0.347310994|0.123629982|0.179551271|0.116274033|0.100114803|0.0808444741,0.497310994|0.273629982|0.329551271|0.266274033|0.250114803|0.230844474,0.467310994|0.243629982|0.299551271|0.236274033|0.220114803|0.200844474,0.15|0.15|0.15|0.15|0.15|0.15,-0.00469185435|-0.152345419|0.0420542432|0.250603621|0.286925106|0.284975181,-0.0778604957|-0.071447885|-0.124368441|-0.128571314|-0.13451404|-0.134864843,1.30669162|0.270726624|0.635890885|0.587128437|0.552870276|0.473488234,0.504831433|0.379990518|0.398399502,-0.00197888887|-0.134270042|-0.0145020159,0.00728352926671505,0.0016177836805582047,0.001681528054177761,0.002105305902659893
9,0.5,-0.336141267017348,0.19540925323963165,0.4163576662540436,0.2625387907028198,0.16737820208072662,0.35,5,0,0,0,0,0,0,,,,nan,0,0.828125536441803,6.958789348602295,53.605716705322266,0.8281245231628418,1.0,0.08855479340792258,0,1,1,0,0.016408897628165886,0.0,filtered,1.5801274894916095e-06,0,0,12,,predictive_link_1,0,0,1,solved,osqp,0.0,valid,0.08855479340792258,0.343208329|0.119462045|0.182751524|0.122360613|0.107943924|0.0885547934,0.493208329|0.269462045|0.332751524|0.272360613|0.257943924|0.238554793,0.463208329|0.239462045|0.302751524|0.242360613|0.227943924|0.208554793,0.15|0.15|0.15|0.15|0.15|0.15,-0.00338203982|-0.126184644|0.0375903315|0.199875002|0.197372648|0.20437438,-0.0769674361|-0.0711770595|-0.122923777|-0.128337596|-0.134570318|-0.134937948,1.29248384|0.280486477|0.645672651|0.560979858|0.494578026|0.423655607,0.504732728|0.373277128|0.397674233,-0.00197888887|-0.134270042|-0.0145020159,0.008377102203667164,0.0012964066118001938,0.0022459588944911957,0.002176053822040558
