episode,seed,seed_manifest,architecture_version,manifest_shard_index,manifest_shard_count,reward,cost,length,success,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,collision_termination_mode,unavoidable_collision,avoidable_collision,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,non_end_link_collision,final_position_error,completion_time,min_distance,mean_risk,max_risk,safety_violation_count,safety_violation_rate,safety_filter_intervention_rate,mean_safety_filter_intervention_norm,safety_filter_safe_stop_rate,safety_filter_infeasible_rate,safety_filter_projection_failure_rate,safety_filter_recovery_relaxed_rate,safety_filter_fallback_rate,safety_filter_qp_used_rate,safety_filter_qp_timeout_rate,safety_filter_compute_budget_stop_rate,predictive_near_miss_rate,min_predictive_h_m,mean_safety_filter_solve_time_s,max_safety_filter_solve_time_s,mean_safety_filter_predictive_risk_time_s,mean_safety_filter_jacobian_workspace_time_s,mean_safety_filter_projection_time_s,mean_action_variation,mean_hierarchical_nominal_qdot_norm,mean_residual_qdot_norm,task_space_mean_requested_toward_goal_mps,task_space_mean_executed_toward_goal_mps,task_space_mean_filter_velocity_loss_mps,task_space_positive_error_delta_rate,rms_acceleration,rms_jerk,recovery_triggered,recovery_success,recovery_steps,recovery_duration_s,initially_unsafe,initial_predictive_h_m,nominal_only,hierarchical_final_state,hierarchical_plan_reason,hierarchical_planning_time_s,hierarchical_planning_time_total_s,hierarchical_ik_candidate_count,hierarchical_ik_found,hierarchical_plan_found,hierarchical_direct_path,hierarchical_selected_candidate_index,hierarchical_selected_path_length_rad,hierarchical_selected_path_min_clearance_m,hierarchical_ik_candidate_errors_m,hierarchical_ik_candidate_clearances_m,hierarchical_ik_attempts_used,hierarchical_ik_fallback_used,hierarchical_ik_fallback_attempted,hierarchical_ik_target_shell_attempted,hierarchical_ik_target_shell_candidate_count,hierarchical_ik_rejection_counts,hierarchical_ik_min_goal_error_m,hierarchical_ik_goal_reachable_count,hierarchical_ik_obstacle_free_goal_reachable_count,hierarchical_selected_path_predictive_h_m,hierarchical_selected_path_filter_intervention,hierarchical_filter_intervention_ratio,hierarchical_filter_status,hierarchical_servo_stall_steps,hierarchical_servo_stall_replans,hierarchical_plan_count,hierarchical_replan_count,hierarchical_hold_steps,hierarchical_initial_ik_found,hierarchical_initial_plan_found,hierarchical_initial_direct_path,hierarchical_initial_plan_reason,hierarchical_initial_planning_time_s,hierarchical_initial_plan_iterations,hierarchical_initial_ik_candidate_count,hierarchical_final_path_progress,hierarchical_failure_mode,hierarchical_track_rate,hierarchical_avoid_hold_rate,hierarchical_replan_rate,hierarchical_servo_rate,hierarchical_plan_failed_rate
1,9143,configs/experiments/reaching_recovery/manifests/v1_hierarchical_filter_timeout_cases.json,hierarchical_s1_revised_recovery_gated_goal_velocity_priority_diag_v1,1,2,-99.3338803208939,30.45417383313179,58,1,0,0,0,0,0,,any,0,0,,,nan,0,0.05401434749364853,2.9000000000000004,0.18676359951496124,0.32553756468254946,0.4730853736400604,0,0.0,1.0,0.9526655217517279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00031875666161231,0.06849305959346158,1.440133451949805,0.0038774170559541933,0.001912740821918023,0.014548810172809994,0.42994345056599587,0.46843455731868744,0.0,nan,0.1396428810681633,0.04083633245229413,0.6551724137931034,3.531522512435913,70.56423950195312,1,0,4,0.2,0,0.1164433456925924,1,SERVO,direct_path,1.419291379977949,3.2643536179093644,57,1,1,1,33,0.6933091512391244,0.14434704184532166,0.00019603577124549518;0.0012860832825614488;0.0010864451762619064;0.0006342363550282462;0.0032815225509480045;0.012518334911552206;0.00431761213033949;0.0025293916930363087;0.00421389014549011;0.0015043247595975143;0.0034414788590270955;0.003336845705210585;0.0009951334984217134;0.0016112268551388043;0.0022401171747159503;0.013502350408361386;0.007735055428227844;0.002933916304114805;0.005880553496019397;0.005104577494073;0.011961762832041607;0.0028077881332926003;0.0025046944432128133;0.0021854361572015506;0.006202135265841294;0.0031749652631638116;0.0018712384944595956;0.0020582539066830025;0.003041309284972111;0.003749242343746488;0.005338100831162417;0.00269929790632811;0.014372085721088858;0.008851949859267249;0.004369748592648806;0.0004664303551380565;0.011206326786352193;0.004666321607324071;0.005125923619586166;0.003311556746416074;0.009425732537734901;0.0038360753709463175;0.008208742391203548;0.009458538945671826;0.0019274903643870963;0.005904267628599508;0.0030294874787709356;0.0026265289236121515;0.013145772474731646;0.011269069556797255;0.003525837411589038;0.004915711805924848;0.003052359182885618;0.012556368709066339;0.00369515477180924;0.0037805613959884963;0.006634922359404959,0.13649120926856995;0.1355041116476059;0.13717901706695557;0.13682939112186432;0.13352949917316437;0.14348483085632324;0.14031633734703064;0.13661004602909088;0.12763866782188416;0.13643878698349;0.1363135129213333;0.13858672976493835;0.13263185322284698;0.13617941737174988;0.13821882009506226;0.1247352585196495;0.1302299201488495;0.13435481488704681;0.1335340291261673;0.1351768970489502;0.1438359022140503;0.13465991616249084;0.13834279775619507;0.1334628015756607;0.1406201422214508;0.12198323756456375;0.13795194029808044;0.13488268852233887;0.13524475693702698;0.13464714586734772;0.12884771823883057;0.13540345430374146;0.12156631797552109;0.14434704184532166;0.14068594574928284;0.13601844012737274;0.12907268106937408;0.13392868638038635;0.13365931808948517;0.13617080450057983;0.12913778424263;0.1400493085384369;0.12122038751840591;0.13211901485919952;0.12299453467130661;0.1386428326368332;0.12470284849405289;0.13808342814445496;0.13220952451229095;0.13042870163917542;0.13684134185314178;0.1315208524465561;0.12726111710071564;0.12025000900030136;0.1340227723121643;0.13262858986854553;0.14188256859779358,192,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 45, 'obstacle_contact': 0, 'self_collision': 0}",0.00018143545194606166,195,195,nan,nan,1.0,filtered,10,2,3,2,52,1,1,1,direct_path,0.7848939549876377,0,40,1.0,SUCCESS,0.13793103448275862,0.034482758620689655,0.0,0.8275862068965517,0.0
