episode,step,reset_seed,reset_source,reset_jitter_seed,episode_reward,episode_cost,episode_length,success,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,safety_violation_rate,min_distance,mean_risk,safety_filter_intervention_rate,mean_safety_filter_intervention_norm,safety_filter_safe_stop_rate,safety_filter_infeasible_rate,safety_filter_projection_failure_rate,predictive_near_miss_rate,min_predictive_h_m,mean_safety_filter_solve_time_s,residual_control_enabled,residual_control_base_qdot_norm,residual_qdot_norm,lambda,alpha
2012,420015,,default,,23.814933829772578,0.7916459143161774,15,1,0,0,0,0,0,,0.0,0.3674110472202301,0.05277639428774516,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.00939385686069727
2013,420026,,default,,23.110386632897686,0.9255211614072323,11,1,0,0,0,0,0,,0.0,0.5539466142654419,0.08413828740065749,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.00939385686069727
2014,420040,,default,,22.91885654642019,0.4025188907980919,14,1,0,0,0,0,0,,0.0,0.46935492753982544,0.02875134934272085,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.00939385686069727
2015,420053,,default,,20.83808603621649,4.753047116100788,13,1,0,0,0,0,0,,0.0,0.22245897352695465,0.3656190089308299,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.00939385686069727
2016,420062,,default,,23.492256234010227,0.49826987460255623,9,1,0,0,0,0,0,,0.0,0.3785615563392639,0.05536331940028402,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.00939385686069727
2017,420088,,default,,14.722192627375549,8.645130828022957,26,1,0,0,0,0,0,,0.0,0.17680735886096954,0.3325050318470368,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.00939385686069727
2018,420328,,default,,-28.594208972405486,21.685235414654016,240,0,0,0,0,0,0,,0.0,0.2785857319831848,0.0903551475610584,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.00939385686069727
2019,420340,,default,,13.821236681495662,10.190978392958641,12,1,0,0,0,0,0,,0.16666666666666666,0.07600928097963333,0.3492481994132201,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.00939385686069727
2020,420355,,default,,24.093610945566134,0.7115386202931404,15,1,0,0,0,0,0,,0.0,0.44378137588500977,0.04743590801954269,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.00939385686069727
2021,420376,,default,,22.86012349698927,1.6663497779518366,21,1,0,0,0,0,0,,0.0,0.21522720158100128,0.07934998942627794,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.00939385686069727
2022,420395,,default,,23.118179642343613,0.8537453226745129,19,1,0,0,0,0,0,,0.0,0.436443030834198,0.04493396435129015,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.00939385686069727
2023,420416,,default,,23.83044316408914,1.0386337004601955,21,1,0,0,0,0,0,,0.0,0.3437053859233856,0.04945874764096169,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.00939385686069727
2024,420435,,default,,21.49141035090162,3.0091917514801025,19,1,0,0,0,0,0,,0.0,0.4514865279197693,0.15837851323579488,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.00939385686069727
2025,420675,,default,,-20.35504735662672,9.712382327765226,240,0,0,0,0,0,0,,0.0,0.4746118187904358,0.04046825969902178,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.00939385686069727
2026,420689,,default,,24.565362320292355,0.49029844999313354,14,1,0,0,0,0,0,,0.0,0.4533597528934479,0.0350213178566524,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.00939385686069727
2027,420929,,default,,-69.51167663193121,49.44281378388405,240,0,0,0,0,0,0,,0.0,0.2036820650100708,0.20601172409951687,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.00939385686069727
2028,420942,,default,,21.144076428967484,2.3520137444138527,13,1,0,0,0,0,0,,0.0,0.30981263518333435,0.18092413418568098,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.00939385686069727
2029,420953,,default,,23.28171484046158,0.6164215207099915,11,1,0,0,0,0,0,,0.0,0.3300360143184662,0.05603832006454468,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.00939385686069727
2030,421193,,default,,-72.0035963746826,50.03242665529251,240,0,0,0,0,0,0,,0.0,0.17813578248023987,0.20846844439705212,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.00939385686069727
2031,421209,,default,,23.865169241038533,0.5752544496208429,16,1,0,0,0,0,0,,0.0,0.4153871238231659,0.03595340310130268,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.00939385686069727
2032,421449,,default,,-15.48791942531217,8.553928509354591,240,0,0,0,0,0,0,,0.0,0.23967193067073822,0.035641368788977466,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.00939385686069727
2033,421474,,default,,23.58228737749579,1.0798237659037113,25,1,0,0,0,0,0,,0.0,0.33594369888305664,0.043192950636148454,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.00939385686069727
2034,421494,,default,,22.651576797033776,1.5402762908488512,20,1,0,0,0,0,0,,0.0,0.2289193868637085,0.07701381454244256,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.00939385686069727
2035,421501,,default,,22.593850907062517,0.2896984461694956,7,1,0,0,0,0,0,,0.0,0.5786552429199219,0.04138549230992794,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.00939385686069727
2036,421513,,default,,23.601409424362114,0.869828000664711,12,1,0,0,0,0,0,,0.0,0.37905415892601013,0.07248566672205925,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.00939385686069727
2037,421524,,default,,23.85580942922418,0.7327043265104294,11,1,0,0,0,0,0,,0.0,0.5999817848205566,0.06660948422822086,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.00939385686069727
