step,total_steps,episode,reset_seed,reset_source,reset_jitter_seed,episode_length,latest_reward,latest_cost,episode_reward,episode_cost,risk_global,d_min,success,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_max_constraint_violation,predictive_h_min_m,predictive_max_link_speed_bound_mps,predictive_link_velocity_norms_mps,safety_filter_solve_time_s,residual_control_enabled,residual_control_mode,residual_control_base_qdot_norm,residual_qdot_norm,lambda,alpha,loss_actor,loss_actor_anchor,loss_reward_q,loss_cost_q,replay_size
420500,520000,2024,,default,,65,-0.27758753845945494,0.038590289652347565,0.07125664438621027,2.6251152865588665,0.038590289652347565,0.4861282408237457,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,False,disabled,0.0,0.0,0.0,0.00939385686069727,nan,nan,nan,nan,500
421000,520000,2029,,default,,47,-0.30498221963398414,0.23321540653705597,-13.99590108804544,13.305912867188454,0.23321540653705597,0.2194599211215973,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,False,disabled,0.0,0.0,0.0,0.00939385686069727,nan,nan,nan,nan,1000
421500,520000,2034,,default,,6,0.5194309489354111,0.057661909610033035,2.121561260189162,0.26649028435349464,0.057661909610033035,0.6034713983535767,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,False,disabled,0.0,0.0,0.0,0.00939385686069727,nan,nan,nan,nan,1500
422000,520000,2046,,default,,24,0.08407030770900134,0.12368172407150269,-1.6395086890659412,4.135000869631767,0.12368172407150269,0.30307161808013916,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,False,disabled,0.0,0.0,0.0,0.00939385686069727,nan,nan,nan,nan,2000
422500,520000,2051,,default,,232,-0.06540766958276316,0.057708989828825,-15.177125219982777,13.633641373366117,0.057708989828825,0.435947448015213,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,False,disabled,0.0,0.0,0.0,0.00939385686069727,nan,nan,nan,nan,2500
423000,520000,2062,,default,,132,-0.12379751495653894,0.0333816222846508,-7.369359621728311,4.9066182263195515,0.0333816222846508,0.5159745216369629,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,False,disabled,0.0,0.0,0.0,0.00939385686069727,nan,nan,nan,nan,3000
423500,520000,2074,,default,,238,-0.7336696306389584,0.41459938883781433,-85.55497444553272,70.84643429517746,0.41459938883781433,0.19470588862895966,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,False,disabled,0.0,0.0,0.0,0.00939385686069727,nan,nan,nan,nan,3500
424000,520000,2083,,default,,155,-0.5297268572372152,0.34631145000457764,-52.2055317652386,42.971411406993866,0.34631145000457764,0.17109930515289307,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,False,disabled,0.0,0.0,0.0,0.00939385686069727,nan,nan,nan,nan,4000
424500,520000,2089,,default,,193,-0.3661135261188818,0.13973896205425262,-71.77996003124758,47.71324324607849,0.13973896205425262,0.2865447402000427,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,False,disabled,0.0,0.0,0.0,0.00939385686069727,nan,nan,nan,nan,4500
425000,520000,2099,,default,,37,-0.3143306939415925,0.22074364125728607,-10.302114055101224,11.327828273177147,0.22074364125728607,0.22652001678943634,0,0,0,0,0,0,not_enabled,nan,False,nan,nan,nan,,nan,False,disabled,0.0,0.0,0.0,0.00939385686069727,nan,nan,nan,nan,5000
