episode,step,reset_seed,reset_source,reset_jitter_seed,episode_reward,episode_cost,episode_length,success,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,safety_violation_rate,min_distance,mean_risk,safety_filter_intervention_rate,mean_safety_filter_intervention_norm,safety_filter_safe_stop_rate,safety_filter_infeasible_rate,safety_filter_projection_failure_rate,predictive_near_miss_rate,min_predictive_h_m,mean_safety_filter_solve_time_s,residual_control_enabled,residual_control_base_qdot_norm,residual_qdot_norm,lambda,alpha
4213,540240,105656426,random,,-47.01515732918272,24.97232698649168,240,0,0,0,0,0,0,,0.0,0.31142187118530273,0.10405136244371534,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.004364592954516411
4214,540254,9107,focused,1243297091,18.2622857343738,4.463202178478241,14,1,0,0,0,0,0,,0.0,0.2227371633052826,0.31880015560558866,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.004364592954516411
4215,540265,1444988606,random,,20.899662509117054,3.0973487496376038,11,1,0,0,0,0,0,,0.0,0.3549721837043762,0.281577159057964,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.004364592954516411
4216,540281,1643150424,random,,27.026266927228008,0.39131467230618,16,1,0,0,0,0,0,,0.0,0.48425301909446716,0.02445716701913625,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.004364592954516411
4217,540297,1164134183,random,,24.238405319106953,0.9614354223012924,16,1,0,0,0,0,0,,0.0,0.39807024598121643,0.060089713893830776,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.004364592954516411
4218,540307,630966245,random,,24.335561614618214,1.8981941938400269,10,1,0,0,0,0,0,,0.0,0.2848009467124939,0.18981941938400268,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.004364592954516411
4219,540313,1499488132,random,,25.164219620622074,0.16916786320507526,6,1,0,0,0,0,0,,0.0,0.5427087545394897,0.028194643867512543,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.004364592954516411
4220,540352,9107,focused,292884035,3.5979360974505337,11.448958769440651,39,1,0,0,0,0,0,,0.0,0.20013025403022766,0.2935630453702731,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.004364592954516411
4221,540364,9151,focused,1257215107,20.716746558582123,3.5705217719078064,12,1,0,0,0,0,0,,0.0,0.2890949547290802,0.2975434809923172,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.004364592954516411
4222,540392,9023,focused,29333902,12.878540724614545,6.2712289690971375,28,1,0,0,0,0,0,,0.0,0.30978670716285706,0.22397246318204062,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.004364592954516411
4223,540632,683683963,random,,-79.67761436849689,37.935120314359665,240,0,0,0,0,0,0,,0.0,0.19948835670948029,0.15806300130983195,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.004364592954516411
4224,540645,321290780,random,,22.681284140174093,1.2529615983366966,13,1,0,0,0,0,0,,0.0,0.2933410704135895,0.09638166141051513,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.004364592954516411
4225,540661,2052878257,random,,24.822295685493806,0.7664444409310818,16,1,0,0,0,0,0,,0.0,0.34507307410240173,0.04790277755819261,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.004364592954516411
4226,540682,855309588,random,,20.48330360289565,2.4577695168554783,21,1,0,0,0,0,0,,0.0,0.4073794484138489,0.11703664365978468,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.004364592954516411
4227,540709,1025318281,random,,10.165071946556742,8.200589269399643,27,1,0,0,0,0,0,,0.0,0.20155756175518036,0.3037255284962831,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.004364592954516411
4228,540721,9164,focused,1822961851,19.027781060970558,3.53181379288435,12,1,0,0,0,0,0,,0.0,0.30715805292129517,0.29431781607369584,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.004364592954516411
4229,540737,380536562,random,,26.778859296267306,0.5163293108344078,16,1,0,0,0,0,0,,0.0,0.4627828299999237,0.03227058192715049,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.004364592954516411
4230,540752,929378294,random,,24.795334775774503,1.3589274138212204,15,1,0,0,0,0,0,,0.0,0.230844646692276,0.09059516092141469,nan,nan,nan,nan,nan,nan,nan,nan,False,0.0,0.0,0.0,0.004364592954516411
