step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,unavoidable_collision,avoidable_collision,collision_avoidability_reason,safe_stop_infeasible_first_step,safe_stop_infeasible_last_step,safe_stop_h_drift_mps,safe_stop_drift_class,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,qdot_policy_norm,task_space_goal_error_before_m,task_space_goal_error_after_m,task_space_goal_error_delta_m,task_space_requested_speed_mps,task_space_executed_speed_mps,task_space_requested_toward_goal_mps,task_space_executed_toward_goal_mps,task_space_filter_velocity_loss_mps,task_space_nominal_toward_goal_mps,task_space_recovery_active_for_command,residual_control_enabled,residual_control_mode,residual_control_base_qdot_norm,hierarchical_control_enabled,hierarchical_state,hierarchical_plan_reason,hierarchical_plan_iterations,hierarchical_planning_time_s,hierarchical_planning_time_total_s,hierarchical_ik_candidate_count,hierarchical_ik_found,hierarchical_plan_found,hierarchical_direct_path,hierarchical_selected_candidate_index,hierarchical_selected_path_length_rad,hierarchical_selected_path_min_clearance_m,hierarchical_ik_candidate_errors_m,hierarchical_ik_candidate_clearances_m,hierarchical_ik_attempts_used,hierarchical_ik_fallback_used,hierarchical_ik_fallback_attempted,hierarchical_ik_target_shell_attempted,hierarchical_ik_target_shell_candidate_count,hierarchical_ik_goal_region_attempted,hierarchical_ik_goal_region_candidate_count,hierarchical_ik_goal_region_sample_count,hierarchical_ik_obstacle_aware_attempted,hierarchical_ik_obstacle_aware_candidate_count,hierarchical_ik_rejection_counts,hierarchical_ik_min_goal_error_m,hierarchical_ik_goal_reachable_count,hierarchical_ik_obstacle_free_goal_reachable_count,hierarchical_selected_path_predictive_h_m,hierarchical_selected_path_filter_intervention,hierarchical_filter_intervention_ratio,hierarchical_filter_status,hierarchical_servo_stall_steps,hierarchical_servo_stall_replans,hierarchical_plan_count,hierarchical_replan_count,hierarchical_hold_steps,hierarchical_consecutive_hold_steps,hierarchical_waypoint_index,hierarchical_waypoint_count,hierarchical_path_progress,hierarchical_residual_budget,hierarchical_nominal_qdot_norm,residual_qdot_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_reason,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_infeasible_constraint_categories,safety_filter_infeasibility_diagnostic_status,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_goal_velocity_primary_mps,safety_filter_goal_velocity_secondary_used,safety_filter_goal_velocity_secondary_status,safety_filter_command_alignment_previous,safety_filter_command_sign_change,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_max_link_speed_bound_mps,predictive_link_velocity_norms_mps,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,safety_filter_goal_velocity_audit_status,safety_filter_max_feasible_goal_velocity_mps,safety_filter_projected_goal_velocity_mps,safety_filter_goal_velocity_feasibility_gap_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
95,4.800000000000001,-2.0964441386057246,0.5149361491203308,0.11497215181589127,0.18220821022987366,0.31267186999320984,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.06608884781599045,1.9713014364242554,79.21588134765625,0.5921913385391235,0.5921913385391235,0.11442360849214851,0.11497215181589127,-0.0005485433237427534,0.3915517876153016,0.0423405897845807,0.3915400788127834,-0.010647596864552767,0.40218767567733615,0.3915400727291679,0,0,disabled,0.0,1,SERVO,direct_path,0,0.20185489009600133,2.1484305701451376,1,1,1,1,0,0.612367790170213,0.12058798223733902,0.05130125551973882,0.12058798223733902,576,0,0,0,0,1,7,384,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 73, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 471, 'obstacle_contact': 28, 'self_collision': 0}",0.00010728609642315283,506,506,nan,nan,1.0,filtered,28,2,3,2,67,1,1,2,1.0,0.0,0.5921913385391235,0.0,1.0,-6.5265156239807665e-06,0,0,0,0,0.31538024944972776,0.0,filtered,osqp optimal,0.5885325988526732,0,1,12,predictive_link_4,predictive_link_4,,,0,0,1,solved,nan,0,,-0.48896726965904236,1,osqp,2.188038060327649e-08,valid,-6.5265156239807665e-06,1.044118154218798,0|0.00976003374|0.0215468427|0.0271726706|0.0254783606|0.0254783606,0.478606698|0.296026293|0.0682393798|0.0414501297|-6.52651562e-06|0.00299347348,0.660812605|0.4782322|0.250445287|0.223656037|0.182199381|0.185199381,0.598606698|0.416026293|0.18823938|0.16145013|0.119993473|0.122993473,0|0.15|0.15|0.15|0|0,0|0.0128428556|0.0107845308|0.00859411024|2.60842185e-05|2.60842185e-05,0|0|0|0|0|0,1.91442679|1.19694803|0.28374205|0.174394629|-2.18439673e-08|0.0119999782,optimal,0.07308015859099781,-0.010647596864552767,0.08372775545555058,0.428064942|-0.544867158|0.500515461,-0|0|-0,0.00929291092325002,0.002666506916284561,0.0012427219189703465,0.0019968949491158128
96,4.8500000000000005,-2.0804560716804117,0.5149080753326416,0.11464683711528778,0.18221476674079895,0.31265559792518616,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.04776735603809357,1.9789907932281494,79.00542449951172,0.5918878316879272,0.5918878316879272,0.11497214937390378,0.11464683711528778,0.0003253122586159979,0.3935251430945874,0.025876609560078673,0.3935130761078663,0.006731306326114207,0.3867817697817521,0.39351306774972045,0,0,disabled,0.0,1,SERVO,direct_path,0,0.20185489009600133,2.1484305701451376,1,1,1,1,0,0.612367790170213,0.12058798223733902,0.05130125551973882,0.12058798223733902,576,0,0,0,0,1,7,384,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 73, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 471, 'obstacle_contact': 28, 'self_collision': 0}",0.00010728609642315283,506,506,nan,nan,0.9938216933474979,filtered,29,2,3,2,68,1,1,2,1.0,0.0,0.5918878316879272,0.0,1.0,-6.314678517790884e-06,0,0,0,0,0.31538024944972776,0.0,filtered,,0.5963227867896822,0,1,12,predictive_link_4,predictive_link_4,,,2,0,0,maximum iterations reached,nan,0,,-0.4975713789463043,1,,0.0,valid,-6.314678517790884e-06,1.0442906040573285,0|0.0146049271|0.0383714152|0.0435174909|0.0423104643|0.0423104643,0.478598075|0.297947759|0.0695722394|0.0426458329|-6.31467852e-06|0.00299368532,0.660812605|0.480162289|0.25178677|0.224860363|0.182208216|0.185208216,0.598598075|0.417947759|0.189572239|0.162645833|0.119993685|0.122993685,0|0|0|0|0|0,0|-0.00862020606|-0.00554093499|-0.00544553423|2.52591561e-05|2.52591561e-05,0|0|0|0|0|0,1.9143923|1.18317083|0.272748023|0.165137797|4.42061753e-10|0.0120000004,optimal,0.058513807018632645,0.006731306326114207,0.05178250069251844,0.428064942|-0.544867158|0.500515461,-0|0|-0,0.010208370047621429,0.002714638947509229,0.0014930960023775697,0.0023656950797885656
97,4.9,-2.096362616834955,0.5149207711219788,0.11518892645835876,0.18222051858901978,0.31264132261276245,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.06524401903152466,1.962005615234375,78.81907653808594,0.5922347903251648,0.5922347903251648,0.11464683911872474,0.11518892645835876,-0.0005420873396340259,0.3923497143594824,0.041435578198505976,0.39233783850963766,-0.01053668410432016,0.40287452261395784,0.39233784536568483,0,0,disabled,0.0,1,SERVO,direct_path,0,0.20185489009600133,2.1484305701451376,1,1,1,1,0,0.612367790170213,0.12058798223733902,0.05130125551973882,0.12058798223733902,576,0,0,0,0,1,7,384,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 73, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 471, 'obstacle_contact': 28, 'self_collision': 0}",0.00010728609642315283,506,506,nan,nan,1.0,filtered,30,2,3,2,69,1,1,2,1.0,0.0,0.5922347903251648,0.0,1.0,6.733429021091308e-06,0,0,0,0,0.31538024944972776,0.0,filtered,osqp optimal,0.5885879079558106,0,1,12,predictive_link_4,predictive_link_4,,,0,0,1,solved inaccurate,nan,0,,-0.4949668049812317,1,osqp,3.181879428969421e-08,valid,6.733429021091308e-06,1.0441608001516343,0|0.00977384554|0.0218197386|0.0275076187|0.0258236529|0.0258236529,0.478604565|0.296234406|0.0685046909|0.0416192688|6.73342902e-06|0.00300670568,0.660812605|0.478442446|0.250712731|0.223827309|0.182214773|0.185214746,0.598604565|0.416234406|0.188504691|0.161619269|0.120006733|0.123006706,0|0.15|0.15|0.15|0|0,0|0.0123808907|0.0104520459|0.00832176381|-2.69648207e-05|-2.69648207e-05,0|0|0|0|0|0,1.91441826|1.19731852|0.28447081|0.174798839|-3.11046648e-08|0.0119998579,optimal,0.07442400502119188,-0.010536684104320161,0.08496068912551205,0.428064942|-0.544867158|0.500515461,-0|0|-0,0.014397618942894042,0.004730329965241253,0.0013766390038654208,0.002139418967999518
98,4.95,-2.0802138164058923,0.5148732662200928,0.11485284566879272,0.18222519755363464,0.31262969970703125,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.04790102690458298,1.969399333000183,78.62776947021484,0.5919206738471985,0.5919206738471985,0.11518892888342687,0.11485284566879272,0.0003360832146341447,0.39430011509571883,0.026199868140722463,0.3942879018859804,0.006950680691549681,0.3873372211944307,0.3942879101869086,0,0,disabled,0.0,1,SERVO,direct_path,0,0.20185489009600133,2.1484305701451376,1,1,1,1,0,0.612367790170213,0.12058798223733902,0.05130125551973882,0.12058798223733902,576,0,0,0,0,1,7,384,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 73, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 471, 'obstacle_contact': 28, 'self_collision': 0}",0.00010728609642315283,506,506,nan,nan,0.993842167956138,filtered,31,2,3,2,70,1,1,2,1.0,0.0,0.5919206738471985,0.0,1.0,3.6750259496814985e-06,0,0,0,0,0.31538024944972776,0.0,filtered,,0.5963056626532017,0,1,12,predictive_link_4,predictive_link_4,,,2,0,0,maximum iterations reached,nan,0,,-0.503166139125824,1,,0.0,valid,3.6750259496814985e-06,1.0443368040509493,2.36098814e-18|0.0141002059|0.0375408729|0.0425889273|0.0414051447|0.0414051447,0.478595765|0.29813433|0.0698393577|0.0428237395|3.67502595e-06|0.00300367503,0.660812605|0.48035117|0.252056198|0.22504058|0.182220515|0.185220515,0.598595765|0.41813433|0.189839358|0.16282374|0.120003675|0.123003675,0|0|0|0|0|0,-1.37539751e-18|-0.00864095487|-0.00565181435|-0.00557538299|-1.47003177e-05|-1.47003177e-05,0|0|0|0|0|0,1.91438306|1.18389636|0.273705616|0.165719575|-2.1385157e-10|0.0119999998,optimal,0.05966908243654237,0.00695068069154968,0.05271840174499269,0.428064942|-0.544867158|0.500515461,-0|0|-0,0.014423524029552937,0.004601065069437027,0.0016840030439198017,0.0022206329740583897
99,5.0,-2.0962455931473776,0.5148950219154358,0.11538920551538467,0.1822289228439331,0.31262046098709106,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.06446237862110138,1.953690767288208,78.46101379394531,0.5922605395317078,0.5922605395317078,0.11485284694248712,0.11538920551538467,-0.0005363585728975495,0.39308645583120566,0.040595589802922494,0.3930744263984692,-0.010441779524479762,0.40351620592294896,0.3930744307575836,0,0,disabled,0.0,1,SERVO,direct_path,0,0.20185489009600133,2.1484305701451376,1,1,1,1,0,0.612367790170213,0.12058798223733902,0.05130125551973882,0.12058798223733902,576,0,0,0,0,1,7,384,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 73, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 471, 'obstacle_contact': 28, 'self_collision': 0}",0.00010728609642315283,506,506,nan,nan,1.0,filtered,32,2,3,2,71,1,1,2,1.0,0.0,0.5922605395317078,0.0,1.0,1.508780945876087e-05,0,0,0,0,0.31538024944972776,0.0,filtered,osqp optimal,0.5886484815286873,0,0,12,,predictive_link_4,,,0,0,1,solved,nan,0,,-0.5007364749908447,1,osqp,0.0,valid,1.508780945876087e-05,1.044201867367448,1.31923016e-19|0.00979861712|0.0220807502|0.0278226973|0.0261466249|0.0261466249,0.478602512|0.296417093|0.0687505672|0.0417724886|1.50878095e-05|0.00301508781,0.660812605|0.478627186|0.250960661|0.223982582|0.182225181|0.185225181,0.598602512|0.416417093|0.188750567|0.161772489|0.120015088|0.123015088,0|0.15|0.15|0.15|0|0,4.1367598e-20|0.0119470581|0.0101556467|0.00808592687|-6.01775003e-05|-6.01775003e-05,0|0|0|0|0|0,1.91441005|1.19761543|0.285157916|0.175175881|1.73737486e-07|0.0120001737,optimal,0.07565239741843081,-0.010441779524479765,0.08609417694291058,0.428064942|-0.544867158|0.500515461,-0|0|-0,0.010902779991738498,0.0030564690241590142,0.0019077359465882182,0.0021752800093963742
100,5.050000000000001,-2.0960401797783805,0.5149021744728088,0.11592010408639908,0.1822352409362793,0.31260478496551514,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.06232504919171333,0.06054304912686348,40.067054748535156,0.591940701007843,0.591940701007843,0.11538920346412573,0.11592010408639908,-0.0005309006222733448,0.3950163525898965,0.038422085365496295,0.3950040054816147,-0.010269993872535382,0.4052739993541501,0.3950039984596797,0,0,disabled,0.0,1,SERVO,direct_path,0,0.20185489009600133,2.1484305701451376,1,1,1,1,0,0.612367790170213,0.12058798223733902,0.05130125551973882,0.12058798223733902,576,0,0,0,0,1,7,384,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 73, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 471, 'obstacle_contact': 28, 'self_collision': 0}",0.00010728609642315283,506,506,nan,nan,0.9939012347405815,filtered,33,2,3,2,72,1,1,2,1.0,0.0,0.591940701007843,0.0,1.0,9.862591576051405e-06,0,0,0,0,0.31538024944972776,0.0,filtered,osqp optimal,0.5885895429365592,0,0,12,,predictive_link_4,,,0,0,1,solved,nan,0,,0.9994281530380249,0,osqp,0.0,valid,9.862591576051405e-06,1.0443813254444143,9.60252647e-19|0.0136237922|0.0367671079|0.0417235092|0.0405595284|0.0405595284,0.478593539|0.298298159|0.0700857625|0.0429827669|9.86259158e-06|0.0030098487,0.660812605|0.480517225|0.252304829|0.225201833|0.182228929|0.185228915,0.598593539|0.418298159|0.190085763|0.162982767|0.120009863|0.123009849,0|0|0|0|0|0,-7.42752835e-19|0.0114481667|0.00991098737|0.00799784799|-3.92844081e-05|-3.92844081e-05,0|0|0|0|0|0,1.91437416|1.2046408|0.290254038|0.179928916|1.65958241e-07|0.0120001104,optimal,0.0607298451057878,-0.010269993872535382,0.07099983897832318,0.428064942|-0.544867158|0.500515461,-0|0|-0,0.011512276949360967,0.0031449029920622706,0.0018754219636321068,0.0021174380090087652
101,5.1000000000000005,-2.079870064900518,0.5148468613624573,0.1155535951256752,0.1822393834590912,0.31259453296661377,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.04906444624066353,1.9352365732192993,37.7153434753418,0.5916787981987,0.5916787981987,0.11592010767619138,0.1155535951256752,0.0003665125505161737,0.39692445475582605,0.027247776485910726,0.39691181826331734,0.007571800340476917,0.3893400179228404,0.39691183055480894,0,0,disabled,0.0,1,SERVO,direct_path,0,0.20185489009600133,2.1484305701451376,1,1,1,1,0,0.612367790170213,0.12058798223733902,0.05130125551973882,0.12058798223733902,576,0,0,0,0,1,7,384,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 73, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 471, 'obstacle_contact': 28, 'self_collision': 0}",0.00010728609642315283,506,506,nan,nan,0.9943386929373531,filtered,34,2,3,2,73,1,1,2,1.0,0.0,0.5916787981987,0.0,1.0,8.15277390296687e-06,0,0,0,0,0.31538024944972776,0.0,filtered,,0.5960641666928062,0,1,12,predictive_link_4,predictive_link_4,,,2,0,0,maximum iterations reached,nan,0,,-0.5021544694900513,1,,6.505213034913027e-19,valid,8.15277390296687e-06,1.0445422465183956,7.47827005e-19|0.0130568151|0.0349734456|0.039534834|0.0384247506|0.0384247506,0.478585493|0.298863416|0.0705796357|0.0433828626|8.1527739e-06|0.00300815277,0.660812605|0.481090528|0.252806748|0.225609975|0.182235265|0.185235265,0.598585493|0.418863416|0.190579636|0.163382863|0.120008153|0.123008153,0|0|0|0|0|0,1.16521392e-19|-0.00810438279|-0.00572600321|-0.00595184784|-3.26111919e-05|-3.26111919e-05,0|0|0|0|0|0,1.91434197|1.18734928|0.27659254|0.167579603|-9.62691355e-11|0.0119999999,optimal,0.06357280037225338,0.0075718003404769176,0.056001000031776466,0.428064942|-0.544867158|0.500515461,-0|0|-0,0.013937527895905077,0.004168405081145465,0.0019869579700753093,0.0023331220727413893
102,5.15,-2.0686698086089796,0.5147562623023987,0.11461891233921051,0.18226569890975952,0.3125292658805847,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.10586239397525787,1.393052101135254,27.322237014770508,0.5920432209968567,0.5920432209968567,0.11555359203087295,0.11461891233921051,0.0009346796916624434,0.39560152458077746,0.07378440174695722,0.39558904948270984,0.019967497899553,0.37562155158315685,0.39558903888788693,0,0,disabled,0.0,1,SERVO,direct_path,0,0.20185489009600133,2.1484305701451376,1,1,1,1,0,0.612367790170213,0.12058798223733902,0.05130125551973882,0.12058798223733902,576,0,0,0,0,1,7,384,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 73, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 471, 'obstacle_contact': 28, 'self_collision': 0}",0.00010728609642315283,506,506,nan,nan,1.0,filtered,35,2,3,2,74,1,1,2,1.0,0.0,0.5920432209968567,0.0,1.0,2.142004668416464e-05,0,0,0,0,0.31538024944972776,0.0,filtered,,0.6083121788073985,0,1,12,predictive_link_4,predictive_link_4,,,2,0,0,maximum iterations reached,nan,0,,0.843525767326355,0,,0.0,valid,2.142004668416464e-05,1.0443597629820447,1.12604482e-18|0.00924221758|0.02264961|0.0287454653|0.0271927273|0.0271927273,0.478594617|0.297255735|0.0694800981|0.0422619409|2.14200467e-05|0.00302137559,0.660812605|0.479473723|0.251698086|0.224479929|0.182239408|0.185239364,0.598594617|0.417255735|0.189480098|0.162261941|0.12002142|0.123021376,0|0.15|0.15|0.15|0|0,-2.59256999e-18|-0.0317995066|-0.0197100274|-0.0152760066|-8.56802468e-05|-8.56802468e-05,0|0|0|0|0|0,1.91437847|1.15722343|0.258210365|0.153771757|-6.0015014e-11|0.0119998221,optimal,0.07977429989811423,0.019967497899553,0.059806801998561226,0.428064942|-0.544867158|0.500515461,-0|0|-0,0.010684264940209687,0.0030200910987332463,0.0014538050163537264,0.0025218739174306393
103,5.2,-2.0964122934307627,0.5152534246444702,0.11505921185016632,0.18220382928848267,0.31299999356269836,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.06546791642904282,3.1558823585510254,88.9544448852539,0.5925633907318115,0.5925633907318115,0.11461891502100764,0.11505921185016632,-0.00044029682915867896,0.39223952742565804,0.04166245820329233,0.3922277271355438,-0.010385075750636876,0.4026128028861807,0.3922277363126959,0,0,disabled,0.0,1,SERVO,direct_path,0,0.20185489009600133,2.1484305701451376,1,1,1,1,0,0.612367790170213,0.12058798223733902,0.05130125551973882,0.12058798223733902,576,0,0,0,0,1,7,384,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 73, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 471, 'obstacle_contact': 28, 'self_collision': 0}",0.00010728609642315283,506,506,nan,nan,1.0,filtered,36,2,3,2,75,1,1,2,1.0,0.0,0.5925633907318115,0.0,1.0,4.3178001553415e-05,0,0,0,0,0.31538024944972776,0.0,filtered,osqp optimal,0.588667092282828,0,1,12,predictive_link_4,predictive_link_4,,,0,0,1,solved,nan,0,,-0.6785922050476074,1,osqp,7.423179363363029e-08,valid,4.3178001553415e-05,1.0444504725053294,0|0.0354246904|0.0656483034|0.077282632|0.0737439572|0.0737439572,0.478590082|0.292127235|0.066514093|0.0402447767|4.31780016e-05|0.003043178,0.660812606|0.474349759|0.248736617|0.2224673|0.182265702|0.185265702,0.598590082|0.412127235|0.186514093|0.160244777|0.120043178|0.123043178,0|0.15|0.15|0.15|0|0,0|0.0125429266|0.00987067738|0.00729114554|-0.00017278581|-0.00017278581,0|0|0|0|0|0,1.91436033|1.18105187|0.275927049|0.168270252|-7.38041543e-08|0.0119999262,optimal,0.08598922676534271,-0.010385075750636876,0.09637430251597959,0.428064942|-0.544867158|0.500515461,-0|0|-0,0.010549740050919354,0.003117457963526249,0.0014707170194014907,0.0023791969288140535
104,5.25,-2.0806147677014497,0.5149361491203308,0.11473441123962402,0.18221473693847656,0.31265565752983093,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.04781724512577057,1.9713243246078491,101.5625228881836,0.5918722152709961,0.5918722152709961,0.11505921582193865,0.11473441123962402,0.00032480458231462506,0.3938371673340948,0.026002159622171134,0.39382505393896167,0.0067233782428882255,0.38710167569607346,0.3938250675335573,0,0,disabled,0.0,1,SERVO,direct_path,0,0.20185489009600133,2.1484305701451376,1,1,1,1,0,0.612367790170213,0.12058798223733902,0.05130125551973882,0.12058798223733902,576,0,0,0,0,1,7,384,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 73, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 471, 'obstacle_contact': 28, 'self_collision': 0}",0.00010728609642315283,506,506,nan,nan,0.9934246723474233,filtered,37,2,3,2,76,1,1,2,1.0,0.0,0.5918722152709961,0.0,1.0,-2.8041339475884386e-05,0,0,0,0,0.31538024944972776,0.0,filtered,,0.5964466643319012,0,1,12,predictive_link_4,predictive_link_4,,,2,0,0,maximum iterations reached,nan,0,,-0.5019590258598328,1,,0.0,valid,-2.8041339475884386e-05,1.0446372634596874,2.38904104e-18|0.01432063|0.0377946308|0.0428377177|0.0416242191|0.0416242191,0.478580742|0.297411766|0.06975163|0.0426582236|-2.80413395e-05|0.0029719417,0.660812605|0.47964363|0.251983493|0.224890087|0.182203822|0.185203805,0.598580742|0.417411766|0.18975163|0.162658224|0.119971959|0.122971942,0|0|0|0|0|0,-1.37666544e-18|-0.00856821836|-0.00552930957|-0.00539170192|0.000112164964|0.000112164964,0|0|0|0|0|0,1.91432297|1.18107885|0.273477211|0.165241192|-3.9380841e-10|0.0119999318,optimal,0.058979015257799375,0.0067233782428882255,0.05225563701491115,0.428064942|-0.544867158|0.500515461,-0|0|-0,0.010827090940438211,0.0029512880137190223,0.0014941419940441847,0.0024694519815966487
105,5.300000000000001,-2.096464125532419,0.5149361491203308,0.11527660489082336,0.18222370743751526,0.3126333951950073,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.06471139192581177,1.9561492204666138,78.548828125,0.5922439694404602,0.5922439694404602,0.1147344087314157,0.11527660489082336,-0.0005421961594076624,0.39266283260392426,0.040958130014176475,0.39265090822178306,-0.010549150537990175,0.4032000587597732,0.3926508996380437,0,0,disabled,0.0,1,SERVO,direct_path,0,0.20185489009600133,2.1484305701451376,1,1,1,1,0,0.612367790170213,0.12058798223733902,0.05130125551973882,0.12058798223733902,576,0,0,0,0,1,7,384,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 73, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 471, 'obstacle_contact': 28, 'self_collision': 0}",0.00010728609642315283,506,506,nan,nan,1.0,filtered,38,2,3,2,77,1,1,2,1.0,0.0,0.5922439694404602,0.0,1.0,-1.0380038634363875e-05,0,0,0,0,0.31538024944972776,0.0,filtered,osqp optimal,0.5887624410141036,0,1,12,predictive_link_4,predictive_link_4,,,0,0,1,solved,nan,0,,-0.4996650218963623,1,osqp,6.751345835230398e-08,valid,-1.0380038634363875e-05,1.044502529797287,0|0.0097373063|0.0219475105|0.0276516157|0.0259493324|0.0259493324,0.478587479|0.295709071|0.0686870476|0.0416431989|-1.03800386e-05|0.00298961996,0.660812605|0.477934197|0.250912174|0.223868325|0.182214746|0.185214746,0.598587479|0.415709071|0.188687048|0.161643199|0.11998962|0.12298962,0|0.15|0.15|0.15|0|0,0|0.0122319329|0.0104260246|0.00823654029|4.14529798e-05|4.14529798e-05,0|0|0|0|0|0,1.91434992|1.19506822|0.285174215|0.174809336|-6.71747756e-08|0.0119999328,optimal,0.07483990228122997,-0.010549150537990175,0.08538905281922014,0.428064942|-0.544867158|0.500515461,-0|0|-0,0.011387999053113163,0.003217556979507208,0.0015394550282508135,0.002313822042196989
106,5.3500000000000005,-2.080397514685966,0.514917254447937,0.11493885517120361,0.18223118782043457,0.3126148581504822,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.0480043925344944,1.9649707078933716,78.4220199584961,0.59195876121521,0.59195876121521,0.11527660755146527,0.11493885517120361,0.0003377523802616522,0.39461266043896553,0.026387383568266275,0.3946004053184955,0.006986825849766914,0.3876135794687286,0.3946004144260709,0,0,disabled,0.0,1,SERVO,direct_path,0,0.20185489009600133,2.1484305701451376,1,1,1,1,0,0.612367790170213,0.12058798223733902,0.05130125551973882,0.12058798223733902,576,0,0,0,0,1,7,384,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 73, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 471, 'obstacle_contact': 28, 'self_collision': 0}",0.00010728609642315283,506,506,nan,nan,0.9941214624276447,filtered,39,2,3,2,78,1,1,2,1.0,0.0,0.59195876121521,0.0,1.0,-9.973119362752247e-06,0,0,0,0,0.31538024944972776,0.0,filtered,,0.5964481847551497,0,1,12,predictive_link_4,predictive_link_4,,,2,0,0,maximum iterations reached,nan,0,,-0.50874924659729,1,,0.0,valid,-9.973119362752247e-06,1.044673731663545,0|0.0139448089|0.0371706858|0.0421353713|0.0409276645|0.0409276645,0.478578919|0.297593987|0.0700183235|0.0428347639|-9.97311936e-06|0.00299002688,0.660812605|0.479827674|0.25225201|0.22506845|0.182223713|0.185223713,0.598578919|0.417593987|0.190018323|0.162834764|0.119990027|0.122990027,0|0|0|0|0|0,0|-0.00860503745|-0.00568200713|-0.00556768636|3.98927332e-05|3.98927332e-05,0|0|0|0|0|0,1.91431568|1.18177091|0.274391287|0.165771369|2.55725324e-10|0.0120000003,optimal,0.06004854862028001,0.0069868258497669125,0.053061722770513096,0.428064942|-0.544867158|0.500515461,-0|0|-0,0.010522112948819995,0.003599212970584631,0.0012419500853866339,0.0021243030205368996
