step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,success,qdot_norm,acc_norm,jerk_norm
0,0.05,-0.5759421421959371,0.10792874544858932,0.5711220502853394,0.5525176525115967,0.10792874544858932,0.14967631455262503,2,0,0,0,0.22501301765441895,4.500260353088379,90.00520324707031
1,0.1,-0.48490239394662354,0.14521931111812592,0.5627831220626831,0.5430932641029358,0.14521931111812592,0.1681184718767802,2,0,0,0,0.4214085340499878,3.9413411617279053,14.682854652404785
2,0.15000000000000002,-0.4021551416845989,0.17913676798343658,0.5512996912002563,0.5330070853233337,0.17913676798343658,0.17997095114549,2,0,0,0,0.5741380453109741,3.1530909538269043,23.2017822265625
3,0.2,-0.3353708509506308,0.20632779598236084,0.5377653241157532,0.5224705338478088,0.20632779598236084,0.18837711143430075,2,0,0,0,0.684607207775116,2.4624598026275635,21.867795944213867
4,0.25,-0.289249505007748,0.22396226227283478,0.5233782529830933,0.5116956830024719,0.22396226227283478,0.1952799449042638,2,0,0,0,0.7486123442649841,1.9162306785583496,25.06312370300293
5,0.30000000000000004,-0.2629478941953539,0.23281602561473846,0.5091593265533447,0.5007300972938538,0.23281602561473846,0.20160208779630023,3,0,0,0,0.7792916893959045,2.0053186416625977,22.07245635986328
6,0.35000000000000003,-0.25233391387650045,0.23737385869026184,0.4958362579345703,0.4846534729003906,0.23737385869026184,0.20787486722900644,3,0,0,0,0.791769802570343,2.102283477783203,15.399224281311035
7,0.4,-0.24824313963868241,0.24191239476203918,0.4836186468601227,0.46867042779922485,0.24191239476203918,0.21438379906118415,3,0,0,0,0.7864823937416077,1.965064287185669,20.968551635742188
8,0.45,-0.24319824840012672,0.2461722493171692,0.4723227620124817,0.4528111219406128,0.2461722493171692,0.2212829971065154,3,0,0,0,0.7634612917900085,1.8616997003555298,24.95182991027832
9,0.5,-0.22902785051890107,0.25238874554634094,0.46137648820877075,0.4368714690208435,0.25238874554634094,0.22866850919028303,3,0,0,0,0.7397077083587646,1.8006978034973145,21.097726821899414
10,0.55,-0.21060630276582543,0.2601337432861328,0.4505147337913513,0.4207736849784851,0.2601337432861328,0.23667110085388132,3,0,0,0,0.7200191020965576,1.381417989730835,15.82606029510498
11,0.6000000000000001,-0.18627027638900082,0.27160561084747314,0.4394037425518036,0.40435439348220825,0.27160561084747314,0.24544471788346833,3,0,0,0,0.7037478685379028,1.0808366537094116,18.49924087524414
12,0.65,-0.1602250496163117,0.2872459888458252,0.4279521703720093,0.3874555230140686,0.2872459888458252,0.2552077860510751,3,0,0,0,0.7049041986465454,0.8199304938316345,12.364858627319336
13,0.7000000000000001,-0.13841661771673472,0.307760626077652,0.4163758158683777,0.37011605501174927,0.307760626077652,0.26625163937865126,3,0,0,0,0.7138405442237854,0.7304703593254089,10.629326820373535
14,0.75,-0.13311883686892118,0.32248175144195557,0.4054949879646301,0.3529411256313324,0.32248175144195557,0.2788727303262061,3,0,0,0,0.7038032412528992,1.101674199104309,14.675108909606934
15,0.8,-0.1424827735805164,0.33240237832069397,0.39597755670547485,0.3364315927028656,0.33240237832069397,0.29313310304773876,3,0,0,0,0.6728659272193909,1.414515495300293,16.477394104003906
16,0.8500000000000001,-0.15782231369391247,0.3376575708389282,0.3879983127117157,0.3210263252258301,0.3376575708389282,0.30892423828140714,3,0,0,0,0.63286954164505,1.9061065912246704,23.819623947143555
17,0.9,-0.1456768237599102,0.355457067489624,0.3800159990787506,0.30583590269088745,0.355457067489624,0.32592559520222236,3,0,0,0,0.6195114850997925,2.311168670654297,29.165267944335938
18,0.9500000000000001,-0.08261000612255266,0.4004443287849426,0.3694007098674774,0.2889319360256195,0.4004443287849426,0.34438048535873983,3,0,0,0,0.6899263262748718,2.7774863243103027,48.074851989746094
19,1.0,-0.015050628217111424,0.4543728232383728,0.3560771048069,0.26984038949012756,0.4543728232383728,0.36574844654971655,3,0,0,0,0.8045673966407776,3.596818208694458,62.52919006347656
20,1.05,0.009837147468458339,0.4995450973510742,0.34227222204208374,0.2498401254415512,0.4995450973510742,0.39179409855549113,3,0,0,0,0.8241047859191895,6.59559965133667,111.0690689086914
21,1.1,-0.07133527533449524,0.4979225695133209,0.33339595794677734,0.23354731500148773,0.4979225695133209,0.4233532376723165,3,0,0,0,0.8034917712211609,9.38205623626709,113.06852722167969
22,1.1500000000000001,-0.06847209239799014,0.4959023892879486,0.3249889016151428,0.2203141301870346,0.4959023892879486,0.4569432647011682,3,0,0,0,0.6810731887817383,9.253935813903809,220.6278533935547
23,1.2000000000000002,-0.01828588108492596,0.5144394040107727,0.31419116258621216,0.20817185938358307,0.5144394040107727,0.48998451942098165,3,0,0,0,0.771101713180542,12.334102630615234,238.13656616210938
24,1.25,-0.07186659130581696,0.5309521555900574,0.30679449439048767,0.19744665920734406,0.5309521555900574,0.5224523132278047,3,0,0,0,0.6167190074920654,12.94638729095459,318.2830810546875
25,1.3,-0.030486619344502516,0.5398625731468201,0.29802262783050537,0.18810395896434784,0.5398625731468201,0.5543918786784126,3,0,0,0,0.8008795380592346,10.365926742553711,330.62567138671875
26,1.35,-0.17587068140205248,0.4543580412864685,0.2975332736968994,0.18377889692783356,0.4543580412864685,0.5846145310207276,3,0,0,0,0.7819861769676208,8.733245849609375,253.2144775390625
27,1.4000000000000001,-0.0962675514860996,0.5675912499427795,0.29317939281463623,0.17590703070163727,0.5675912499427795,0.6077356881024878,3,0,0,0,0.7782080769538879,5.224073886871338,206.61880493164062
28,1.4500000000000002,-0.2039736744769516,0.5033127665519714,0.29465603828430176,0.17184679210186005,0.5033127665519714,0.6324418368015154,3,0,0,0,0.774368941783905,6.123474597930908,181.47186279296875
29,1.5,-0.3509003775339176,0.3366738557815552,0.3036815822124481,0.17290456593036652,0.3366738557815552,0.6529291310751516,3,0,0,0,0.7736214995384216,6.3210601806640625,85.68013000488281
30,1.55,-0.19595044350413054,0.562083899974823,0.3028104603290558,0.16723059117794037,0.562083899974823,0.6629726301140038,3,0,0,0,0.7653919458389282,16.80544090270996,368.31634521484375
31,1.6,-0.3751318367788929,0.4561846852302551,0.3101898431777954,0.16666294634342194,0.4561846852302551,0.6767808635934063,3,0,0,0,0.5692037343978882,22.331026077270508,740.621337890625
32,1.6500000000000001,-0.0838674867063503,0.6772887110710144,0.30227339267730713,0.15634267032146454,0.6772887110710144,0.6853809421799899,3,0,0,0,0.6657087206840515,20.88664436340332,840.3167724609375
33,1.7000000000000002,-0.4185749166567627,0.3790607154369354,0.3125869929790497,0.1580534428358078,0.3790607154369354,0.7072883959735823,3,0,0,0,0.5076689720153809,19.367202758789062,782.19482421875
34,1.75,-0.23093142321372348,0.5910133719444275,0.31257393956184387,0.15390367805957794,0.5910133719444275,0.7163058534537986,3,0,0,0,0.7245987057685852,18.910696029663086,723.1201782226562
35,1.8,-0.30309252009049287,0.5033972263336182,0.3165530562400818,0.15215279161930084,0.5033972263336182,0.7275447425410291,3,0,0,0,0.37375307083129883,17.622922897338867,701.1801147460938
36,1.85,-0.19527220344832025,0.5801517963409424,0.31554046273231506,0.15002663433551788,0.5801517963409424,0.7364801682530924,3,0,0,0,0.6183609962463379,11.98637580871582,511.6409606933594
37,1.9000000000000001,-0.28523335889202206,0.3978259563446045,0.319905549287796,0.1520233005285263,0.3978259563446045,0.7432485472460042,3,0,0,0,0.6977731585502625,4.452729225158691,259.1855163574219
38,1.9500000000000002,-0.286177416810478,0.3880646228790283,0.32366517186164856,0.15512223541736603,0.3880646228790283,0.7399831614871493,3,0,0,0,0.765955924987793,9.479411125183105,266.1546936035156
39,2.0,-0.429169869288894,0.35955601930618286,0.3348381519317627,0.16465993225574493,0.35955601930618286,0.7271146613347335,3,0,0,0,0.9801566004753113,6.183083534240723,254.4473876953125
40,2.0500000000000003,-0.5362292511290457,0.33105579018592834,0.3508690893650055,0.17501847445964813,0.33105579018592834,0.6943436939311705,5,0,0,0,0.8891173601150513,3.8133208751678467,167.14175415039062
41,2.1,-0.5415348483880451,0.3039020597934723,0.3660356104373932,0.18579591810703278,0.3039020597934723,0.6469348975097744,5,0,0,0,0.8724650144577026,2.394437074661255,85.46138763427734
42,2.15,-0.5305459877381958,0.28105810284614563,0.379457026720047,0.19567839801311493,0.28105810284614563,0.5942807289009655,3,0,0,0,0.8869152665138245,3.1388285160064697,39.54426956176758
43,2.2,-0.519875497146876,0.2654968798160553,0.39129433035850525,0.20290879905223846,0.2654968798160553,0.5423593927251517,3,0,0,0,0.8746534585952759,2.411484479904175,28.792482376098633
44,2.25,-0.5123672159624346,0.253788560628891,0.4017857015132904,0.20865146815776825,0.253788560628891,0.49471961455507385,3,0,0,0,0.8153818249702454,2.5671682357788086,43.4599609375
45,2.3000000000000003,-0.49423446344719907,0.246129110455513,0.41045957803726196,0.21256263554096222,0.246129110455513,0.4533388504006265,3,0,0,0,0.7675065398216248,3.391984224319458,27.05972671508789
46,2.35,-0.4220396117635221,0.2869635224342346,0.4146620035171509,0.21295253932476044,0.2869635224342346,0.41945238784657707,3,0,0,0,0.6929008960723877,5.006793975830078,43.07438278198242
47,2.4000000000000004,-0.30515162953417935,0.3429739475250244,0.4126019775867462,0.2094597965478897,0.3429739475250244,0.3979427091819453,3,0,0,0,0.6307578086853027,4.184868335723877,71.44778442382812
48,2.45,-0.1458673237749565,0.4831807017326355,0.40237343311309814,0.20100049674510956,0.4831807017326355,0.38689372447385834,3,0,0,0,0.5044074058532715,7.856439590454102,103.93629455566406
49,2.5,-0.10992371103803748,0.5276732444763184,0.39133942127227783,0.19169281423091888,0.5276732444763184,0.3861724727188812,3,0,0,0,0.537092387676239,4.735861778259277,104.15423583984375
50,2.5500000000000003,-0.07339567927517074,0.5730725526809692,0.37934330105781555,0.18165002763271332,0.5730725526809692,0.3929230113527338,3,0,0,0,0.5781099796295166,3.9027719497680664,87.20089721679688
51,2.6,-0.06534870037388828,0.6168962121009827,0.3678593635559082,0.17122454941272736,0.6168962121009827,0.4060278460801339,3,0,0,0,0.6102913022041321,3.7663681507110596,93.43348693847656
52,2.6500000000000004,-0.20566552934775992,0.6008957624435425,0.3643820583820343,0.16427724063396454,0.6008957624435425,0.424461102490864,3,0,0,0,0.5870612263679504,5.204280376434326,89.10889434814453
53,2.7,-0.37072089251457735,0.5173333287239075,0.3696455657482147,0.16134952008724213,0.5173333287239075,0.4430923748047601,3,0,0,0,0.5970613360404968,5.198144912719727,95.28392028808594
54,2.75,-0.4447974354770094,0.42087334394454956,0.37842652201652527,0.1601412147283554,0.42087334394454956,0.45759546645669846,3,0,0,0,0.60985267162323,1.8081966638565063,73.11473846435547
55,2.8000000000000003,-0.35897605091565316,0.5357760787010193,0.3819461762905121,0.15727289021015167,0.5357760787010193,0.4676931320519569,3,0,0,0,0.6187568306922913,6.210081100463867,136.67843627929688
56,2.85,-0.25043578851440995,0.5198914408683777,0.379596471786499,0.15485583245754242,0.5198914408683777,0.47712198449520205,3,0,0,0,0.5798290967941284,6.740553855895996,107.15078735351562
57,2.9000000000000004,-0.13619224567064322,0.5781068801879883,0.37166887521743774,0.1514478176832199,0.5781068801879883,0.48568254999328414,3,0,0,0,0.6471824645996094,5.112219333648682,116.7720947265625
58,2.95,-0.03434692601867603,0.6129816770553589,0.3591114580631256,0.14761362969875336,0.6129816770553589,0.49501305086617925,3,0,0,0,0.6375523805618286,4.958180904388428,83.25090789794922
59,3.0,0.11089061966018043,0.6466085314750671,0.3400098979473114,0.14335818588733673,0.6466085314750671,0.5054746137253756,3,0,0,0,0.6787242889404297,4.152109146118164,81.86067962646484
60,3.0500000000000003,0.1284802792350203,0.5520583987236023,0.3213443160057068,0.14144505560398102,0.5520583987236023,0.5173342137053996,3,0,0,0,0.6482568979263306,3.123870849609375,73.45687103271484
61,3.1,-0.013314798945450831,0.4155845642089844,0.3109012246131897,0.14658285677433014,0.4155845642089844,0.527025012603326,3,0,0,0,0.5669083595275879,8.928214073181152,157.30970764160156
62,3.1500000000000004,-0.2233583941549341,0.38038259744644165,0.3121368885040283,0.15761859714984894,0.38038259744644165,0.5260159312273602,3,0,0,0,0.6231539845466614,7.91048002243042,168.2703857421875
63,3.2,-0.22911765497055292,0.3441510796546936,0.31377896666526794,0.17014767229557037,0.3441510796546936,0.5117051833422307,3,0,0,0,0.7399556040763855,5.143702983856201,135.81674194335938
64,3.25,-0.1349531624167028,0.31569817662239075,0.3100491166114807,0.1809946447610855,0.31569817662239075,0.4890125970175658,3,0,0,0,0.6829973459243774,9.914410591125488,197.743408203125
65,3.3000000000000003,-0.12835710912958412,0.29549509286880493,0.3063495457172394,0.18933890759944916,0.29549509286880493,0.4643193816421902,3,0,0,0,0.6607937216758728,8.514280319213867,209.478271484375
66,3.35,-0.16170520361687096,0.2854515016078949,0.30483657121658325,0.1937135010957718,0.2854515016078949,0.4416377184755689,2,0,0,0,0.6973381638526917,5.557044506072998,99.93653869628906
67,3.4000000000000004,-0.28297954625341,0.275729238986969,0.30978086590766907,0.19810567796230316,0.275729238986969,0.4241184157113484,2,0,0,0,0.6095991134643555,4.531966209411621,168.87786865234375
68,3.45,-0.3527163938117337,0.2653225362300873,0.31804609298706055,0.20299233496189117,0.2653225362300873,0.409821633139069,2,0,0,0,0.5849729776382446,4.044344425201416,63.070045471191406
69,3.5,-0.30511572811446974,0.2549694776535034,0.3233093321323395,0.208059623837471,0.2549694776535034,0.3971918873223554,2,0,0,0,0.6124639511108398,3.6325955390930176,76.58406829833984
70,3.5500000000000003,-0.29878762969327,0.24464866518974304,0.3279414176940918,0.21333353221416473,0.24464866518974304,0.38558324902651053,2,0,0,0,0.5994076728820801,1.7858965396881104,61.62892532348633
