step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,success,qdot_norm,acc_norm,jerk_norm
0,0.05,-0.6149809011595971,0.25210052728652954,0.6010651588439941,0.5329123735427856,0.25210052728652954,0.20311808077494303,4,0,0,0,0.33768025040626526,6.753605365753174,135.0720977783203
1,0.1,-0.47142614600867205,0.2841185927391052,0.5885292291641235,0.5092084407806396,0.2841185927391052,0.25594702502886457,4,0,0,0,0.6667768955230713,6.587543964385986,8.42061996459961
2,0.15000000000000002,-0.3373381006104512,0.29895102977752686,0.5709139108657837,0.4848795235157013,0.29895102977752686,0.2910788326708476,4,0,0,0,0.916873574256897,5.028361797332764,33.29301452636719
3,0.2,-0.24409769015118654,0.27958613634109497,0.5507150292396545,0.46316519379615784,0.27958613634109497,0.315837228849411,4,0,0,0,1.060558557510376,3.3218557834625244,56.03630065917969
4,0.25,-0.21771104095054397,0.20354296267032623,0.5313601493835449,0.44822749495506287,0.20354296267032623,0.3339400031695048,4,0,0,0,1.05074143409729,3.7572085857391357,83.99272155761719
5,0.30000000000000004,-0.17502556333376362,0.15026360750198364,0.5119485259056091,0.43720343708992004,0.15026360750198364,0.34648497262771605,4,0,0,0,1.0880941152572632,1.5880793333053589,72.99598693847656
6,0.35000000000000003,-0.11925322786843147,0.12235961854457855,0.4916960299015045,0.428101509809494,0.12235961854457855,0.35443355067079674,4,0,0,0,1.1089524030685425,1.6376333236694336,51.282161712646484
7,0.4,-0.08050632281945419,0.09721530228853226,0.47144344449043274,0.42139932513237,0.09721530228853226,0.35867484051091714,4,0,0,0,1.086098551750183,2.313044548034668,30.361316680908203
8,0.45,-0.10969412587055814,0.0954023078083992,0.4544472098350525,0.4147948920726776,0.0954023078083992,0.3595312680290336,4,0,0,0,0.9701985716819763,5.081157684326172,83.65397644042969
9,0.5,-0.07927983487491588,0.09338883310556412,0.43754875659942627,0.40958353877067566,0.09338883310556412,0.35826815415339835,4,0,0,0,1.0298057794570923,2.354069471359253,102.77127838134766
10,0.55,-0.06236539866978042,0.0911613330245018,0.4212746322154999,0.4063139259815216,0.0911613330245018,0.3548311038548777,4,0,0,0,1.0812867879867554,1.8841605186462402,11.423295021057129
11,0.6000000000000001,-0.07313110596092436,0.08870727568864822,0.4069124162197113,0.404807448387146,0.08870727568864822,0.35277053291013016,5,0,0,0,1.0886554718017578,2.226128578186035,39.03974151611328
12,0.65,-0.08436606333908941,0.08601601421833038,0.3942740559577942,0.40168553590774536,0.08601601421833038,0.35138330444342003,5,0,0,0,1.0699301958084106,3.0862364768981934,41.20584487915039
13,0.7000000000000001,-0.08846279283185624,0.08899975568056107,0.38278836011886597,0.39653027057647705,0.08899975568056107,0.34890253542649413,5,0,0,0,1.030722737312317,4.638383865356445,54.28241729736328
14,0.75,-0.06946959064797852,0.13973252475261688,0.37115752696990967,0.388536274433136,0.13973252475261688,0.34455736556920014,5,0,0,0,1.0503956079483032,5.752188682556152,39.29525375366211
15,0.8,-0.03524299886850606,0.2008315920829773,0.35867103934288025,0.3775339722633362,0.2008315920829773,0.3397993737813191,5,0,0,0,1.124912142753601,5.205715179443359,17.0372314453125
16,0.8500000000000001,0.002162759543698485,0.2744280993938446,0.3451962471008301,0.3625358045101166,0.2744280993938446,0.3355264554633512,5,0,0,0,1.1752128601074219,4.541588306427002,38.38045883178711
17,0.9,0.03853373115982208,0.3198561668395996,0.3306833505630493,0.34531351923942566,0.3198561668395996,0.3327921746301937,5,0,0,0,1.0877511501312256,6.320957183837891,111.06571960449219
18,0.9500000000000001,0.07093890381693085,0.3060894310474396,0.3156074285507202,0.33038344979286194,0.3060894310474396,0.33150385114321834,5,0,0,0,1.0671058893203735,3.4807965755462646,77.22034454345703
19,1.0,0.09675065344674799,0.2959113121032715,0.30021145939826965,0.31725186109542847,0.2959113121032715,0.32926580532055927,5,0,0,0,1.0676745176315308,1.1088309288024902,57.0364990234375
20,1.05,0.12074508242172435,0.28202876448631287,0.28450480103492737,0.3058980107307434,0.28202876448631287,0.32439807945685684,5,0,0,0,1.0788201093673706,0.9423613548278809,23.869050979614258
21,1.1,0.13993111014912749,0.24947719275951385,0.2687038481235504,0.29695162177085876,0.24947719275951385,0.31530688477077345,5,0,0,0,1.0785837173461914,0.9084396362304688,10.880682945251465
22,1.1500000000000001,0.15471806681045386,0.20278474688529968,0.2529906928539276,0.2904687523841858,0.20278474688529968,0.3005903623452878,5,0,0,0,1.0703251361846924,1.0495080947875977,11.677488327026367
23,1.2000000000000002,0.16674780923714472,0.1752019226551056,0.23744145035743713,0.2853078544139862,0.1752019226551056,0.28581848696576134,5,0,0,0,1.061586856842041,1.953640103340149,19.503843307495117
24,1.25,0.1720746353558863,0.1560058444738388,0.22235876321792603,0.2816430926322937,0.1560058444738388,0.2752540199500714,5,0,0,0,1.0327343940734863,2.295417070388794,18.533723831176758
25,1.3,0.1686586548885026,0.1542816162109375,0.2081136256456375,0.2786730229854584,0.1542816162109375,0.269583291801357,5,0,0,0,1.013635516166687,3.363419532775879,28.873929977416992
26,1.35,0.15233008622890223,0.14967243373394012,0.1953369379043579,0.2773545980453491,0.14967243373394012,0.2674492583627763,5,0,0,0,1.0259801149368286,3.6568491458892822,17.406375885009766
27,1.4000000000000001,0.1209405032342728,0.14777319133281708,0.18477796018123627,0.27905815839767456,0.14777319133281708,0.2667420225514131,5,0,0,0,1.055760383605957,2.890166997909546,19.781341552734375
28,1.4500000000000002,0.07582774192432906,0.14142607152462006,0.17704753577709198,0.2849334180355072,0.14142607152462006,0.265578242689758,5,0,0,0,1.0894778966903687,2.5064666271209717,15.454341888427734
29,1.5,0.03729195557229552,0.13000398874282837,0.1716524064540863,0.2962903082370758,0.13000398874282837,0.26240882946077354,5,0,0,0,1.0969830751419067,2.9854226112365723,41.51254653930664
30,1.55,0.015340746546109755,0.1146593987941742,0.1676005721092224,0.31346505880355835,0.1146593987941742,0.25606018396033864,5,0,0,0,1.0855340957641602,3.758148431777954,29.572418212890625
31,1.6,0.04275809649329375,0.09724351763725281,0.16219109296798706,0.33649763464927673,0.09724351763725281,0.246276836306735,5,0,0,0,1.0263272523880005,4.472836494445801,58.391231536865234
32,1.6500000000000001,0.08976231290558843,0.08068916946649551,0.15448671579360962,0.3634442389011383,0.08068916946649551,0.2336262446508114,5,0,0,0,0.9970285892486572,3.441199541091919,35.784568786621094
33,1.7000000000000002,0.11601441542899009,0.06675208359956741,0.1456459015607834,0.39202916622161865,0.06675208359956741,0.21959073010277574,5,0,0,0,0.956200361251831,2.6358747482299805,53.8604850769043
34,1.75,0.11020538221495649,0.05583648011088371,0.13739106059074402,0.42041629552841187,0.05583648011088371,0.20574324927643034,5,0,0,0,0.894601583480835,2.5082826614379883,29.084598541259766
35,1.8,0.07946197797765762,0.047451723366975784,0.1310427188873291,0.44794654846191406,0.047451723366975784,0.19318495248902892,5,0,0,0,0.836448609828949,2.1535651683807373,22.922584533691406
36,1.85,0.02849394547725268,0.04122387245297432,0.12762385606765747,0.4734605848789215,0.04122387245297432,0.18238550912429324,2,0,0,0,0.7746451497077942,2.1676900386810303,19.329355239868164
37,1.9000000000000001,-0.03795735432199992,0.03974892199039459,0.12788791954517365,0.480389803647995,0.03974892199039459,0.17348113314960062,2,0,0,0,0.7032690644264221,2.2216477394104004,29.83094596862793
38,1.9500000000000002,-0.10390207289882954,0.03826439008116722,0.13169421255588531,0.48779305815696716,0.03826439008116722,0.16756426018468734,2,0,0,0,0.6215226054191589,2.64965558052063,30.695011138916016
39,2.0,-0.16136335891017126,0.03678299859166145,0.13848239183425903,0.4956659972667694,0.03678299859166145,0.16343615864908018,2,0,0,0,0.5407729744911194,2.865983724594116,22.919452667236328
40,2.0500000000000003,-0.2069763712357441,0.03531832993030548,0.14752255380153656,0.5039935111999512,0.03531832993030548,0.16038254264113497,2,0,0,0,0.47340893745422363,2.697495460510254,20.971965789794922
41,2.1,-0.2344520790422237,0.03389474004507065,0.15773814916610718,0.5126819610595703,0.03389474004507065,0.15798012870421324,2,0,0,0,0.4146536886692047,2.8437914848327637,25.271455764770508
42,2.15,-0.23413424220231832,0.03253043070435524,0.16757690906524658,0.5216439366340637,0.03253043070435524,0.15598442934674212,2,0,0,0,0.3802255690097809,2.953850269317627,20.993133544921875
43,2.2,-0.20928437726405608,0.031246166676282883,0.17571325600147247,0.5307392477989197,0.031246166676282883,0.1542558386289409,2,0,0,0,0.3905397057533264,3.286085367202759,18.8222599029541
44,2.25,-0.17518216787628746,0.030045878142118454,0.18172138929367065,0.5399121046066284,0.030045878142118454,0.15271867740333067,2,0,0,0,0.458547979593277,3.1471288204193115,13.632766723632812
45,2.3000000000000003,-0.14399494483728406,0.029001953080296516,0.18584270775318146,0.5485031604766846,0.029001953080296516,0.15132906833199652,0,0,0,0,0.5512279272079468,2.7132792472839355,16.385635375976562
46,2.35,-0.12054247503017936,0.028089620172977448,0.18856270611286163,0.5565504431724548,0.028089620172977448,0.1500888680651267,0,0,0,0,0.6376355886459351,2.169599771499634,14.79050064086914
47,2.4000000000000004,-0.10548122254948687,0.02719448320567608,0.19037994742393494,0.5650079846382141,0.02719448320567608,0.14898954629308855,0,0,0,0,0.7088531255722046,1.6787798404693604,10.568474769592285
48,2.45,-0.09975898757261349,0.026322640478610992,0.19182510673999786,0.5738613605499268,0.026322640478610992,0.14798144657059634,0,0,0,0,0.7590793371200562,1.2344096899032593,12.098156929016113
49,2.5,-0.10044806591790932,0.025479258969426155,0.19324980676174164,0.5830959677696228,0.025479258969426155,0.14703714930203035,0,0,0,0,0.792488694190979,1.0606125593185425,9.982604026794434
50,2.5500000000000003,-0.10644864612892904,0.02466852404177189,0.1949363797903061,0.5926976799964905,0.02466852404177189,0.14614221440664812,0,0,0,0,0.8136925101280212,0.9484055042266846,6.684110164642334
51,2.6,-0.11735176577584135,0.02389375865459442,0.19713333249092102,0.6026521921157837,0.02389375865459442,0.1452896073375854,0,0,0,0,0.8174614906311035,0.9138687252998352,10.46523380279541
52,2.6500000000000004,-0.13050359196409347,0.02315741777420044,0.19993622601032257,0.6129456162452698,0.02315741777420044,0.14447640110540666,0,0,0,0,0.8090367317199707,1.0125199556350708,7.933260917663574
53,2.7,-0.14449978756111734,0.022461172193288803,0.2033635973930359,0.6235644817352295,0.022461172193288803,0.14370179531666605,0,0,0,0,0.797298014163971,0.9674564003944397,4.892714500427246
54,2.75,-0.15999784158946745,0.021806001663208008,0.20746609568595886,0.6344953775405884,0.021806001663208008,0.14296596023058672,0,0,0,0,0.783822238445282,0.8277113437652588,5.017180442810059
55,2.8000000000000003,-0.17687533726007942,0.021192263811826706,0.21228228509426117,0.6457253098487854,0.021192263811826706,0.14226937945256102,0,0,0,0,0.7650409936904907,0.7509379982948303,6.109816074371338
56,2.85,-0.19367421254847275,0.020619764924049377,0.2177693396806717,0.6572418808937073,0.020619764924049377,0.14161248238227447,0,0,0,0,0.741020679473877,0.7762691974639893,5.203495979309082
57,2.9000000000000004,-0.2081342501429326,0.02008785679936409,0.22376535832881927,0.6690329313278198,0.02008785679936409,0.14099545123979457,0,0,0,0,0.7150734066963196,0.8002706170082092,3.8675425052642822
58,2.95,-0.219600640331683,0.019595513120293617,0.23007890582084656,0.6810867786407471,0.019595513120293617,0.1404181429910958,0,0,0,0,0.6836295127868652,0.9174947738647461,4.283017635345459
59,3.0,-0.22749910211173005,0.019141411408782005,0.23649738729000092,0.6933917999267578,0.019141411408782005,0.13988007223615848,0,0,0,0,0.6501884460449219,1.021798849105835,3.4854586124420166
60,3.0500000000000003,-0.23210096387900678,0.01872396469116211,0.24283283948898315,0.7059373259544373,0.01872396469116211,0.13938043285018087,0,0,0,0,0.6161279082298279,1.1280444860458374,3.763578414916992
61,3.1,-0.23431865529937368,0.01834142580628395,0.24895578622817993,0.7187128067016602,0.01834142580628395,0.1389181232965343,0,0,0,0,0.5849100351333618,1.2151007652282715,3.9801220893859863
62,3.1500000000000004,-0.2345037627106894,0.017991917207837105,0.25476357340812683,0.7317081689834595,0.017991917207837105,0.13849180242516712,0,0,0,0,0.5544127225875854,1.243530511856079,4.9677934646606445
63,3.2,-0.23126327645438274,0.01767347939312458,0.2600875198841095,0.7449137568473816,0.01767347939312458,0.13809993455468483,0,0,0,0,0.5276693105697632,1.188292384147644,6.222384929656982
64,3.25,-0.2248065330322163,0.01738412119448185,0.2647792100906372,0.7583203911781311,0.01738412119448185,0.13774083537653406,0,0,0,0,0.5043026804924011,1.1834235191345215,3.8520374298095703
65,3.3000000000000003,-0.21711932873252301,0.017121845856308937,0.2688063085079193,0.7719192504882812,0.017121845856308937,0.1374127190776387,0,0,0,0,0.4888056516647339,1.0857911109924316,5.79932165145874
66,3.35,-0.21045457718396854,0.016884684562683105,0.27225741744041443,0.7857018709182739,0.016884684562683105,0.1371137367666395,0,0,0,0,0.4838828444480896,0.9295896887779236,4.961228370666504
67,3.4000000000000004,-0.20558327068108845,0.19536176323890686,0.2752572000026703,0.7963060140609741,0.19536176323890686,0.13684201258305498,0,0,0,0,0.4862079918384552,0.7357462644577026,5.638556003570557
68,3.45,-0.1359680147915469,0.17020747065544128,0.27429986000061035,0.7823977470397949,0.17020747065544128,0.18506786221991253,0,0,0,0,0.4069480299949646,5.214698791503906,99.43399047851562
69,3.5,-0.07161661532934233,0.14462049305438995,0.27005523443222046,0.768667459487915,0.14462049305438995,0.21461436475155915,0,0,0,0,0.46596017479896545,4.647812843322754,19.676156997680664
70,3.5500000000000003,-0.028547683917023507,0.11539936810731888,0.263821005821228,0.7551231384277344,0.11539936810731888,0.23277973559402326,0,0,0,0,0.5571844577789307,3.950636386871338,40.85333251953125
71,3.6,-0.007876554467104882,0.11261775344610214,0.2568621039390564,0.7417733669281006,0.11261775344610214,0.24395675802371639,0,0,0,0,0.627506673336029,3.4358513355255127,42.33665084838867
72,3.6500000000000004,-0.001901437856552164,0.11056417226791382,0.2499895989894867,0.7286271452903748,0.11056417226791382,0.25086194617038016,0,0,0,0,0.6636900901794434,2.4838030338287354,32.14019775390625
73,3.7,-0.0002522997035777763,0.1092444360256195,0.2434060275554657,0.7156937122344971,0.1092444360256195,0.25519282521298553,0,0,0,0,0.6753643751144409,1.6235671043395996,22.390256881713867
74,3.75,-0.0037036550513568755,0.10850117355585098,0.2373354732990265,0.7029828429222107,0.10850117355585098,0.2579931700715881,0,0,0,0,0.6402435898780823,1.7815102338790894,26.201536178588867
75,3.8000000000000003,-0.006140151582765441,0.1079828292131424,0.23168474435806274,0.6905046105384827,0.1079828292131424,0.25994011921621135,0,0,0,0,0.57313072681427,2.230764389038086,26.37748908996582
76,3.85,-0.005087878731934623,0.10710505396127701,0.22625699639320374,0.6782697439193726,0.10710505396127701,0.26144996915024576,0,0,0,0,0.5329789519309998,2.007200241088867,15.009957313537598
77,3.9000000000000004,-0.006007096774589584,0.10611145943403244,0.22114655375480652,0.6662891507148743,0.10611145943403244,0.26274686086433363,0,0,0,0,0.5239094495773315,1.35450279712677,27.42278289794922
78,3.95,-0.013284145057745675,0.10531298071146011,0.21665433049201965,0.6545743346214294,0.10531298071146011,0.2639490114942624,0,0,0,0,0.520858645439148,1.6308462619781494,19.157453536987305
79,4.0,-0.02429329094486393,0.10483124107122421,0.21295009553432465,0.6431372165679932,0.10483124107122421,0.26514292839937015,0,0,0,0,0.5171408653259277,1.655396580696106,9.19825267791748
80,4.05,-0.03211939897195862,0.10492508858442307,0.20983099937438965,0.6319899559020996,0.10492508858442307,0.26641895105703234,0,0,0,0,0.5126014947891235,1.4318981170654297,18.221160888671875
81,4.1000000000000005,-0.03345110679872578,0.10504252463579178,0.20692573487758636,0.6211451292037964,0.10504252463579178,0.26785602082965904,0,0,0,0,0.5077421069145203,1.0456970930099487,19.929271697998047
82,4.15,-0.0328536625987352,0.10405784100294113,0.20411887764930725,0.6106157898902893,0.10405784100294113,0.2694488653550037,0,0,0,0,0.5179659128189087,0.6932552456855774,19.06025505065918
83,4.2,-0.03763927561714185,0.10327379405498505,0.20168547332286835,0.6004153490066528,0.10327379405498505,0.27113421748138394,0,0,0,0,0.5235832333564758,0.9300171732902527,17.25921630859375
84,4.25,-0.04554555512851216,0.10469965636730194,0.19977757334709167,0.5901338458061218,0.10469965636730194,0.27287741218044514,2,0,0,0,0.5135816931724548,0.8099201321601868,12.417967796325684
