episode,seed,seed_manifest,architecture_version,manifest_shard_index,manifest_shard_count,reward,cost,length,success,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,collision_termination_mode,unavoidable_collision,avoidable_collision,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,non_end_link_collision,final_position_error,completion_time,min_distance,mean_risk,max_risk,safety_violation_count,safety_violation_rate,safety_filter_intervention_rate,mean_safety_filter_intervention_norm,safety_filter_safe_stop_rate,safety_filter_infeasible_rate,safety_filter_projection_failure_rate,safety_filter_recovery_relaxed_rate,safety_filter_fallback_rate,safety_filter_qp_used_rate,safety_filter_qp_timeout_rate,safety_filter_compute_budget_stop_rate,predictive_near_miss_rate,min_predictive_h_m,mean_safety_filter_solve_time_s,max_safety_filter_solve_time_s,mean_safety_filter_command_alignment_previous,safety_filter_command_sign_change_rate,mean_safety_filter_predictive_risk_time_s,mean_safety_filter_jacobian_workspace_time_s,mean_safety_filter_projection_time_s,mean_action_variation,mean_hierarchical_nominal_qdot_norm,mean_residual_qdot_norm,task_space_mean_requested_toward_goal_mps,task_space_mean_executed_toward_goal_mps,task_space_mean_filter_velocity_loss_mps,task_space_positive_error_delta_rate,rms_acceleration,rms_jerk,recovery_triggered,recovery_success,recovery_steps,recovery_duration_s,initially_unsafe,initial_predictive_h_m,nominal_only,hierarchical_final_state,hierarchical_plan_reason,hierarchical_planning_time_s,hierarchical_planning_time_total_s,hierarchical_ik_candidate_count,hierarchical_ik_found,hierarchical_plan_found,hierarchical_direct_path,hierarchical_selected_candidate_index,hierarchical_selected_path_length_rad,hierarchical_selected_path_min_clearance_m,hierarchical_ik_candidate_errors_m,hierarchical_ik_candidate_clearances_m,hierarchical_ik_attempts_used,hierarchical_ik_fallback_used,hierarchical_ik_fallback_attempted,hierarchical_ik_target_shell_attempted,hierarchical_ik_target_shell_candidate_count,hierarchical_ik_rejection_counts,hierarchical_ik_min_goal_error_m,hierarchical_ik_goal_reachable_count,hierarchical_ik_obstacle_free_goal_reachable_count,hierarchical_selected_path_predictive_h_m,hierarchical_selected_path_filter_intervention,hierarchical_filter_intervention_ratio,hierarchical_filter_status,hierarchical_servo_stall_steps,hierarchical_servo_stall_replans,hierarchical_plan_count,hierarchical_replan_count,hierarchical_hold_steps,hierarchical_initial_ik_found,hierarchical_initial_plan_found,hierarchical_initial_direct_path,hierarchical_initial_plan_reason,hierarchical_initial_planning_time_s,hierarchical_initial_plan_iterations,hierarchical_initial_ik_candidate_count,hierarchical_final_path_progress,hierarchical_failure_mode,hierarchical_track_rate,hierarchical_avoid_hold_rate,hierarchical_replan_rate,hierarchical_servo_rate,hierarchical_plan_failed_rate
1,9143,configs/experiments/reaching_recovery/manifests/v1_hierarchical_temporal_consistency_timeout_triplet.json,hierarchical_s1_revised_recovery_gated_goal_velocity_temporal_consistency_t005_triplet_v1,1,3,-97.39781757650731,30.0358547270298,56,1,0,0,0,0,0,,any,0,0,,,nan,0,0.053377293050289154,2.8000000000000003,0.1864543855190277,0.3329989681286471,0.4874933660030365,0,0.0,1.0,0.7902753577240403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006709091588924659,0.07002446623976409,1.2320981390075758,0.8301480048810065,0.0,0.0035908181972834946,0.0017725216623927867,0.01829421850977399,0.3223976822836058,0.44324041956237387,0.0,nan,0.13721055221932388,0.03494308524246785,0.6607142857142857,2.702230930328369,45.6733512878418,1,0,5,0.25,0,0.1164433456925924,1,SERVO,direct_path,1.2095876099774614,3.2221613709116355,53,1,1,1,29,0.6696276377128931,0.1432182788848877,0.00016964750496314748;0.001273863872692371;0.0011368911840824393;0.0006627092057244782;0.0029557291150446017;0.010981050517437143;0.0033570895202502766;0.0021163744020180897;0.004257262734253476;0.001463455823533305;0.0037438994327780454;0.003424055708197931;0.006940781032170286;0.0017927579098076594;0.002005645274511282;0.010286774555235773;0.006297578622981535;0.0022949033928244393;0.004736631988211478;0.010403387972015057;0.0027802399021283008;0.002070909325689051;0.0022709877994528714;0.0055117135686914565;0.0020295491914967194;0.002986210455057685;0.0034553997420642057;0.002599635907396193;0.012809135889657786;0.007451454581557651;0.003748508239626147;0.007244902688479683;0.006296334565658809;0.0019382888991222428;0.0037754705044366343;0.0033050320176772844;0.007471196243705239;0.0032629296666660938;0.00787729054771941;0.00847558559989948;0.0029346190210204036;0.0020841608229581494;0.005586872473862223;0.004526650333591423;0.011082476175790707;0.008382872912205968;0.0029512766132823243;0.003528820946372884;0.0033030188434499475;0.01022652774837256;0.003636790774258758;0.0033502388945695133;0.006073658616493748,0.13646896183490753;0.135517418384552;0.13720974326133728;0.13684575259685516;0.1340412199497223;0.13375438749790192;0.1354154497385025;0.1322908252477646;0.13496647775173187;0.13650186359882355;0.13603810966014862;0.13871163129806519;0.123470239341259;0.13590532541275024;0.13785552978515625;0.12717434763908386;0.1313525140285492;0.12770487368106842;0.13298828899860382;0.1385730654001236;0.13464990258216858;0.13800299167633057;0.1256125420331955;0.1400812864303589;0.13483788073062897;0.13533739745616913;0.1348809152841568;0.13090108335018158;0.12643763422966003;0.1432182788848877;0.13260896503925323;0.1310902237892151;0.13275624811649323;0.13623172044754028;0.13484221696853638;0.13614243268966675;0.13057880103588104;0.1395522654056549;0.14080272614955902;0.13292530179023743;0.12337232381105423;0.12740680575370789;0.14102822542190552;0.1404418647289276;0.13367433845996857;0.13270188868045807;0.1227957084774971;0.1330261528491974;0.12455161660909653;0.1283213049173355;0.13409478962421417;0.13311395049095154;0.1416979432106018,192,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 50, 'obstacle_contact': 0, 'self_collision': 0}",0.00016964750496314748,195,195,nan,nan,1.0,filtered,8,2,3,2,51,1,1,1,direct_path,0.9195783629547805,0,40,1.0,SUCCESS,0.125,0.05357142857142857,0.0,0.8214285714285714,0.0
