episode,seed,seed_manifest,reward,cost,length,success,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,collision_termination_mode,unavoidable_collision,avoidable_collision,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,non_end_link_collision,final_position_error,completion_time,min_distance,mean_risk,max_risk,safety_violation_count,safety_violation_rate,safety_filter_intervention_rate,mean_safety_filter_intervention_norm,safety_filter_safe_stop_rate,safety_filter_infeasible_rate,safety_filter_projection_failure_rate,safety_filter_fallback_rate,safety_filter_qp_used_rate,safety_filter_qp_timeout_rate,safety_filter_compute_budget_stop_rate,predictive_near_miss_rate,min_predictive_h_m,mean_safety_filter_solve_time_s,max_safety_filter_solve_time_s,mean_safety_filter_predictive_risk_time_s,mean_safety_filter_jacobian_workspace_time_s,mean_safety_filter_projection_time_s,mean_action_variation,rms_acceleration,rms_jerk,recovery_triggered,recovery_success,recovery_steps,recovery_duration_s,initially_unsafe,initial_predictive_h_m
0,9001,configs/experiments/reaching_recovery/manifests/v1_final.json,24.78131146639587,0.0,18,1,0,0,0,0,0,,any,0,0,,,nan,0,0.05046294257044792,0.9,1.5,0.0,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.21780171721345848,2.1408443450927734,36.16621780395508,0,0,0,0.0,0,nan
1,9002,configs/experiments/reaching_recovery/manifests/v1_final.json,23.418755482316136,0.0,13,1,0,0,0,0,0,,any,0,0,,,nan,0,0.04997536912560463,0.65,1.5,0.0,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.328212538590798,2.907832145690918,53.63375473022461,0,0,0,0.0,0,nan
2,9003,configs/experiments/reaching_recovery/manifests/v1_final.json,22.92610102444817,0.0,7,1,0,0,0,0,0,,any,0,0,,,nan,0,0.049006395041942596,0.35000000000000003,1.5,0.0,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.30926892693553654,2.961104393005371,54.48098373413086,0,0,0,0.0,0,nan
3,9004,configs/experiments/reaching_recovery/manifests/v1_final.json,23.108203841417936,0.0,25,1,0,0,0,0,0,,any,0,0,,,nan,0,0.044490642845630646,1.25,1.5,0.0,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.23919360399246214,2.237384796142578,33.52689743041992,0,0,0,0.0,0,nan
4,9005,configs/experiments/reaching_recovery/manifests/v1_final.json,25.074048824594254,0.0,10,1,0,0,0,0,0,,any,0,0,,,nan,0,0.035564448684453964,0.5,1.5,0.0,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.38014861568808556,3.4288384914398193,59.8640022277832,0,0,0,0.0,0,nan
5,9006,configs/experiments/reaching_recovery/manifests/v1_final.json,23.824582966823968,0.0,9,1,0,0,0,0,0,,any,0,0,,,nan,0,0.029399322345852852,0.45,1.5,0.0,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.28140832318200004,2.778257131576538,46.24424743652344,0,0,0,0.0,0,nan
6,9007,configs/experiments/reaching_recovery/manifests/v1_final.json,26.010258705507173,0.0,14,1,0,0,0,0,0,,any,0,0,,,nan,0,0.025052528828382492,0.7000000000000001,1.5,0.0,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.3119213123406683,2.921887159347534,51.39752197265625,0,0,0,0.0,0,nan
7,9008,configs/experiments/reaching_recovery/manifests/v1_final.json,24.333739417356675,0.0,9,1,0,0,0,0,0,,any,0,0,,,nan,0,0.051287151873111725,0.45,1.5,0.0,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.3582347416215473,3.2190592288970947,54.82143783569336,0,0,0,0.0,0,nan
8,9009,configs/experiments/reaching_recovery/manifests/v1_final.json,25.54141606353797,0.0,14,1,0,0,0,0,0,,any,0,0,,,nan,0,0.03803304210305214,0.7000000000000001,1.5,0.0,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.2633249381823199,2.4387173652648926,37.892005920410156,0,0,0,0.0,0,nan
9,9010,configs/experiments/reaching_recovery/manifests/v1_final.json,23.161103578910406,0.0,11,1,0,0,0,0,0,,any,0,0,,,nan,0,0.045131076127290726,0.55,1.5,0.0,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.34448596293276007,3.035634756088257,50.10002899169922,0,0,0,0.0,0,nan
10,9011,configs/experiments/reaching_recovery/manifests/v1_final.json,24.29212560539064,0.0,13,1,0,0,0,0,0,,any,0,0,,,nan,0,0.050068553537130356,0.65,1.5,0.0,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.2712792599430451,2.7919013500213623,43.633358001708984,0,0,0,0.0,0,nan
11,9012,configs/experiments/reaching_recovery/manifests/v1_final.json,24.58748039414044,0.0,14,1,0,0,0,0,0,,any,0,0,,,nan,0,0.04280273988842964,0.7000000000000001,1.5,0.0,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.270898027079446,2.4218523502349854,41.56816101074219,0,0,0,0.0,0,nan
12,9013,configs/experiments/reaching_recovery/manifests/v1_final.json,24.868731180823563,0.0,11,1,0,0,0,0,0,,any,0,0,,,nan,0,0.03599119931459427,0.55,1.5,0.0,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.3233131088993766,2.931424856185913,51.93922424316406,0,0,0,0.0,0,nan
13,9014,configs/experiments/reaching_recovery/manifests/v1_final.json,21.81416677980858,0.0,7,1,0,0,0,0,0,,any,0,0,,,nan,0,0.043342385441064835,0.35000000000000003,1.5,0.0,0.0,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.42132753133773804,3.67893385887146,60.61934280395508,0,0,0,0.0,0,nan
