episode,seed,seed_manifest,reward,cost,length,success,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,collision_termination_mode,unavoidable_collision,avoidable_collision,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,non_end_link_collision,final_position_error,completion_time,min_distance,mean_risk,max_risk,safety_violation_count,safety_violation_rate,safety_filter_intervention_rate,mean_safety_filter_intervention_norm,safety_filter_safe_stop_rate,safety_filter_infeasible_rate,safety_filter_projection_failure_rate,safety_filter_fallback_rate,safety_filter_qp_used_rate,safety_filter_qp_timeout_rate,safety_filter_compute_budget_stop_rate,predictive_near_miss_rate,min_predictive_h_m,mean_safety_filter_solve_time_s,max_safety_filter_solve_time_s,mean_safety_filter_predictive_risk_time_s,mean_safety_filter_jacobian_workspace_time_s,mean_safety_filter_projection_time_s,mean_action_variation,rms_acceleration,rms_jerk,recovery_triggered,recovery_success,recovery_steps,recovery_duration_s,initially_unsafe,initial_predictive_h_m
0,9001,configs/experiments/reaching_recovery/manifests/v1_final.json,23.016881216465443,1.7897308617830276,28,1,0,0,0,0,0,,any,0,0,,,nan,0,0.0535653717815876,1.4000000000000001,0.21246765553951263,0.06391895934939384,0.2463121861219406,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5129899116499084,4.617270469665527,107.2844009399414,0,0,0,0.0,0,nan
1,9002,configs/experiments/reaching_recovery/manifests/v1_final.json,22.09929455074273,0.7301556225866079,29,1,0,0,0,0,0,,any,0,0,,,nan,0,0.05197380483150482,1.4500000000000002,0.650283932685852,0.02517778008919338,0.042489033192396164,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.4672781999768882,4.438669204711914,152.80421447753906,0,0,0,0.0,0,nan
2,9003,configs/experiments/reaching_recovery/manifests/v1_final.json,21.769331138436474,0.5854862052947283,21,1,0,0,0,0,0,,any,0,0,,,nan,0,0.04745878651738167,1.05,0.628386914730072,0.027880295490225155,0.06075311824679375,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.7288047955149696,6.210621356964111,178.3842010498047,0,0,0,0.0,0,nan
3,9004,configs/experiments/reaching_recovery/manifests/v1_final.json,21.593013701869626,1.4043058101087809,34,1,0,0,0,0,0,,any,0,0,,,nan,0,0.04924040660262108,1.7000000000000002,0.3079092502593994,0.041303112062022966,0.11938498914241791,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.28570879535639987,2.884699821472168,72.14849090576172,0,0,0,0.0,0,nan
4,9005,configs/experiments/reaching_recovery/manifests/v1_final.json,24.113001687519056,0.7100669853389263,10,1,0,0,0,0,0,,any,0,0,,,nan,0,0.05358058586716652,0.5,0.2870759665966034,0.07100669853389263,0.13918769359588623,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5233967244625092,4.917774200439453,108.71090698242188,0,0,0,0.0,0,nan
5,9006,configs/experiments/reaching_recovery/manifests/v1_final.json,-115.84447564762695,79.80867250263691,240,0,0,0,0,0,0,,any,0,0,,,nan,0,0.15589818358421326,12.0,0.17875955998897552,0.3325361354276538,0.5610495805740356,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.116220718001326,9.354736328125,362.6261291503906,0,0,0,0.0,0,nan
6,9007,configs/experiments/reaching_recovery/manifests/v1_final.json,20.0815837170076,5.0334590300917625,27,1,0,0,0,0,0,,any,0,0,,,nan,0,0.05320357531309128,1.35,0.2818213999271393,0.18642440852191713,0.2726456820964813,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.39850590460830265,4.358984470367432,140.40887451171875,0,0,0,0.0,0,nan
7,9008,configs/experiments/reaching_recovery/manifests/v1_final.json,23.889417146712617,0.33909065276384354,10,1,0,0,0,0,0,,any,0,0,,,nan,0,0.05463140830397606,0.5,0.41378214955329895,0.033909065276384355,0.058161310851573944,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.6180634260177612,5.559450626373291,134.7369384765625,0,0,0,0.0,0,nan
8,9009,configs/experiments/reaching_recovery/manifests/v1_final.json,21.23679689357586,4.13792646676302,15,1,0,0,0,0,0,,any,0,0,,,nan,0,0.05323251709342003,0.75,0.2633562386035919,0.27586176445086796,0.39460206031799316,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.47949363440275194,4.946477890014648,138.74668884277344,0,0,0,0.0,0,nan
9,9010,configs/experiments/reaching_recovery/manifests/v1_final.json,22.269120550017593,0.542683782055974,16,1,0,0,0,0,0,,any,0,0,,,nan,0,0.050926417112350464,0.8,0.5172932147979736,0.033917736378498375,0.06217879429459572,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5796724949032068,5.071071147918701,137.34014892578125,0,0,0,0.0,0,nan
