episode,seed,seed_manifest,reward,cost,length,success,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,collision_termination_mode,unavoidable_collision,avoidable_collision,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,non_end_link_collision,final_position_error,completion_time,min_distance,mean_risk,max_risk,safety_violation_count,safety_violation_rate,safety_filter_intervention_rate,mean_safety_filter_intervention_norm,safety_filter_safe_stop_rate,safety_filter_infeasible_rate,safety_filter_projection_failure_rate,safety_filter_fallback_rate,safety_filter_qp_used_rate,safety_filter_qp_timeout_rate,safety_filter_compute_budget_stop_rate,predictive_near_miss_rate,min_predictive_h_m,mean_safety_filter_solve_time_s,max_safety_filter_solve_time_s,mean_safety_filter_predictive_risk_time_s,mean_safety_filter_jacobian_workspace_time_s,mean_safety_filter_projection_time_s,mean_action_variation,rms_acceleration,rms_jerk,recovery_triggered,recovery_success,recovery_steps,recovery_duration_s,initially_unsafe,initial_predictive_h_m
0,9001,configs/experiments/reaching_recovery/manifests/v1_final.json,23.665864655821842,1.5211111567914486,20,1,0,0,0,0,0,,any,0,0,,,nan,0,0.04851039871573448,1.0,0.21263252198696136,0.07605555783957244,0.24599450826644897,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.41200843155384065,3.956043004989624,82.74158477783203,0,0,0,0.0,0,nan
1,9002,configs/experiments/reaching_recovery/manifests/v1_final.json,22.923901777220568,0.4555000327527523,19,1,0,0,0,0,0,,any,0,0,,,nan,0,0.04472232982516289,0.9500000000000001,0.6485146284103394,0.023973685934355383,0.04579880088567734,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.2953982672801143,3.27030348777771,84.5177001953125,0,0,0,0.0,0,nan
2,9003,configs/experiments/reaching_recovery/manifests/v1_final.json,22.76718861166666,0.22282657958567142,8,1,0,0,0,0,0,,any,0,0,,,nan,0,0.04487700015306473,0.4,0.6273475289344788,0.027853322448208928,0.04235290735960007,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.49913476780056953,4.3228349685668945,101.86788940429688,0,0,0,0.0,0,nan
3,9004,configs/experiments/reaching_recovery/manifests/v1_final.json,22.266297851584003,1.0441150050610304,28,1,0,0,0,0,0,,any,0,0,,,nan,0,0.052754927426576614,1.4000000000000001,0.3097836375236511,0.03728982160932252,0.11776617914438248,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.26615445874631405,2.9342427253723145,71.70653533935547,0,0,0,0.0,0,nan
4,9005,configs/experiments/reaching_recovery/manifests/v1_final.json,24.288933658660476,0.7129084803164005,10,1,0,0,0,0,0,,any,0,0,,,nan,0,0.043374769389629364,0.5,0.28830769658088684,0.07129084803164006,0.1379188448190689,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5015751227736474,4.715247631072998,103.60638427734375,0,0,0,0.0,0,nan
5,9006,configs/experiments/reaching_recovery/manifests/v1_final.json,18.19181582834626,5.352116256952286,9,1,0,0,0,0,0,,any,0,0,,,nan,0,0.04505090042948723,0.45,0.13955867290496826,0.5946795841058096,0.7710592746734619,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.45763087107075584,4.602921962738037,125.84906005859375,0,0,0,0.0,0,nan
6,9007,configs/experiments/reaching_recovery/manifests/v1_final.json,17.74886036914914,7.070184141397476,27,1,0,0,0,0,0,,any,0,0,,,nan,0,0.051177624613046646,1.35,0.24826358258724213,0.26185867190361023,0.3385102450847626,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.27382601356064834,2.791790246963501,65.11151885986328,0,0,0,0.0,0,nan
7,9008,configs/experiments/reaching_recovery/manifests/v1_final.json,24.06612556455091,0.31584826298058033,9,1,0,0,0,0,0,,any,0,0,,,nan,0,0.052852604538202286,0.45,0.41272786259651184,0.0350942514422867,0.058542750775814056,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.46547487874825794,4.6506266593933105,94.12381744384766,0,0,0,0.0,0,nan
8,9009,configs/experiments/reaching_recovery/manifests/v1_final.json,19.48586549526574,5.629742614924908,21,1,0,0,0,0,0,,any,0,0,,,nan,0,0.054947610944509506,1.05,0.2466883510351181,0.26808298166309086,0.3337552845478058,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.32870848122097196,3.336179733276367,87.34479522705078,0,0,0,0.0,0,nan
9,9010,configs/experiments/reaching_recovery/manifests/v1_final.json,22.78415582675907,0.2772221304476261,10,1,0,0,0,0,0,,any,0,0,,,nan,0,0.051832787692546844,0.5,0.5157702565193176,0.027722213044762613,0.044017355889081955,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5062816947698593,4.464241027832031,117.1006851196289,0,0,0,0.0,0,nan
10,9011,configs/experiments/reaching_recovery/manifests/v1_final.json,23.37062594105243,0.8068385422229767,20,1,0,0,0,0,0,,any,0,0,,,nan,0,0.05319366231560707,1.0,0.4725290834903717,0.04034192711114883,0.05062238499522209,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.259436010569334,2.9083120822906494,68.74044036865234,0,0,0,0.0,0,nan
11,9012,configs/experiments/reaching_recovery/manifests/v1_final.json,24.031562629964064,0.5206767581403255,14,1,0,0,0,0,0,,any,0,0,,,nan,0,0.05038420855998993,0.7000000000000001,0.37951764464378357,0.037191197010023255,0.07244624197483063,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5040495374373027,4.626403331756592,125.65337371826172,0,0,0,0.0,0,nan
12,9013,configs/experiments/reaching_recovery/manifests/v1_final.json,23.35714515980858,0.9635685980319977,23,1,0,0,0,0,0,,any,0,0,,,nan,0,0.0501549169421196,1.1500000000000001,0.3310315012931824,0.04189428687095642,0.10107941925525665,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.6156418109717576,5.527400970458984,186.69955444335938,0,0,0,0.0,0,nan
13,9014,configs/experiments/reaching_recovery/manifests/v1_final.json,21.207413710971696,0.332486167550087,7,1,0,0,0,0,0,,any,0,0,,,nan,0,0.053542234003543854,0.35000000000000003,0.6383242607116699,0.04749802393572671,0.09049909561872482,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.684870502778462,6.33430290222168,164.0111541748047,0,0,0,0.0,0,nan
14,9015,configs/experiments/reaching_recovery/manifests/v1_final.json,20.80894104474771,0.7665714621543884,4,1,0,0,0,0,0,,any,0,0,,,nan,0,0.032638926059007645,0.2,0.2836155295372009,0.1916428655385971,0.34126564860343933,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.7538981735706329,6.418225288391113,185.09063720703125,0,0,0,0.0,0,nan
15,9016,configs/experiments/reaching_recovery/manifests/v1_final.json,23.950564682719175,1.3364840708673,10,1,0,0,0,0,0,,any,0,0,,,nan,0,0.037110812962055206,0.5,0.22698575258255005,0.13364840708673,0.22141341865062714,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.46071390360593795,4.118420600891113,82.69355773925781,0,0,0,0.0,0,nan
16,9017,configs/experiments/reaching_recovery/manifests/v1_final.json,23.163542818090143,0.6413507852703333,21,1,0,0,0,0,0,,any,0,0,,,nan,0,0.05326465517282486,1.05,0.5876998901367188,0.030540513584301585,0.09148681163787842,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5257382999573436,5.1184844970703125,143.5653076171875,0,0,0,0.0,0,nan
17,9018,configs/experiments/reaching_recovery/manifests/v1_final.json,24.222161826388426,0.8510031327605247,22,1,0,0,0,0,0,,any,0,0,,,nan,0,0.04405814781785011,1.1,0.3012174367904663,0.03868196058002385,0.12537506222724915,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.27570570971478114,2.972935438156128,71.46826934814453,0,0,0,0.0,0,nan
18,9019,configs/experiments/reaching_recovery/manifests/v1_final.json,22.716877911366385,0.7173368632793427,8,1,0,0,0,0,0,,any,0,0,,,nan,0,0.05339831858873367,0.4,0.25747179985046387,0.08966710790991783,0.1739528924226761,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.4305376075208187,4.60650110244751,123.36359405517578,0,0,0,0.0,0,nan
19,9020,configs/experiments/reaching_recovery/manifests/v1_final.json,21.120535513740943,0.44302067905664444,6,1,0,0,0,0,0,,any,0,0,,,nan,0,0.04339052364230156,0.30000000000000004,0.38680499792099,0.07383677984277408,0.09243589639663696,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.6553246776262919,5.687949180603027,136.4549102783203,0,0,0,0.0,0,nan
20,9021,configs/experiments/reaching_recovery/manifests/v1_final.json,-37.71966530348759,10.907542459666729,240,0,0,0,0,0,0,,any,0,0,,,nan,0,0.2739817798137665,12.0,0.2069442719221115,0.0454480935819447,0.4160730838775635,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.34156727865338327,3.353257179260254,104.83240509033203,0,0,0,0.0,0,nan
21,9022,configs/experiments/reaching_recovery/manifests/v1_final.json,17.938879691174268,7.510935202240944,21,1,0,0,0,0,0,,any,0,0,,,nan,0,0.05299250781536102,1.05,0.20063921809196472,0.3576635810590926,0.5140255093574524,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.3213097421186311,3.357104778289795,72.77674102783203,0,0,0,0.0,0,nan
22,9023,configs/experiments/reaching_recovery/manifests/v1_final.json,15.00542897257029,9.068177595734596,35,1,0,0,0,0,0,,any,0,0,,,nan,0,0.05316915363073349,1.75,0.2567636966705322,0.2590907884495599,0.5510244965553284,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.32525553362710136,3.263640880584717,79.93357849121094,0,0,0,0.0,0,nan
23,9024,configs/experiments/reaching_recovery/manifests/v1_final.json,-72.06362152998548,15.97554604895413,240,0,0,0,0,0,0,,any,0,0,,,nan,0,0.3893497884273529,12.0,0.2837531864643097,0.06656477520397554,0.399212509393692,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.4173110189692428,4.388513088226318,153.7313690185547,0,0,0,0.0,0,nan
24,9025,configs/experiments/reaching_recovery/manifests/v1_final.json,24.58286485135302,1.859945472329855,16,1,0,0,0,0,0,,any,0,0,,,nan,0,0.05449360981583595,0.8,0.37779051065444946,0.11624659202061594,0.20056359469890594,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.3750798115506768,3.596592903137207,80.89981079101562,0,0,0,0.0,0,nan
25,9026,configs/experiments/reaching_recovery/manifests/v1_final.json,21.575278579055777,1.8233134783804417,33,1,0,0,0,0,0,,any,0,0,,,nan,0,0.05314803868532181,1.6500000000000001,0.46676188707351685,0.05525192358728611,0.0962299183011055,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.2161754644052549,2.402505397796631,59.51903533935547,0,0,0,0.0,0,nan
26,9027,configs/experiments/reaching_recovery/manifests/v1_final.json,17.627401829714152,7.18661367893219,12,1,0,0,0,0,0,,any,0,0,,,nan,0,0.05149160325527191,0.6000000000000001,0.12790977954864502,0.5988844732443491,0.8327360153198242,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.2953626699745655,3.528412342071533,86.42115020751953,0,0,0,0.0,0,nan
27,9028,configs/experiments/reaching_recovery/manifests/v1_final.json,21.25015974153809,1.2591508850455284,9,1,0,0,0,0,0,,any,0,0,,,nan,0,0.054884735494852066,0.45,0.1964525580406189,0.1399056538939476,0.279346764087677,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.587301544017262,5.546584606170654,137.3506317138672,0,0,0,0.0,0,nan
28,9029,configs/experiments/reaching_recovery/manifests/v1_final.json,24.03402017253098,1.3829279653728008,20,1,0,0,0,0,0,,any,0,0,,,nan,0,0.05410357937216759,1.0,0.30043086409568787,0.06914639826864004,0.19643068313598633,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.6326477378606796,5.382209777832031,165.7998809814453,0,0,0,0.0,0,nan
29,9030,configs/experiments/reaching_recovery/manifests/v1_final.json,23.513467189454722,1.7475434206426144,27,1,0,0,0,0,0,,any,0,0,,,nan,0,0.05468352511525154,1.35,0.25777074694633484,0.0647238303941709,0.17355723679065704,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.3476168557449623,3.364452838897705,73.537109375,0,0,0,0.0,0,nan
30,9031,configs/experiments/reaching_recovery/manifests/v1_final.json,19.722323522046846,3.7752896547317505,14,1,0,0,0,0,0,,any,0,0,,,nan,0,0.04711276665329933,0.7000000000000001,0.25654831528663635,0.26966354676655363,0.4014257490634918,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.4625061814274107,4.431089401245117,116.20235443115234,0,0,0,0.0,0,nan
31,9032,configs/experiments/reaching_recovery/manifests/v1_final.json,23.806972302554605,0.29517848789691925,12,1,0,0,0,0,0,,any,0,0,,,nan,0,0.050899092108011246,0.6000000000000001,0.5590928792953491,0.02459820732474327,0.02788904868066311,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.41664218840499717,3.9385874271392822,111.36708068847656,0,0,0,0.0,0,nan
32,9033,configs/experiments/reaching_recovery/manifests/v1_final.json,19.59386353964045,4.486706644296646,8,1,0,0,0,0,0,,any,0,0,,,nan,0,0.050436969846487045,0.4,0.16653649508953094,0.5608383305370808,0.675385594367981,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5807523261755705,5.410192012786865,137.4718017578125,0,0,0,0.0,0,nan
33,9034,configs/experiments/reaching_recovery/manifests/v1_final.json,22.278271401354477,2.0467205699533224,54,1,0,0,0,0,0,,any,0,0,,,nan,0,0.05321640521287918,2.7,0.36631524562835693,0.037902232776913375,0.07913469523191452,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5363844902496095,5.130518436431885,186.9182891845703,0,0,0,0.0,0,nan
