step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,safety_filter_solve_time_s
0,0.05,-0.0492343241570933,0.08557909727096558,0.07322601974010468,0.413174033164978,0.07914582639932632,0.35,3,0,0,0,0.37968695163726807,7.593738555908203,151.87477111816406,0.37968695163726807,passthrough,7.176149402262468e-10,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.2753840987369408,0.005081573501229286
1,0.1,-0.12918151423545027,0.09486761689186096,0.07426397502422333,0.41085636615753174,0.08814072608947754,0.35,3,0,0,0,0.5850839614868164,6.782643795013428,167.82009887695312,0.5850839614868164,passthrough,1.0613018855004214e-09,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.2727331554440312,0.004303270950913429
2,0.15000000000000002,-0.1736368595474409,0.09346798807382584,0.07798722386360168,0.4087417721748352,0.08645167201757431,0.35,3,0,0,0,0.6227543950080872,3.1406657695770264,139.18658447265625,0.6227543950080872,passthrough,1.1383862258154145e-09,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.2704774648228784,0.004412809386849403
3,0.2,-0.21511989809668086,0.1166030615568161,0.08261886239051819,0.40418076515197754,0.10920540988445282,0.35,3,0,0,0,0.5427709221839905,3.867285966873169,77.93917846679688,0.5427709221839905,passthrough,1.0773293981323003e-09,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.2684355217390967,0.004425575956702232
4,0.25,-0.18065730934384044,0.10453949868679047,0.08595534414052963,0.4006192088127136,0.09681505709886551,0.35,3,0,0,0,0.5756510496139526,3.5839874744415283,88.11722564697266,0.5756510496139526,passthrough,1.1590430944944419e-09,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.26392102041354704,0.004539215937256813
5,0.30000000000000004,-0.2347117654104303,0.13160313665866852,0.09072045236825943,0.39548182487487793,0.12342549115419388,0.35,3,0,0,0,0.6402650475502014,2.960202217102051,113.58599853515625,0.6402650475502014,passthrough,1.333535987567542e-09,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.2604220100310967,0.006507951766252518
6,0.35000000000000003,-0.19766566581222567,0.12236546725034714,0.09380929917097092,0.39108040928840637,0.11377803236246109,0.35,2,0,0,0,0.6463069319725037,4.583215713500977,136.4269256591797,0.6463069319725037,passthrough,1.2962852534405523e-09,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.25533519923120046,0.004516366869211197
7,0.4,-0.2159448878220562,0.14863383769989014,0.09647469967603683,0.3841519057750702,0.13950935006141663,0.35,2,0,0,0,0.6772338151931763,2.681614398956299,121.00670623779297,0.6772338151931763,passthrough,1.3519565941997619e-09,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.2510376872105801,0.004454439505934715
8,0.45,-0.20843875737861461,0.13886752724647522,0.09921082109212875,0.37804797291755676,0.12924738228321075,0.35,2,0,0,0,0.7038015127182007,2.5208539962768555,89.00635528564453,0.7038015127182007,passthrough,1.3330780780027485e-09,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.24527467974618172,0.004500832408666611
9,0.5,-0.24113411590297504,0.14806590974330902,0.10318134725093842,0.3717462122440338,0.13789446651935577,0.35,2,0,0,0,0.754884660243988,1.7491552829742432,68.96524810791016,0.754884660243988,passthrough,1.3982962212977208e-09,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.23969661190221214,0.00432222057133913
10,0.55,-0.26395779096349387,0.15158343315124512,0.10812117904424667,0.3655641973018646,0.14083701372146606,0.35,2,0,0,0,0.7852606177330017,0.8775352835655212,26.79437828063965,0.7852606177330017,passthrough,1.4411247239426915e-09,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.2333401553746155,0.0045684389770030975
