step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,safety_filter_solve_time_s
0,0.05,-0.8798849913907841,0.2061794549226761,0.6134714484214783,0.3721817135810852,0.19166266918182373,0.35,2,0,0,0,0.42312848567962646,8.462569236755371,169.2513885498047,0.42312848567962646,passthrough,6.705856519270763e-10,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.23548465793348466,0.002854396589100361
1,0.1,-0.9069484920355743,0.1733858734369278,0.6123729348182678,0.3648633658885956,0.15948344767093658,0.35,2,0,0,0,0.5163764953613281,5.774634838104248,203.23887634277344,0.5163764953613281,passthrough,4.0317700174662497e-10,0,0,12,,workspace_y_upper,0,0,1,solved,osqp,0.0,valid,0.2266151545612059,0.0028243064880371094
2,0.15000000000000002,-0.8945974576391938,0.1944718211889267,0.6098200082778931,0.3581388592720032,0.19033880531787872,0.35,2,0,0,0,0.6338712573051453,4.813968181610107,113.43480682373047,0.6338712573051453,passthrough,3.1133514040889145e-10,0,0,12,,workspace_y_upper,0,0,1,solved,osqp,0.0,valid,0.2201255299964046,0.0027300268411636353
3,0.2,-0.9151165745295978,0.20563830435276031,0.608021080493927,0.35245344042778015,0.20083342492580414,0.35,2,0,0,0,0.7589713335037231,4.9796600341796875,65.54768371582031,0.7589713335037231,passthrough,5.615164316241304e-10,0,0,12,,predictive_link_2,0,0,1,solved,osqp,0.0,valid,0.2144233944030381,0.0029864683747291565
4,0.25,-0.9203281401529424,0.23449701070785522,0.6053020358085632,0.3474195897579193,0.22883695363998413,0.35,2,0,0,0,0.8963387608528137,4.464106559753418,48.270694732666016,0.8963387608528137,passthrough,9.593914733295427e-10,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.20993153623780864,0.005024640820920467
5,0.30000000000000004,-0.9169498294562576,0.2580932676792145,0.6016060709953308,0.34320196509361267,0.2513733506202698,0.35,2,0,0,0,0.9779182076454163,3.904099225997925,86.1010513305664,0.9779182076454163,passthrough,1.0021054051800082e-09,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.20623930710640048,0.004366443492472172
6,0.35000000000000003,-0.9129485127267446,0.26325252652168274,0.5978647470474243,0.3403063714504242,0.2553388178348541,0.35,2,0,0,0,0.9742478132247925,4.642527103424072,114.21600341796875,0.9742478132247925,passthrough,4.834654441295311e-10,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.2034997796166338,0.00435363594442606
7,0.4,-0.9127492315080238,0.2604599893093109,0.5947807431221008,0.3389189839363098,0.2512872815132141,0.35,2,0,0,0,0.9931836128234863,1.6524165868759155,72.49800872802734,0.9931836128234863,passthrough,4.051243016054559e-10,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.2021954673118182,0.004504574462771416
8,0.45,-0.9055179233673769,0.2639153003692627,0.5914992690086365,0.33898767828941345,0.25342100858688354,0.35,2,0,0,0,1.017121434211731,3.0436599254608154,57.173583984375,1.017121434211731,passthrough,5.492431609921528e-10,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.20003087838065858,0.004458899609744549
9,0.5,-0.894187195180275,0.2543661594390869,0.5885066986083984,0.33706483244895935,0.24263396859169006,0.35,3,0,0,0,1.0385878086090088,3.1733803749084473,57.00157165527344,1.0385878086090088,passthrough,5.360031409543039e-10,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.19733365425076344,0.004383530467748642
10,0.55,-0.8908827096517578,0.22462604939937592,0.5871915221214294,0.3366544842720032,0.21194522082805634,0.35,3,0,0,0,1.040274977684021,1.8495126962661743,44.464317321777344,1.040274977684021,passthrough,8.904594946099119e-09,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.19598620886703688,0.004114731214940548
