episodes,mean_reward,success_rate,collision_rate,safety_violation_rate,mean_final_position_error,mean_min_distance,step,checkpoint,validation_csv,selected,selection_metric,validation_seed
20.0,-104.72083393023809,0.25,0.35,0.05454339027755402,0.33083613868802786,0.12137642733287066,5000,outputs/p3_geometry_fix/b4_seed4103_20k/geometry_fix_seed4103_20k/actor_step_5000.pt,outputs/p3_geometry_fix/b4_seed4103_20k/geometry_fix_seed4103_20k/checkpoint_selection/step_5000_seed_6201_episodes_20.csv,0,mean_reward,6201
20.0,-117.175512147435,0.05,0.3,0.05963919386340586,0.3512852493673563,0.11422299449332059,10000,outputs/p3_geometry_fix/b4_seed4103_20k/geometry_fix_seed4103_20k/actor_step_10000.pt,outputs/p3_geometry_fix/b4_seed4103_20k/geometry_fix_seed4103_20k/checkpoint_selection/step_10000_seed_6201_episodes_20.csv,0,mean_reward,6201
20.0,-92.245960612257,0.05,0.15,0.05372320707626808,0.31696145609021187,0.13991141642909496,15000,outputs/p3_geometry_fix/b4_seed4103_20k/geometry_fix_seed4103_20k/actor_step_15000.pt,outputs/p3_geometry_fix/b4_seed4103_20k/geometry_fix_seed4103_20k/checkpoint_selection/step_15000_seed_6201_episodes_20.csv,1,mean_reward,6201
20.0,-103.19749833054284,0.2,0.2,0.07102946674047078,0.28099997267127036,0.11341120863799006,20000,outputs/p3_geometry_fix/b4_seed4103_20k/geometry_fix_seed4103_20k/actor_step_20000.pt,outputs/p3_geometry_fix/b4_seed4103_20k/geometry_fix_seed4103_20k/checkpoint_selection/step_20000_seed_6201_episodes_20.csv,0,mean_reward,6201
