episode,reward,cost,length,success,collision,collision_capsule_overlap,collision_pybullet_contact,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,non_end_link_collision,final_position_error,completion_time,min_distance,mean_risk,max_risk,safety_violation_count,safety_violation_rate,safety_filter_intervention_rate,mean_safety_filter_intervention_norm,safety_filter_safe_stop_rate,safety_filter_infeasible_rate,safety_filter_projection_failure_rate,safety_filter_fallback_rate,safety_filter_qp_used_rate,safety_filter_qp_timeout_rate,safety_filter_compute_budget_stop_rate,predictive_near_miss_rate,min_predictive_h_m,mean_safety_filter_solve_time_s,max_safety_filter_solve_time_s,mean_safety_filter_predictive_risk_time_s,mean_safety_filter_jacobian_workspace_time_s,mean_safety_filter_projection_time_s,mean_action_variation,rms_acceleration,rms_jerk,recovery_triggered,recovery_success,recovery_steps,recovery_duration_s,initially_unsafe,initial_predictive_h_m
0,-103.56587193896155,74.33299103565514,240,0,0,0,0,,,nan,0,0.4296525716781616,12.0,0.11043717712163925,0.20438136843343577,0.8228978514671326,7,0.029166666666666667,0.3333333333333333,0.06403632339360223,0.05416666666666667,0.041666666666666664,0.0125,0.016666666666666666,0.0,0.0,0.0,0.041666666666666664,-0.009565168242688105,0.0070479138133426504,0.16255062632262707,0.0012077909079380334,0.0011764488260572155,0.004636344162281603,0.10966316869792839,1.3125863075256348,31.76288604736328,0,0,0,0.0,0,0.242922843905229
1,-42.397240209201556,28.079458622261882,133,1,0,0,0,,,nan,0,0.05362784117460251,6.65,0.17038162052631378,0.19862202131994686,0.5279712080955505,0,0.0,0.48872180451127817,0.05310713042052575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047943020117295954,0.002651896733874665,0.003657509572803974,0.0011127796724326629,0.0010885930641141154,0.00042522626515842024,0.16579237015553772,1.668702483177185,43.55531692504883,0,0,0,0.0,0,0.5238211712236268
2,-139.4781105363163,143.9183551762253,184,1,0,0,0,,,nan,0,0.051379941403865814,9.200000000000001,0.020728057250380516,0.3018745468807933,0.8755857348442078,28,0.15217391304347827,0.43478260869565216,0.11615361391515186,0.17391304347826086,0.1358695652173913,0.03804347826086957,0.005434782608695652,0.0,0.0,0.0,0.16847826086956522,-0.09942241996088151,0.008903189587568782,0.17158851120620966,0.0012177589308956394,0.0011600964429342876,0.006497316396511767,0.12134123819313296,1.387648582458496,30.85901641845703,0,0,0,0.0,0,0.1880524497448351
3,-109.10811416386873,54.12510431557894,240,0,0,0,0,,,nan,0,0.2064693719148636,12.0,0.13865911960601807,0.2137939321498076,0.6287111639976501,0,0.0,0.09583333333333334,0.011137642179786432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006332844618411382,0.002618562282683949,0.005800724029541016,0.001093675665712605,0.0010834700971220931,0.0004159619333222508,0.09888749281720569,1.0792324542999268,24.16924285888672,0,0,0,0.0,0,0.07158709488135578
4,-199.62393722667548,166.9779654480517,240,0,0,0,0,,,nan,0,0.19458557665348053,12.0,0.011929313652217388,0.35655883244083575,0.8834419250488281,25,0.10416666666666667,0.425,0.09705692211597529,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.11666666666666667,-0.11017888366255957,0.01522528960291917,0.15898367669433355,0.0011607604450546206,0.0011317892582155763,0.012906151245503376,0.1589651171506072,1.6430569887161255,33.957061767578125,0,0,0,0.0,0,0.08519591072756744
5,-98.81210590301534,59.8214882388711,240,0,0,0,0,,,nan,0,0.35904601216316223,12.0,0.12568514049053192,0.2375698204462727,0.737877368927002,0,0.0,0.30833333333333335,0.03192028505710575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021539407013501655,0.00285973276089256,0.004875023849308491,0.001211336631483088,0.0011561223305761813,0.000464712413183103,0.16479164477592956,1.6274396181106567,45.347862243652344,0,0,0,0.0,0,0.11271181035294309
6,-82.13116483363248,49.23834001086652,240,0,0,0,0,,,nan,0,0.0971158891916275,12.0,0.14785698056221008,0.18796396187196177,0.5786147117614746,0,0.0,0.24583333333333332,0.0394693814646279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010648221540378866,0.002941625751554966,0.016302463598549366,0.0012788421862448254,0.0011726581142283976,0.00046183402106786766,0.15404458494934564,1.4858530759811401,32.037567138671875,0,0,0,0.0,0,0.17365511666427436
7,-73.93571706427683,25.78771589882672,240,0,0,0,0,,,nan,0,0.5945910215377808,12.0,0.2256026566028595,0.10301558625263472,0.4005228877067566,0,0.0,0.17083333333333334,0.012347764059402072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10480320535806925,0.0029659204883500934,0.003623596392571926,0.001254693162627518,0.0012121874916677675,0.0004708359444824358,0.12701226094116766,1.328016996383667,34.09424591064453,0,0,0,0.0,0,0.2566882135378404
8,-225.81859537766874,186.06976369209588,240,0,0,0,0,,,nan,0,0.34032896161079407,12.0,0.07419536262750626,0.3028529602258156,0.8244363069534302,37,0.15416666666666667,0.5708333333333333,0.1772137688078997,0.17083333333333334,0.16666666666666666,0.004166666666666667,0.0625,0.0,0.0,0.0,0.16666666666666666,-0.045804879573998536,0.012174948262205968,0.16637289058417082,0.001237928723761191,0.0011850246616328757,0.00972413926695784,0.13310457552627972,1.4356441497802734,32.60848617553711,0,0,0,0.0,0,0.32800173698907237
9,-73.56201565330348,38.598915848881006,240,0,0,0,0,,,nan,0,0.3434467911720276,12.0,0.21299245953559875,0.15533456151994565,0.396134614944458,0,0.0,0.25,0.016009317396205747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09299246196332073,0.002760126410673062,0.003759990446269512,0.0011727308272384107,0.0011355167487636208,0.0004253092260720829,0.16448453270713798,1.720840573310852,51.88462448120117,0,0,0,0.0,0,0.2713616967514958
10,-62.13388054858842,53.86572045087814,15,0,1,1,0,,,nan,1,0.4570980966091156,0.75,-0.0027436823584139347,0.8325903018315634,0.8697275519371033,11,0.7333333333333333,1.0,0.4795719924793359,1.0,0.6,0.4,0.0,0.0,0.0,0.0,0.8666666666666667,-0.1465172080385087,0.052728569010893504,0.14745795261114836,0.0010983018204569817,0.0010489007458090783,0.05055516355981429,0.0,0.0,0.0,0,0,0,0.0,0,0.022915394769436492
11,-49.734582322859524,35.11500040255487,240,0,0,0,0,,,nan,0,0.17992699146270752,12.0,0.22831135988235474,0.139766868421187,0.2808312475681305,0,0.0,0.44583333333333336,0.05175215177000983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10831133763295858,0.002795955849190553,0.004874976351857185,0.0011791005885849397,0.0011394850172412893,0.00045063408324494956,0.07944922181389605,0.8852875828742981,20.048473358154297,0,0,0,0.0,0,0.12704097263963687
12,-113.56710193740307,53.535592218860984,222,0,1,0,1,3,upper_arm_link,-0.002344715641373879,1,0.7548573613166809,11.100000000000001,0.11737259477376938,0.17561500793037652,0.8521129488945007,1,0.0045045045045045045,0.5495495495495496,0.09525207977807383,0.018018018018018018,0.0,0.018018018018018018,0.0,0.0,0.0,0.0,0.013513513513513514,-0.02008235513505463,0.006319609177005183,0.1743552926927805,0.001451963810501872,0.0013910167061866403,0.0034446533693856486,0.15605287538707122,1.539527177810669,43.37324905395508,0,0,0,0.0,0,0.3365656958570699
13,-170.98436102955728,132.1377447862178,234,0,1,1,0,,,nan,1,0.3578104078769684,11.700000000000001,-0.007776191923767328,0.34644498091796017,0.8858250975608826,12,0.05128205128205128,0.5299145299145299,0.10657637116177597,0.0641025641025641,0.04700854700854701,0.017094017094017096,0.0,0.0,0.0,0.0,0.05982905982905983,-0.14987202054970034,0.00709967743844176,0.23968934267759323,0.0015481500169978691,0.0014725037746959263,0.004044882579045927,0.13681306664306575,1.4308991432189941,35.90556335449219,0,0,0,0.0,0,0.04009059741195109
14,-186.87527964188493,154.8943398911506,240,0,0,0,0,,,nan,0,0.22974893450737,12.0,0.0007051988504827023,0.3092511458865677,0.8812785744667053,25,0.10416666666666667,0.25833333333333336,0.06688651435708332,0.1125,0.0,0.1125,0.0,0.0,0.0,0.0,0.11666666666666667,-0.11942287488876688,0.02462048487504944,0.24483397603034973,0.0015736541710793972,0.0015040170517750084,0.021508230354326467,0.15020712442540873,1.5351338386535645,38.17218780517578,0,0,0,0.0,0,0.256828032008061
15,-162.22777722081054,119.421989005059,194,0,1,1,0,,,nan,1,0.5689768195152283,9.700000000000001,-0.004435141570866108,0.29292247018095147,0.8557684421539307,17,0.08762886597938144,0.42783505154639173,0.1085743926252101,0.0979381443298969,0.0,0.0979381443298969,0.020618556701030927,0.0,0.0,0.0,0.12886597938144329,-0.1371102737221291,0.02342185062673135,0.22074950579553843,0.0014791299166522689,0.0014313605047531963,0.020477977000445742,0.11146721477409076,1.4190049171447754,39.858154296875,0,0,0,0.0,0,0.21595746772565394
16,-94.33098871118415,72.42516628280282,240,0,0,0,0,,,nan,0,0.15110886096954346,12.0,0.12591449916362762,0.2869545663474128,0.7211980819702148,0,0.0,0.30416666666666664,0.057910700258364936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00506171140897016,0.0027699323371052744,0.004384910687804222,0.001163772342260927,0.0011411753095065555,0.0004384926326262454,0.11756294290923203,1.1490354537963867,24.993961334228516,0,0,0,0.0,0,0.22702626965630912
17,-32.95594291135096,24.505010303109884,240,0,0,0,0,,,nan,0,0.144959956407547,12.0,0.21791714429855347,0.0977753039682284,0.33475279808044434,0,0.0,0.0375,0.0013163931175314686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07631288024730454,0.00261123125286152,0.00360117107629776,0.0010914207940610746,0.0010825464463171859,0.000412134585591654,0.08108551934516678,0.903485894203186,22.99237632751465,0,0,0,0.0,0,0.09008586291247062
