episodes,mean_reward,success_rate,collision_rate,safety_violation_rate,mean_final_position_error,mean_min_distance,step,checkpoint,validation_csv,selected,selection_metric,validation_seed
20.0,-92.245960612257,0.05,0.15,0.05372320707626808,0.31696145609021187,0.13991141642909496,15000,outputs/p3_geometry_fix/b4_seed4103_20k/geometry_fix_seed4103_20k/actor_step_15000.pt,outputs/p3_geometry_fix/b4_seed4103_20k/geometry_fix_seed4103_20k/checkpoint_selection/step_15000_seed_6201_episodes_20.csv,1,mean_reward,6201
