episode,reward,cost,length,success,collision,collision_capsule_overlap,collision_pybullet_contact,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,non_end_link_collision,final_position_error,completion_time,min_distance,mean_risk,max_risk,safety_violation_count,safety_violation_rate,safety_filter_intervention_rate,mean_safety_filter_intervention_norm,safety_filter_safe_stop_rate,safety_filter_infeasible_rate,safety_filter_projection_failure_rate,safety_filter_fallback_rate,safety_filter_qp_used_rate,safety_filter_qp_timeout_rate,safety_filter_compute_budget_stop_rate,predictive_near_miss_rate,min_predictive_h_m,mean_safety_filter_solve_time_s,max_safety_filter_solve_time_s,mean_safety_filter_predictive_risk_time_s,mean_safety_filter_jacobian_workspace_time_s,mean_safety_filter_projection_time_s,mean_action_variation,rms_acceleration,rms_jerk,recovery_triggered,recovery_success,recovery_steps,recovery_duration_s,initially_unsafe,initial_predictive_h_m
10,-62.13388054858842,53.86572045087814,15,0,1,1,0,,,nan,1,0.4570980966091156,0.75,-0.0027436823584139347,0.8325903018315634,0.8697275519371033,11,0.7333333333333333,1.0,0.47310127421805925,1.0,0.6,0.4,0.0,0.0,0.0,0.0,0.8666666666666667,-0.1465172080385087,0.07379118769119183,0.19045007321983576,0.0015322934836149217,0.001419246072570483,0.0708031551912427,0.0,0.0,0.0,0,0,0,0.0,0,0.022915394769436492
11,-98.36999753977858,59.175599828362465,240,0,0,0,0,,,nan,0,0.430406779050827,12.0,0.12187119573354721,0.2328445617808029,0.7718521952629089,0,0.0,0.42916666666666664,0.06112080750618247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001871225310960678,0.003454753488767892,0.007539249956607819,0.0014068219849529366,0.001342547844008853,0.0006734919229832788,0.05612236757103043,0.6458577513694763,12.02440357208252,0,0,0,0.0,0,0.12704097263963687
12,-138.10902437559383,74.08280112221837,240,0,0,0,0,,,nan,0,0.785233736038208,12.0,0.12399690598249435,0.2768584266693021,0.7555994987487793,0,0.0,0.30416666666666664,0.07726671723082727,0.0,0.0,0.0,0.05416666666666667,0.0,0.0,0.0,0.0,0.0012541068608285522,0.010680589095378916,0.17029109876602888,0.001112441800069064,0.001083784189540893,0.008458533432955544,0.0812693040080679,0.8989466428756714,25.57807731628418,0,0,0,0.0,0,0.3365656958570699
13,-143.31940459270857,77.27721249684691,240,0,0,0,0,,,nan,0,0.5566302537918091,12.0,0.1262037456035614,0.3013661791492874,0.6873123049736023,0,0.0,0.5208333333333334,0.0646087161444509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006203727113329727,0.0026665883371606467,0.004082797095179558,0.0011194047440464298,0.0010721417027525603,0.0004495192008713881,0.10286915393080562,1.0446107387542725,24.44881820678711,0,0,0,0.0,0,0.04009059741195109
14,-135.62792898245095,70.97821462340653,240,0,0,0,0,,,nan,0,0.3360944390296936,12.0,0.12976586818695068,0.2703043933957815,0.7099326848983765,0,0.0,0.2625,0.042419422942181775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004461245440065875,0.002927976532373577,0.006286917254328728,0.0011821414344012737,0.0011408039679129919,0.0005777188887198766,0.08709851622503871,0.9483411908149719,17.303865432739258,0,0,0,0.0,0,0.256828032008061
15,-212.21886719769537,167.83842519298196,215,0,1,0,1,4,forearm_link,0.0014648544047407206,1,0.5454865097999573,10.75,0.0029948963783681393,0.3845263184329798,0.846534252166748,24,0.11162790697674418,0.5348837209302325,0.14888188206085323,0.12093023255813953,0.0,0.12093023255813953,0.004651162790697674,0.0,0.0,0.0,0.19534883720930232,-0.12272821791215577,0.022564686245696488,0.19686530902981758,0.0011165040956680164,0.0010754129957667618,0.020346409732172655,0.05657252032136501,0.8590599298477173,20.174894332885742,0,0,0,0.0,0,0.21595746772565394
16,-63.98288494238297,49.14791793562472,135,0,1,0,1,3,upper_arm_link,-0.004448515125837339,1,0.2724795937538147,6.75,0.12340868264436722,0.2840321827127978,0.7614953517913818,0,0.0,0.28888888888888886,0.04750987203244057,0.044444444444444446,0.0,0.044444444444444446,0.0,0.0,0.0,0.0,0.0,0.003408673034369203,0.008058671294539063,0.15042937640100718,0.0011575581850828947,0.001107162830454332,0.00576755670071752,0.08922009758513283,1.0794143676757812,23.175756454467773,0,0,0,0.0,0,0.22702626965630912
17,-60.1054201104194,38.946007777005434,240,0,0,0,0,,,nan,0,0.10790969431400299,12.0,0.20452052354812622,0.1545743545362105,0.3326747715473175,0,0.0,0.03333333333333333,0.0021758230647654186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08312782084095871,0.0032600726932287215,0.00565726775676012,0.001388796562484155,0.0013425337189498048,0.0004977650435951849,0.04577350473264232,0.5694170594215393,14.931041717529297,0,0,0,0.0,0,0.09008586291247062
18,-129.49376049878722,59.7650323305279,240,0,0,0,0,,,nan,0,0.40319955348968506,12.0,0.1226515993475914,0.2252818023941169,0.7513521909713745,0,0.0,0.38333333333333336,0.0598847956841629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010368257784383883,0.003148879452298085,0.0052902428433299065,0.0012984051291520396,0.001281602238304913,0.0005395256875393291,0.06518568942944208,0.7883608341217041,24.834104537963867,0,0,0,0.0,0,0.11744328506967089
19,-110.06570162934578,70.14679454825819,240,0,0,0,0,,,nan,0,0.2392391860485077,12.0,0.12148497253656387,0.2763840300574278,0.7646610736846924,0,0.0,0.26666666666666666,0.03333582055702392,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0014849635475627232,0.008839780674315989,0.15104887913912535,0.0011705866199918091,0.0011359875594886641,0.00650674554053694,0.0892232038352328,1.0092127323150635,24.033700942993164,0,0,0,0.0,0,0.3317595143069168
