episode,reward,cost,length,success,collision,collision_capsule_overlap,collision_pybullet_contact,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,non_end_link_collision,final_position_error,completion_time,min_distance,mean_risk,max_risk,safety_violation_count,safety_violation_rate,safety_filter_intervention_rate,mean_safety_filter_intervention_norm,safety_filter_safe_stop_rate,safety_filter_infeasible_rate,safety_filter_projection_failure_rate,safety_filter_fallback_rate,safety_filter_qp_used_rate,safety_filter_qp_timeout_rate,safety_filter_compute_budget_stop_rate,predictive_near_miss_rate,min_predictive_h_m,mean_safety_filter_solve_time_s,max_safety_filter_solve_time_s,mean_safety_filter_predictive_risk_time_s,mean_safety_filter_jacobian_workspace_time_s,mean_safety_filter_projection_time_s,mean_action_variation,rms_acceleration,rms_jerk,recovery_triggered,recovery_success,recovery_steps,recovery_duration_s,initially_unsafe,initial_predictive_h_m
0,-140.23823810215467,109.06505005434155,177,0,1,0,1,4,forearm_link,-0.001214719984298199,1,0.2650658190250397,8.85,0.0856623724102974,0.303263942390091,0.8981744647026062,14,0.07909604519774012,0.2655367231638418,0.07704069787156557,0.12994350282485875,0.1016949152542373,0.02824858757062147,0.005649717514124294,0.0,0.0,0.0,0.10734463276836158,-0.06839210327421276,0.007658126637718435,0.16419644840061665,0.001224187381649758,0.001189806982664402,0.00521501458360482,0.09182316220581195,1.2788888216018677,31.583858489990234,0,0,0,0.0,0,0.242922843905229
1,-138.26464271954603,36.12957366369665,240,0,0,0,0,,,nan,0,0.32176530361175537,12.0,0.1548871099948883,0.1435493906106179,0.6276904344558716,0,0.0,0.7666666666666667,0.13983290656200253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022989087229180527,0.0033444247169730564,0.007148992270231247,0.0014197845477610827,0.0013402636822623512,0.0005532208907728394,0.07295224711609384,0.8497313261032104,21.744667053222656,0,0,0,0.0,0,0.5238211712236268
2,-209.15767376658036,183.14410063251853,178,0,1,1,1,6|7,wrist_2_link|wrist_3_link,-0.006802000931465989,1,0.39036640524864197,8.9,-0.010859193280339241,0.39859844161344044,0.8928710222244263,33,0.1853932584269663,0.4157303370786517,0.12596467070588038,0.21348314606741572,0.20224719101123595,0.011235955056179775,0.0056179775280898875,0.0,0.0,0.0,0.21348314606741572,-0.16175377077550163,0.0057286837640521905,0.20570532977581024,0.001204741836180178,0.0011744484033310012,0.003321967710311828,0.0879194323507169,1.179445743560791,26.11827278137207,0,0,0,0.0,0,0.1880524497448351
3,-113.42634868111107,80.55694857239723,240,0,0,0,0,,,nan,0,0.3954426050186157,12.0,0.12525275349617004,0.31948744834711157,0.6740455031394958,0,0.0,0.29583333333333334,0.060662742269478244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,-0.013617193864672639,0.003515446407254785,0.004994774237275124,0.0015013845404610038,0.0014284944472213587,0.00055181544739753,0.0688705273787491,0.7634641528129578,22.876739501953125,0,0,0,0.0,0,0.07158709488135578
4,-109.67404565033851,77.46301406994462,240,0,0,0,0,,,nan,0,0.290591835975647,12.0,0.13039487600326538,0.2956980555395906,0.684104859828949,0,0.0,0.25416666666666665,0.024822847568768337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005457570173494408,0.003692915092688054,0.00677026342600584,0.0015566037928995988,0.0015243725657152632,0.00057695567375049,0.1129881327583765,1.164090871810913,19.97966957092285,0,0,0,0.0,0,0.08519591072756744
5,-43.62726101593474,38.86126519367099,127,1,0,0,0,,,nan,0,0.05437412112951279,6.3500000000000005,0.12322672456502914,0.2927511173234446,0.7312626838684082,0,0.0,0.36220472440944884,0.029462434314545184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032267380143650715,0.0029582341575599093,0.005019394680857658,0.001253864273252919,0.0012064657841376432,0.00046931620041920446,0.08765901495357901,1.0231592655181885,29.856630325317383,0,0,0,0.0,0,0.11271181035294309
6,-103.87379365929304,57.74438033811748,240,0,0,0,0,,,nan,0,0.32197973132133484,12.0,0.16281354427337646,0.21573132997533928,0.47891268134117126,0,0.0,0.20416666666666666,0.025424567597343836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008351909292127924,0.0034170542804834742,0.005432106554508209,0.0014399125201938054,0.0013993287226185202,0.0005451610273060699,0.10960443374545624,1.1945528984069824,33.04875564575195,0,0,0,0.0,0,0.17365511666427436
7,-81.58135386127955,27.166025219485164,240,0,0,0,0,,,nan,0,0.3600185811519623,12.0,0.20517852902412415,0.10885705898205439,0.4010619521141052,0,0.0,0.625,0.11513119538731872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08103914796669603,0.0025650298960196477,0.006182492710649967,0.0010661287854115168,0.0010459662647917868,0.00042861124966293574,0.0488461168075446,0.6827396750450134,16.54825782775879,0,0,0,0.0,0,0.2566882135378404
8,-137.44125419360694,122.61114709451795,240,0,0,0,0,,,nan,0,0.23098087310791016,12.0,0.10884691029787064,0.250767171708867,0.8128209114074707,20,0.08333333333333333,0.26666666666666666,0.07770794361771526,0.09166666666666666,0.07916666666666666,0.0125,0.0125,0.0,0.0,0.0,0.09583333333333334,-0.011177865352936467,0.00637823324650526,0.1608583014458418,0.0011947969207540155,0.0011559530277736485,0.003999503899831325,0.07273762463009917,0.9310120344161987,28.2355899810791,0,0,0,0.0,0,0.32800173698907237
9,-112.79876088110427,73.06448607891798,220,0,1,0,1,3,upper_arm_link,0.0010206752457650357,1,0.2613418698310852,11.0,0.12490155547857285,0.2827781518074599,0.7039997577667236,0,0.0,0.08636363636363636,0.005203795780506453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003985530996189091,0.0031723771752281624,0.006265309639275074,0.001351506385782903,0.001303809445182031,0.00048674735325303944,0.10104989038822665,1.0927550792694092,33.054893493652344,0,0,0,0.0,0,0.2713616967514958
