step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
0,0.05,-0.9816013207707703,0.5121639966964722,0.4278455972671509,0.20782557129859924,0.42410770058631897,0.35,4,0,0,0,0.26246923208236694,5.24938440322876,104.98768615722656,0.3499999940395355,0.7072005641777664,0.05657604513422132,1,1,0,0,0.05657604513422132,0.3499999940395355,filtered,0.10595723114839604,0,0,12,,predictive_link_4,0,0,1,solved,osqp,0.0,valid,0.05657604513422132,0.632525541|0.64752554|0.450047083|0.0844655816|0.0565760451|0.0593645584,0.752525541|0.76752554|0.570047083|0.204465582|0.176576045|0.179364558,0.752525541|0.76752554|0.570047083|0.204465582|0.176576045|0.179364558,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.0052114067|0.0670442603|0.124676539|0.123319192,-0.159923826|0|-0.149632409|-0.216115431|-0.247755583|-0.245058376,2.37017834|2.59010216|1.64534451|0.188791156|0.103225137|0.11571905,0.642646432|0.516931176|0.501460373,0.0183418188|-0.249963105|-0.0890656784,0.006739539094269276,0.0017054984346032143,0.0014064256101846695,0.002115054987370968
1,0.1,-0.9505205109924193,0.4552406966686249,0.4343717694282532,0.20414510369300842,0.364338755607605,0.35,4,0,0,0,0.3499999940395355,2.1237871646881104,77.8023681640625,0.3499999940395355,0.6298406726370511,0.050387253810964094,1,1,0,0,0.05657604513422132,0.3499999940395355,passthrough,4.7056636910840245e-11,0,0,12,,predictive_link_4,0,0,1,solved,osqp,0.0,valid,0.050387253810964094,0.62459266|0.639592648|0.442406797|0.0770270965|0.0503872538|0.0532406256,0.74459266|0.759592648|0.562406797|0.197027096|0.170387254|0.173240626,0.74459266|0.759592648|0.562406797|0.197027096|0.170387254|0.173240626,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.00198756088|0.101153049|0.171863471|0.168660007,-0.157373309|0|-0.146585768|-0.215062271|-0.247350762|-0.245004862,2.34099733|2.55837059|1.62502898|0.194199163|0.126061724|0.136617647,0.64356339|0.504432797|0.497007191,0.0183418188|-0.249963105|-0.0890656784,0.007000252604484558,0.0018300889059901237,0.0016519641503691673,0.002017708495259285
2,0.15000000000000002,-0.971954155965354,0.46678468585014343,0.4408430755138397,0.20056509971618652,0.3730494976043701,0.35,4,0,0,0,0.3499999940395355,0.08521254360675812,41.900299072265625,0.3499999940395355,0.5833787202413218,0.046670297619305745,1,1,0,0,0.05657604513422132,0.3499999940395355,passthrough,4.4063380114195095e-11,0,0,12,,predictive_link_4,0,0,1,solved,osqp,0.0,valid,0.046670297619305745,0.616789138|0.63178911|0.435258319|0.0714008252|0.0466702976|0.0494783274,0.736789138|0.75178911|0.555258319|0.191400825|0.166670298|0.169478327,0.736789138|0.75178911|0.555258319|0.191400825|0.166670298|0.169478327,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.00341826439|0.104581503|0.174377656|0.170578935,-0.154754256|0|-0.143633081|-0.214974257|-0.247596789|-0.244827788,2.3124023|2.52715644|1.60081846|0.175210547|0.113462058|0.123664457,0.644480348|0.491934657|0.492554009,0.0183418188|-0.249963105|-0.0890656784,0.005743704736232758,0.0009800130501389503,0.0014337766915559769,0.0022442229092121124
3,0.2,-0.9956412453083124,0.4784635603427887,0.44734033942222595,0.19708117842674255,0.38409876823425293,0.35,4,0,0,0,0.3499999940395355,0.04196019470691681,1.1951321363449097,0.3499999940395355,0.5382831218578015,0.043062649748624116,1,1,0,0,0.05657604513422132,0.3499999940395355,passthrough,4.20729287663793e-11,0,0,12,,predictive_link_4,0,0,1,solved,osqp,0.0,valid,0.043062649748624116,0.609118369|0.624118352|0.428330979|0.0659485725|0.0430626497|0.0458167049,0.729118369|0.744118352|0.548330979|0.185948572|0.16306265|0.165816705,0.729118369|0.744118352|0.548330979|0.185948572|0.16306265|0.165816705,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.00379418464|0.107231393|0.176696752|0.172313939,-0.152065371|0|-0.140586568|-0.214804818|-0.247777153|-0.244546101,2.28440811|2.49647341|1.57653153|0.156220864|0.101170198|0.111034658,0.645397305|0.479436636|0.488100827,0.0183418188|-0.249963105|-0.0890656784,0.004307600669562817,0.0009589660912752151,0.0009022168815135956,0.0016283392906188965
4,0.25,-1.0204559455864957,0.4901812672615051,0.4539075791835785,0.19369173049926758,0.3974759578704834,0.35,4,0,0,0,0.3499999940395355,0.04263098165392876,0.7052130103111267,0.3499999940395355,0.49448906195929954,0.03955912495674396,1,1,0,0,0.05657604513422132,0.3499999940395355,passthrough,4.0663943523089315e-11,0,0,12,,predictive_link_4,0,0,1,solved,osqp,0.0,valid,0.03955912495674396,0.601583814|0.616583795|0.421576735|0.0606363897|0.039559125|0.0422534433,0.721583814|0.736583795|0.541576735|0.18063639|0.159559125|0.162253443,0.721583814|0.736583795|0.541576735|0.18063639|0.159559125|0.162253443,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.00355239262|0.109439349|0.178908984|0.173973429,-0.149305403|0|-0.137454233|-0.214575042|-0.247897061|-0.244184411,2.25702985|2.46633518|1.5524051|0.137409866|0.0892484232|0.0988027911,0.646314263|0.466938615|0.483647645,0.0183418188|-0.249963105|-0.0890656784,0.006884690374135971,0.0016895290464162827,0.0015251832082867622,0.002286333590745926
5,0.30000000000000004,-1.0460544862719368,0.5018656253814697,0.4605707824230194,0.19039660692214966,0.4115274250507355,0.35,4,0,0,0,0.3499999940395355,0.05579758435487747,0.4509194493293762,0.3499999940395355,0.451975033412038,0.03615800267296304,1,1,0,0,0.05657604513422132,0.3499999940395355,passthrough,3.961775536349513e-11,0,0,12,,predictive_link_4,0,0,1,solved,osqp,0.0,valid,0.03615800267296304,0.594189056|0.60918905|0.414969355|0.0554459405|0.0361580027|0.0387894689,0.714189056|0.72918905|0.534969355|0.175445941|0.156158003|0.158789469,0.714189056|0.72918905|0.534969355|0.175445941|0.156158003|0.158789469,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.00292044384|0.111373636|0.18104666|0.175602613,-0.146473184|0|-0.134240738|-0.214296007|-0.247957175|-0.243755453,2.23028304|2.4367562|1.52855712|0.118861391|0.0777214955|0.0870050358,0.647231221|0.454440594|0.479194462,0.0183418188|-0.249963105|-0.0890656784,0.006540847942233086,0.0014881556853652,0.001557355746626854,0.0022487537935376167
6,0.35000000000000003,-1.0763660371884618,0.5176265239715576,0.4673440158367157,0.18715831637382507,0.4261772930622101,0.35,4,0,0,0,0.3499999940395355,0.06734193116426468,0.30707570910453796,0.3499999940395355,0.4107429328599227,0.032859434628793815,1,1,0,0,0.05657604513422132,0.3499999940395355,passthrough,3.88108609163897e-11,0,0,12,,predictive_link_4,0,0,1,solved,osqp,0.0,valid,0.032859434628793815,0.586937736|0.601937736|0.408493003|0.0503661151|0.0328594346|0.035427762,0.706937736|0.721937736|0.528493003|0.170366115|0.152859435|0.155427762,0.706937736|0.721937736|0.528493003|0.170366115|0.152859435|0.155427762,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.00202795033|0.113127501|0.183121945|0.177223884,-0.143567614|0|-0.130949179|-0.21397359|-0.247955231|-0.243267231,2.20418333|2.40775094|1.50505078|0.100618371|0.0666044526|0.0756677019,0.648148179|0.441942573|0.47474128,0.0183418188|-0.249963105|-0.0890656784,0.006587277166545391,0.001825425773859024,0.0013435343280434608,0.002161857672035694
7,0.4,-1.1087553987534409,0.5349248051643372,0.4742347300052643,0.18388229608535767,0.44138890504837036,0.35,4,0,0,0,0.3499999940395355,0.07617538422346115,0.22104273736476898,0.3499999940395355,0.3707978474878054,0.029663827799024434,1,1,0,0,0.05657604513422132,0.3499999940395355,passthrough,3.816675332320944e-11,0,0,12,,predictive_link_4,0,0,1,solved,osqp,0.0,valid,0.029663827799024434,0.579833547|0.594833547|0.402138565|0.0453902604|0.0296638278|0.0321713509,0.699833547|0.714833547|0.522138565|0.16539026|0.149663828|0.152171351,0.699833547|0.714833547|0.522138565|0.16539026|0.149663828|0.152171351,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.00095358755|0.114755911|0.185138864|0.178847586,-0.14058767|0|-0.127581668|-0.213610099|-0.247887217|-0.242723638,2.17874652|2.37933419|1.48192618|0.0827068534|0.0559069586|0.0648093518,0.649065137|0.429444551|0.470288098,0.0183418188|-0.249963105|-0.0890656784,0.0073079317808151245,0.001678958535194397,0.0015178602188825607,0.0027137277647852898
8,0.45,-1.1412102874610297,0.5526508688926697,0.4812038838863373,0.1805671751499176,0.4567544460296631,0.35,4,0,0,0,0.3499999940395355,0.05412711575627327,0.49752184748649597,0.3499999940395355,0.3320256413876871,0.026562051311014967,1,1,0,0,0.05657604513422132,0.3499999940395355,passthrough,3.761120500387086e-11,0,0,12,,predictive_link_4,0,0,1,solved,osqp,0.0,valid,0.026562051311014967,0.572880232|0.587880232|0.395900718|0.0405143505|0.0265620513|0.0290234901,0.692880232|0.707880232|0.515900718|0.160514351|0.146562051|0.14902349,0.692880232|0.707880232|0.515900718|0.160514351|0.146562051|0.14902349,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.000321019814|0.116591887|0.185500696|0.180339833,-0.137532414|0|-0.124139801|-0.213205323|-0.247244687|-0.242126731,2.15398851|2.35152093|1.45978409|0.065443966|0.0445042144|0.0543070614,0.649982095|0.41694653|0.465834916,0.0183418188|-0.249963105|-0.0890656784,0.006475131027400494,0.001636497676372528,0.001342620700597763,0.002073107287287712
9,0.5,-1.1733082297626019,0.570823073387146,0.4881938099861145,0.1772182583808899,0.472080260515213,0.35,4,0,0,0,0.3499999940395355,0.03071838989853859,0.8302252888679504,0.3499999940395355,0.2932388466813436,0.02345910773450749,1,1,0,0,0.05657604513422132,0.3499999940395355,passthrough,3.714272798590815e-11,0,0,12,,predictive_link_4,0,0,1,solved,osqp,0.0,valid,0.02345910773450749,0.566081577|0.581081573|0.389805212|0.0357505796|0.0234591077|0.025979614,0.686081577|0.701081573|0.509805212|0.15575058|0.143459108|0.145979614,0.686081577|0.701081573|0.509805212|0.15575058|0.143459108|0.145979614,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.000417076072|0.118746302|0.183463595|0.181573369,-0.134401009|0|-0.120619039|-0.212741918|-0.245734918|-0.241466269,2.1299253|2.32432629|1.43901889|0.0490067024|0.0315651081|0.0440255553,0.650899053|0.404448509|0.461381733,0.0183418188|-0.249963105|-0.0890656784,0.007006916217505932,0.0017361538484692574,0.0016040783375501633,0.002262316644191742
