episode,step,episode_reward,episode_cost,episode_length,success,collision,safety_violation_rate,min_distance,mean_risk,safety_filter_intervention_rate,mean_safety_filter_intervention_norm,safety_filter_safe_stop_rate,safety_filter_infeasible_rate,safety_filter_projection_failure_rate,predictive_near_miss_rate,min_predictive_h_m,mean_safety_filter_solve_time_s,lambda,alpha
12,2317,-124.81526954216181,69.41536805033684,240,0,0,0.0,0.12452883273363113,0.26757485620522253,0.8875,0.08676170938209639,0.0,0.0,0.0,0.0,0.002601765882728979,0.00413436961437886,0.0,0.1365484744310379
13,2531,-143.73144461112577,100.89553918503225,214,0,1,0.04205607476635514,0.0036889552138745785,0.28094229695744044,0.8551401869158879,0.10722892874993543,0.07009345794392523,0.0,0.07009345794392523,0.0514018691588785,-0.13479879129340827,0.013470429387465815,0.0,0.1286727488040924
14,2628,-149.27020077403796,92.05779156088829,97,0,1,0.10309278350515463,-0.008649589493870735,0.5105715879459971,0.9175257731958762,0.12742128841648456,0.13402061855670103,0.12371134020618557,0.010309278350515464,0.12371134020618557,-0.14365423406762146,0.004734667354100144,0.0,0.12530355155467987
15,2868,-199.38916523487774,61.46930933184922,240,0,0,0.0,0.12726499140262604,0.23416054495610297,0.825,0.08764384093662221,0.0,0.0,0.0,0.0,0.0021833106414466674,0.0035437965338739256,0.0,0.1175052747130394
16,3108,-301.08590242687444,71.31298984773457,240,0,0,0.0,0.1355435848236084,0.2702536504017189,0.8125,0.11817104366555764,0.020833333333333332,0.020833333333333332,0.0,0.0,0.0012618125323234364,0.003962330974172801,0.0,0.11043260246515274
17,3348,-181.08486819300552,29.014027981087565,240,0,0,0.0,0.16401615738868713,0.1169104388449341,0.8833333333333333,0.15246106665660625,0.0,0.0,0.0,0.0,0.04401615351474647,0.0043266055872663856,0.0,0.10398507863283157
18,3364,19.823083079977287,3.64349003136158,16,1,0,0.0,0.3611574172973633,0.21583798993378878,0.5,0.024357712756231102,0.0,0.0,0.0,0.0,0.20594667919712384,0.0030368415755219758,0.0,0.10357335954904556
19,3604,-119.21843017761299,38.909384006634355,240,0,0,0.0,0.13612781465053558,0.1562414162248994,0.7291666666666666,0.11111744939408745,0.004166666666666667,0.004166666666666667,0.0,0.0,0.016127804234093157,0.003697840846143663,0.0,0.09774094820022583
20,3844,-82.14270449426277,28.733436215668917,240,0,0,0.0,0.20619405806064606,0.11633632918043683,0.7583333333333333,0.10962558137087353,0.0,0.0,0.0,0.0,0.07994735700868405,0.004629497870337218,0.0,0.09226980805397034
21,4084,-49.31150606327997,21.231509398669004,240,0,0,0.0,0.29275164008140564,0.08635121977422386,0.8208333333333333,0.13560252057301964,0.0,0.0,0.0,0.0,0.16934620717158982,0.003882156549176822,0.0,0.08702246844768524
22,4324,-114.51013576421231,66.20778357051313,240,0,0,0.0,0.1332075595855713,0.25481658294641724,0.5333333333333333,0.03959320178964627,0.0,0.0,0.0,0.0,0.010383391481864457,0.004127718473318965,0.0,0.08196218311786652
23,4564,-120.35943521248406,42.72972702048719,240,0,0,0.0,0.15085101127624512,0.16884522698819637,0.5583333333333333,0.047436668211600516,0.004166666666666667,0.004166666666666667,0.0,0.0,0.016802263989373456,0.004124362615402788,0.0,0.07701312750577927
24,4804,-98.76208322500482,53.42708150111139,240,0,0,0.0,0.13791295886039734,0.20121317110800493,0.7291666666666666,0.10043062558581178,0.0,0.0,0.0,0.0,0.003401632856395248,0.00401878646419694,0.0,0.072212815284729
25,5044,-144.47240693511264,38.41546749137342,240,0,0,0.0,0.18892477452754974,0.152586157922633,0.6041666666666666,0.05597441322836379,0.0,0.0,0.0,0.0,0.06892477202471076,0.0033471888513304294,0.0,0.06765488535165787
26,5138,-10.078971423894838,21.219644345343113,94,1,0,0.0,0.17855076491832733,0.2109387220537409,0.4787234042553192,0.030433488813473235,0.0,0.0,0.0,0.0,0.05444290726552364,0.002979688574262756,0.0,0.0659407526254654
27,5356,-244.2666503554485,119.32715667411685,218,0,1,0.06422018348623854,0.04838115721940994,0.2994106836070161,0.7660550458715596,0.15520694528119133,0.05963302752293578,0.013761467889908258,0.045871559633027525,0.05963302752293578,-0.07176358354855769,0.02421386156299519,0.0,0.06208307668566704
28,5596,-132.3697252724544,49.76474130526185,240,0,0,0.0,0.13057072460651398,0.1951325684475402,0.45416666666666666,0.026828913145325126,0.0,0.0,0.0,0.0,0.004899518443245321,0.0031279141549021006,0.0,0.0581408329308033
29,5836,-68.16655236406612,39.95064005814493,240,0,0,0.0,0.1692572981119156,0.1557023723066474,0.5833333333333334,0.06182403839586383,0.0,0.0,0.0,0.0,0.049257050980471784,0.0031800632636683683,0.0,0.05461244285106659
30,5837,19.85818387666214,0.25409531593322754,1,1,0,0.0,0.35700687766075134,0.23665358126163483,1.0,0.036816332484508635,0.0,0.0,0.0,0.0,0.22126905696485327,0.00202059093862772,0.0,0.05459859222173691
31,6077,-206.6810506515237,76.99192021787167,240,0,0,0.0,0.1210823580622673,0.29815189852379265,0.7333333333333333,0.12988451560402292,0.0,0.0,0.0,0.0,0.00012303162852009275,0.02578875651427855,0.0,0.05143718793988228
32,6317,-98.03348120806217,55.886933194473386,240,0,0,0.0,0.13528184592723846,0.2090165639994666,0.4708333333333333,0.05305920113167814,0.0,0.0,0.0,0.0,0.003710924893103984,0.005128502799198032,0.0,0.048567164689302444
33,6557,-91.77352248263458,63.656052362173796,240,0,0,0.0,0.13673095405101776,0.2414672192108507,0.6125,0.03782289936243862,0.0,0.0,0.0,0.0,0.01408298287801335,0.003457219553335259,0.0,0.04588009789586067
34,6797,-65.46940722029316,52.23286070115864,240,0,0,0.0,0.1384068727493286,0.20606511400546879,0.5166666666666667,0.035859454155089086,0.0,0.0,0.0,0.0,0.01364172108765399,0.003698745695874095,0.0,0.04330623522400856
35,6828,-56.711142204801064,52.059012562036514,31,0,1,0.25806451612903225,-0.010089649818837643,0.5749581475411693,0.8064516129032258,0.16538488651500904,0.3548387096774194,0.0,0.3548387096774194,0.3225806451612903,-0.16528474690663442,0.06759043170079108,0.0,0.04298778995871544
36,7068,-152.5626921474748,98.79623449966311,240,0,0,0.0,0.1251601129770279,0.35856430350492396,0.6125,0.06780049263510532,0.0,0.0,0.0,0.0,0.0026379532386187066,0.0037528318197776874,0.0,0.040601037442684174
37,7110,-25.693188897849648,24.09452998638153,42,0,1,0.0,0.14555931091308594,0.35070909098500297,0.35714285714285715,0.012302017122630524,0.0,0.0,0.0,0.0,0.01755367507658806,0.0038278010185985338,0.0,0.04018926993012428
38,7339,-129.24433272996444,81.13843083195388,229,0,1,0.0,0.12141462415456772,0.2920318933846388,0.5851528384279476,0.09741862243226193,0.0,0.0,0.0,0.0,0.0006391445452147426,0.010246940384167512,0.0,0.038040485233068466
39,7470,-0.9734554903631967,18.001690723001957,131,1,0,0.0,0.289366215467453,0.13142119313924366,0.5801526717557252,0.029726394438100337,0.0,0.0,0.0,0.0,0.14452963192048268,0.002924149344099387,0.0,0.0368732251226902
40,7710,-105.25661905978106,55.413041945546865,240,0,0,0.0,0.1270911693572998,0.21181547803183395,0.5041666666666667,0.060352679003440664,0.0,0.0,0.0,0.0,0.005127611486093975,0.003854434327998509,0.0,0.034865617752075195
41,7747,-81.38615334466621,56.181770116090775,37,0,1,0.24324324324324326,0.005230733659118414,0.5207318498476131,0.8108108108108109,0.2803586792405115,0.32432432432432434,0.0,0.32432432432432434,0.2972972972972973,-0.14156868459220495,0.0734330624895724,0.0,0.03457923233509064
42,7987,-66.8224702251132,43.32115752622485,240,0,0,0.0,0.12069215625524521,0.17261732985886435,0.7083333333333334,0.12193470327763196,0.029166666666666667,0.029166666666666667,0.0,0.0,0.0005618497210476692,0.004160474935391297,0.0,0.03276436775922775
43,8227,-82.719771569445,53.465452479198575,240,0,0,0.0,0.15029075741767883,0.2003955518438791,0.49583333333333335,0.03291760169048729,0.0,0.0,0.0,0.0,0.005602565967198936,0.0033020765831073126,0.0,0.03108707256615162
44,8467,-94.99470022259919,36.72213203087449,240,0,0,0.0,0.22201037406921387,0.1475765459627534,0.3958333333333333,0.01650041917342519,0.0,0.0,0.0,0.0,0.10201037362660098,0.004021983333708097,0.0,0.029568815603852272
45,8707,-184.83256696903032,64.32712353765965,240,0,0,0.0,0.12923666834831238,0.2535058975452557,0.4875,0.03639212334383361,0.0,0.0,0.0,0.0,0.0019860869179092466,0.0032953275134786964,0.0,0.0281994566321373
46,8947,-60.96708152922182,20.758379405364394,240,0,0,0.0,0.2319048047065735,0.08380472640662144,0.65,0.0549462677286906,0.0,0.0,0.0,0.0,0.10924091037742412,0.0035648144160707793,0.0,0.026978321373462677
47,9187,-158.99085668476272,60.14723473787308,240,0,0,0.0,0.12410558015108109,0.23215122558176518,0.5,0.04908412964703197,0.0,0.0,0.0,0.0,0.0012449980342126854,0.00467215203292047,0.0,0.025833668187260628
48,9427,-84.23594842632002,73.11884095333517,240,0,0,0.0,0.12165864557027817,0.2874849618878216,0.6625,0.09770926255228862,0.0,0.0,0.0,0.0,0.0016586601698671544,0.0049713154323399065,0.0,0.02476521208882332
49,9667,-120.34071980617436,59.5144881606102,240,0,0,0.0,0.13731271028518677,0.23259587897919118,0.32916666666666666,0.0282882529887228,0.0,0.0,0.0,0.0,0.0011080838017822336,0.003853260038886219,0.0,0.02378416620194912
50,9907,-63.946233903731645,45.45807446166873,240,0,0,0.0,0.13625898957252502,0.1793777066593369,0.6416666666666667,0.0644237894596543,0.0,0.0,0.0,0.0,0.012139913962893212,0.007259365838641922,0.0,0.02285868301987648
51,10147,-72.76199755892902,43.151328440755606,240,0,0,0.0,0.19300702214241028,0.16865387191840758,0.5375,0.05171700116983932,0.0,0.0,0.0,0.0,0.0730070302440256,0.003830427792854607,0.0,0.021990099921822548
52,10387,-68.85478906821511,42.781887881457806,240,0,0,0.0,0.1708468198776245,0.16551503459146868,0.3958333333333333,0.019199545050343946,0.0,0.0,0.0,0.0,0.05084682520058631,0.004333362875816722,0.0,0.021105412393808365
53,10627,-110.53003200898284,64.48781425133348,240,0,0,0.0,0.13669368624687195,0.2572678533848375,0.3,0.011306297244731452,0.0,0.0,0.0,0.0,0.013417987284271016,0.003193735897851487,0.0,0.02038901299238205
54,10867,-71.08809468025513,40.56807931140065,240,0,0,0.0,0.22223544120788574,0.16026121362422904,0.4125,0.02156268085129607,0.0,0.0,0.0,0.0,0.1022354650550853,0.003455550328362733,0.0,0.019777720794081688
55,11001,-28.13014545102422,34.84092810191214,134,1,0,0.0,0.12913399934768677,0.23748776750333273,0.7686567164179104,0.11627900407269517,0.0,0.0,0.0,0.0,0.009134004329613754,0.004107779517436206,0.0,0.019460059702396393
56,11241,-150.8578406755809,45.639773804694414,240,0,0,0.0,0.12433939427137375,0.18264244270976632,0.8208333333333333,0.22263531246559554,0.0,0.0,0.0,0.0,0.0043394158092251445,0.00367772220633924,0.0,0.018917491659522057
57,11470,-150.63419278735083,110.56658918969333,229,0,1,0.0611353711790393,0.01390116848051548,0.25161772947677097,0.5851528384279476,0.09874269956715302,0.07423580786026202,0.021834061135371178,0.05240174672489083,0.06986899563318777,-0.12126703957868155,0.012111267066808767,0.0,0.018524006009101868
58,11509,-32.14258050378294,23.757415503263474,39,0,1,0.0,0.14696261286735535,0.36937548258365727,0.10256410256410256,0.0026087420158724525,0.0,0.0,0.0,0.0,0.020030188524937986,0.004336928972640099,0.0,0.018448427319526672
59,11749,-68.32866850483765,51.87559147179127,240,0,0,0.0,0.1496354341506958,0.20979385987545054,0.45416666666666666,0.022894997556374145,0.0,0.0,0.0,0.0,0.029635437172857493,0.003868127280535797,0.0,0.0180478785187006
60,11989,-53.67627165995313,33.505529480054975,240,0,0,0.0,0.25371038913726807,0.13231779340809832,0.3875,0.01627231349032101,0.0,0.0,0.0,0.0,0.11632959388539443,0.0038813663568968574,0.0,0.01776895485818386
61,12110,-14.81116247635471,23.85122157819569,121,1,0,0.0,0.14562398195266724,0.17945742648679855,0.48760330578512395,0.03741584533669252,0.0,0.0,0.0,0.0,0.009260908065697293,0.0037420714073929905,0.0,0.017670677974820137
62,12124,-52.91822303091416,50.16362190246582,14,0,1,0.7142857142857143,-0.010233624838292599,0.8470980652741024,1.0,0.36121209293202483,1.0,0.5,0.5,0.8571428571428571,-0.1594088098959524,0.08960293858711209,0.0,0.017659012228250504
63,12364,-75.96318824322731,32.825405452400446,240,0,0,0.0,0.19864565134048462,0.13479373986677576,0.22083333333333333,0.009729695436578166,0.0,0.0,0.0,0.0,0.07864566254024735,0.003654739388730377,0.0,0.017611920833587646
64,12604,-133.84349960449734,33.189199697226286,240,0,0,0.0,0.22395116090774536,0.13066159912074607,0.4041666666666667,0.019516462106411125,0.0,0.0,0.0,0.0,0.09577504601609643,0.003839731969249745,0.0,0.017484381794929504
65,12621,21.482727663934597,1.455057553946972,17,1,0,0.0,0.45141881704330444,0.08180678986451205,0.47058823529411764,0.024730089450714546,0.0,0.0,0.0,0.0,0.3175681133742669,0.003022737308021854,0.0,0.01749325543642044
66,12861,-116.04358555615643,62.47186189703643,240,0,0,0.0,0.12714146077632904,0.23409350006841123,0.7458333333333333,0.16159838318023462,0.0,0.0,0.0,0.0,0.0038481039564335906,0.0038990054279565813,0.0,0.01756899245083332
67,13101,-169.55811915670182,138.57248417288065,240,0,0,0.07083333333333333,0.10753590613603592,0.3437341349044194,0.6583333333333333,0.10761826281617083,0.075,0.06666666666666667,0.008333333333333333,0.08333333333333333,-0.0124737639987621,0.009664020958977441,0.0,0.017799388617277145
68,13341,-150.671028433052,62.880218578502536,240,0,0,0.0,0.12712281942367554,0.23874865749385207,0.8125,0.14206503278274696,0.0,0.0,0.0,0.0,0.0014489613024418202,0.0036247611627914012,0.0,0.017870519310235977
69,13581,-91.16467565920415,42.65647339634597,240,0,0,0.0,0.13841937482357025,0.16641551315163572,0.5833333333333334,0.0672015320830606,0.0,0.0,0.0,0.0,0.014146531923071859,0.0037986138951964675,0.0,0.017930174246430397
70,13821,-95.75734648199234,53.24209278263152,240,0,0,0.0,0.14561690390110016,0.20425123469127962,0.65,0.10340681682075183,0.0,0.0,0.0,0.0,0.009768327019238965,0.0036279409813384216,0.0,0.018070871010422707
71,14061,-69.05358183090694,40.27754439599812,240,0,0,0.0,0.1931544840335846,0.1609464052055652,0.4041666666666667,0.025192224601931733,0.0,0.0,0.0,0.0,0.07315447653527601,0.0035013543286671243,0.0,0.01810576021671295
72,14301,-78.5250160384479,35.79188552685082,240,0,0,0.0,0.16625860333442688,0.14338376730835686,0.3,0.018016693302694984,0.0,0.0,0.0,0.0,0.04625862687536686,0.003174682520329952,0.0,0.018144037574529648
73,14541,-138.29813435329729,38.95719179883599,240,0,0,0.0,0.16935588419437408,0.15517969091112416,0.575,0.07512242921393793,0.0,0.0,0.0,0.0,0.04935586347637233,0.0030695747002027927,0.0,0.01820303499698639
74,14606,-57.47269251513862,35.4989687949419,65,0,1,0.0,0.12127634137868881,0.4023046462581708,0.5538461538461539,0.08520449296506663,0.0,0.0,0.0,0.0,0.0015153898069202865,0.0033520157663868024,0.0,0.01815827563405037
75,14846,-101.68987448148816,54.91343880444765,240,0,0,0.0,0.14751549065113068,0.21241797289500633,0.3875,0.03501641864358487,0.0,0.0,0.0,0.0,0.009774663548386686,0.0030141555432540673,0.0,0.018346117809414864
76,15086,-110.35917990542315,45.50148670934141,240,0,0,0.0,0.1614653617143631,0.18186890829044083,0.6791666666666667,0.06213277909985753,0.0,0.0,0.0,0.0,0.03169684597197403,0.0029882802822006247,0.0,0.018329832702875137
77,15326,-75.27823308826936,42.325223753228784,240,0,0,0.0,0.1392861157655716,0.16560049020530035,0.55,0.06365592638486252,0.0,0.0,0.0,0.0,0.019286084752626886,0.0031331803067587314,0.0,0.018274828791618347
78,15566,-85.31145360594356,54.01591914705932,240,0,0,0.0,0.1451427936553955,0.21178981671885896,0.5291666666666667,0.037024615425340225,0.0,0.0,0.0,0.0,0.009116988132187032,0.0030700353633922833,0.0,0.017929481342434883
79,15806,-119.67484890160387,92.64542333595455,240,0,0,0.04583333333333333,0.10178687423467636,0.23379210533263783,0.7,0.14180547626483386,0.058333333333333334,0.0,0.058333333333333334,0.058333333333333334,-0.01822916459751059,0.012604853239220877,0.0,0.017783118411898613
80,16046,-171.945388435116,102.47373027727008,240,0,0,0.05,0.04947655275464058,0.26349416389130054,0.7125,0.13663680146553378,0.0625,0.05416666666666667,0.008333333333333333,0.058333333333333334,-0.07842782399965513,0.012975003554796178,0.0,0.017682131379842758
81,16286,-265.6515705738834,230.6887719668448,240,0,0,0.20416666666666666,0.061593566089868546,0.3388402584008873,0.7291666666666666,0.2096253497346856,0.21666666666666667,0.2125,0.004166666666666667,0.21666666666666667,-0.05842985266416967,0.01820255354202042,0.0,0.017640043050050735
82,16526,-142.77784932299815,40.76892428100109,240,0,0,0.0,0.20446425676345825,0.1563155247985075,0.5708333333333333,0.07650708994791086,0.0,0.0,0.0,0.0,0.08446425251315581,0.003886452460816751,0.0,0.017637677490711212
83,16609,-39.38249531864207,35.55850096791983,83,1,0,0.0,0.1351417452096939,0.3780357863260321,0.6506024096385542,0.05672121707538206,0.0,0.0,0.0,0.0,0.004846955033004918,0.004118216448429838,0.0,0.017642691731452942
84,16849,-120.15632980793151,56.385320853441954,240,0,0,0.0,0.12443464249372482,0.2189670186645041,0.6625,0.07354508127149559,0.0,0.0,0.0,0.0,0.004434629602098006,0.004391350566099087,0.0,0.017760025337338448
85,17089,-75.22004022473872,48.12198838032782,240,0,0,0.0,0.12233897298574448,0.19386012291846175,0.6125,0.04919344758176722,0.0,0.0,0.0,0.0,0.002339001052709705,0.0043261789289924,0.0,0.01803576573729515
86,17329,-84.54266600546383,54.39538522064686,240,0,0,0.0,0.14094455540180206,0.21209803527841967,0.7416666666666667,0.14673969717319063,0.0,0.0,0.0,0.0,0.018762687469714934,0.0039209355367347595,0.0,0.018377384170889854
87,17387,-15.991985927657353,24.671994134783745,58,1,0,0.0,0.14292840659618378,0.38233064757338886,0.43103448275862066,0.0809582871160402,0.0,0.0,0.0,0.0,0.010280704985437927,0.009962598456005597,0.0,0.018492186442017555
88,17627,-120.61957441035918,52.2277049086988,240,0,0,0.0,0.13723433017730713,0.20961490959549944,0.6916666666666667,0.13081798829161415,0.0,0.0,0.0,0.0,0.01703563172176281,0.0040306537024055915,0.0,0.01839224435389042
89,17652,9.137604002883206,11.830216825008392,25,1,0,0.0,0.16406501829624176,0.39971862256526947,0.76,0.21320007729386925,0.0,0.0,0.0,0.0,0.011039412660124204,0.01614574696868658,0.0,0.01841726340353489
90,17892,-127.51174468024998,36.031551821157336,240,0,0,0.0,0.16269929707050323,0.14439684782798093,0.8166666666666667,0.1456851074942982,0.0,0.0,0.0,0.0,0.04048891248633962,0.003800034107795606,0.0,0.018602760508656502
91,18132,-80.15750792174569,51.0936762727797,240,0,0,0.0,0.12205911427736282,0.20338125724035006,0.5875,0.10210526247700878,0.0,0.0,0.0,0.0,0.002059099857564972,0.011732190137263388,0.0,0.018780212849378586
92,18372,-163.55207241665786,120.85752213187516,240,0,0,0.1,0.02532186172902584,0.19819351066835225,0.5833333333333334,0.1074169986021974,0.1125,0.10416666666666667,0.008333333333333333,0.1125,-0.09487688144003288,0.005378256757588436,0.0,0.018752146512269974
93,18612,-98.3195783544017,46.069482550024986,240,0,0,0.0,0.14124809205532074,0.1754312956240028,0.5166666666666667,0.04642641951823771,0.0,0.0,0.0,0.0,0.005556603743948146,0.004258640921519449,0.0,0.018907656893134117
94,18852,-139.8346223411175,69.98662455752492,240,0,0,0.0,0.12673966586589813,0.25831517098316303,0.6083333333333333,0.07259060088678862,0.0,0.0,0.0,0.0,0.006739664754416397,0.0066535330067078275,0.0,0.01914539560675621
95,19092,-45.79102206508915,29.45603841729462,240,0,0,0.0,0.20545390248298645,0.11865045542363077,0.3125,0.02220684576443902,0.0,0.0,0.0,0.0,0.0854538954954085,0.003964816518904021,0.0,0.019245024770498276
96,19332,-121.93348503541998,34.00769387744367,240,0,0,0.0,0.18637393414974213,0.13802330199784288,0.44583333333333336,0.06103905913657532,0.0,0.0,0.0,0.0,0.06637395834565135,0.003073361904049913,0.0,0.019170358777046204
97,19572,-175.00738770646484,50.18964525684714,240,0,0,0.0,0.12380390614271164,0.1890667946776375,0.8208333333333333,0.16740119442791607,0.0,0.0,0.0,0.0,0.0008948152053924463,0.00381721961311996,0.0,0.01886999048292637
98,19697,-117.32622675030683,83.18906724266708,125,0,1,0.088,0.028936142101883888,0.3073897266089916,0.336,0.12226559506001897,0.12,0.0,0.12,0.104,-0.09754675189102013,0.042393243417143824,0.0,0.018835075199604034
99,19937,-92.18633707707703,53.420709542930126,240,0,0,0.0,0.1308392584323883,0.2077839385718107,0.7625,0.12927339510331556,0.0,0.0,0.0,0.0,0.010839255189266372,0.004299516044557095,0.0,0.018771804869174957
