step,total_steps,episode,episode_length,latest_reward,latest_cost,episode_reward,episode_cost,risk_global,d_min,success,collision,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_max_constraint_violation,predictive_h_min_m,safety_filter_solve_time_s,lambda,alpha,replay_size
6400,20000,32,83,-0.7968736389804139,0.4132176339626312,-54.75700910172037,32.60974521934986,0.4132176637649536,0.14729386568069458,0,0,filtered,0.18947546940804844,False,0.0,0.026847490349073022,0.0033805333077907562,0.0,0.047613970935344696,6400
6500,20000,32,183,-0.2498072802751824,0.30282673239707947,-71.0648386291996,47.64150453731418,0.27417802810668945,0.2934567928314209,0,0,passthrough,0.0,False,0.0,0.1511173892574133,0.0037129921838641167,0.0,0.04651500657200813,6500
6600,20000,33,43,-0.18077629843540088,0.20871776342391968,-17.744280773818822,12.405710965394974,0.2087177336215973,0.2732289731502533,0,0,filtered,0.021854537725448597,False,0.0,0.1573254724712363,0.0036202920600771904,0.0,0.04541003331542015,6600
6700,20000,33,143,-0.7195006453971563,0.3991714119911194,-41.35164999213504,33.01522250473499,0.34874218702316284,0.24435706436634064,0,0,filtered,0.00875500515103339,False,0.0,0.10181708199370149,0.003460724838078022,0.0,0.044324662536382675,6700
6800,20000,34,3,-0.3089347767108853,0.49634402990341187,-0.9201661243865278,1.3885536789894104,0.44468024373054504,0.29475539922714233,0,0,passthrough,0.0,False,0.0,0.15274816759542226,0.0034584281966090202,0.0,0.04327542707324028,6800
6900,20000,35,72,-0.6742967262471274,0.49111178517341614,-61.04924614946376,34.33957913517952,0.49111178517341614,0.12585854530334473,0,0,filtered,0.055843330903701034,False,0.0,0.005445655416486006,0.0028173988685011864,0.0,0.04225295037031174,6900
7000,20000,35,172,-0.9457505061181292,0.7303138971328735,-124.53393021852163,75.43073011189699,0.7178667187690735,0.13410237431526184,0,0,filtered,0.10956994044077782,False,0.0,0.012589405024729883,0.003525206819176674,0.0,0.04127158597111702,7000
7100,20000,36,32,-0.3875423489618386,0.5246126651763916,-10.906268364585719,10.1307412981987,0.47705313563346863,0.1848074495792389,0,0,passthrough,0.0,False,0.0,0.05113198954115172,0.003356819972395897,0.0,0.040290094912052155,7100
7200,20000,37,90,-0.3544459452702393,0.10027266293764114,-65.3441995332902,34.2241103798151,0.10027265548706055,0.3321606516838074,0,0,passthrough,0.0,False,0.0,0.20945537450407758,0.003538701683282852,0.0,0.03932066634297371,7200
7300,20000,37,190,-0.47498203722138116,0.5636581778526306,-90.65021416218772,47.180637238547206,0.5157822966575623,0.2025448977947235,0,0,filtered,0.3001163626435137,False,0.0,0.07191002718077033,0.00372911524027586,0.0,0.03839763626456261,7300
7400,20000,38,61,-0.14484129612956523,0.1310964971780777,-10.038683724684555,8.93014109134674,0.13109652698040009,0.29855120182037354,0,0,filtered,0.039460736513137806,False,0.0,0.1793120232391724,0.0020226500928401947,0.0,0.03749488666653633,7400
7500,20000,39,30,-1.2321941279716384,0.6845318675041199,-29.554549972915083,16.088346302509308,0.6195259094238281,0.14262616634368896,0,0,filtered,0.23513552900372767,False,0.0,0.005138544348955998,0.002981116995215416,0.0,0.03660530596971512,7500
7600,20000,39,130,-0.1713512924923419,0.12210404872894287,-47.23571222168375,27.32440923154354,0.12119903415441513,0.694921612739563,0,0,filtered,0.19433923795661234,False,0.0,0.5553064394883599,0.0035353368148207664,0.0,0.035755470395088196,7600
7700,20000,39,230,-0.8968001442011564,0.3642076551914215,-96.92766597454285,51.81633638963103,0.2931896150112152,0.19214554131031036,0,0,passthrough,0.0,False,0.0,0.04359301067105542,0.003509123809635639,0.0,0.03494656831026077,7700
7800,20000,41,53,-0.12344960212323094,0.04464859142899513,-6.214368360292604,4.267662230879068,0.04464859142899513,0.4587649405002594,0,0,filtered,0.23035898516892372,False,0.0,0.33571221519527555,0.0039391424506902695,0.0,0.03416895866394043,7800
7900,20000,41,153,-0.19387812519720632,0.030137933790683746,-26.00967687309044,15.935210406780243,0.030137937515974045,0.5391831994056702,0,0,filtered,0.005717444419860829,False,0.0,0.40650611299953254,0.004421582445502281,0.0,0.03340243175625801,7900
8000,20000,42,13,-0.7579737125560431,0.6201415061950684,-7.028939607298678,5.920080870389938,0.5025398135185242,0.1907205879688263,0,0,filtered,0.1471644909258498,False,6.655509476871657e-12,0.0353092493105564,0.003681798465549946,0.0,0.032669588923454285,8000
8100,20000,42,113,-0.7147794215156139,0.3415980935096741,-43.67475911777262,29.185423858463764,0.2565678656101227,0.21054165065288544,0,0,passthrough,0.0,False,0.0,0.05379005870805442,0.0035193199291825294,0.0,0.03194814547896385,8100
8200,20000,42,213,-0.3192432379898188,0.1408398300409317,-73.51803506785838,46.23105868883431,0.12441952526569366,0.30776166915893555,0,0,filtered,0.06138466976542721,False,3.469446951953614e-18,0.16982800958135763,0.003523821011185646,0.0,0.031264301389455795,8200
8300,20000,43,73,-0.008305342013632071,0.028194883838295937,-28.31144157106609,13.166116571053863,0.028194881975650787,0.5555939674377441,0,0,passthrough,0.0,False,0.0,0.423308853889912,0.0037904344499111176,0.0,0.030603813007473946,8300
8400,20000,43,173,-0.44052540158137643,0.036848995834589005,-57.95910993139535,23.673130732029676,0.036848992109298706,0.49530404806137085,0,0,passthrough,0.0,False,0.0,0.35625773575867997,0.002886512316763401,0.0,0.029961679130792618,8400
8500,20000,44,33,-0.5397406742723894,0.2373618632555008,-23.286402085920297,8.5820721834898,0.20710808038711548,0.23474609851837158,0,0,passthrough,0.0,False,0.0,0.09041388547519791,0.003504520282149315,0.0,0.029373230412602425,8500
8600,20000,44,133,-0.8069243937780675,0.3855791687965393,-154.23043039162897,57.50302842259407,0.3855791687965393,0.1559242457151413,0,0,filtered,0.00022093504667280994,False,0.0,0.025684761531528655,0.0025660544633865356,0.0,0.028803233057260513,8600
8700,20000,44,233,-0.2670790225129901,0.05983216315507889,-182.8673084340448,63.855954833328724,0.05919794365763664,0.6905766129493713,0,0,passthrough,0.0,False,0.0,0.561047753115166,0.0033958004787564278,0.0,0.028237387537956238,8700
8800,20000,45,93,-0.25982654129401406,0.04364241287112236,-21.734591564752996,6.312893748283386,0.043642424046993256,0.46289896965026855,0,0,filtered,0.04036867526842349,False,0.0,0.3399110546364958,0.003705183044075966,0.0,0.02770843729376793,8800
8900,20000,45,193,-0.32281763570389277,0.1423885077238083,-42.8674478217817,12.240258237347007,0.13310618698596954,0.37086689472198486,0,0,passthrough,0.0,False,0.0,0.24001296466594035,0.003215355798602104,0.0,0.027206774801015854,8900
9000,20000,46,53,-1.7761078315273744,0.5848065614700317,-65.49234069311427,20.8462016582489,0.524865984916687,0.13778480887413025,0,0,filtered,0.1771700233060274,False,0.0,0.002457927403760274,0.004020733758807182,0.0,0.026716211810708046,9000
9100,20000,46,153,-0.3218763327347256,0.15653951466083527,-129.59269893250888,42.78062830120325,0.14439938962459564,0.3699105381965637,0,0,filtered,0.2171962801084631,False,1.8276571228659222e-11,0.23609752988319532,0.0035339603200554848,0.0,0.026243386790156364,9100
9200,20000,47,13,-0.0684292850673581,0.22952833771705627,-3.3229725057449593,2.6457468569278717,0.2035522162914276,0.30715566873550415,0,0,passthrough,0.0,False,0.0,0.1549317953040421,0.002441887743771076,0.0,0.025766834616661072,9200
9300,20000,47,113,-0.3395556392014535,0.2550038993358612,-22.970460119887775,21.600028658285737,0.2353258728981018,0.37715989351272583,0,0,filtered,0.15570476607076986,False,0.0,0.2346373341417738,0.003895518369972706,0.0,0.025314366444945335,9300
9400,20000,47,213,-0.33090386426327767,0.163953959941864,-69.95204975992631,64.03001303039491,0.1520349085330963,0.43488362431526184,0,0,filtered,0.20492432312538808,False,0.0,0.28408086845794,0.0032120617106556892,0.0,0.02487727627158165,9400
9500,20000,48,73,-0.6924966049217665,0.38270413875579834,-41.48719321140045,16.000891380012035,0.37794357538223267,0.20393216609954834,0,0,filtered,0.011786851286888111,False,0.0,0.08513909620600496,0.0033862534910440445,0.0,0.024452634155750275,9500
9600,20000,48,173,-0.1940897993740751,0.07915211468935013,-86.78400728331523,35.298495814204216,0.07562552392482758,0.513152003288269,0,0,passthrough,0.0,False,0.0,0.3780978419951199,0.00230364128947258,0.0,0.024049408733844757,9600
9700,20000,49,33,-0.21341130965091298,0.08373348414897919,-5.847154951580387,3.197711046785116,0.074296735227108,0.37617871165275574,0,0,filtered,0.03077934980392455,False,0.0,0.2361087772836209,0.007580233737826347,0.0,0.023655865341424942,9700
9800,20000,49,133,-0.04724594515773714,0.12170720100402832,-32.263856992033396,20.494729410856962,0.12170719355344772,0.3052705228328705,0,0,passthrough,0.0,False,0.0,0.18401569657286354,0.0032924944534897804,0.0,0.023261835798621178,9800
9900,20000,49,233,-0.6330942540888731,0.6829828023910522,-60.35229160553165,41.99869264289737,0.6570590138435364,0.14040592312812805,0,0,filtered,0.29865303908346497,False,0.0,0.014778994261093248,0.0036717215552926064,0.0,0.02287871018052101,9900
10000,20000,50,93,-0.29068643609265454,0.1540786474943161,-25.059374392339745,20.25241155922413,0.1540786772966385,0.27349308133125305,0,0,passthrough,0.0,False,0.0,0.15097040097784264,0.003548676148056984,0.0,0.02251286804676056,10000
10100,20000,50,193,-0.5836779429374849,0.2920999825000763,-62.60216590893063,35.36883721873164,0.27184155583381653,0.23303751647472382,0,0,filtered,0.009046572446823109,False,0.0,0.1013331552043264,0.005844992585480213,0.0,0.0221466813236475,10100
10200,20000,51,53,-0.5753775647235868,0.36643368005752563,-15.92462054763839,10.62020829319954,0.3176501393318176,0.23643776774406433,0,0,filtered,0.08526882827281951,False,0.0,0.0934324748927316,0.0034594302996993065,0.0,0.021786300465464592,10200
10300,20000,51,153,-0.4419745390675641,0.4647129774093628,-49.34454632573081,30.408701464533806,0.4647129774093628,0.19453084468841553,0,0,passthrough,0.0,False,0.0,0.08079310511241078,0.0029633985832333565,0.0,0.021418701857328415,10300
10400,20000,52,13,-0.1761705260717706,0.16624009609222412,-1.6189008362296673,3.005718395113945,0.14612308144569397,0.28055813908576965,0,0,passthrough,0.0,False,0.0,0.14054497679121175,0.0026456760242581367,0.0,0.02106444165110588,10400
10500,20000,52,113,-0.3843015743382455,0.1736103892326355,-51.173739141444045,36.442785918712616,0.1736103892326355,0.25773054361343384,0,0,filtered,0.11419435143470763,False,0.0,0.1296966527527877,0.002620181068778038,0.0,0.02076471596956253,10500
10600,20000,52,213,-0.5152353321338081,0.35125359892845154,-93.00955236025352,50.21375385299325,0.3260653018951416,0.23148001730442047,0,0,passthrough,0.0,False,0.0,0.1003296547138528,0.0038310643285512924,0.0,0.020456787198781967,10600
10700,20000,53,73,-0.06890199517515391,0.10902348905801773,-17.870195999665867,10.92703776806593,0.10739509016275406,0.32574716210365295,0,0,filtered,0.0878558039665222,False,0.0,0.20413827681586583,0.0037174485623836517,0.0,0.020190302282571793,10700
10800,20000,53,173,-0.1818144730256789,0.1854027509689331,-54.2759928970557,28.596117991954088,0.15833304822444916,0.27658969163894653,0,0,passthrough,0.0,False,0.0,0.13367485191597706,0.002337981015443802,0.0,0.019931556656956673,10800
10900,20000,54,33,-0.7305587718424569,0.3200817108154297,-18.995029582932624,10.322296723723412,0.2813190817832947,0.19589602947235107,0,0,filtered,0.0748547961684285,False,6.938893903907228e-18,0.05833568328581029,0.00419112853705883,0.0,0.01968490518629551,10900
11000,20000,54,133,-0.0007258107131440372,0.14490960538387299,-48.12698791746803,34.69742194749415,0.14490960538387299,0.2816733121871948,0,0,filtered,0.2527373392273133,False,0.0,0.16048429432701794,0.003442448563873768,0.0,0.01946215145289898,11000
11100,20000,55,99,-0.6968796308537965,0.23751592636108398,-74.32210372633007,37.289330050349236,0.23751597106456757,0.21711866557598114,0,0,filtered,0.23361311910897384,False,0.0,0.07719511965819675,0.003329177387058735,0.0,0.019198941066861153,11100
11200,20000,55,199,-0.5630614006320787,0.05610671266913414,-129.48739872465742,44.207890424877405,0.05610671639442444,0.41962605714797974,0,0,filtered,0.2915217200111934,False,0.0,0.2963697501425526,0.0029412107542157173,0.0,0.018986612558364868,11200
11300,20000,56,59,-0.7404420328016341,0.4889979958534241,-31.50484252223082,15.56422045826912,0.4889979958534241,0.17430175840854645,0,0,passthrough,0.0,False,0.0,0.0582447547146101,0.003762214444577694,0.0,0.018830377608537674,11300
