step,total_steps,episode,episode_length,latest_reward,latest_cost,episode_reward,episode_cost,risk_global,d_min,success,collision,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_max_constraint_violation,predictive_h_min_m,safety_filter_solve_time_s,lambda,alpha,replay_size
11400,20000,56,159,-0.225669841600543,0.10257294028997421,-54.23548336813243,28.728803588077426,0.09980591386556625,0.5212182402610779,0,0,passthrough,0.0,False,0.0,0.38708605164813836,0.0026859836652874947,0.0,0.018655333667993546,11400
11500,20000,57,30,-0.7546048241895394,0.5184344053268433,-14.455546333882193,10.459081023931503,0.4787819981575012,0.1813446581363678,0,0,passthrough,0.0,False,0.0,0.05061958607375411,0.003483021631836891,0.0,0.018466003239154816,11500
11600,20000,58,91,-0.5391351423935798,0.43411776423454285,-23.587152465073547,16.860291071236134,0.4086609482765198,0.19540980458259583,0,0,filtered,0.12653023302555083,False,0.0,0.06824805292887626,0.0030427100136876106,0.0,0.01831689104437828,11600
11700,20000,58,191,-0.05930837158085531,0.07385731488466263,-64.13359114004813,48.44379120320082,0.07385732233524323,0.37660884857177734,0,0,passthrough,0.0,False,0.0,0.2483640034858589,0.003280147910118103,0.0,0.018119346350431442,11700
11800,20000,59,51,-0.03720027618251265,0.16183343529701233,-16.89794339574045,9.687331214547157,0.16183343529701233,0.2669849097728729,0,0,passthrough,0.0,False,0.0,0.14675768400953126,0.0045907869935035706,0.0,0.0179993137717247,11800
11900,20000,59,151,-0.21365730360137603,0.13884730637073517,-35.90249993681807,23.511523578315973,0.13884730637073517,0.2874051630496979,0,0,filtered,0.052206420002825916,False,0.0,0.16191811912643095,0.0038595050573349,0.0,0.017835455015301704,11900
12000,20000,60,11,-0.6910838445555368,0.3347020745277405,-5.9085225919685955,3.3475043773651123,0.28378501534461975,0.21734321117401123,0,0,passthrough,0.0,False,0.0,0.07522152853349967,0.007304780185222626,0.0,0.017755715176463127,12000
12100,20000,60,111,-0.0018971830028267841,0.02089863270521164,-34.81365903840214,23.656988378614187,0.02089863270521164,0.6514939665794373,0,0,passthrough,0.0,False,0.0,0.5249830522123896,0.00299798883497715,0.0,0.017680402845144272,12100
12200,20000,62,76,-0.5284244485401203,0.11339166015386581,-26.510043275583772,16.689267739653587,0.1133916825056076,0.32400041818618774,0,0,passthrough,0.0,False,0.0,0.19896839224008345,0.0035720327869057655,0.0,0.01764312945306301,12200
12300,20000,62,176,-0.3522422981503962,0.10612062364816666,-53.09014894022229,24.401424888521433,0.10212837159633636,0.37578198313713074,0,0,filtered,0.0191962283104658,False,0.0,0.2484110642079107,0.0028821704909205437,0.0,0.017636938020586967,12300
12400,20000,63,36,-0.5026524223829599,0.29508283734321594,-14.044148689678583,7.355834372341633,0.26579949259757996,0.24202951788902283,0,0,filtered,0.08546136617660521,False,0.0,0.1071282687266703,0.002216600812971592,0.0,0.017615582793951035,12400
12500,20000,63,136,-0.6809943881564371,0.11948345601558685,-64.58367909715923,18.735308602452278,0.11797793209552765,0.6218593716621399,0,0,passthrough,0.0,False,0.0,0.48811581476768884,0.0037298519164323807,0.0,0.017551064491271973,12500
12600,20000,63,236,-0.4314872157165044,0.03844141960144043,-131.94882232658864,33.06125334277749,0.03844142332673073,0.48688584566116333,0,0,passthrough,0.0,False,0.0,0.34640565524222905,0.0031345151364803314,0.0,0.017482604831457138,12600
12700,20000,65,79,-0.3557496688898436,0.18553200364112854,-36.724160025299255,22.12202618829906,0.17986997961997986,0.5770915746688843,0,0,filtered,0.18716564116011986,False,1.1275702593849246e-17,0.42376104376545765,0.003679385408759117,0.0,0.017537686973810196,12700
12800,20000,65,179,-0.9592730588648581,0.3456296920776367,-92.48284352116875,55.52934836037457,0.31581056118011475,0.33351701498031616,0,0,filtered,0.1503540177270987,False,0.0,0.19130823798985702,0.0034517496824264526,0.0,0.017539359629154205,12800
12900,20000,66,39,-0.692940304252909,0.6058380603790283,-14.805815947529089,12.42372690141201,0.5345791578292847,0.17712461948394775,0,0,filtered,0.11793197989463805,False,0.0,0.03830472423537562,0.003841159865260124,0.0,0.01758088357746601,12900
13000,20000,66,139,-0.2715351278001021,0.1612081229686737,-134.34628930227504,113.25065138936043,0.1340043544769287,0.292189359664917,0,0,filtered,0.15026307405424336,False,0.0,0.1452924139990876,0.003692205995321274,0.0,0.017644114792346954,13000
13100,20000,66,239,-0.0737351815970975,0.020752515643835068,-169.4790045476819,138.5395729020238,0.020752515643835068,0.6544712781906128,0,0,filtered,0.08215041680087001,False,0.0,0.5251128430545894,0.003788505680859089,0.0,0.01780017837882042,13100
13200,20000,67,99,-0.4609088607881296,0.041918203234672546,-65.33390650340655,37.309809505939484,0.041918203234672546,0.47033220529556274,0,0,filtered,0.005483965575695027,False,0.0,0.334944311838498,0.0036112740635871887,0.0,0.017781049013137817,13200
13300,20000,67,199,-0.7563446683119504,0.24043768644332886,-114.45861712796021,45.5230294149369,0.21934622526168823,0.2965843677520752,0,0,filtered,0.2742068413572885,False,0.0,0.162080700274238,0.0035163164138793945,0.0,0.01785867102444172,13300
13400,20000,68,59,-0.11885302566083994,0.15093524754047394,-37.7174259044955,24.843188166618347,0.15093523263931274,0.2762351632118225,0,0,passthrough,0.0,False,0.0,0.14388892637613565,0.0033763060346245766,0.0,0.01785825379192829,13400
13500,20000,68,159,-0.3327482113691874,0.12741732597351074,-56.7159656610721,32.76154330931604,0.11644674092531204,0.3763797879219055,0,0,filtered,0.06015909848741583,False,0.0,0.24077117972870815,0.003873934969305992,0.0,0.01791958510875702,13500
13600,20000,69,19,-0.25238413204784027,0.09172741323709488,-2.623784372449011,1.8042105287313461,0.0829172283411026,0.5104063153266907,0,0,filtered,0.026724106544106625,False,0.0,0.3537859747342826,0.003673456609249115,0.0,0.017937468364834785,13600
13700,20000,69,119,-0.19261420574512159,0.12294571846723557,-59.446391859238105,40.71480639278889,0.12294571101665497,0.3038865625858307,0,0,filtered,0.16634347330492183,False,4.336808689942018e-18,0.16756646564855338,0.002062988467514515,0.0,0.018009159713983536,13700
13800,20000,69,219,-0.4312168919030331,0.029219932854175568,-84.64120185249718,49.457802180200815,0.029219934716820717,0.5466577410697937,0,0,filtered,0.3241198896014137,False,1.3645201288325914e-11,0.417325242625875,0.003747447393834591,0.0,0.018070371821522713,13800
13900,20000,70,79,-0.1855539390121885,0.1831839680671692,-25.374738025459123,15.830991825088859,0.17285820841789246,0.4825587868690491,0,0,passthrough,0.0,False,0.0,0.3326506988146755,0.002927331253886223,0.0,0.01812216266989708,13900
14000,20000,70,179,-0.407483455389542,0.2260972559452057,-50.063978550673376,32.82485185749829,0.21141868829727173,0.3271532654762268,0,0,filtered,0.07339541734228197,False,0.0,0.19511298997170334,0.0031392350792884827,0.0,0.018085112795233727,14000
14100,20000,71,39,-0.4725152365991669,0.1484595239162445,-17.698726252191143,14.124406263232231,0.1484595239162445,0.2784397602081299,0,0,filtered,0.038788455724716175,False,0.0,0.1478816624408809,0.0039051612839102745,0.0,0.01809091679751873,14100
14200,20000,71,139,-0.30558874563101,0.0393054224550724,-46.53347259494817,23.10280742123723,0.0393054261803627,0.48255404829978943,0,0,passthrough,0.0,False,0.0,0.3590510292436116,0.0032350383698940277,0.0,0.01811947487294674,14200
14300,20000,71,239,-0.38435619972492785,0.19855859875679016,-78.21043694882653,35.58644335158169,0.19188442826271057,0.5616157054901123,0,0,filtered,0.046526286005973805,False,0.0,0.4076097428160371,0.0021769339218735695,0.0,0.01814439333975315,14300
14400,20000,72,99,-0.5696587772361706,0.04481460526585579,-67.17831749586516,23.320743100717664,0.04481460526585579,0.5633546113967896,0,0,filtered,0.0467735856771469,False,0.0,0.441633134556069,0.002149933949112892,0.0,0.018140647560358047,14400
14500,20000,72,199,-0.42359597519215186,0.1970498412847519,-117.60312911145829,32.887765537947416,0.1874735802412033,0.31054922938346863,0,0,filtered,0.4395476398364266,False,0.0,0.18691228030254575,0.002146061509847641,0.0,0.01820317469537258,14500
14600,20000,73,59,-0.8379430143788443,0.7298671007156372,-42.46655108174107,23.169195786118507,0.7144256830215454,0.12577402591705322,0,0,filtered,0.11371573867126758,False,0.0,0.0022314207144171205,0.0037158215418457985,0.0,0.018163956701755524,14600
14700,20000,74,94,-0.47355799770449786,0.3045612871646881,-50.1649686367283,31.430548794567585,0.28205204010009766,0.32971954345703125,0,0,passthrough,0.0,False,0.0,0.19356601263838902,0.002847893163561821,0.0,0.018120113760232925,14700
14800,20000,74,194,-0.19885119399738982,0.019785145297646523,-88.53737879310106,46.7237617764622,0.019785147160291672,0.6762996315956116,0,0,passthrough,0.0,False,0.0,0.5448139093125001,0.003453504294157028,0.0,0.018318288028240204,14800
14900,20000,75,54,-0.8740475359119845,0.16588936746120453,-21.272617955792896,6.707039311528206,0.15381157398223877,0.28431645035743713,0,0,filtered,0.08829875575694934,False,0.0,0.15522355066286547,0.0037186136469244957,0.0,0.018494615331292152,14900
15000,20000,75,154,0.11613710536369792,0.09752119332551956,-102.01845287618103,38.536824472248554,0.09752121567726135,0.3360934555530548,0,0,filtered,0.009347352385520924,False,0.0,0.2131708895920702,0.0023216623812913895,0.0,0.01837669126689434,15000
15100,20000,76,14,-0.15280375098198143,0.11745481193065643,-4.963260182671818,2.3607867136597633,0.10347233712673187,0.3277435600757599,0,0,passthrough,0.0,False,0.0,0.18318924129692782,0.0036130622029304504,0.0,0.01831267774105072,15100
15200,20000,76,114,-0.38657579322111757,0.06082436069846153,-22.75396260140318,12.369269128888845,0.06082436069846153,0.40660789608955383,0,0,filtered,0.04040831625461577,False,0.0,0.2862040466288618,0.003370096907019615,0.0,0.018252098932862282,15200
15300,20000,76,214,-0.2172446122763202,0.14934779703617096,-66.97299454097842,40.37783616781235,0.14934778213500977,0.2776440978050232,0,0,passthrough,0.0,False,0.0,0.14923820763918955,0.0032692812383174896,0.0,0.018320180475711823,15300
15400,20000,77,74,-0.6591193123778342,0.4261521100997925,-35.12785413216206,14.81001452356577,0.40249815583229065,0.19843611121177673,0,0,passthrough,0.0,False,0.0,0.07161550636805786,0.0035486016422510147,0.0,0.018216831609606743,15400
15500,20000,77,174,-0.33209727630390407,0.15499506890773773,-62.850998871755515,35.146854957565665,0.1514841616153717,0.519511878490448,0,0,filtered,0.024599836394190777,False,0.0,0.3906325434305554,0.0021876804530620575,0.0,0.018055755645036697,15500
15600,20000,78,34,-0.49003171100593257,0.1725161075592041,-8.526426105068632,4.464363679289818,0.15405675768852234,0.3379499912261963,0,0,filtered,0.24602612345966202,False,0.0,0.1975786716509081,0.0028836773708462715,0.0,0.017900660634040833,15600
15700,20000,78,134,-0.034316165026353804,0.09423729032278061,-43.139569791333294,26.525331683456898,0.0942372977733612,0.34096261858940125,0,0,filtered,0.010479028801429474,False,0.0,0.21940293628512703,0.0034605814144015312,0.0,0.017788613215088844,15700
15800,20000,78,234,-0.42817460739991503,0.2834579050540924,-117.55381832308025,91.39223636500537,0.2834579050540924,0.1946011334657669,0,0,filtered,0.3347721319973735,False,1.801819110580638e-12,0.06383995155770794,0.0029612407088279724,0.0,0.01778855361044407,15800
15900,20000,79,94,-0.14755802883541036,0.03496794402599335,-39.63849315673601,29.660441234707832,0.034967947751283646,0.5060743093490601,0,0,passthrough,0.0,False,0.0,0.37187999461171933,0.0029753921553492546,0.0,0.017650432884693146,15900
16000,20000,79,194,-0.6515438336810897,0.254869669675827,-83.96257907212996,37.39552963897586,0.23212923109531403,0.3354020416736603,0,0,filtered,0.3018348553853275,False,9.10012939309146e-09,0.1957580320378673,0.006346867419779301,0.0,0.01766889914870262,16000
16100,20000,80,54,-0.12644793003369906,0.057983532547950745,-4.377025787598129,3.0453349351882935,0.055081043392419815,0.4973748028278351,0,0,filtered,0.008413466811180104,False,0.0,0.3631522869234118,0.0038976194337010384,0.0,0.017688103020191193,16100
16200,20000,80,154,-4.010137825187998,3.8184897899627686,-80.50431547120264,67.38914255797863,0.8184897899627686,0.09039356559515,0,0,safe_stop_infeasible,0.3715386078042803,True,0.13112414640106906,-0.03578103660026727,0.0021708467975258827,0.0,0.01768564060330391,16200
16300,20000,81,14,-0.2390219411547799,0.2408084124326706,-4.1600063255936455,2.687090113759041,0.21300682425498962,0.366938054561615,0,0,passthrough,0.0,False,0.0,0.2039021207066654,0.004008635878562927,0.0,0.017636148259043694,16300
16400,20000,81,114,-0.8229997292207554,0.08385612070560455,-47.15563941945955,19.3959843441844,0.0730496495962143,0.40448102355003357,0,0,filtered,0.010814084944696479,False,0.0,0.26099892018894044,0.003955592401325703,0.0,0.017657950520515442,16400
16500,20000,81,214,-0.6549933478789651,0.1690153330564499,-133.9523123490024,37.25394390523434,0.1690153181552887,0.26125696301460266,0,0,filtered,0.15617813512028642,False,0.0,0.13320021949911498,0.0029813935980200768,0.0,0.0176272951066494,16500
16600,20000,82,74,0.168902008238732,0.06980854272842407,-61.151224139262695,34.92184494435787,0.06980854272842407,0.3851516544818878,0,0,passthrough,0.0,False,0.0,0.23575532023592044,0.0033689523115754128,0.0,0.017660409212112427,16600
16700,20000,83,91,-1.0031291967089944,0.431436151266098,-42.08941829939343,20.00698386505246,0.38663315773010254,0.19097837805747986,0,0,filtered,0.029749709367752064,False,0.0,0.05526399044574759,0.0025563472881913185,0.0,0.01769997365772724,16700
16800,20000,83,191,-0.5060390137869811,0.26470330357551575,-87.5765515508743,46.93144712224603,0.2430477887392044,0.26077723503112793,0,0,filtered,0.14648874025223582,False,0.0,0.129114978312655,0.0035218065604567528,0.0,0.017713584005832672,16800
16900,20000,84,51,-0.33918226682325014,0.19020582735538483,-9.37057134042604,5.519859053194523,0.17645588517189026,0.322672039270401,0,0,filtered,0.06634240150451659,False,0.0,0.19174348844933853,0.0020917002111673355,0.0,0.01773817278444767,16900
17000,20000,84,151,-0.016541621608258644,0.06765531003475189,-59.16494352839689,42.873776488006115,0.06765531003475189,0.3956718146800995,0,0,passthrough,0.0,False,0.0,0.27646082751366496,0.003697131760418415,0.0,0.017805103212594986,17000
17100,20000,85,11,-0.3213012694637203,0.1764286458492279,-4.376861023028935,3.064716622233391,0.15323400497436523,0.27422377467155457,0,0,filtered,0.031428973376750935,False,0.0,0.12544038571505545,0.0029144808650016785,0.0,0.01808314584195614,17100
17200,20000,85,111,-0.541499238220526,0.42875784635543823,-52.300989235119175,37.83332975208759,0.4279084801673889,0.14294730126857758,0,0,filtered,0.2797155150140415,False,5.204170427930421e-18,0.022810127744219144,0.004234384745359421,0.0,0.01832318678498268,17200
17300,20000,85,211,-0.2899388326073066,0.09749320894479752,-77.56731309084056,51.820574410259724,0.09341903775930405,0.4276508092880249,0,0,filtered,0.3051520481085171,False,0.0,0.3012690590746341,0.0035527143627405167,0.0,0.018397914245724678,17300
17400,20000,87,13,-0.37687636955029347,0.13141855597496033,-1.9360088043989243,1.719942182302475,0.12076282501220703,0.3462493419647217,0,0,filtered,0.1271174177708074,False,2.7755575615628914e-17,0.2143813875804726,0.0031172335147857666,0.0,0.018530836328864098,17400
17500,20000,87,113,-0.39210652873824076,0.06196938455104828,-52.223765718622545,37.42220354825258,0.06196938827633858,0.40365034341812134,0,0,passthrough,0.0,False,0.0,0.27142576281094277,0.00551979336887598,0.0,0.018517285585403442,17500
17600,20000,87,213,-0.5165874791863655,0.10022900998592377,-108.06856069241255,50.10255827382207,0.10022898763418198,0.3322220742702484,0,0,passthrough,0.0,False,0.0,0.2122049381271814,0.0030488790944218636,0.0,0.018455730751156807,17600
17700,20000,89,48,-0.5302693283707267,0.4625682234764099,-11.753222642227389,10.6138556599617,0.43421438336372375,0.18900348246097565,0,0,filtered,0.17637787400106242,False,0.0,0.06077700043354273,0.0027688024565577507,0.0,0.018485816195607185,17700
17800,20000,89,148,-0.5234488344105765,0.08984138816595078,-66.51795557964553,24.066378286108375,0.08857462555170059,0.629863977432251,0,0,filtered,0.011112216114997853,False,0.0,0.4943612689323521,0.003297584131360054,0.0,0.018610887229442596,17800
17900,20000,90,8,-0.07997557405236996,0.11673745512962341,-1.2724041327991757,0.8161708265542984,0.10860395431518555,0.4145411550998688,0,0,passthrough,0.0,False,0.0,0.26873339365367654,0.004540381953120232,0.0,0.018608583137392998,17900
18000,20000,90,108,-0.13563775136515688,0.10994304716587067,-49.17480527260932,41.08032864704728,0.10509749501943588,0.4308886229991913,0,0,filtered,0.1798776397745335,False,6.938893903907228e-18,0.3022129079202166,0.004082878120243549,0.0,0.018643762916326523,18000
18100,20000,90,208,-0.25210523510125793,0.025214727967977524,-69.03267508667741,48.23100764490664,0.025214727967977524,0.5861452221870422,0,0,passthrough,0.0,False,0.0,0.4560019450778311,0.002897733822464943,0.0,0.01876574195921421,18100
18200,20000,91,68,0.12504013442811918,0.03011373057961464,-114.27147404797785,101.57038281857967,0.030113734304904938,0.5393744111061096,0,0,filtered,0.07143961129701516,False,0.0,0.41317727139960814,0.0028510428965091705,0.0,0.018769796937704086,18200
18300,20000,91,168,-0.2701762191605033,0.10556754469871521,-131.67994798082552,112.74673886038363,0.10336591303348541,0.6608079671859741,0,0,filtered,0.04912519835536154,False,0.0,0.5108555918780074,0.004655941389501095,0.0,0.018710220232605934,18300
18400,20000,92,28,-0.2956748252002811,0.26978299021720886,-16.05638814438671,8.474515214562416,0.2120152860879898,0.23172031342983246,0,0,passthrough,0.0,False,0.0,0.08094373101773283,0.0030916379764676094,0.0,0.01874753274023533,18400
18500,20000,92,128,-0.5207163166637303,0.12154331058263779,-68.45933561124914,37.54628713428974,0.11857932060956955,0.30883845686912537,0,0,filtered,0.12268497130289327,False,0.0,0.1843105059923591,0.0029836101457476616,0.0,0.018867233768105507,18500
18600,20000,92,228,-0.2538900342709992,0.01817409321665764,-93.80780248627659,45.268061472103,0.018174095079302788,0.7247592210769653,0,0,passthrough,0.0,False,0.0,0.595861546292405,0.0032318774610757828,0.0,0.01891552098095417,18600
18700,20000,93,88,-0.2754638785890784,0.15587809681892395,-39.615153549233526,23.809937328100204,0.14972011744976044,0.555354118347168,0,0,filtered,0.2812410752792098,False,0.0,0.40306658808477736,0.003454037941992283,0.0,0.018890686333179474,18700
18800,20000,93,188,0.007193905933143507,0.10577540099620819,-109.68690106018455,58.22132043540478,0.10444273799657822,0.5679104924201965,0,0,filtered,0.011994558572769154,False,0.0,0.42724898711045556,0.003362933173775673,0.0,0.019049065187573433,18800
18900,20000,94,48,-0.06401561620873401,0.1721738576889038,-17.90533683389923,11.815159901976585,0.17217384278774261,0.25882190465927124,0,0,passthrough,0.0,False,0.0,0.13197993338971253,0.004547017626464367,0.0,0.019146377220749855,18900
19000,20000,94,148,-0.05701445515296321,0.09445246309041977,-30.275221672163735,18.492531610652804,0.08910861611366272,0.44673070311546326,0,0,passthrough,0.0,False,0.0,0.3154070092084947,0.00446893647313118,0.0,0.0190619807690382,19000
19100,20000,95,8,-0.34970862574991113,0.12352413684129715,-2.7940234832298096,0.9144002050161362,0.12084425985813141,0.49346107244491577,0,0,passthrough,0.0,False,0.0,0.36124749372462767,0.003210018388926983,0.0,0.01925026997923851,19100
19200,20000,95,108,-0.5331418164216032,0.2968125343322754,-60.44262445797808,21.03681132942438,0.2968125641345978,0.19138379395008087,0,0,passthrough,0.0,False,0.0,0.07273139743867263,0.0028466293588280678,0.0,0.019109178334474564,19200
19300,20000,95,208,-0.47489208304907266,0.06162088364362717,-104.79794359513852,32.03596400283277,0.06023264676332474,0.5808233022689819,0,0,passthrough,0.0,False,0.0,0.4523229784572399,0.0026329094544053078,0.0,0.019182976335287094,19300
19400,20000,96,68,-0.22218426902930397,0.039434947073459625,-65.90826987763451,30.14530074223876,0.03943493962287903,0.48191797733306885,0,0,passthrough,0.0,False,0.0,0.34342620140862695,0.0032102130353450775,0.0,0.019078204408288002,19400
19500,20000,96,168,-0.4327145236205172,0.024477515369653702,-120.18612371532312,38.80085496418178,0.024477513507008553,0.5950762629508972,0,0,filtered,0.27556419434752066,False,0.0,0.4718983971399052,0.0033877678215503693,0.0,0.018991174176335335,19500
19600,20000,97,28,-0.4604685501931062,0.2947486937046051,-16.062012129431697,10.267847001552582,0.272004097700119,0.24603311717510223,0,0,filtered,0.017204421758651722,False,0.0,0.10651658891171195,0.0029616691172122955,0.0,0.018860891461372375,19600
19700,20000,98,3,-0.28623902930853573,0.2615678608417511,-1.194472778139012,0.714114636182785,0.24535223841667175,0.34385165572166443,0,0,passthrough,0.0,False,0.0,0.21070533300281324,0.022626545280218124,0.0,0.018840797245502472,19700
19800,20000,98,103,-0.1567094563625713,0.025919627398252487,-37.396062080201496,23.020860370248556,0.02591961994767189,0.5781856775283813,0,0,passthrough,0.0,False,0.0,0.450634984319895,0.00333559513092041,0.0,0.01889973320066929,19800
19900,20000,98,203,-0.5953118996738415,0.3832056522369385,-65.07274750471888,33.915408454835415,0.3405856192111969,0.23171664774417877,0,0,filtered,0.3381986673232409,False,0.0,0.09366690807104883,0.0034915488213300705,0.0,0.018783845007419586,19900
20000,20000,99,63,-0.21621302353860886,0.12611894309520721,-8.232390258989833,5.83211886882782,0.11702514439821243,0.34327855706214905,0,0,filtered,0.06181055452316703,False,4.7704895589362195e-18,0.21375325844493664,0.0029012728482484818,0.0,0.018841659650206566,20000
