step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,unavoidable_collision,avoidable_collision,collision_avoidability_reason,safe_stop_infeasible_first_step,safe_stop_infeasible_last_step,safe_stop_h_drift_mps,safe_stop_drift_class,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,qdot_policy_norm,task_space_goal_error_before_m,task_space_goal_error_after_m,task_space_goal_error_delta_m,task_space_requested_speed_mps,task_space_executed_speed_mps,task_space_requested_toward_goal_mps,task_space_executed_toward_goal_mps,task_space_filter_velocity_loss_mps,task_space_nominal_toward_goal_mps,task_space_recovery_active_for_command,residual_control_enabled,residual_control_mode,residual_control_base_qdot_norm,hierarchical_control_enabled,hierarchical_state,hierarchical_plan_reason,hierarchical_plan_iterations,hierarchical_planning_time_s,hierarchical_planning_time_total_s,hierarchical_ik_candidate_count,hierarchical_ik_found,hierarchical_plan_found,hierarchical_direct_path,hierarchical_selected_candidate_index,hierarchical_selected_path_length_rad,hierarchical_selected_path_min_clearance_m,hierarchical_ik_candidate_errors_m,hierarchical_ik_candidate_clearances_m,hierarchical_ik_attempts_used,hierarchical_ik_fallback_used,hierarchical_ik_fallback_attempted,hierarchical_ik_target_shell_attempted,hierarchical_ik_target_shell_candidate_count,hierarchical_ik_goal_region_attempted,hierarchical_ik_goal_region_candidate_count,hierarchical_ik_goal_region_sample_count,hierarchical_ik_obstacle_aware_attempted,hierarchical_ik_obstacle_aware_candidate_count,hierarchical_ik_rejection_counts,hierarchical_ik_min_goal_error_m,hierarchical_ik_goal_reachable_count,hierarchical_ik_obstacle_free_goal_reachable_count,hierarchical_selected_path_predictive_h_m,hierarchical_selected_path_filter_intervention,hierarchical_filter_intervention_ratio,hierarchical_filter_status,hierarchical_servo_stall_steps,hierarchical_servo_stall_replans,hierarchical_plan_count,hierarchical_replan_count,hierarchical_hold_steps,hierarchical_consecutive_hold_steps,hierarchical_waypoint_index,hierarchical_waypoint_count,hierarchical_path_progress,hierarchical_residual_budget,hierarchical_nominal_qdot_norm,residual_qdot_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_reason,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_infeasible_constraint_categories,safety_filter_infeasibility_diagnostic_status,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_goal_velocity_primary_mps,safety_filter_goal_velocity_secondary_used,safety_filter_goal_velocity_secondary_status,safety_filter_command_alignment_previous,safety_filter_command_sign_change,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_max_link_speed_bound_mps,predictive_link_velocity_norms_mps,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,safety_filter_goal_velocity_audit_status,safety_filter_max_feasible_goal_velocity_mps,safety_filter_projected_goal_velocity_mps,safety_filter_goal_velocity_feasibility_gap_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
21,1.1,-2.277474240262435,0.592207133769989,0.146433025598526,0.20941279828548431,0.43028414249420166,1.0,3,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.0121347904205322,3.083425521850586,19.313199996948242,0.3499999940395355,0.0,0.15394360744205807,0.146433025598526,0.007510581843532066,0.13353296058877362,0.22076873557033827,-0.1330011636748693,0.15630619399399967,-0.28930735766886895,0.0,1,0,disabled,0.0,1,AVOID_HOLD,rrt_connect,1,0.8568292560521513,0.8568292560521513,9,1,1,0,0,2.189769036906044,0.1266803741455078,0.002525353447134458;0.0033030266614098316;0.00279199748697984;0.0043297162521171145;0.005356280582075134;0.008079781666301163;0.004218482086436973;0.006279402228037749;0.006214224410845686,0.127402663230896;0.12612996995449066;0.12387418001890182;0.12563948333263397;0.12199632078409195;0.12103157490491867;0.12479034811258316;0.12172048538923264;0.12173473089933395,64,0,0,0,0,0,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 6, 'obstacle_clearance': 44, 'obstacle_contact': 6, 'self_collision': 0}",0.0011843611193055642,65,59,nan,nan,1.0,filtered,0,0,1,0,2,2,1,3,0.5,0.0,0.0,0.0,1.0,0.03179901979104585,1,1,0,0,0.2784192015832014,0.3499999940395355,filtered,linprog goal-velocity priority optimal,1.1670001590090529,0,3,12,predictive_link_2|predictive_link_3|workspace_x_lower|joint_4_velocity_lower,workspace_x_lower,,,0,0,0,optimal; continuity_tiebreak,0.1613061895249512,1,continuity_tiebreak,0.9922793507575989,0,goal_velocity_linprog,5.551115123125783e-17,valid,0.03179901979104585,0.6681451961494417,0|0.0462645621|0.213289567|0.226377498|0.228090064|0.252344702,0.398558022|0.33584036|0.0342177608|0.0317990198|0.0341822663|0.087644345,0.561965282|0.49924762|0.197625021|0.19520628|0.197589526|0.251051605,0.518558022|0.45584036|0.154217761|0.15179902|0.154182266|0.207644345,0|0|0.15|0.15|0.15|0.15,0|0.0220422408|-0.136871048|-0.127196085|-0.126404412|-0.111876821,0|0|0|0|0|0,1.59423209|1.36540368|-5.03074374e-09|-5.63315142e-09|0.0103246534|0.238700559,optimal,0.1613061895249512,0.15630619399399961,0.004999995530951595,0.296221048|-0.568402946|0.387439221,0|0|0,0.017516958992928267,0.0033598359441384673,0.0011957259848713875,0.006917910999618471
22,1.1500000000000001,-2.254779141689684,0.5827085375785828,0.1399715691804886,0.20391111075878143,0.42280805110931396,1.0,3,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.9053866267204285,3.266690254211426,45.4886474609375,0.3499999940395355,0.0,0.1464330239107406,0.1399715691804886,0.006461454730252003,0.132648455434103,0.18160685051945946,-0.13251310124078114,0.13291956914152947,-0.2654326703823106,0.0,1,0,disabled,0.0,1,AVOID_HOLD,rrt_connect,1,0.8568292560521513,0.8568292560521513,9,1,1,0,0,2.189769036906044,0.1266803741455078,0.002525353447134458;0.0033030266614098316;0.00279199748697984;0.0043297162521171145;0.005356280582075134;0.008079781666301163;0.004218482086436973;0.006279402228037749;0.006214224410845686,0.127402663230896;0.12612996995449066;0.12387418001890182;0.12563948333263397;0.12199632078409195;0.12103157490491867;0.12479034811258316;0.12172048538923264;0.12173473089933395,64,0,0,0,0,0,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 6, 'obstacle_clearance': 44, 'obstacle_contact': 6, 'self_collision': 0}",0.0011843611193055642,65,59,nan,nan,1.0,filtered,0,0,1,0,3,3,1,3,0.5,0.0,0.0,0.0,1.0,0.026997976086381076,1,1,0,0,0.2784192015832014,0.3499999940395355,filtered,linprog goal-velocity priority optimal,1.0593846743977429,0,2,12,predictive_link_2|workspace_x_lower|joint_4_velocity_lower,predictive_link_2,,,0,0,0,optimal; continuity_tiebreak,0.13791956687068152,1,continuity_tiebreak,0.9916611313819885,0,goal_velocity_linprog,0.0,valid,0.026997976086381076,0.6624113162716211,0|0.0243346352|0.182885435|0.187495275|0.188637362|0.219278012,0.398844716|0.337234803|0.0295847638|0.0269979761|0.0294595967|0.0814833438,0.561965282|0.500355368|0.19270533|0.190118542|0.192580162|0.24460391,0.518844716|0.457234803|0.149584764|0.146997976|0.149459597|0.201483344,0|0|0.15|0.15|0.15|0.15,0|0.00505041211|-0.118339059|-0.104090268|-0.102829726|-0.100033917,0|0|0|0|0|0,1.59537886|1.35398962|-3.46072326e-09|0.00390163673|0.0150086608|0.225899458,optimal,0.13791956687068152,0.13291956914152947,0.00499999772915205,0.296221048|-0.568402946|0.387439221,0|0|0,0.018608073936775327,0.0031502560013905168,0.0017443610122427344,0.00800794898532331
23,1.2000000000000002,-2.2559522278430957,0.5824952125549316,0.13379035890102386,0.19894559681415558,0.42246901988983154,1.0,3,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.8079870343208313,3.7860829830169678,27.771711349487305,0.3499999940395355,0.0,0.13997157744702177,0.13379035890102386,0.006181218545997902,0.1319595443806586,0.15864518693118781,-0.1318891961629246,0.12583106802959348,-0.2577202641925181,0.0,1,0,disabled,0.0,1,AVOID_HOLD,rrt_connect,1,0.8568292560521513,0.8568292560521513,9,1,1,0,0,2.189769036906044,0.1266803741455078,0.002525353447134458;0.0033030266614098316;0.00279199748697984;0.0043297162521171145;0.005356280582075134;0.008079781666301163;0.004218482086436973;0.006279402228037749;0.006214224410845686,0.127402663230896;0.12612996995449066;0.12387418001890182;0.12563948333263397;0.12199632078409195;0.12103157490491867;0.12479034811258316;0.12172048538923264;0.12173473089933395,64,0,0,0,0,0,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 6, 'obstacle_clearance': 44, 'obstacle_contact': 6, 'self_collision': 0}",0.0011843611193055642,65,59,nan,nan,1.0,filtered,0,0,1,0,4,4,1,3,0.5,0.0,0.0,0.0,1.0,0.024945938339703377,1,1,0,0,0.2784192015832014,0.3499999940395355,filtered,linprog goal-velocity priority optimal,0.9697967683795972,0,2,12,predictive_link_2|workspace_x_lower|joint_4_velocity_lower,workspace_x_lower,,,0,0,0,optimal; continuity_tiebreak,0.1308310661033862,1,continuity_tiebreak,0.9819904565811157,0,goal_velocity_linprog,1.3877787807814457e-17,valid,0.024945938339703377,0.6609926254122908,0|0.00714366299|0.14605379|0.14661497|0.147417923|0.180718448,0.398915651|0.337561188|0.0262410342|0.0249459383|0.027659353|0.077796429,0.561965282|0.50061082|0.189290665|0.18799557|0.190708984|0.24084606,0.518915651|0.457561188|0.146241034|0.144945938|0.147659353|0.197796429,0|0|0.15|0.15|0.15|0.15,0|-0.00288550632|-0.10496414|-0.0963134863|-0.094430683|-0.100683189,0|0|0|0|0|0,1.5956626|1.34735925|-3.54562302e-09|0.00347026705|0.0162067289|0.210502527,optimal,0.1308310661033862,0.12583106802959348,0.004999998073792727,0.296221048|-0.568402946|0.387439221,0|0|0,0.02142949600238353,0.004345459979958832,0.0013739400310441852,0.008335907012224197
24,1.25,-2.243428396262489,0.5795170068740845,0.1277320832014084,0.1946016401052475,0.4201766550540924,1.0,3,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.745441734790802,4.217061996459961,16.999242782592773,0.3499999940395355,0.0,0.13379035353621463,0.1277320832014084,0.006058270334806243,0.13152501707792996,0.1415515510752671,-0.13130059053781498,0.12231191500231757,-0.25361250554013254,0.0,1,0,disabled,0.0,1,AVOID_HOLD,rrt_connect,1,0.8568292560521513,0.8568292560521513,9,1,1,0,0,2.189769036906044,0.1266803741455078,0.002525353447134458;0.0033030266614098316;0.00279199748697984;0.0043297162521171145;0.005356280582075134;0.008079781666301163;0.004218482086436973;0.006279402228037749;0.006214224410845686,0.127402663230896;0.12612996995449066;0.12387418001890182;0.12563948333263397;0.12199632078409195;0.12103157490491867;0.12479034811258316;0.12172048538923264;0.12173473089933395,64,0,0,0,0,0,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 6, 'obstacle_clearance': 44, 'obstacle_contact': 6, 'self_collision': 0}",0.0011843611193055642,65,59,nan,nan,1.0,filtered,0,0,1,0,5,5,1,3,0.5,0.0,0.0,0.0,1.0,0.021316357067335784,1,1,0,0,0.2784192015832014,0.3499999940395355,filtered,linprog goal-velocity priority optimal,0.9086381095593815,0,2,12,predictive_link_2|predictive_link_3|joint_3_acceleration_lower|joint_4_velocity_lower,predictive_link_2,,,0,0,0,optimal; continuity_tiebreak,0.1273119166447289,1,continuity_tiebreak,0.966340184211731,0,goal_velocity_linprog,0.0,valid,0.021316357067335784,0.6614709871096253,0|0.00400313169|0.123745768|0.123230693|0.123518217|0.158218042,0.398891733|0.336966822|0.0229620054|0.0213163571|0.0240489087|0.0724408614,0.561965282|0.500040371|0.186035555|0.184389906|0.187122458|0.235514411,0.518891733|0.456966822|0.142962005|0.141316357|0.144048909|0.192440861,0|0.15|0.15|0.15|0.15|0.15,0|-0.00933329449|-0.0918480204|-0.0852654272|-0.0832725645|-0.0970330528,0|0|0|0|0|0,1.59556693|1.33853399|1.15257248e-09|1.07033719e-09|0.0129230703|0.192730393,optimal,0.1273119166447289,0.12231191500231757,0.005000001642411336,0.296221048|-0.568402946|0.387439221,0|0|0,0.01794098992832005,0.0027877689572051167,0.0012898360146209598,0.0076300580985844135
25,1.3,-2.2246295791773503,0.5764392018318176,0.12146202474832535,0.19084353744983673,0.4174081087112427,1.0,3,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.7340483665466309,4.719933032989502,35.21197509765625,0.3499999940395355,0.0,0.127732084146156,0.12146202474832535,0.006270059397830652,0.13107353051283807,0.1304965749305292,-0.13050248976325457,0.12541892618268388,-0.2559214159459384,0.0,1,0,disabled,0.0,1,AVOID_HOLD,rrt_connect,1,0.8568292560521513,0.8568292560521513,9,1,1,0,0,2.189769036906044,0.1266803741455078,0.002525353447134458;0.0033030266614098316;0.00279199748697984;0.0043297162521171145;0.005356280582075134;0.008079781666301163;0.004218482086436973;0.006279402228037749;0.006214224410845686,0.127402663230896;0.12612996995449066;0.12387418001890182;0.12563948333263397;0.12199632078409195;0.12103157490491867;0.12479034811258316;0.12172048538923264;0.12173473089933395,64,0,0,0,0,0,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 6, 'obstacle_clearance': 44, 'obstacle_contact': 6, 'self_collision': 0}",0.0011843611193055642,65,59,nan,nan,1.0,filtered,0,0,1,0,6,6,1,3,0.5,0.0,0.0,0.0,1.0,0.01869715502740943,1,1,0,0,0.2784192015832014,0.3499999940395355,filtered,linprog goal-velocity priority optimal,0.8909302062782938,0,2,12,predictive_link_2|predictive_link_3|joint_3_acceleration_lower|joint_4_velocity_lower,predictive_link_2,,,0,0,0,optimal; continuity_tiebreak,0.1304189256779957,1,continuity_tiebreak,0.9492273330688477,0,goal_velocity_linprog,0.0,valid,0.01869715502740943,0.661396463437286,2.71138026e-17|0.00945188889|0.104267918|0.105057035|0.105333495|0.141427652,0.398895459|0.335525902|0.0203183272|0.018697155|0.0215144736|0.068006877,0.561965282|0.498595726|0.18338815|0.181766978|0.184584297|0.2310767,0.518895459|0.455525902|0.140318327|0.138697155|0.141514474|0.188006877,0|0.15|0.15|0.15|0.15|0.15,1.45360633e-17|-0.0334771385|-0.0812733102|-0.0747886216|-0.0721972836|-0.101871013,0|0|0|0|0|0,1.59558184|1.30862647|-1.29811054e-09|-1.5303168e-09|0.0138606106|0.170156495,optimal,0.1304189256779957,0.12541892618268385,0.004999999495311852,0.296221048|-0.568402946|0.387439221,0|0|0,0.02396625396795571,0.0038252630038186908,0.0019619509112089872,0.009560220059938729
26,1.35,-2.1918461690794473,0.5709935426712036,0.11472281068563461,0.18754525482654572,0.41316863894462585,1.0,3,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.8053328394889832,5.343411445617676,25.42420768737793,0.3499999940395355,0.0,0.12146202737850892,0.11472281068563461,0.006739216692874306,0.1309157354283791,0.14950072075464155,-0.12983130443000201,0.13536761206307937,-0.26519891649308136,0.0,1,0,disabled,0.0,1,AVOID_HOLD,rrt_connect,1,0.8568292560521513,0.8568292560521513,9,1,1,0,0,2.189769036906044,0.1266803741455078,0.002525353447134458;0.0033030266614098316;0.00279199748697984;0.0043297162521171145;0.005356280582075134;0.008079781666301163;0.004218482086436973;0.006279402228037749;0.006214224410845686,0.127402663230896;0.12612996995449066;0.12387418001890182;0.12563948333263397;0.12199632078409195;0.12103157490491867;0.12479034811258316;0.12172048538923264;0.12173473089933395,64,0,0,0,0,0,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 6, 'obstacle_clearance': 44, 'obstacle_contact': 6, 'self_collision': 0}",0.0011843611193055642,65,59,nan,nan,1.0,filtered,0,0,1,0,7,7,1,3,0.5,0.0,0.0,0.0,1.0,0.016505412469615816,1,1,0,0,0.2784192015832014,0.3499999940395355,filtered,linprog goal-velocity priority optimal,0.9448061367209418,0,2,12,predictive_link_2|predictive_link_3|joint_3_acceleration_lower|joint_4_velocity_lower,predictive_link_3,,,0,0,0,optimal; continuity_tiebreak,0.1403676151583632,1,continuity_tiebreak,0.9439242482185364,0,goal_velocity_linprog,8.326672684688674e-17,valid,0.016505412469615816,0.6617036275931747,0|0.0340563118|0.0872532532|0.0897052666|0.0903222918|0.130898911,0.398880101|0.330148298|0.0178278438|0.0165054125|0.0195416848|0.0620157018,0.561965282|0.493233479|0.180913025|0.179590594|0.182626866|0.225100883,0.518880101|0.450148298|0.137827844|0.136505412|0.139541685|0.182015702,0|0.15|0.15|0.15|0.15|0.15,0|-0.0684771132|-0.0713113731|-0.0660216486|-0.0630362612|-0.115406715,0|0|0|0|0|0,1.5955204|1.25211608|2.15342882e-09|1.2684211e-09|0.0151304779|0.132656092,optimal,0.1403676151583632,0.13536761206307937,0.005000003095283839,0.296221048|-0.568402946|0.387439221,0|0|0,0.02574859489686787,0.004619522951543331,0.0021943890023976564,0.009732562000863254
27,1.4000000000000001,-2.1835614397179532,0.5720917582511902,0.10743381828069687,0.18447639048099518,0.4138873517513275,1.0,3,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.962981104850769,5.755188465118408,16.840749740600586,0.3499999940395355,0.9496663808822632,0.11472280747970291,0.10743381828069687,0.0072889891990060435,0.13147865542939205,0.20420313613805158,-0.1299331783493523,0.150626354690073,-0.28055953303942527,0.004446659098605156,1,0,disabled,0.0,1,TRACK,direct_path,0,0.2885885479627177,1.145417804014869,4,1,1,1,1,1.1387396678997248,0.1291089951992035,0.004358034518033086;0.004451751126009923;0.005614538689064883;0.005999977987468941,0.12397988885641098;0.1291089951992035;0.12349464744329453;0.12236493080854416,128,0,0,0,0,0,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 8, 'obstacle_clearance': 99, 'obstacle_contact': 10, 'self_collision': 0}",0.0002919411299541134,130,122,nan,nan,1.0,filtered,0,0,2,1,8,0,1,2,1.0,0.0,0.9496663808822632,0.0,1.0,0.014686838503926658,1,1,0,0,0.2784192015832014,0.3499999940395355,filtered,linprog goal-velocity priority optimal,1.0798748030459746,0,2,12,predictive_link_2|predictive_link_3|joint_3_acceleration_lower|joint_4_velocity_lower,predictive_link_3,,,0,0,0,optimal; continuity_tiebreak,0.15562635749471507,1,continuity_tiebreak,0.9626363515853882,0,goal_velocity_linprog,0.0,valid,0.014686838503926658,0.6632370930720701,1.51177359e-18|0.0707150227|0.0998754688|0.109570248|0.112384745|0.150313572,0.398803427|0.321211954|0.015892682|0.0146868385|0.0179597093|0.0542379758,0.561965282|0.484373808|0.179054537|0.177848693|0.181121564|0.21739983,0.518803427|0.441211954|0.135892682|0.134686839|0.137959709|0.174237976,0|0.15|0.15|0.15|0.15|0.15,-1.03748491e-17|-0.112726596|-0.0635707274|-0.0587473527|-0.0553212384|-0.134710916,0|0|0|0|0|0,1.59521371|1.17212122|7.17861853e-10|1.34610557e-09|0.0165175987|0.0822409871,optimal,0.15562635749471507,0.150626354690073,0.005000002804642079,0.296221048|-0.568402946|0.387439221,0|0|0,0.31423642800655216,0.0047073750756680965,0.0019324789755046368,0.010330836055800319
28,1.4500000000000002,-2.2286652624013574,0.584309458732605,0.10014638304710388,0.18145395815372467,0.4236314594745636,1.0,3,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.143830418586731,5.042484760284424,20.331266403198242,0.9136915802955627,0.9136915802955627,0.1074338209188412,0.10014638304710388,0.007287437871737315,0.3523396435172306,0.2656004219617599,0.352327576648903,0.15885509395828615,0.19347248269061687,0.35232758530065733,0,0,disabled,0.0,1,SERVO,direct_path,0,0.2885885479627177,1.145417804014869,4,1,1,1,1,1.1387396678997248,0.1291089951992035,0.004358034518033086;0.004451751126009923;0.005614538689064883;0.005999977987468941,0.12397988885641098;0.1291089951992035;0.12349464744329453;0.12236493080854416,128,0,0,0,0,0,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 8, 'obstacle_clearance': 99, 'obstacle_contact': 10, 'self_collision': 0}",0.0002919411299541134,130,122,nan,nan,1.0,filtered,1,0,2,1,9,1,1,2,1.0,0.0,0.9136915802955627,0.0,1.0,0.012633804898466994,0,1,0,0,0.2784192015832014,0.0,filtered,linprog goal-velocity priority optimal,1.1755176859885603,0,2,12,predictive_link_2|predictive_link_3|joint_3_velocity_lower|joint_4_velocity_lower,predictive_link_3,,,0,0,0,optimal; continuity_tiebreak,0.16385509444703042,1,continuity_tiebreak,0.9859917163848877,0,goal_velocity_linprog,2.0816681711721685e-17,valid,0.012633804898466994,0.6728055747143667,0|0.118159269|0.14793351|0.166608371|0.172525583|0.205659812,0.398325003|0.308080215|0.0136715364|0.0126338049|0.0162446029|0.0443837558,0.561965282|0.471720494|0.177311815|0.176274084|0.179884882|0.208024034,0.518325003|0.428080215|0.133671536|0.132633805|0.136244603|0.164383756,0|0.15|0.15|0.15|0.15|0.15,0|-0.154166266|-0.054686146|-0.0505352211|-0.0471094029|-0.151431864,0|0|0|0|0|0,1.59330001|1.0781546|-6.02251839e-10|-1.51369821e-09|0.0178690088|0.0261031588,optimal,0.16385509444703042,0.1588550939582861,0.005000000488744327,0.296221048|-0.568402946|0.387439221,0|0|0,0.020696624997071922,0.0041281160665676,0.00239080807659775,0.009283202001824975
29,1.5,-2.329542234295668,0.603568434715271,0.09444791078567505,0.1791059523820877,0.43611064553260803,1.0,3,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.1441936492919922,0.04247784614562988,100.54866790771484,0.8352065682411194,0.8352065682411194,0.10014638188220894,0.09444791078567505,0.005698471096533889,0.32935915092990364,0.267813055565178,0.32935323474847117,0.1306836836966795,0.19866955105179168,0.3293532309174599,0,0,disabled,0.0,1,SERVO,direct_path,0,0.2885885479627177,1.145417804014869,4,1,1,1,1,1.1387396678997248,0.1291089951992035,0.004358034518033086;0.004451751126009923;0.005614538689064883;0.005999977987468941,0.12397988885641098;0.1291089951992035;0.12349464744329453;0.12236493080854416,128,0,0,0,0,0,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 8, 'obstacle_clearance': 99, 'obstacle_contact': 10, 'self_collision': 0}",0.0002919411299541134,130,122,nan,nan,1.0,filtered,2,0,2,1,10,1,1,2,1.0,0.0,0.8352065682411194,0.0,1.0,0.010290549731611559,0,1,0,0,0.2784192015832014,0.0,filtered,linprog goal-velocity priority optimal,1.2035993549400985,0,1,12,predictive_link_5|joint_3_velocity_lower|joint_4_velocity_lower,predictive_link_5,,,0,0,0,optimal; continuity_tiebreak,0.1356550708632533,1,continuity_tiebreak,0.9999982714653015,0,goal_velocity_linprog,0.0,valid,0.010290549731611559,0.6863796382749827,0|0.163696161|0.195768401|0.223939496|0.233314344|0.267897887,0.3976463|0.292993601|0.0113621534|0.0102905497|0.0141574774|0.0333604329,0.561965282|0.457312583|0.175681135|0.174609532|0.178476459|0.197679415,0.5176463|0.412993601|0.131362153|0.13029055|0.134157477|0.153360433,0|0.15|0.15|0.15|0.15|0.15,0|-0.159598566|-0.0395063966|-0.0309370723|-0.024424911|-0.133441728,0|0|0|0|0|0,1.5905852|1.01237584|0.00594221711|0.0102251267|0.0322049986|3.62973507e-09,optimal,0.1356550708632533,0.13068368369667951,0.004971387166573776,0.296221048|-0.568402946|0.387439221,0|0|0,0.01965170493349433,0.003664033953100443,0.0019652140326797962,0.008951153955422342
30,1.55,-2.322071176135519,0.5964643359184265,0.08990725874900818,0.17702822387218475,0.42924657464027405,1.0,3,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.0622944831848145,4.217746734619141,84.7562026977539,0.7735550403594971,0.7735550403594971,0.09444791261459193,0.08990725874900818,0.004540653865583749,0.31315142335334695,0.22917323328974415,0.3131501166552211,0.10354475989326496,0.20960535676195613,0.31315012271915127,0,0,disabled,0.0,1,SERVO,direct_path,0,0.2885885479627177,1.145417804014869,4,1,1,1,1,1.1387396678997248,0.1291089951992035,0.004358034518033086;0.004451751126009923;0.005614538689064883;0.005999977987468941,0.12397988885641098;0.1291089951992035;0.12349464744329453;0.12236493080854416,128,0,0,0,0,0,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 8, 'obstacle_clearance': 99, 'obstacle_contact': 10, 'self_collision': 0}",0.0002919411299541134,130,122,nan,nan,1.0,filtered,3,0,2,1,11,1,1,2,1.0,0.0,0.7735550403594971,0.0,1.0,0.009311950264981078,0,1,0,0,0.2784192015832014,0.0,filtered,linprog goal-velocity priority optimal,1.1655634629151277,0,2,12,predictive_link_2|predictive_link_5|joint_3_velocity_lower|joint_4_velocity_lower,predictive_link_2,,,0,0,0,optimal; continuity_tiebreak,0.1085447595256436,1,continuity_tiebreak,0.9844644665718079,0,goal_velocity_linprog,0.0,valid,0.009311950264981078,0.6998723845322345,0|0.170054614|0.197775883|0.224369101|0.234095108|0.269878792,0.396971663|0.283397806|0.009630218|0.00931195026|0.0135722454|0.0268650884,0.561965282|0.448391425|0.174623837|0.174305569|0.178565865|0.191858708,0.516971663|0.403397806|0.129630218|0.12931195|0.133572245|0.146865088,0|0.15|0.15|0.15|0.15|0.15,0|-0.125329132|-0.0385208754|-0.0288875931|-0.0204106301|-0.107460353,0|0|0|0|0|0,1.58788665|1.00826209|-3.37324968e-09|0.00836020795|0.0338783513|3.39616779e-10,optimal,0.1085447595256436,0.10354475989326498,0.004999999632378627,0.296221048|-0.568402946|0.387439221,0|0|0,0.022304685087874532,0.0045221090549603105,0.002176005975343287,0.009922654018737376
