step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,unavoidable_collision,avoidable_collision,collision_avoidability_reason,safe_stop_infeasible_first_step,safe_stop_infeasible_last_step,safe_stop_h_drift_mps,safe_stop_drift_class,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,qdot_policy_norm,task_space_goal_error_before_m,task_space_goal_error_after_m,task_space_goal_error_delta_m,task_space_requested_speed_mps,task_space_executed_speed_mps,task_space_requested_toward_goal_mps,task_space_executed_toward_goal_mps,task_space_filter_velocity_loss_mps,task_space_nominal_toward_goal_mps,task_space_recovery_active_for_command,residual_control_enabled,residual_control_mode,residual_control_base_qdot_norm,hierarchical_control_enabled,hierarchical_state,hierarchical_plan_reason,hierarchical_plan_iterations,hierarchical_planning_time_s,hierarchical_planning_time_total_s,hierarchical_ik_candidate_count,hierarchical_ik_found,hierarchical_plan_found,hierarchical_direct_path,hierarchical_selected_candidate_index,hierarchical_selected_path_length_rad,hierarchical_selected_path_min_clearance_m,hierarchical_ik_candidate_errors_m,hierarchical_ik_candidate_clearances_m,hierarchical_ik_attempts_used,hierarchical_ik_fallback_used,hierarchical_ik_fallback_attempted,hierarchical_ik_target_shell_attempted,hierarchical_ik_target_shell_candidate_count,hierarchical_ik_rejection_counts,hierarchical_ik_min_goal_error_m,hierarchical_ik_goal_reachable_count,hierarchical_ik_obstacle_free_goal_reachable_count,hierarchical_selected_path_predictive_h_m,hierarchical_selected_path_filter_intervention,hierarchical_filter_intervention_ratio,hierarchical_filter_status,hierarchical_servo_stall_steps,hierarchical_servo_stall_replans,hierarchical_plan_count,hierarchical_replan_count,hierarchical_hold_steps,hierarchical_consecutive_hold_steps,hierarchical_waypoint_index,hierarchical_waypoint_count,hierarchical_path_progress,hierarchical_residual_budget,hierarchical_nominal_qdot_norm,residual_qdot_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_reason,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_infeasible_constraint_categories,safety_filter_infeasibility_diagnostic_status,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_max_link_speed_bound_mps,predictive_link_velocity_norms_mps,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,safety_filter_goal_velocity_audit_status,safety_filter_max_feasible_goal_velocity_mps,safety_filter_projected_goal_velocity_mps,safety_filter_goal_velocity_feasibility_gap_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
10,0.55,-2.2814872069225824,0.6267528533935547,0.16695621609687805,0.1981325000524521,0.45581403374671936,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.412740707397461,4.03210973739624,176.3473663330078,0.3499999940395355,0.0,0.18267281363634963,0.16695621609687805,0.015716597539471577,0.19703596686738548,0.5388370165825721,-0.14798847728154582,0.350026902913356,-0.49801538019490177,0.0,1,0,disabled,0.0,1,AVOID_HOLD,direct_path,0,0.22545932803768665,0.22545932803768665,2,1,1,1,1,1.872091203065591,0.15401795506477356,0.006948701501639626;0.0031976781056547968,0.12946060299873352;0.15401795506477356,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 63, 'obstacle_contact': 0, 'self_collision': 0}",0.0003785199032041974,65,65,nan,nan,1.0,filtered,0,0,1,0,5,5,1,2,1.0,0.0,0.0,0.0,1.0,0.016608062127924844,1,1,0,0,0.135592448617967,0.3499999940395355,filtered,linprog goal-velocity priority optimal,1.487876488510724,0,1,12,predictive_link_2|joint_0_velocity_upper|joint_2_velocity_upper|joint_3_velocity_upper|joint_4_velocity_upper|joint_5_acceleration_upper,predictive_link_2,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.016608062127924844,0.8229927712761668,0|0.130874284|0.461473326|0.461473326|0.536371206|0.53520099,0.547259089|0.296406213|0.0166080621|0.0236080621|0.08102685|0.0892785416,0.718408727|0.467555851|0.187757701|0.194757701|0.252176489|0.26042818,0.667259089|0.416406213|0.136608062|0.143608062|0.20102685|0.209278542,0|0.15|0.15|0.15|0.15|0.0315003067,0|-0.0215959422|-0.066432248|-0.066432248|0.0334957884|0.000194720512,0|0|0|0|0|0,2.18903636|1.16402891|5.284779e-10|0.0280000005|0.357603188|0.357308887,optimal,0.3500269086103874,0.35002690291335603,5.697031346674208e-09,0.587482691|0.442630529|0.541283906,-0|-0|-0,0.01762043300550431,0.005017785937525332,0.0012438760604709387,0.003418036038056016
11,0.6000000000000001,-2.449349397581916,0.6576782464981079,0.1539781540632248,0.19120614230632782,0.4800322651863098,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.3809945583343506,6.944770812988281,109.42821502685547,1.086658239364624,1.086658239364624,0.16695621297048138,0.1539781540632248,0.01297805890725659,0.41137123151838867,0.5227121623453215,0.4081529882224763,0.30206850472010804,0.10608448350236827,0.4081529805794656,0,0,disabled,0.0,1,SERVO,direct_path,0,0.22545932803768665,0.22545932803768665,2,1,1,1,1,1.872091203065591,0.15401795506477356,0.006948701501639626;0.0031976781056547968,0.12946060299873352;0.15401795506477356,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 63, 'obstacle_contact': 0, 'self_collision': 0}",0.0003785199032041974,65,65,nan,nan,1.0,filtered,1,0,1,0,6,6,1,2,1.0,0.0,1.086658239364624,0.0,1.0,0.01763257848928587,0,1,0,0,0.135592448617967,0.0,filtered,linprog goal-velocity priority optimal,1.7277597775867481,0,1,12,predictive_link_2|joint_1_acceleration_lower|joint_3_acceleration_lower|joint_0_velocity_upper|joint_4_velocity_upper|joint_5_acceleration_upper,predictive_link_2,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.01763257848928587,0.8064270282831524,5.83350119e-17|0.13271131|0.46171775|0.46171775|0.535132799|0.531968836,0.548087376|0.298058093|0.0176325785|0.0246325785|0.0861339221|0.0905655942,0.718408728|0.468379444|0.18795393|0.19495393|0.256455273|0.260886946,0.668087376|0.418058093|0.137632578|0.144632578|0.206133922|0.210565594,0|0.15|0.15|0.15|0|0,-4.46107608e-17|0.0477298215|-0.0705303137|-0.0705303137|-0.0774922832|-0.0478138835,0|0|0|0|0|0,2.1923495|1.23996219|2.71222558e-10|0.0280000003|0.267043405|0.314448493,optimal,0.30206850962066106,0.30206850472010804,4.900553018938325e-09,0.587482691|0.442630529|0.541283906,-0|-0|-0,0.012661530985496938,0.0027102199383080006,0.0018717049388214946,0.004018388921394944
12,0.65,-2.4808909799694145,0.6543005704879761,0.14377495646476746,0.18541444838047028,0.47777724266052246,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.2576444149017334,7.748405456542969,165.15289306640625,1.1229912042617798,1.1229912042617798,0.15397816054134264,0.14377495646476746,0.010203204076575184,0.4001561076769839,0.4600487852409284,0.39909395956031474,0.24038226364359566,0.15871169591671908,0.39909397635086347,0,0,disabled,0.0,1,SERVO,direct_path,0,0.22545932803768665,0.22545932803768665,2,1,1,1,1,1.872091203065591,0.15401795506477356,0.006948701501639626;0.0031976781056547968,0.12946060299873352;0.15401795506477356,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 63, 'obstacle_contact': 0, 'self_collision': 0}",0.0003785199032041974,65,65,nan,nan,1.0,filtered,2,0,1,0,7,1,1,2,1.0,0.0,1.1229912042617798,0.0,1.0,0.011614839016059364,0,1,0,0,0.135592448617967,0.0,filtered,linprog goal-velocity priority optimal,1.5211677451011534,0,1,12,predictive_link_2|joint_2_acceleration_lower|joint_3_acceleration_lower|joint_0_velocity_upper|joint_4_velocity_upper|joint_5_acceleration_upper,predictive_link_2,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.011614839016059364,0.79057272674686,2.00259966e-17|0.188058887|0.454770223|0.454770223|0.514120251|0.516383335,0.548880091|0.303576916|0.011614839|0.018614839|0.0804242607|0.0904057773,0.718408727|0.473105552|0.181143475|0.188143475|0.249952897|0.259934414,0.668880091|0.423576916|0.131614839|0.138614839|0.200424261|0.210405777,0|0|0.15|0.15|0.119360396|0,-1.66571963e-17|-0.000344268843|-0.0464593507|-0.0464593507|-0.0133664208|-0.0180424091,0|0|0|0|0|0,2.19552036|1.21396339|5.39676663e-09|0.0280000054|0.308330622|0.3435807,optimal,0.2403822710277545,0.2403822636435957,7.3841588121847934e-09,0.587482691|0.442630529|0.541283906,-0|-0|-0,0.010565239936113358,0.002498449059203267,0.001280625001527369,0.0031881160102784634
13,0.7000000000000001,-2.467202765655653,0.6435326337814331,0.13545061647891998,0.18065302073955536,0.46967560052871704,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.078431248664856,7.884548664093018,160.4208984375,1.144217848777771,1.144217848777771,0.14377496356899835,0.13545061647891998,0.008324347090078371,0.39548567897707254,0.4172391087222681,0.38612282665986863,0.19840831565328737,0.18771451100658126,0.3861228457390309,0,0,disabled,0.0,1,SERVO,direct_path,0,0.22545932803768665,0.22545932803768665,2,1,1,1,1,1.872091203065591,0.15401795506477356,0.006948701501639626;0.0031976781056547968,0.12946060299873352;0.15401795506477356,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 63, 'obstacle_contact': 0, 'self_collision': 0}",0.0003785199032041974,65,65,nan,nan,1.0,filtered,3,0,1,0,8,1,1,2,1.0,0.0,1.144217848777771,0.0,1.0,0.008345326553772625,0,1,0,0,0.135592448617967,0.0,filtered,linprog goal-velocity priority optimal,1.2013556354416859,0,1,12,predictive_link_2|joint_3_acceleration_lower|joint_5_acceleration_lower|joint_0_velocity_upper|joint_1_acceleration_upper|joint_4_velocity_upper,predictive_link_2,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.008345326553772625,0.7801978481780127,0|0.132785603|0.418401016|0.418401016|0.456620128|0.455414747,0.549398835|0.304272401|0.00834532655|0.0153453266|0.0800422084|0.091059185,0.718408727|0.473282294|0.177355219|0.184355219|0.249052101|0.260069077,0.669398835|0.424272401|0.128345327|0.135345327|0.200042208|0.211059185,0|0|0.15|0.15|0.0954588658|0,0|-0.0579600028|-0.0333813043|-0.0333813043|-0.00943452077|0.00711831932,0|0|0|0|0|0,2.19759534|1.1591296|1.90892704e-09|0.0280000019|0.310734313|0.371355059,optimal,0.1984083199173988,0.19840831565328743,4.264111369556289e-09,0.587482691|0.442630529|0.541283906,-0|-0|-0,0.013799812062643468,0.0029121190309524536,0.0018209669506177306,0.004266640054993331
14,0.75,-2.4690494282606568,0.6401026248931885,0.12819762527942657,0.1765151470899582,0.4666256010532379,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.0265710353851318,7.9520487785339355,2.7884864807128906,1.0810915231704712,1.0810915231704712,0.1354506191437906,0.12819762527942657,0.007252993864364038,0.35571172729684397,0.4007443216984799,0.3417847265578119,0.1759107949914105,0.1658739315664014,0.34178473328212294,0,0,disabled,0.0,1,SERVO,direct_path,0,0.22545932803768665,0.22545932803768665,2,1,1,1,1,1.872091203065591,0.15401795506477356,0.006948701501639626;0.0031976781056547968,0.12946060299873352;0.15401795506477356,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 63, 'obstacle_contact': 0, 'self_collision': 0}",0.0003785199032041974,65,65,nan,nan,1.0,filtered,4,0,1,0,9,1,1,2,1.0,0.0,1.0810915231704712,0.0,1.0,0.0060348613091334435,0,1,0,0,0.135592448617967,0.0,filtered,linprog goal-velocity priority optimal,0.9094250565673454,0,1,12,predictive_link_2|joint_3_acceleration_lower|joint_5_acceleration_lower|joint_0_velocity_upper|joint_1_acceleration_upper|joint_4_velocity_upper,predictive_link_2,,,0,0,0,optimal,goal_velocity_linprog,6.938893903907228e-18,valid,0.0060348613091334435,0.7754232115878623,3.95347168e-17|0.106582172|0.397235521|0.397235521|0.420249853|0.415198952,0.549637567|0.293750488|0.00603486131|0.0130348613|0.0800422659|0.092475181,0.718408727|0.462521649|0.174806022|0.181806022|0.248813427|0.261246342,0.669637567|0.413750488|0.126034861|0.133034861|0.200042266|0.212475181,0|0.15|0.149038212|0.149038212|0.0543858066|0,-2.82011916e-17|-0.119759692|-0.0241394415|-0.0241394415|-0.0167041844|0.0191982827,0|0|0|0|0|0,2.19855027|1.05524226|3.77638124e-09|0.0280000038|0.303464879|0.389099007,optimal,0.17591079980008736,0.17591079499141052,4.808676845602378e-09,0.587482691|0.442630529|0.541283906,-0|-0|-0,0.012312736012972891,0.0036696550669148564,0.0013135479530319571,0.0036910120397806168
15,0.8,-2.351446092970171,0.605160117149353,0.12235589325428009,0.17334683239459991,0.43608570098876953,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.1562927961349487,7.755559921264648,160.21795654296875,0.9833087921142578,0.9833087921142578,0.12819761887588432,0.12235589325428009,0.005841725621604232,0.3118112882369012,0.4174081307648407,0.30131617447048237,0.15308534941598193,0.14823082505450044,0.30131615941957285,0,0,disabled,0.0,1,SERVO,direct_path,0,0.22545932803768665,0.22545932803768665,2,1,1,1,1,1.872091203065591,0.15401795506477356,0.006948701501639626;0.0031976781056547968,0.12946060299873352;0.15401795506477356,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 63, 'obstacle_contact': 0, 'self_collision': 0}",0.0003785199032041974,65,65,nan,nan,0.8412100521335263,filtered,5,0,1,0,10,1,1,2,1.0,0.0,0.9833087921142578,0.0,1.0,0.0034873589769952723,0,1,0,0,0.135592448617967,0.0,filtered,linprog goal-velocity priority optimal,0.8335297923083228,0,1,12,predictive_link_2|joint_3_acceleration_lower|joint_0_velocity_upper|joint_1_acceleration_upper|joint_4_velocity_upper|joint_5_acceleration_upper,predictive_link_2,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.0034873589769952723,0.7763740433141229,2.4285541e-18|0.141903439|0.394854275|0.394854275|0.407172926|0.401897981,0.549590025|0.277845393|0.00348735898|0.010487359|0.0792031062|0.0941385989,0.718408727|0.446664095|0.172306061|0.179306061|0.248021808|0.262957301,0.669590025|0.397845393|0.123487359|0.130487359|0.199203106|0.214138599,0|0.15|0.126508219|0.126508219|0.0262102528|0,-7.25226621e-19|-0.185979017|-0.0139494328|-0.0139494328|-0.0078279499|0.0365611593,0|0|0|0|0|0,2.1983601|0.925402553|3.15064221e-09|0.0280000032|0.308984475|0.413115555,optimal,0.1530853541049642,0.1530853494159819,4.688982313538759e-09,0.587482691|0.442630529|0.541283906,-0|-0|-0,0.013805184047669172,0.0024748779833316803,0.002297146013006568,0.0042026370065286756
16,0.8500000000000001,-2.0480194598284887,0.5216310024261475,0.11828465759754181,0.17169331014156342,0.3537976145744324,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.2272028923034668,8.243282318115234,168.80953979492188,0.8835367560386658,0.8835367560386658,0.1223558898457982,0.11828465759754181,0.004071232248256396,0.2865972981441037,0.4088030466852254,0.2822780767118959,0.11887695801167536,0.16340111870022056,0.28227806884844375,0,0,disabled,0.0,1,SERVO,direct_path,0,0.22545932803768665,0.22545932803768665,2,1,1,1,1,1.872091203065591,0.15401795506477356,0.006948701501639626;0.0031976781056547968,0.12946060299873352;0.15401795506477356,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 63, 'obstacle_contact': 0, 'self_collision': 0}",0.0003785199032041974,65,65,nan,nan,0.8476785715666304,filtered,6,0,1,0,11,1,1,2,1.0,0.0,0.8835367560386658,0.0,1.0,0.00251530930547976,0,1,0,0,0.135592448617967,0.0,filtered,linprog goal-velocity priority optimal,0.7999457259214903,0,2,12,predictive_link_2|workspace_z_lower|joint_2_acceleration_lower|joint_3_acceleration_lower|joint_5_acceleration_lower|joint_4_velocity_upper,predictive_link_2,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.00251530930547976,0.7827335905547689,0|0.209767822|0.416343387|0.416343387|0.424983017|0.421694821,0.549272048|0.25826442|0.00251530931|0.00951530931|0.0788163516|0.0964572506,0.718408727|0.4274011|0.171651989|0.178651989|0.247953031|0.26559393,0.669272048|0.37826442|0.122515309|0.129515309|0.198816352|0.216457251,0|0.15|0.0758877877|0.0758877877|0|0,0|-0.236470284|-0.0100612428|-0.0100612428|0.00622458618|0.0403397216,0|0|0|0|0|0,2.19708819|0.796587396|-5.61538899e-09|0.0279999944|0.321489993|0.426168724,optimal,0.11887695536578075,0.11887695801167536,-2.6458946145169193e-09,0.587482691|0.442630529|0.541283906,-0|-0|-0,0.011387991020455956,0.0030093240784481168,0.001282519893720746,0.003262219950556755
17,0.9,-2.035085211859131,0.5119121670722961,0.11580341309309006,0.17125378549098969,0.3417072594165802,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.1995865106582642,7.265042304992676,144.3115692138672,0.8049033880233765,0.8049033880233765,0.11828465880578633,0.11580341309309006,0.00248124571269627,0.2947737664442821,0.3344645627156375,0.29408971762770675,0.07434913962767101,0.21974057800003574,0.29408972063175054,0,0,disabled,0.0,1,SERVO,direct_path,0,0.22545932803768665,0.22545932803768665,2,1,1,1,1,1.872091203065591,0.15401795506477356,0.006948701501639626;0.0031976781056547968,0.12946060299873352;0.15401795506477356,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 63, 'obstacle_contact': 0, 'self_collision': 0}",0.0003785199032041974,65,65,nan,nan,0.9053904327738943,filtered,7,0,1,0,12,1,1,2,1.0,0.0,0.8049033880233765,0.0,1.0,0.0017320091038252189,0,1,0,0,0.135592448617967,0.0,filtered,linprog goal-velocity priority optimal,0.9023677014492265,0,2,12,predictive_link_2|workspace_z_lower|joint_0_acceleration_lower|joint_3_acceleration_lower|joint_5_acceleration_lower|joint_4_velocity_upper,predictive_link_2,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.0017320091038252189,0.7946907571973006,0|0.271510459|0.393800332|0.393800332|0.404515015|0.413925672,0.54867419|0.238328826|0.0017320091|0.0087320091|0.0792659654|0.0986780812,0.718408727|0.408063364|0.171466547|0.178466547|0.249000503|0.268412619,0.66867419|0.358328826|0.121732009|0.128732009|0.199265965|0.218678081,0|0.15|0.0293008997|0.0293008997|0|0,0|-0.183088131|-0.0069280385|-0.0069280385|0.00418692074|0.0212945234,0|0|0|0|0|0,2.19469676|0.770227174|-2.08809986e-09|0.0279999979|0.321250782|0.416006848,optimal,0.07434913927719147,0.07434913962767101,-3.5047953428346545e-10,0.587482691|0.442630529|0.541283906,-0|-0|-0,0.010907298070378602,0.0028729779878631234,0.0012484329054132104,0.0036377640208229423
18,0.9500000000000001,-2.047980164175524,0.5137373805046082,0.11379259824752808,0.17133425176143646,0.34091177582740784,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.1468249559402466,5.768707275390625,181.63919067382812,0.7663530707359314,0.7663530707359314,0.11580341668245676,0.11379259824752808,0.002010818434928688,0.3244123379056095,0.2882011158785312,0.3241490824242484,0.05799686379898744,0.26615221862526095,0.3241490924713609,0,0,disabled,0.0,1,SERVO,direct_path,0,0.22545932803768665,0.22545932803768665,2,1,1,1,1,1.872091203065591,0.15401795506477356,0.006948701501639626;0.0031976781056547968,0.12946060299873352;0.15401795506477356,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 63, 'obstacle_contact': 0, 'self_collision': 0}",0.0003785199032041974,65,65,nan,nan,1.0,filtered,8,0,1,0,13,1,1,2,1.0,0.0,0.7663530707359314,0.0,1.0,0.0008673191778091477,0,1,0,0,0.135592448617967,0.0,filtered,linprog goal-velocity priority optimal,0.9436180863526479,0,2,12,predictive_link_2|workspace_z_lower|joint_0_acceleration_lower|joint_3_velocity_lower|joint_4_velocity_upper|joint_5_acceleration_upper,workspace_z_lower,,,0,0,0,optimal,goal_velocity_linprog,2.7755575615628914e-17,valid,0.0008673191778091477,0.8077291915971051,0|0.216978367|0.28285428|0.28285428|0.303988239|0.335377199,0.548022268|0.23607818|0.000867319178|0.00786731918|0.0792176127|0.0995428813,0.718408727|0.40646464|0.171253779|0.178253779|0.249604072|0.269929341,0.668022268|0.35607818|0.120867319|0.127867319|0.199217613|0.219542881,0|0.15|0|0|0|0,0|-0.154577734|-0.00346928217|-0.00346928217|0.00517564503|-0.00414628364,0|0|0|0|0|0,2.19208907|0.789734988|-5.45648324e-09|0.0279999945|0.322046096|0.394025242,optimal,0.05799685848171781,0.05799686379898745,-5.317269638482891e-09,0.587482691|0.442630529|0.541283906,-0|-0|-0,0.011162542970851064,0.0029848809354007244,0.001365362899377942,0.0035281709861010313
19,1.0,-2.0385358665896502,0.5149361491203308,0.11095962673425674,0.1713823825120926,0.3407810628414154,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.0484260320663452,7.183786869049072,180.09605407714844,0.7545022368431091,0.7545022368431091,0.11379260085176944,0.11095962673425674,0.002832974117512696,0.36199949826198075,0.21965328993943087,0.3617109195887628,0.0654574847334771,0.29625343485528566,0.36171092786682785,0,0,disabled,0.0,1,SERVO,direct_path,0,0.22545932803768665,0.22545932803768665,2,1,1,1,1,1.872091203065591,0.15401795506477356,0.006948701501639626;0.0031976781056547968,0.12946060299873352;0.15401795506477356,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 63, 'obstacle_contact': 0, 'self_collision': 0}",0.0003785199032041974,65,65,nan,nan,1.0,filtered,9,0,1,0,14,1,1,2,1.0,0.0,0.7545022368431091,0.0,1.0,0.00028802670914597484,0,1,0,0,0.135592448617967,0.0,filtered,linprog goal-velocity priority optimal,0.9817774295672648,0,1,12,predictive_link_2|joint_0_acceleration_lower|joint_1_acceleration_lower|joint_3_velocity_lower|joint_5_acceleration_lower|joint_4_velocity_upper,predictive_link_2,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.00028802670914597484,0.8209243761837473,5.87302371e-19|0.190982478|0.206163561|0.206163561|0.238439185|0.286826316,0.547362509|0.231991841|0.000288026709|0.00728802671|0.0790533105|0.0989630443,0.718408727|0.40303806|0.171334246|0.178334246|0.250099529|0.270009263,0.667362509|0.351991841|0.120288027|0.127288027|0.19905331|0.218963044,0|0.15|0|0|0|0,-2.3983286e-20|-0.0747691313|-0.00115210576|-0.00115210576|-0.0177306528|-0.0479024418,0|0|0|0|0|0,2.18945003|0.853198234|1.0716731e-09|0.0280000011|0.298482589|0.347949735,optimal,0.06545748709562403,0.0654574847334771,2.3621469363854786e-09,0.587482691|0.442630529|0.541283906,-0|-0|-0,0.012931338977068663,0.003751131007447839,0.0015436060493811965,0.0037361650029197335
20,1.05,-2.014581596895457,0.5149361491203308,0.10688307881355286,0.17154766619205475,0.340332567691803,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.065680742263794,7.325897693634033,9.635262489318848,0.7201353311538696,0.7201353311538696,0.110959626742236,0.10688307881355286,0.004076547928683144,0.3743295208436746,0.21581510315911073,0.3741486813679558,0.0887244038401085,0.2854242775278473,0.37414868139486135,0,0,disabled,0.0,1,SERVO,direct_path,0,0.22545932803768665,0.22545932803768665,2,1,1,1,1,1.872091203065591,0.15401795506477356,0.006948701501639626;0.0031976781056547968,0.12946060299873352;0.15401795506477356,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 63, 'obstacle_contact': 0, 'self_collision': 0}",0.0003785199032041974,65,65,nan,nan,1.0,filtered,10,0,1,0,15,1,1,2,1.0,0.0,0.7201353311538696,0.0,1.0,-0.00019748831078041096,0,1,0,0,0.135592448617967,0.0,filtered,linprog goal-velocity priority optimal,1.0859303835409233,0,1,12,predictive_link_2|joint_0_acceleration_lower|joint_1_acceleration_lower|joint_3_velocity_lower|joint_5_acceleration_lower|joint_4_velocity_upper,predictive_link_2,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,-0.00019748831078041096,0.8315974236010393,1.75588667e-18|0.103375255|0.108262676|0.108262676|0.159779456|0.218396967,0.546828856|0.239418033|-0.000197488311|0.00680251169|0.0763602893|0.0906153836,0.718408727|0.410997904|0.171382383|0.178382383|0.24794016|0.262195255,0.666828856|0.359418033|0.119802512|0.126802512|0.196360289|0.210615384,0|0.15|0|0|0.15|0.15,1.12432222e-17|0.00314105604|0.000789954748|0.000789954748|-0.0308692388|-0.0794687528,0|0|0|0|0|0,2.18731542|0.960813188|1.50528701e-09|0.0280000015|0.274571918|0.282992782,optimal,0.08872440559948304,0.0887244038401085,1.7593745349486767e-09,0.587482691|0.442630529|0.541283906,-0|-0|-0,0.013305848930031061,0.004296832950785756,0.001417040009982884,0.0035436709877103567
