step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,unavoidable_collision,avoidable_collision,collision_avoidability_reason,safe_stop_infeasible_first_step,safe_stop_infeasible_last_step,safe_stop_h_drift_mps,safe_stop_drift_class,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,qdot_policy_norm,task_space_goal_error_before_m,task_space_goal_error_after_m,task_space_goal_error_delta_m,task_space_requested_speed_mps,task_space_executed_speed_mps,task_space_requested_toward_goal_mps,task_space_executed_toward_goal_mps,task_space_filter_velocity_loss_mps,task_space_nominal_toward_goal_mps,task_space_recovery_active_for_command,residual_control_enabled,residual_control_mode,residual_control_base_qdot_norm,hierarchical_control_enabled,hierarchical_state,hierarchical_plan_reason,hierarchical_plan_iterations,hierarchical_planning_time_s,hierarchical_planning_time_total_s,hierarchical_ik_candidate_count,hierarchical_ik_found,hierarchical_plan_found,hierarchical_direct_path,hierarchical_selected_candidate_index,hierarchical_selected_path_length_rad,hierarchical_selected_path_min_clearance_m,hierarchical_ik_candidate_errors_m,hierarchical_ik_candidate_clearances_m,hierarchical_ik_attempts_used,hierarchical_ik_fallback_used,hierarchical_ik_fallback_attempted,hierarchical_ik_target_shell_attempted,hierarchical_ik_target_shell_candidate_count,hierarchical_ik_rejection_counts,hierarchical_ik_min_goal_error_m,hierarchical_ik_goal_reachable_count,hierarchical_ik_obstacle_free_goal_reachable_count,hierarchical_selected_path_predictive_h_m,hierarchical_selected_path_filter_intervention,hierarchical_filter_intervention_ratio,hierarchical_filter_status,hierarchical_servo_stall_steps,hierarchical_servo_stall_replans,hierarchical_plan_count,hierarchical_replan_count,hierarchical_hold_steps,hierarchical_consecutive_hold_steps,hierarchical_waypoint_index,hierarchical_waypoint_count,hierarchical_path_progress,hierarchical_residual_budget,hierarchical_nominal_qdot_norm,residual_qdot_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_reason,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_infeasible_constraint_categories,safety_filter_infeasibility_diagnostic_status,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_max_link_speed_bound_mps,predictive_link_velocity_norms_mps,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,safety_filter_goal_velocity_audit_status,safety_filter_max_feasible_goal_velocity_mps,safety_filter_projected_goal_velocity_mps,safety_filter_goal_velocity_feasibility_gap_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
21,1.1,-1.99425623949205,0.5149361491203308,0.10180159658193588,0.1719990223646164,0.33911094069480896,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.0955603122711182,7.246511459350586,160.08241271972656,0.6626307368278503,0.6626307368278503,0.10688308299169362,0.10180159658193588,0.005081486409757738,0.36182046821775815,0.2899241621526051,0.3616769283145665,0.1178280294408445,0.243848898873722,0.3616769424527924,0,0,disabled,0.0,1,SERVO,direct_path,0,0.22545932803768665,0.22545932803768665,2,1,1,1,1,1.872091203065591,0.15401795506477356,0.006948701501639626;0.0031976781056547968,0.12946060299873352;0.15401795506477356,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 63, 'obstacle_contact': 0, 'self_collision': 0}",0.0003785199032041974,65,65,nan,nan,1.0,filtered,11,0,1,0,16,1,1,2,1.0,0.0,0.6626307368278503,0.0,1.0,-0.00042383593837573563,0,1,0,0,0.135592448617967,0.0,filtered,linprog goal-velocity priority optimal,1.1512228252276189,0,1,12,predictive_link_2|joint_0_acceleration_lower|joint_1_acceleration_lower|joint_3_velocity_lower|joint_4_velocity_upper|joint_5_acceleration_upper,predictive_link_2,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,-0.00042383593837573563,0.8394300313167891,8.00442258e-19|0.0493926751|0.13898626|0.13898626|0.183366562|0.218306258,0.546437226|0.250387111|-0.000423835938|0.00657616406|0.0710654726|0.0781644808,0.718408727|0.422358612|0.171547666|0.178547666|0.243036974|0.250135982,0.666437226|0.370387111|0.119576164|0.126576164|0.191065473|0.198164481,0|0|0|0|0.15|0.15,3.52180956e-19|0.0815284417|0.00169534189|0.00169534189|-0.0564633388|-0.128659353,0|0|0|0|0|0,2.1857489|1.08307689|-1.86280271e-09|0.0279999981|0.227798552|0.183998571,optimal,0.11782802744866736,0.1178280294408445,-1.9921771454711745e-09,0.587482691|0.442630529|0.541283906,-0|-0|-0,0.015785038005560637,0.004192195949144661,0.002028001006692648,0.004154954105615616
22,1.1500000000000001,-2.1258684398237975,0.5469989776611328,0.09703049063682556,0.17289741337299347,0.38855335116386414,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.232418179512024,7.01612663269043,20.337265014648438,0.6220657825469971,0.6220657825469971,0.10180160106803755,0.09703049063682556,0.004771110431211992,0.3449691390301676,0.4147240313663568,0.3448396778639499,0.13639654528360415,0.20844313258034577,0.34483969306003626,0,0,disabled,0.0,1,SERVO,direct_path,0,0.22545932803768665,0.22545932803768665,2,1,1,1,1,1.872091203065591,0.15401795506477356,0.006948701501639626;0.0031976781056547968,0.12946060299873352;0.15401795506477356,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 63, 'obstacle_contact': 0, 'self_collision': 0}",0.0003785199032041974,65,65,nan,nan,1.0,filtered,12,0,1,0,17,1,1,2,1.0,0.0,0.6220657825469971,0.0,1.0,-0.00023141352719092956,0,1,0,0,0.135592448617967,0.0,filtered,linprog goal-velocity priority optimal,1.3116202610668823,0,1,12,predictive_link_2|joint_0_acceleration_lower|joint_1_acceleration_lower|joint_3_velocity_lower|joint_4_velocity_upper|joint_5_acceleration_upper,predictive_link_2,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,-0.00023141352719092956,0.8446083482152027,0|0.107742248|0.254978436|0.254978436|0.289500475|0.295216497,0.54617831|0.254201989|-0.000231413527|0.00676858647|0.0638037369|0.0643215964,0.718408727|0.426432406|0.171999004|0.178999004|0.236034154|0.236552014,0.66617831|0.374201989|0.119768586|0.126768586|0.183803737|0.184321596,0|0|0|0|0.15|0.15,0|0.161668228|0.000925651091|0.000925651091|-0.118580055|-0.174126561,0|0|0|0|0|0,2.18471324|1.17847618|-3.01760282e-09|0.027999997|0.136634893|0.0831598249,optimal,0.13639654343319324,0.13639654528360415,-1.850410907833222e-09,0.587482691|0.442630529|0.541283906,-0|-0|-0,0.013517610961571336,0.0036628220696002245,0.0014934970531612635,0.003683025948703289
23,1.2000000000000002,-2.334316875336017,0.5981466770172119,0.0925004705786705,0.17354844510555267,0.41695407032966614,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.274747610092163,7.8471999168396,168.10023498535156,0.6027491688728333,0.6027491688728333,0.097030488337886,0.0925004705786705,0.004530017759215493,0.32897146212095035,0.33095777803574705,0.32885007537610106,0.11962379311446208,0.20922628226163897,0.3288500675846693,0,0,disabled,0.0,1,SERVO,direct_path,0,0.22545932803768665,0.22545932803768665,2,1,1,1,1,1.872091203065591,0.15401795506477356,0.006948701501639626;0.0031976781056547968,0.12946060299873352;0.15401795506477356,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 63, 'obstacle_contact': 0, 'self_collision': 0}",0.0003785199032041974,65,65,nan,nan,1.0,filtered,13,0,1,0,18,1,1,2,1.0,0.0,0.6027491688728333,0.0,1.0,0.0005080193952772399,0,1,0,0,0.135592448617967,0.0,filtered,linprog goal-velocity priority optimal,1.4028603564902078,0,1,12,predictive_link_2|joint_1_acceleration_lower|joint_3_velocity_lower|joint_0_acceleration_upper|joint_4_velocity_upper|joint_5_acceleration_upper,predictive_link_2,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.0005080193952772399,0.8477878767090276,0|0.193239339|0.390676282|0.390676282|0.422776059|0.420340565,0.546019333|0.262120682|0.000508019395|0.0075080194|0.0492577138|0.0484344477,0.718408727|0.434510076|0.172897413|0.179897413|0.221647108|0.220823842,0.666019333|0.382120682|0.120508019|0.127508019|0.169257714|0.168434448,0|0|0|0|0.15|0.15,0|0.211251654|-0.00203207895|-0.00203207895|-0.16468069|-0.167981076,0|0|0|0|0|0,2.18407733|1.25973438|-1.36898856e-09|0.0279999986|0.0323501651|0.0257567152,optimal,0.1196237906122045,0.11962379311446206,-2.5022575539379588e-09,0.587482691|0.442630529|0.541283906,-0|-0|-0,0.011634198017418385,0.0025417960714548826,0.0014137460384517908,0.003585723927244544
24,1.25,-2.2241319188747672,0.5676166415214539,0.08857915550470352,0.17468450963497162,0.3972931504249573,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.2273552417755127,9.250130653381348,111.04338836669922,0.6039644479751587,0.6039644479751587,0.09250047002212843,0.08857915550470352,0.003921314517424904,0.3133528612236571,0.2795045004221974,0.3132286547404739,0.10194146046361648,0.21128719427685744,0.3132286528558897,0,0,disabled,0.0,1,SERVO,direct_path,0,0.22545932803768665,0.22545932803768665,2,1,1,1,1,1.872091203065591,0.15401795506477356,0.006948701501639626;0.0031976781056547968,0.12946060299873352;0.15401795506477356,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 63, 'obstacle_contact': 0, 'self_collision': 0}",0.0003785199032041974,65,65,nan,nan,1.0,filtered,14,0,1,0,19,1,1,2,1.0,0.0,0.6039644479751587,0.0,1.0,0.001192305784393513,0,1,0,0,0.135592448617967,0.0,filtered,linprog goal-velocity priority optimal,1.4358324749009619,0,1,12,predictive_link_5|joint_1_velocity_lower|joint_0_acceleration_upper|joint_2_acceleration_upper|joint_3_acceleration_upper|joint_5_acceleration_upper,predictive_link_5,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.001192305784393513,0.8471227983728977,0|0.249063196|0.340237179|0.340237179|0.340012669|0.334662491,0.546052587|0.272777358|0.00119230578|0.00819230578|0.0346779358|0.0353675754,0.718408727|0.445133498|0.173548446|0.180548446|0.207034076|0.207723715,0.666052587|0.392777358|0.121192306|0.128192306|0.154677936|0.155367575,0|0|0|0|0.15|0.15,0|0.243558496|0.0084582126|0.0084582126|-0.138322104|-0.141470298,0|0|0|0|0|0,2.18421035|1.33466793|0.0132274357|0.0412274357|0.000389639114|4.00872299e-09,optimal,0.10194146377631193,0.1019414604636165,3.3126954235296324e-09,0.587482691|0.442630529|0.541283906,-0|-0|-0,0.013458122964948416,0.0025623440742492676,0.0021638470934703946,0.004092980991117656
25,1.3,-2.2755537633910805,0.5876460075378418,0.08329799026250839,0.17510060966014862,0.41145116090774536,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.33140230178833,7.844486713409424,173.3855743408203,0.6381029486656189,0.6381029486656189,0.08857915412024138,0.08329799026250839,0.005281163857732987,0.29863434109768233,0.2718962543768766,0.29848822275952697,0.12763570528453547,0.1708525174749915,0.29848821809425735,0,0,disabled,0.0,1,SERVO,direct_path,0,0.22545932803768665,0.22545932803768665,2,1,1,1,1,1.872091203065591,0.15401795506477356,0.006948701501639626;0.0031976781056547968,0.12946060299873352;0.15401795506477356,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 63, 'obstacle_contact': 0, 'self_collision': 0}",0.0003785199032041974,65,65,nan,nan,1.0,filtered,15,0,1,0,20,1,1,2,1.0,0.0,0.6381029486656189,0.0,1.0,0.0026306313038918644,0,1,0,0,0.135592448617967,0.0,filtered,linprog goal-velocity priority optimal,1.538144054369566,0,1,12,predictive_link_4|joint_1_velocity_lower|joint_0_acceleration_upper|joint_3_acceleration_upper|joint_4_velocity_upper|joint_5_velocity_upper,predictive_link_4,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.0026306313038918644,0.8410778556967367,2.56146452e-17|0.299944051|0.323269925|0.323269925|0.284898176|0.278381798,0.546354835|0.285413515|0.0026306313|0.0096306313|0.0328027577|0.0346850439,0.718408728|0.457467408|0.174684524|0.181684524|0.20485665|0.206738937,0.666354835|0.405413515|0.122630631|0.129630631|0.152802758|0.154685044,0|0|0|0|0.15|0.15,2.71118186e-18|0.233595573|-0.00512536902|-0.00512536902|-0.131211022|-0.132652562,0|0|0|0|0|0,2.18541934|1.37524963|0.00539715619|0.0333971562|8.17045914e-09|0.00608761377,optimal,0.12763571225615689,0.12763570528453547,6.971621419049612e-09,0.587482691|0.442630529|0.541283906,-0|-0|-0,0.011043427046388388,0.0025353051023557782,0.0013787590432912111,0.003811222966760397
26,1.35,-2.253424736910807,0.5863920450210571,0.07733301818370819,0.1752042919397354,0.41175785660743713,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.2670754194259644,5.714248180389404,198.31028747558594,0.6754818558692932,0.6754818558692932,0.0832979869849839,0.07733301818370819,0.0059649688012757135,0.27913553213605924,0.30625333466059357,0.2789883789826997,0.14846079817576568,0.130527580806934,0.27898836800534904,0,0,disabled,0.0,1,SERVO,direct_path,0,0.22545932803768665,0.22545932803768665,2,1,1,1,1,1.872091203065591,0.15401795506477356,0.006948701501639626;0.0031976781056547968,0.12946060299873352;0.15401795506477356,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 63, 'obstacle_contact': 0, 'self_collision': 0}",0.0003785199032041974,65,65,nan,nan,1.0,filtered,16,0,1,0,21,1,1,2,1.0,0.0,0.6754818558692932,0.0,1.0,0.003435759182382328,0,1,0,0,0.135592448617967,0.0,filtered,linprog goal-velocity priority optimal,1.4998190124392876,0,2,12,predictive_link_2|predictive_link_4|joint_1_velocity_lower|joint_5_acceleration_lower|joint_0_acceleration_upper|joint_4_velocity_upper,predictive_link_2,,,0,0,0,optimal,goal_velocity_linprog,1.3877787807814457e-17,valid,0.003435759182382328,0.8332967010192726,1.71834942e-18|0.297547201|0.310923509|0.310923509|0.272830873|0.27060907,0.546743893|0.297670521|0.00343575918|0.0104357592|0.0270691773|0.0294363329,0.718408728|0.469335356|0.175100594|0.182100594|0.198734012|0.201101168,0.666743893|0.417670521|0.123435759|0.130435759|0.147069177|0.149436333,0|0|0|0|0.15|0.15,-7.10719749e-18|0.226909694|-0.0137430403|-0.0137430403|-0.108276711|-0.109371432,0|0|0|0|0|0,2.18697557|1.41759178|-3.60091915e-09|0.0279999964|-1.51276854e-09|0.00837390008,optimal,0.14846079548437896,0.14846079817576568,-2.691386724595901e-09,0.587482691|0.442630529|0.541283906,-0|-0|-0,0.010576864005997777,0.0025912929559126496,0.0014067409792914987,0.003303595003671944
27,1.4000000000000001,-2.2690989151305825,0.5883105397224426,0.07181746512651443,0.17551164329051971,0.41412025690078735,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.3219561576843262,6.9434967041015625,68.71707153320312,0.46574899554252625,0.46574899554252625,0.07733302109463146,0.07181746512651443,0.005515555968117022,0.167181384597003,0.3674425050478522,0.16710571448697767,0.15691071120703004,0.010195003279947629,0.16710572077707112,0,0,disabled,0.0,1,SERVO,direct_path,0,0.22545932803768665,0.22545932803768665,2,1,1,1,1,1.872091203065591,0.15401795506477356,0.006948701501639626;0.0031976781056547968,0.12946060299873352;0.15401795506477356,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 63, 'obstacle_contact': 0, 'self_collision': 0}",0.0003785199032041974,65,65,nan,nan,1.0,filtered,17,0,1,0,22,1,1,2,1.0,0.0,0.46574899554252625,0.0,1.0,0.0036558285636329596,0,1,0,0,0.135592448617967,0.0,filtered,linprog goal-velocity priority optimal,1.4441051747438816,0,1,12,predictive_link_2|joint_1_velocity_lower|joint_3_acceleration_lower|joint_5_acceleration_lower|joint_0_acceleration_upper|joint_4_velocity_upper,predictive_link_2,,,0,0,0,optimal,goal_velocity_linprog,1.3877787807814457e-17,valid,0.0036558285636329596,0.8309690817268192,9.39719197e-18|0.298418244|0.334445769|0.334445769|0.305824232|0.304841971,0.546860273|0.309377174|0.00365582856|0.0106558286|0.0239314449|0.0274363135,0.718408728|0.480925628|0.175204283|0.182204283|0.195479899|0.198984768,0.666860273|0.429377174|0.123655829|0.130655829|0.143931445|0.147436313,0|0|0|0|0.15|0.15,-1.6342022e-17|0.224396669|-0.0146233087|-0.0146233087|-0.0905035918|-0.0799935563,0|0|0|0|0|0,2.18744109|1.46190536|5.50641582e-09|0.0280000055|0.00522218762|0.0297516975,optimal,0.15691071787374,0.15691071120703004,6.666709961855588e-09,0.587482691|0.442630529|0.541283906,-0|-0|-0,0.011568635003641248,0.0026473680045455694,0.0013276879908517003,0.0040709610329940915
28,1.4500000000000002,-2.201040993557424,0.5634587407112122,0.06801478564739227,0.1757229119539261,0.39182496070861816,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.4040851593017578,8.001399040222168,186.1806640625,0.4900224506855011,0.4900224506855011,0.07181746178622936,0.06801478564739227,0.0038026761388370856,0.1540165066401664,0.39163936185115633,0.15397884774927106,0.13478590827080453,0.019192939478466536,0.15397884058759745,0,0,disabled,0.0,1,SERVO,direct_path,0,0.22545932803768665,0.22545932803768665,2,1,1,1,1,1.872091203065591,0.15401795506477356,0.006948701501639626;0.0031976781056547968,0.12946060299873352;0.15401795506477356,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 63, 'obstacle_contact': 0, 'self_collision': 0}",0.0003785199032041974,65,65,nan,nan,1.0,filtered,18,0,1,0,23,1,1,2,1.0,0.0,0.4900224506855011,0.0,1.0,0.004004594132090214,0,1,0,0,0.135592448617967,0.0,filtered,linprog goal-velocity priority optimal,1.479974454149323,0,1,12,predictive_link_2|joint_3_velocity_lower|joint_0_acceleration_upper|joint_1_acceleration_upper|joint_4_velocity_upper|joint_5_acceleration_upper,predictive_link_2,,,0,0,0,optimal,goal_velocity_linprog,1.3877787807814457e-17,valid,0.004004594132090214,0.830140816009881,0|0.300973695|0.385001027|0.385001027|0.366746972|0.366481507,0.546901687|0.320946229|0.00400459413|0.0110045941|0.0206876799|0.0265851969,0.718408727|0.492453269|0.175511635|0.182511635|0.192194721|0.198092238,0.666901687|0.440946229|0.124004594|0.131004594|0.14068768|0.146585197,0|0|0|0|0.15|0.15,0|0.153778531|-0.0160183738|-0.0160183738|-0.0642459921|-0.0247827459,0|0|0|0|0|0,2.18760675|1.43756345|2.72536264e-09|0.0280000027|0.0185047275|0.0815580418,optimal,0.1347859138593819,0.13478590827080456,5.588577350890134e-09,0.587482691|0.442630529|0.541283906,-0|-0|-0,0.011827262002043426,0.0025761621072888374,0.001459570019505918,0.004003726993687451
29,1.5,-2.436943998402674,0.6128572225570679,0.06644784659147263,0.1755388230085373,0.42308714985847473,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.2140092849731445,6.9924092292785645,204.4369354248047,0.49437493085861206,0.49437493085861206,0.06801478760636462,0.06644784659147263,0.0015669410148919927,0.14544119610619938,0.3255341062102999,0.14542921496713843,0.0755015147231175,0.06992770024402092,0.14542921915581308,0,0,disabled,0.0,1,SERVO,direct_path,0,0.22545932803768665,0.22545932803768665,2,1,1,1,1,1.872091203065591,0.15401795506477356,0.006948701501639626;0.0031976781056547968,0.12946060299873352;0.15401795506477356,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 63, 'obstacle_contact': 0, 'self_collision': 0}",0.0003785199032041974,65,65,nan,nan,1.0,filtered,19,0,1,0,24,1,1,2,1.0,0.0,0.49437493085861206,0.0,1.0,0.004051895242865769,0,1,0,0,0.135592448617967,0.0,filtered,linprog goal-velocity priority optimal,1.258194512898867,0,2,12,predictive_link_2|predictive_link_4|joint_3_velocity_lower|joint_5_acceleration_lower|joint_1_acceleration_upper|joint_4_velocity_upper,predictive_link_2,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.004051895242865769,0.8334203478491273,0|0.22204498|0.386661877|0.386661877|0.389331317|0.391435007,0.54673771|0.328734652|0.00405189524|0.0110518952|0.0187816077|0.0294459611,0.718408727|0.500405669|0.175722913|0.182722913|0.190452625|0.201116978,0.66673771|0.448734652|0.124051895|0.131051895|0.138781608|0.149445961,0|0|0|0|0.15|0.117263143,0|0.0909318527|-0.0162075835|-0.0162075835|-0.0751264337|-0.0405675656,0|0|0|0|0|0,2.18695084|1.40587046|-2.48517671e-09|0.0279999975|-2.91607322e-09|0.0772162786,optimal,0.0755015160386987,0.07550151472311753,1.315581171779101e-09,0.587482691|0.442630529|0.541283906,-0|-0|-0,0.010869692079722881,0.00262293906416744,0.0012783269630745053,0.0035126410657539964
30,1.55,-2.2538409165304323,0.5663337707519531,0.06505698710680008,0.1761416345834732,0.38370785117149353,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.0573910474777222,7.124942779541016,75.95862579345703,0.3499999940395355,0.7389208078384399,0.0664478461779379,0.06505698710680008,0.001390859071137826,0.20920966696097493,0.18863070359695824,-0.07740826569795839,0.045027052177830214,-0.1224353178757886,0.06831062415110531,1,0,disabled,0.0,1,TRACK,direct_path,0,0.6440781640121713,0.869537492049858,29,1,1,1,25,0.978145131306947,0.1545577049255371,0.00029998621276219504;0.003689954212125414;0.00674241940305234;0.0028952984736544335;0.004121650203519878;0.002508335795083261;0.005908050488473574;0.005862200907271068;0.003483072286469514;0.003410292121903647;0.004564829468778907;0.0043951377214686655;0.003086064472096504;0.003452787050359849;0.005541728780070866;0.0061288985901345365;0.0036788332944993783;0.006238410167926197;0.002908728213168134;0.0018753830665661662;0.005844543237588229;0.0029540498248410117;0.0075827284689124076;0.007271406991764542;0.0017487026088919483;0.006267976734255648;0.004348753248300227;0.004057595271674054;0.008521691910533102,0.13161532580852509;0.1538960337638855;0.15422576665878296;0.1341046243906021;0.13959814608097076;0.13567371666431427;0.15371611714363098;0.15006723999977112;0.15101444721221924;0.12008605152368546;0.12281160801649094;0.1516236960887909;0.15300020575523376;0.15363895893096924;0.1315300464630127;0.1367371529340744;0.12380249053239822;0.15410971641540527;0.1245708242058754;0.1530533730983734;0.15012890100479126;0.1526508331298828;0.15163308382034302;0.12331195920705795;0.15254893898963928;0.1545577049255371;0.15371650457382202;0.15141543745994568;0.13684459030628204,128,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 99, 'obstacle_contact': 0, 'self_collision': 0}",0.00029998621276219504,130,130,nan,nan,1.0,filtered,0,1,2,1,25,0,1,2,1.0,0.0,0.7389208078384399,0.0,1.0,0.0035324780797185845,1,1,0,0,0.135592448617967,0.3499999940395355,filtered,linprog goal-velocity priority optimal,1.124374712873053,0,1,12,predictive_link_4|joint_0_acceleration_lower|joint_3_velocity_lower|joint_5_acceleration_lower|joint_1_acceleration_upper|joint_4_velocity_upper,predictive_link_4,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.0035324780797185845,0.840127023554221,1.80220363e-18|0.139078967|0.307737898|0.30773715|0.322873551|0.327128057,0.546402376|0.333079094|0.00353247808|0.0105320273|0.0110186478|0.0223270338,0.718408727|0.505085445|0.175538829|0.182538378|0.183024999|0.194333385,0.666402376|0.453079094|0.123532478|0.130532027|0.131018648|0.142327034,0|0|0|0|0.15|0.15,-2.67926087e-19|0.0268472266|0.00872746227|0.00828333713|-0.0440745912|-0.0331687002,0|0|0|0|0|0,2.1856095|1.3591636|0.0228573746|0.0504114463|-7.29153196e-11|0.056139435,optimal,0.04502705366956194,0.04502705217783019,1.4917317450735545e-09,0.587482691|0.442630529|0.541283906,-0|-0|-0,0.6628313380060717,0.002602424006909132,0.0022448200033977628,0.006050555035471916
