step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,unavoidable_collision,avoidable_collision,collision_avoidability_reason,safe_stop_infeasible_first_step,safe_stop_infeasible_last_step,safe_stop_h_drift_mps,safe_stop_drift_class,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,qdot_policy_norm,task_space_goal_error_before_m,task_space_goal_error_after_m,task_space_goal_error_delta_m,task_space_requested_speed_mps,task_space_executed_speed_mps,task_space_requested_toward_goal_mps,task_space_executed_toward_goal_mps,task_space_filter_velocity_loss_mps,task_space_nominal_toward_goal_mps,task_space_recovery_active_for_command,residual_control_enabled,residual_control_mode,residual_control_base_qdot_norm,hierarchical_control_enabled,hierarchical_state,hierarchical_plan_reason,hierarchical_plan_iterations,hierarchical_planning_time_s,hierarchical_planning_time_total_s,hierarchical_ik_candidate_count,hierarchical_ik_found,hierarchical_plan_found,hierarchical_direct_path,hierarchical_selected_candidate_index,hierarchical_selected_path_length_rad,hierarchical_selected_path_min_clearance_m,hierarchical_ik_candidate_errors_m,hierarchical_ik_candidate_clearances_m,hierarchical_ik_attempts_used,hierarchical_ik_fallback_used,hierarchical_ik_fallback_attempted,hierarchical_ik_target_shell_attempted,hierarchical_ik_target_shell_candidate_count,hierarchical_ik_rejection_counts,hierarchical_ik_min_goal_error_m,hierarchical_ik_goal_reachable_count,hierarchical_ik_obstacle_free_goal_reachable_count,hierarchical_selected_path_predictive_h_m,hierarchical_selected_path_filter_intervention,hierarchical_filter_intervention_ratio,hierarchical_filter_status,hierarchical_servo_stall_steps,hierarchical_servo_stall_replans,hierarchical_plan_count,hierarchical_replan_count,hierarchical_hold_steps,hierarchical_consecutive_hold_steps,hierarchical_waypoint_index,hierarchical_waypoint_count,hierarchical_path_progress,hierarchical_residual_budget,hierarchical_nominal_qdot_norm,residual_qdot_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_reason,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_infeasible_constraint_categories,safety_filter_infeasibility_diagnostic_status,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_max_link_speed_bound_mps,predictive_link_velocity_norms_mps,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,safety_filter_goal_velocity_audit_status,safety_filter_max_feasible_goal_velocity_mps,safety_filter_projected_goal_velocity_mps,safety_filter_goal_velocity_feasibility_gap_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
0,0.05,-0.4444020701357752,0.04120105877518654,0.47525614500045776,0.5303977131843567,0.03129265084862709,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.4898979663848877,9.797959327697754,195.9591827392578,0.0,0.0,0.4853527456503748,0.47525614500045776,0.01009660064991702,0.0,0.24766117797815096,0.0,0.21038224280972934,-0.21038224280972934,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.18257549800910056,0.18257549800910056,0,0,0,0,-1,nan,nan,,,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 64, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.07518233999174903,0,0,nan,nan,0.0,not_enabled,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.3485488237623142,0,0,0,0,0.3485488237623142,0.0,filtered,linprog goal-velocity priority optimal,0.48989794855663565,0,0,12,joint_1_acceleration_lower|joint_2_acceleration_lower|joint_3_acceleration_lower|joint_5_acceleration_lower|joint_0_acceleration_upper|joint_4_acceleration_upper,workspace_x_upper,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.3485488237623142,0.9326221431409937,0|0|0|0|0|0,0.47505786|0.383465417|0.348548824|0.373000888|0.375515909|0.400186308,0.651688967|0.560096524|0.525179931|0.549631995|0.552147016|0.576817416,0.59505786|0.503465417|0.468548824|0.493000888|0.495515909|0.520186308,0|0|0|0|0|0,-1.36976899e-20|0.0635088217|0.110136487|0.133097071|0.133172781|0.125449544,0|0|0|0|0|0,1.90023144|1.59737049|1.50433178|1.62510062|1.63523642|1.72619478,optimal,0.21038223967478967,0.21038224280972934,-3.134939668969494e-09,0.452972323|-0.58916378|0.376239866,0|0|0,0.011145856929942966,0.0023909840965643525,0.001536866999231279,0.0033910979982465506
1,0.1,-0.21873810169826818,0.03907165303826332,0.4551721513271332,0.5409314632415771,0.029918069019913673,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.8944272398948669,9.797959327697754,160.0,0.0,0.0,0.4752561414145545,0.4551721513271332,0.020083990087421344,0.0,0.49918006940885806,0.0,0.4153786890012124,-0.4153786890012124,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.18257549800910056,0.18257549800910056,0,0,0,0,-1,nan,nan,,,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 64, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.07518233999174903,0,0,nan,nan,1.0,filtered,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.3535647778362636,0,0,0,0,0.3485488237623142,0.0,filtered,linprog goal-velocity priority optimal,0.8944271976639178,0,0,12,joint_1_acceleration_lower|joint_2_acceleration_lower|joint_3_acceleration_lower|joint_0_acceleration_upper|joint_4_acceleration_upper|joint_5_acceleration_upper,workspace_x_upper,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.3535647778362636,0.9366586127446942,0|0.080672273|0.160639211|0.25566914|0.267671844|0.249638941,0.474856036|0.386086693|0.353564778|0.379348146|0.381897773|0.406242137,0.651688967|0.562919623|0.530397708|0.556181076|0.558730704|0.583075068,0.594856036|0.506086693|0.473564778|0.499348146|0.501897773|0.526242137,0|0|0|0|0|0,0|0.123722116|0.218361603|0.269030366|0.269933126|0.255405515,0|0|0|0|0|0,1.89942415|1.66806889|1.63262071|1.78642295|1.79752422|1.88037406,optimal,0.4153786859064,0.4153786890012124,-3.0948124063456817e-09,0.452972323|-0.58916378|0.376239866,0|0|0,0.01592668693047017,0.0031517549650743604,0.0020690300734713674,0.003960493020713329
2,0.15000000000000002,-0.0029434021981319947,0.036257922649383545,0.42653074860572815,0.5563542246818542,0.02811114676296711,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.3564660549163818,9.797959327697754,2.132480585714802e-05,0.0,0.0,0.45517213317792277,0.42653074860572815,0.028641384572194617,0.0,0.7601786125237578,0.0,0.6010988397179143,-0.6010988397179143,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.18257549800910056,0.18257549800910056,0,0,0,0,-1,nan,nan,,,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 64, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.07518233999174903,0,0,nan,nan,1.0,filtered,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.36371073904623935,0,0,0,0,0.3485488237623142,0.0,filtered,linprog goal-velocity priority optimal,1.3564660093679803,0,0,12,joint_1_acceleration_lower|joint_2_acceleration_lower|joint_3_acceleration_lower|joint_0_acceleration_upper|joint_4_acceleration_upper|joint_5_acceleration_upper,workspace_z_upper,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.36371073904623935,0.9444151266293423,0|0.156552815|0.313927564|0.512632142|0.539770293|0.506877152,0.474468211|0.391405997|0.363710739|0.392387703|0.395046175|0.418764587,0.651688967|0.568626753|0.540931495|0.56960846|0.572266932|0.595985344,0.594468211|0.511405997|0.483710739|0.512387703|0.515046175|0.538764587,0|0|0|0|0|0,0|0.175479293|0.320703932|0.410832031|0.414737994|0.395975921,0|0|0|0|0|0,1.89787284|1.74110328|1.77554689|1.98038284|1.9949227|2.07103427,optimal,0.6010988218037736,0.6010988397179143,-1.7914140726382755e-08,0.452972323|-0.58916378|0.376239866,0|0|0,0.014873692998662591,0.0025378370191901922,0.0020795270102098584,0.004584655980579555
3,0.2,0.0870678304117925,0.03348095342516899,0.39657849073410034,0.5736863017082214,0.02633926458656788,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.5652475357055664,5.999998569488525,183.3030548095703,0.0,0.0,0.4265307343385846,0.39657849073410034,0.029952243604484285,0.0,0.9063850026810822,0.0,0.6455779116191181,-0.6455779116191181,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.18257549800910056,0.18257549800910056,0,0,0,0,-1,nan,nan,,,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 64, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.07518233999174903,0,0,nan,nan,1.0,filtered,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.3785853308240642,0,0,0,0,0.3485488237623142,0.0,filtered,linprog goal-velocity priority optimal,1.5652475842498528,0,0,12,joint_1_velocity_lower|joint_2_velocity_lower|joint_3_velocity_lower|joint_5_acceleration_lower|joint_0_velocity_upper|joint_4_velocity_upper,workspace_z_upper,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.3785853308240642,0.9553779360037893,0|0.224341134|0.452487317|0.766578443|0.819011281|0.777004839,0.47392007|0.398943536|0.378585331|0.41239614|0.415396587|0.438359324,0.651688967|0.576712433|0.556354228|0.590165037|0.593165484|0.616128221,0.59392007|0.518943536|0.498585331|0.53239614|0.535396587|0.558359324,0|0|0|0|0|0,0|0.187434983|0.358683709|0.48679839|0.497366169|0.481525219,0|0|0|0|0|0,1.89568028|1.78320913|1.87302503|2.13638295|2.15895252|2.23496252,optimal,0.6455779226132446,0.645577911619118,1.0994126609098487e-08,0.452972323|-0.58916378|0.376239866,0|0|0,0.014776671072468162,0.0026572729693725705,0.002097549964673817,0.004487358964979649
4,0.25,0.029513763882895255,0.031224075704813004,0.3724943697452545,0.5897947549819946,0.024906832724809647,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.5779733657836914,4.0,183.30300903320312,0.0,0.0,0.3965784957982326,0.3724943697452545,0.024084126052978105,0.0,0.9283828262557186,0.0,0.5473632554577356,-0.5473632554577356,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.18257549800910056,0.18257549800910056,0,0,0,0,-1,nan,nan,,,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 64, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.07518233999174903,0,0,nan,nan,1.0,filtered,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.39533004217424017,0,0,0,0,0.3485488237623142,0.0,filtered,linprog goal-velocity priority optimal,1.5779733841836792,0,0,12,joint_1_velocity_lower|joint_2_velocity_lower|joint_3_velocity_lower|joint_0_velocity_upper|joint_4_velocity_upper|joint_5_acceleration_upper,workspace_z_upper,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.39533004217424017,0.9671243106125255,0|0.247917984|0.500068591|0.881813403|0.967229985|0.928479949,0.473332751|0.40717936|0.395330042|0.436162735|0.439944721|0.462320401,0.651688967|0.585535575|0.573686258|0.614518951|0.618300937|0.640676617,0.593332751|0.52717936|0.515330042|0.556162735|0.559944721|0.582320401,0|0|0|0|0|0,0|0.167746652|0.335690616|0.486535693|0.507745071|0.499791588,0|0|0|0|0|0,1.89333101|1.79646409|1.91701078|2.23118663|2.26752396|2.34907319,optimal,0.5473632647792761,0.5473632554577356,9.32154053945311e-09,0.452972323|-0.58916378|0.376239866,0|0|0,0.013851244002580643,0.002657842938788235,0.0019275801023468375,0.0045216979924589396
5,0.30000000000000004,-0.05967443190201727,0.03010428696870804,0.3549436628818512,0.5988695621490479,0.024180617183446884,1.0,1,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.4866068363189697,5.656854152679443,178.88543701171875,0.0,0.0,0.3724943627091906,0.3549436628818512,0.017550699827339422,0.0,0.8344626760508768,0.0,0.4158270392055336,-0.4158270392055336,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.18257549800910056,0.18257549800910056,0,0,0,0,-1,nan,nan,,,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 64, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.07518233999174903,0,0,nan,nan,1.0,filtered,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.41090186806435547,0,0,0,0,0.3485488237623142,0.0,filtered,linprog goal-velocity priority optimal,1.4866068707224083,0,0,12,joint_2_velocity_lower|joint_3_velocity_lower|joint_5_acceleration_lower|joint_0_velocity_upper|joint_1_acceleration_upper|joint_4_velocity_upper,workspace_z_upper,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.41090186806435547,0.9778578544471701,1.94301325e-17|0.235082436|0.469722719|0.85872497|0.977967418|0.949654932,0.472796075|0.414559905|0.410901868|0.459718449|0.464931523|0.487119775,0.651688967|0.593452798|0.589794761|0.638611342|0.643824416|0.666012668,0.592796075|0.534559905|0.530901868|0.579718449|0.584931523|0.607119775,0|0|0|0|0|0,-1.06782907e-17|0.112829688|0.268151537|0.450653305|0.493745075|0.502056287,0|0|0|0|0|0,1.8911843|1.77106931|1.91175901|2.2895271|2.35347117|2.45053539,optimal,0.4158270469986996,0.41582703920553366,7.793165945901848e-09,0.452972323|-0.58916378|0.376239866,0|0|0,0.012155689066275954,0.0029973229393363,0.001328381011262536,0.0033040361013263464
6,0.35000000000000003,-0.13007135914515522,0.029761411249637604,0.3423554003238678,0.6021416187286377,0.023931952193379402,1.0,1,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.445683240890503,5.656854152679443,0.0,0.0,0.0,0.3549436616854614,0.3423554003238678,0.012588261361593578,0.0,0.7383111448114846,0.0,0.3107694027012202,-0.3107694027012202,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.18257549800910056,0.18257549800910056,0,0,0,0,-1,nan,nan,,,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 64, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.07518233999174903,0,0,nan,nan,1.0,filtered,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.4194490751650741,0,0,0,0,0.3485488237623142,0.0,filtered,linprog goal-velocity priority optimal,1.445683229067802,0,0,12,joint_2_velocity_lower|joint_3_velocity_lower|joint_5_acceleration_lower|joint_0_velocity_upper|joint_1_acceleration_upper|joint_4_velocity_upper,workspace_z_upper,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.4194490751650741,0.9884097680145028,0|0.162061815|0.344254444|0.699097388|0.85443447|0.85110637,0.472268479|0.419449075|0.423091498|0.481137824|0.489046891|0.511840836,0.651688967|0.598869564|0.602511987|0.660558313|0.668467379|0.691261324,0.592268479|0.539449075|0.543091498|0.601137824|0.609046891|0.631840836,0|0|0|0|0|0,0|0.0671731423|0.196931611|0.397303932|0.469799208|0.493958454,0|0|0|0|0|0,1.88907392|1.74496944|1.8892976|2.32185523|2.42598677|2.5413218,optimal,0.31076941040221057,0.3107694027012203,7.700990289905008e-09,0.452972323|-0.58916378|0.376239866,0|0|0,0.01351662096567452,0.002783555071800947,0.0017115880036726594,0.004214774933643639
7,0.4,-0.17130605388669556,0.029653651639819145,0.3327988088130951,0.6036392450332642,0.023820379748940468,1.0,1,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.403566837310791,5.656854152679443,160.0,0.0,0.0,0.342355403347814,0.3327988088130951,0.00955659453471891,0.0,0.643232896989442,0.0,0.24147172165855743,-0.24147172165855743,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.18257549800910056,0.18257549800910056,0,0,0,0,-1,nan,nan,,,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 64, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.07518233999174903,0,0,nan,nan,1.0,filtered,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.42219282767691535,0,0,0,0,0.3485488237623142,0.0,filtered,linprog goal-velocity priority optimal,1.403566885611151,0,0,12,joint_2_velocity_lower|joint_3_velocity_lower|joint_0_velocity_upper|joint_1_acceleration_upper|joint_4_velocity_upper|joint_5_acceleration_upper,workspace_z_upper,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.42219282767691535,0.9989751374599025,6.07185673e-19|0.095541409|0.222996912|0.580246664|0.729797786|0.750351907,0.47174021|0.422192828|0.431706158|0.500268682|0.511848563|0.536014998,0.651688967|0.602141585|0.611654915|0.680217439|0.69179732|0.715963755,0.59174021|0.542192828|0.551706158|0.620268682|0.631848563|0.656014998,0|0|0|0|0|0,4.84506171e-19|0.029375888|0.126093503|0.360090554|0.441244916|0.479954002,0|0|0|0|0|0,1.88696084|1.7181472|1.85291813|2.36116528|2.48863917|2.624014,optimal,0.24147172546212295,0.24147172165855743,3.803565518101237e-09,0.452972323|-0.58916378|0.376239866,0|0|0,0.015603112056851387,0.003715515951626003,0.0017773109721019864,0.004249318968504667
8,0.45,-0.1800055465147637,0.029772689566016197,0.3243182599544525,0.6036884784698486,0.023816736415028572,1.0,1,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.4177446365356445,5.656854152679443,160.0,0.0,0.0,0.33279881937888506,0.3243182599544525,0.008480559424432543,0.0,0.5548908164258459,0.0,0.21075347971094058,-0.21075347971094058,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.18257549800910056,0.18257549800910056,0,0,0,0,-1,nan,nan,,,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 64, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.07518233999174903,0,0,nan,nan,1.0,filtered,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.4230682406425069,0,0,0,0,0.3485488237623142,0.0,filtered,linprog goal-velocity priority optimal,1.417744687665573,0,0,12,joint_2_velocity_lower|joint_3_velocity_lower|joint_5_acceleration_lower|joint_0_velocity_upper|joint_1_acceleration_upper|joint_4_velocity_upper,workspace_z_upper,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.4230682406425069,1.01141921179984,0|0.0342553467|0.111263511|0.466589205|0.608155392|0.65117039,0.471118007|0.423068241|0.4367355|0.517480087|0.533097296|0.559327472,0.651688967|0.603639201|0.617306461|0.698051047|0.713668257|0.739898433,0.591118007|0.543068241|0.5567355|0.637480087|0.653097296|0.679327472,0|0|0|0|0|0,0|-0.00166450502|0.0587279875|0.326095954|0.412565977|0.463995873,0|0|0|0|0|0,1.88447203|1.69060846|1.80566999|2.3960163|2.54495516|2.70130576,optimal,0.2107534817538957,0.21075347971094058,2.0429551106371235e-09,0.452972323|-0.58916378|0.376239866,0|0|0,0.012254819041118026,0.0029659969732165337,0.0012244709068909287,0.003646227065473795
9,0.5,-0.17606775552246773,0.03592527285218239,0.31483620405197144,0.6027083396911621,0.02944190241396427,1.0,1,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.3453624248504639,6.928203105926514,178.88543701171875,0.0,0.0,0.32431827707415045,0.31483620405197144,0.009482073022179016,0.0,0.4353214147796539,0.0,0.2238880220600455,-0.2238880220600455,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.18257549800910056,0.18257549800910056,0,0,0,0,-1,nan,nan,,,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 64, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.07518233999174903,0,0,nan,nan,1.0,filtered,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.42210154983122805,0,0,0,0,0.3485488237623142,0.0,filtered,linprog goal-velocity priority optimal,1.3453623989478791,0,0,12,joint_3_velocity_lower|joint_0_velocity_upper|joint_1_acceleration_upper|joint_2_acceleration_upper|joint_4_velocity_upper|joint_5_acceleration_upper,workspace_z_upper,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.42210154983122805,1.031738825235209,1.97686865e-17|0.0347181181|0.0532938396|0.367098451|0.496491481|0.559268068,0.470102026|0.42210155|0.438097574|0.532684311|0.552553732|0.581441721,0.651688967|0.603688491|0.619684515|0.714271252|0.734140673|0.763028663,0.590102026|0.54210155|0.558097574|0.652684311|0.672553732|0.701441721,0|0|0|0|0|0,-5.25504164e-18|-0.0264579695|-0.00537822066|0.274089868|0.359312471|0.42626196,0|0|0|0|0|0,1.8804081|1.66194823|1.74701207|2.40482711|2.5695274|2.75202885,optimal,0.2238880294154444,0.2238880220600455,7.355398901065513e-09,0.452972323|-0.58916378|0.376239866,0|0|0,0.012468223925679922,0.0030497980769723654,0.0013770730001851916,0.0036976919509470463
