step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,unavoidable_collision,avoidable_collision,collision_avoidability_reason,safe_stop_infeasible_first_step,safe_stop_infeasible_last_step,safe_stop_h_drift_mps,safe_stop_drift_class,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,qdot_policy_norm,task_space_goal_error_before_m,task_space_goal_error_after_m,task_space_goal_error_delta_m,task_space_requested_speed_mps,task_space_executed_speed_mps,task_space_requested_toward_goal_mps,task_space_executed_toward_goal_mps,task_space_filter_velocity_loss_mps,task_space_nominal_toward_goal_mps,task_space_recovery_active_for_command,residual_control_enabled,residual_control_mode,residual_control_base_qdot_norm,hierarchical_control_enabled,hierarchical_state,hierarchical_plan_reason,hierarchical_plan_iterations,hierarchical_planning_time_s,hierarchical_planning_time_total_s,hierarchical_ik_candidate_count,hierarchical_ik_found,hierarchical_plan_found,hierarchical_direct_path,hierarchical_selected_candidate_index,hierarchical_selected_path_length_rad,hierarchical_selected_path_min_clearance_m,hierarchical_ik_candidate_errors_m,hierarchical_ik_candidate_clearances_m,hierarchical_ik_attempts_used,hierarchical_ik_fallback_used,hierarchical_ik_fallback_attempted,hierarchical_ik_target_shell_attempted,hierarchical_ik_target_shell_candidate_count,hierarchical_ik_rejection_counts,hierarchical_ik_min_goal_error_m,hierarchical_ik_goal_reachable_count,hierarchical_ik_obstacle_free_goal_reachable_count,hierarchical_selected_path_predictive_h_m,hierarchical_selected_path_filter_intervention,hierarchical_filter_intervention_ratio,hierarchical_filter_status,hierarchical_servo_stall_steps,hierarchical_servo_stall_replans,hierarchical_plan_count,hierarchical_replan_count,hierarchical_hold_steps,hierarchical_consecutive_hold_steps,hierarchical_waypoint_index,hierarchical_waypoint_count,hierarchical_path_progress,hierarchical_residual_budget,hierarchical_nominal_qdot_norm,residual_qdot_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_reason,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_infeasible_constraint_categories,safety_filter_infeasibility_diagnostic_status,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_max_link_speed_bound_mps,predictive_link_velocity_norms_mps,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,safety_filter_goal_velocity_audit_status,safety_filter_max_feasible_goal_velocity_mps,safety_filter_projected_goal_velocity_mps,safety_filter_goal_velocity_feasibility_gap_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
0,0.05,-0.8996713261969558,0.2157111018896103,0.295503705739975,0.3658152222633362,0.16238421201705933,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.4898979663848877,9.797959327697754,195.9591827392578,1.3449963331222534,1.3449963331222534,0.3036935902809086,0.295503705739975,0.008189884540933612,0.42639288305064627,0.1778260659873567,0.3997184098680773,0.1690481553638358,0.23067025450424147,0.3997184068836672,0,0,disabled,0.0,1,TRACK,direct_path,0,0.5096493560122326,0.5096493560122326,18,1,1,1,6,1.9883905081879931,0.12613558769226074,0.003993136759140394;0.005635222406800044;0.00428019997300495;0.004015434489767419;0.0045193877412004575;0.002632629679241186;0.004857850121869669;0.006544112578697783;0.004846685882828348;0.0019215745141770572;0.002456831398336206;0.00479025176613711;0.004545574857095171;0.004177726382398197;0.005557389242397398;0.004870595766901866;0.00420903458357644;0.007045534987232743,0.12115543335676193;0.12162087112665176;0.12383519858121872;0.12211885303258896;0.12175335735082626;0.12113799899816513;0.12613558769226074;0.12278608232736588;0.12305205315351486;0.1222022995352745;0.12117979675531387;0.12155360728502274;0.12224460393190384;0.12089353054761887;0.12187913805246353;0.12315302342176437;0.12253036350011826;0.12011966854333878,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 47, 'obstacle_contact': 0, 'self_collision': 0}",0.0003839387944672989,65,65,nan,nan,0.0,not_enabled,0,0,1,0,0,0,1,2,1.0,0.9796235654684025,1.3449963331222534,0.0,1.0,0.1967397704749444,0,0,0,0,0.1967397704749444,0.0,filtered,linprog goal-velocity priority optimal,1.0799358323704191,0,0,12,joint_1_acceleration_lower|joint_0_acceleration_upper|joint_2_acceleration_upper|joint_3_acceleration_upper|joint_4_acceleration_upper|joint_5_acceleration_upper,predictive_link_2,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.1967397704749444,0.8888786198500727,0|0|0|0|0|0,0.45580482|0.284207169|0.19673977|0.21114431|0.212710551|0.215710551,0.630248751|0.4586511|0.371183701|0.385588241|0.387154482|0.390154482,0.57580482|0.404207169|0.31673977|0.33114431|0.332710551|0.335710551,0|0|0|0|0|0,-4.28002111e-18|0.000792345252|-0.11060205|-0.138300198|-0.165293966|-0.165293966,0|0|0|0|0|0,1.82321928|1.13762102|0.676357032|0.70627704|0.685548239|0.697548239,optimal,0.16904815284482205,0.16904815536383583,-2.5190137753483555e-09,0.28085047|0.568458498|0.535240352,0|-0|-0,0.01362830400466919,0.0028347139013931155,0.0020280330209061503,0.004647933063097298
1,0.1,-1.4011673571496623,0.3822596073150635,0.27920472621917725,0.3547660708427429,0.29563480615615845,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.9797959327697754,9.797959327697754,0.0,1.3437994718551636,1.3437994718551636,0.295503699882133,0.27920472621917725,0.01629897366295574,0.4211995042534681,0.35432536763054,0.3949507250470159,0.3343192187445478,0.06063150630246811,0.3949507172178114,0,0,disabled,0.0,1,TRACK,direct_path,0,0.5096493560122326,0.5096493560122326,18,1,1,1,6,1.9883905081879931,0.12613558769226074,0.003993136759140394;0.005635222406800044;0.00428019997300495;0.004015434489767419;0.0045193877412004575;0.002632629679241186;0.004857850121869669;0.006544112578697783;0.004846685882828348;0.0019215745141770572;0.002456831398336206;0.00479025176613711;0.004545574857095171;0.004177726382398197;0.005557389242397398;0.004870595766901866;0.00420903458357644;0.007045534987232743,0.12115543335676193;0.12162087112665176;0.12383519858121872;0.12211885303258896;0.12175335735082626;0.12113799899816513;0.12613558769226074;0.12278608232736588;0.12305205315351486;0.1222022995352745;0.12117979675531387;0.12155360728502274;0.12224460393190384;0.12089353054761887;0.12187913805246353;0.12315302342176437;0.12253036350011826;0.12011966854333878,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 47, 'obstacle_contact': 0, 'self_collision': 0}",0.0003839387944672989,65,65,nan,nan,0.8029284584467773,filtered,0,0,1,0,0,0,1,2,1.0,0.8432707659382422,1.3437994718551636,0.0,1.0,0.17492332255011878,0,0,0,0,0.1967397704749444,0.0,filtered,linprog goal-velocity priority optimal,1.0237527343639108,0,0,12,joint_1_acceleration_lower|joint_0_acceleration_upper|joint_2_acceleration_upper|joint_3_acceleration_upper|joint_4_acceleration_upper|joint_5_acceleration_upper,predictive_link_4,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.17492332255011878,0.8835274140049202,0|0.0880878428|0.133822305|0.146806096|0.17714069|0.17714069,0.45607238|0.2845974|0.174923323|0.184296847|0.180602606|0.183602595,0.630248751|0.458773771|0.349099693|0.358473218|0.354778977|0.357778966,0.57607238|0.4045974|0.294923323|0.304296847|0.300602606|0.303602595,0|0|0.15|0.15|0.15|0.15,0|0.00628921337|-0.227251169|-0.271804093|-0.323524731|-0.323524731,0|0|0|0|0|0,1.82428952|1.14467881|0.472442122|0.465383295|0.398885694|0.41088565,optimal,0.3343192162536755,0.33431921874454773,-2.4908722306982156e-09,0.28085047|0.568458498|0.535240352,0|-0|-0,0.011702669085934758,0.0028986489633098245,0.0014034999767318368,0.003285903949290514
2,0.15000000000000002,-1.8436608434197457,0.5324514508247375,0.25551995635032654,0.3377808630466461,0.3967036008834839,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.3564660549163818,9.797959327697754,160.0,1.309840202331543,1.309840202331543,0.2792047208174757,0.25551995635032654,0.023684764467149177,0.4131341714741011,0.5274507546458653,0.3933827247257789,0.48873511776034656,-0.09535239303456766,0.39338271711510525,0,0,disabled,0.0,1,TRACK,direct_path,0,0.5096493560122326,0.5096493560122326,18,1,1,1,6,1.9883905081879931,0.12613558769226074,0.003993136759140394;0.005635222406800044;0.00428019997300495;0.004015434489767419;0.0045193877412004575;0.002632629679241186;0.004857850121869669;0.006544112578697783;0.004846685882828348;0.0019215745141770572;0.002456831398336206;0.00479025176613711;0.004545574857095171;0.004177726382398197;0.005557389242397398;0.004870595766901866;0.00420903458357644;0.007045534987232743,0.12115543335676193;0.12162087112665176;0.12383519858121872;0.12211885303258896;0.12175335735082626;0.12113799899816513;0.12613558769226074;0.12278608232736588;0.12305205315351486;0.1222022995352745;0.12117979675531387;0.12155360728502274;0.12224460393190384;0.12089353054761887;0.12187913805246353;0.12315302342176437;0.12253036350011826;0.12011966854333878,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 47, 'obstacle_contact': 0, 'self_collision': 0}",0.0003839387944672989,65,65,nan,nan,0.7618344520932006,filtered,0,0,1,0,0,0,1,2,1.0,0.6407008595413966,1.309840202331543,0.0,1.0,0.14251213752662345,0,0,0,0,0.1967397704749444,0.0,filtered,linprog goal-velocity priority optimal,1.1899741948186746,0,0,12,joint_1_acceleration_lower|joint_5_acceleration_lower|joint_0_acceleration_upper|joint_2_acceleration_upper|joint_3_acceleration_upper|joint_4_acceleration_upper,predictive_link_4,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.14251213752662345,0.8727408298989244,0|0.17534051|0.271159499|0.291498291|0.35159218|0.35159218,0.456611709|0.285707756|0.147186745|0.152240889|0.142512138|0.145512138,0.630248751|0.459344797|0.320823787|0.32587793|0.316149179|0.319149179,0.576611709|0.405707756|0.267186745|0.272240889|0.262512138|0.265512138,0|0|0.15|0.15|0.15|0.15,0|0.0236333446|-0.352703391|-0.393614847|-0.464583225|-0.464583225,0|0|0|0|0|0,1.82644684|1.16646437|0.23604359|0.215348707|0.105465325|0.117465325,optimal,0.48873510319490526,0.48873511776034656,-1.4565441297520465e-08,0.28085047|0.568458498|0.535240352,0|-0|-0,0.011387667036615312,0.0026016959454864264,0.0014170099748298526,0.0032403820659965277
3,0.2,-1.8422025001744047,0.5421008467674255,0.23119084537029266,0.3189769685268402,0.400592178106308,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.3700249195098877,6.946003437042236,212.35211181640625,1.1231881380081177,1.1231881380081177,0.25551994369854364,0.23119084537029266,0.024329098328250975,0.2652532123534665,0.541663638914288,0.2598438160534417,0.4988848759124331,-0.23904105985899138,0.2598438031875678,0,0,disabled,0.0,1,TRACK,direct_path,0,0.5096493560122326,0.5096493560122326,18,1,1,1,6,1.9883905081879931,0.12613558769226074,0.003993136759140394;0.005635222406800044;0.00428019997300495;0.004015434489767419;0.0045193877412004575;0.002632629679241186;0.004857850121869669;0.006544112578697783;0.004846685882828348;0.0019215745141770572;0.002456831398336206;0.00479025176613711;0.004545574857095171;0.004177726382398197;0.005557389242397398;0.004870595766901866;0.00420903458357644;0.007045534987232743,0.12115543335676193;0.12162087112665176;0.12383519858121872;0.12211885303258896;0.12175335735082626;0.12113799899816513;0.12613558769226074;0.12278608232736588;0.12305205315351486;0.1222022995352745;0.12117979675531387;0.12155360728502274;0.12224460393190384;0.12089353054761887;0.12187913805246353;0.12315302342176437;0.12253036350011826;0.12011966854333878,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 47, 'obstacle_contact': 0, 'self_collision': 0}",0.0003839387944672989,65,65,nan,nan,0.9084880680105066,filtered,0,0,1,0,0,0,1,2,1.0,0.38094120807303133,1.1231881380081177,0.0,1.0,0.10095059329168501,0,0,0,0,0.1967397704749444,0.0,filtered,linprog goal-velocity priority optimal,1.1035557218525163,0,1,12,predictive_link_4|joint_5_acceleration_lower|joint_0_velocity_upper|joint_1_acceleration_upper|joint_2_velocity_upper|joint_3_velocity_upper,predictive_link_4,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.10095059329168501,0.8563713588066653,0|0.261264848|0.414542024|0.432472417|0.521250334|0.521250334,0.457430183|0.288247829|0.112921396|0.116729919|0.100950593|0.103950593,0.630248751|0.461066397|0.285739964|0.289548487|0.273769161|0.276769161,0.577430183|0.408247829|0.232921396|0.236729919|0.220950593|0.223950593,0|0|0.15|0.15|0.15|0.15,0|0.00388882716|-0.38250044|-0.384169653|-0.403802373|-0.403802373,0|0|0|0|0|0,1.82972073|1.15688014|0.069185144|0.0827500215|4.85645746e-10|0.0120000005,optimal,0.4988848812879384,0.4988848759124331,5.375505318649942e-09,0.28085047|0.568458498|0.535240352,0|-0|-0,0.011875730007886887,0.002567073912359774,0.0012748700100928545,0.003341702977195382
4,0.25,-1.9394428702285404,0.5665956139564514,0.2080388069152832,0.29918116331100464,0.41234245896339417,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.460274577140808,5.689302444458008,155.2386016845703,1.0775318145751953,1.0775318145751953,0.23119084056580816,0.2080388069152832,0.023152033650524956,0.2052144886650814,0.5360051220056603,0.2035876590078603,0.4791613549609677,-0.2755736959531074,0.2035876547770104,0,0,disabled,0.0,1,TRACK,direct_path,0,0.5096493560122326,0.5096493560122326,18,1,1,1,6,1.9883905081879931,0.12613558769226074,0.003993136759140394;0.005635222406800044;0.00428019997300495;0.004015434489767419;0.0045193877412004575;0.002632629679241186;0.004857850121869669;0.006544112578697783;0.004846685882828348;0.0019215745141770572;0.002456831398336206;0.00479025176613711;0.004545574857095171;0.004177726382398197;0.005557389242397398;0.004870595766901866;0.00420903458357644;0.007045534987232743,0.12115543335676193;0.12162087112665176;0.12383519858121872;0.12211885303258896;0.12175335735082626;0.12113799899816513;0.12613558769226074;0.12278608232736588;0.12305205315351486;0.1222022995352745;0.12117979675531387;0.12155360728502274;0.12224460393190384;0.12089353054761887;0.12187913805246353;0.12315302342176437;0.12253036350011826;0.12011966854333878,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 47, 'obstacle_contact': 0, 'self_collision': 0}",0.0003839387944672989,65,65,nan,nan,0.9825208124166821,filtered,0,0,1,0,0,0,1,2,1.0,0.3106866170004981,1.0775318145751953,0.0,1.0,0.0897098587200797,0,0,0,0,0.1967397704749444,0.0,filtered,linprog goal-velocity priority optimal,1.1375290026213118,0,1,12,predictive_link_4|joint_5_acceleration_lower|joint_0_velocity_upper|joint_2_velocity_upper|joint_3_velocity_upper|joint_4_acceleration_upper,predictive_link_4,,,0,0,0,optimal,goal_velocity_linprog,5.551115123125783e-17,valid,0.0897098587200797,0.8374963691557566,0|0.180378085|0.416234708|0.425576768|0.535654914|0.535654914,0.458373932|0.289836163|0.0933149105|0.0990345603|0.0897098587|0.0927098587,0.630248751|0.461710981|0.265189729|0.270909379|0.261584677|0.264584677,0.578373932|0.409836163|0.21331491|0.21903456|0.209709859|0.212709859,0|0|0.15|0.15|0.15|0.15,0|0.0132658228|-0.359206731|-0.358841244|-0.358839435|-0.358839435,0|0|0|0|0|0,1.83349573|1.17261047|0.0140529107|0.0372969971|3.77361531e-10|0.0120000004,optimal,0.4791613611576263,0.4791613549609676,6.196658686175027e-09,0.28085047|0.568458498|0.535240352,0|-0|-0,0.012243982986547053,0.0031369549687951803,0.001292737084440887,0.00354014802724123
5,0.30000000000000004,-1.9119721477611185,0.5526366829872131,0.18739692866802216,0.28309905529022217,0.3985241651535034,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.414294719696045,5.238326549530029,186.7809600830078,1.053273320198059,1.053273320198059,0.2080388011662849,0.18739692866802216,0.020641872498262742,0.16459235689950247,0.5170686572204256,0.1643020590099655,0.4316241327850598,-0.2673220737750943,0.1643020544695998,0,0,disabled,0.0,1,TRACK,direct_path,0,0.5096493560122326,0.5096493560122326,18,1,1,1,6,1.9883905081879931,0.12613558769226074,0.003993136759140394;0.005635222406800044;0.00428019997300495;0.004015434489767419;0.0045193877412004575;0.002632629679241186;0.004857850121869669;0.006544112578697783;0.004846685882828348;0.0019215745141770572;0.002456831398336206;0.00479025176613711;0.004545574857095171;0.004177726382398197;0.005557389242397398;0.004870595766901866;0.00420903458357644;0.007045534987232743,0.12115543335676193;0.12162087112665176;0.12383519858121872;0.12211885303258896;0.12175335735082626;0.12113799899816513;0.12613558769226074;0.12278608232736588;0.12305205315351486;0.1222022995352745;0.12117979675531387;0.12155360728502274;0.12224460393190384;0.12089353054761887;0.12187913805246353;0.12315302342176437;0.12253036350011826;0.12011966854333878,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 47, 'obstacle_contact': 0, 'self_collision': 0}",0.0003839387944672989,65,65,nan,nan,1.0,filtered,0,0,1,0,0,0,1,2,1.0,0.2216944344034836,1.053273320198059,0.0,1.0,0.07547110950455738,0,0,0,0,0.1967397704749444,0.0,filtered,linprog goal-velocity priority optimal,1.0398843674510814,0,1,12,predictive_link_2|joint_0_velocity_upper|joint_2_velocity_upper|joint_3_velocity_upper|joint_4_velocity_upper|joint_5_acceleration_upper,predictive_link_2,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.07547110950455738,0.8183740318564858,0|0.166419764|0.41947668|0.41947668|0.529231468|0.529231468,0.459330049|0.291787799|0.0779908817|0.0849908817|0.0754711095|0.0784711095,0.630248751|0.462706501|0.248909583|0.255909583|0.246389811|0.249389811,0.579330049|0.411787799|0.197990882|0.204990882|0.19547111|0.19847111,0|0|0.15|0.15|0.15|0.15,0|-0.00746770615|-0.311963523|-0.311963523|-0.273030865|-0.273030865,0|0|0|0|0|0,1.8373202|1.15968349|3.64127778e-09|0.0280000036|0.0288535726|0.0408535726,optimal,0.4316241392786793,0.4316241327850598,6.493619530978378e-09,0.28085047|0.568458498|0.535240352,0|-0|-0,0.013255772995762527,0.0032227560877799988,0.0013396010035648942,0.0032821360509842634
6,0.35000000000000003,-2.012517661442508,0.5697818398475647,0.16930238902568817,0.2695476710796356,0.4090447723865509,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.4207632541656494,4.201687335968018,41.930084228515625,1.052751898765564,1.052751898765564,0.1873969237153794,0.16930238902568817,0.018094534689691216,0.14904464502499656,0.5100812775570815,0.1487743864963387,0.3867262913916979,-0.2379519048953592,0.14877438256443656,0,0,disabled,0.0,1,TRACK,direct_path,0,0.5096493560122326,0.5096493560122326,18,1,1,1,6,1.9883905081879931,0.12613558769226074,0.003993136759140394;0.005635222406800044;0.00428019997300495;0.004015434489767419;0.0045193877412004575;0.002632629679241186;0.004857850121869669;0.006544112578697783;0.004846685882828348;0.0019215745141770572;0.002456831398336206;0.00479025176613711;0.004545574857095171;0.004177726382398197;0.005557389242397398;0.004870595766901866;0.00420903458357644;0.007045534987232743,0.12115543335676193;0.12162087112665176;0.12383519858121872;0.12211885303258896;0.12175335735082626;0.12113799899816513;0.12613558769226074;0.12278608232736588;0.12305205315351486;0.1222022995352745;0.12117979675531387;0.12155360728502274;0.12224460393190384;0.12089353054761887;0.12187913805246353;0.12315302342176437;0.12253036350011826;0.12011966854333878,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 47, 'obstacle_contact': 0, 'self_collision': 0}",0.0003839387944672989,65,65,nan,nan,0.9872882446652498,filtered,0,0,1,0,0,0,1,2,1.0,0.18362583051484055,1.052751898765564,0.0,1.0,0.06938013288237449,0,0,0,0,0.1967397704749444,0.0,filtered,linprog goal-velocity priority optimal,1.0428938912787888,0,1,12,predictive_link_2|joint_0_velocity_upper|joint_2_velocity_upper|joint_3_velocity_upper|joint_4_velocity_upper|joint_5_acceleration_upper,predictive_link_2,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.06938013288237449,0.7991796076074599,0|0.0997696436|0.412887733|0.412887733|0.510892148|0.510892148,0.46028977|0.292585944|0.0693801329|0.0763801329|0.0728263074|0.0758263009,0.630248751|0.462544925|0.239339113|0.246339113|0.242785288|0.245785281,0.58028977|0.412585944|0.189380133|0.196380133|0.192826307|0.195826301,0|0.0251973363|0.15|0.15|0.15|0.15,0|-0.0140706739|-0.277520527|-0.277520527|-0.211008217|-0.211008217,0|0|0|0|0|0,1.84115908|1.1562731|4.21431212e-09|0.0280000042|0.0802970124|0.0922969865,optimal,0.3867262977564607,0.38672629139169795,6.364762772381738e-09,0.28085047|0.568458498|0.535240352,0|-0|-0,0.011972873006016016,0.00275074306409806,0.0016252470668405294,0.003183444030582905
7,0.4,-2.097702843478044,0.5799717903137207,0.15407761931419373,0.256409615278244,0.4154864251613617,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.383102536201477,6.619449615478516,87.59475708007812,0.928270697593689,0.928270697593689,0.16930239465118221,0.15407761931419373,0.015224775336988489,0.34524817788215867,0.46981387639352357,0.33891297327998204,0.32905934116616625,0.009853632113815791,0.3389129845412107,0,0,disabled,0.0,1,SERVO,direct_path,0,0.5096493560122326,0.5096493560122326,18,1,1,1,6,1.9883905081879931,0.12613558769226074,0.003993136759140394;0.005635222406800044;0.00428019997300495;0.004015434489767419;0.0045193877412004575;0.002632629679241186;0.004857850121869669;0.006544112578697783;0.004846685882828348;0.0019215745141770572;0.002456831398336206;0.00479025176613711;0.004545574857095171;0.004177726382398197;0.005557389242397398;0.004870595766901866;0.00420903458357644;0.007045534987232743,0.12115543335676193;0.12162087112665176;0.12383519858121872;0.12211885303258896;0.12175335735082626;0.12113799899816513;0.12613558769226074;0.12278608232736588;0.12305205315351486;0.1222022995352745;0.12117979675531387;0.12155360728502274;0.12224460393190384;0.12089353054761887;0.12187913805246353;0.12315302342176437;0.12253036350011826;0.12011966854333878,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 47, 'obstacle_contact': 0, 'self_collision': 0}",0.0003839387944672989,65,65,nan,nan,0.990635963232805,filtered,1,0,1,0,0,0,1,2,1.0,0.12311294496054254,0.928270697593689,0.0,1.0,0.05969807119368681,0,0,0,0,0.1967397704749444,0.0,filtered,linprog goal-velocity priority optimal,1.4337887763084742,0,1,12,predictive_link_2|joint_0_velocity_upper|joint_1_acceleration_upper|joint_3_velocity_upper|joint_4_velocity_upper|joint_5_acceleration_upper,predictive_link_2,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.05969807119368681,0.7797407898762609,0|0.0763977422|0.417026458|0.417026458|0.504110806|0.504110806,0.461261711|0.291647295|0.0596980712|0.0666980712|0.068688167|0.071688167,0.630248751|0.460634335|0.228685111|0.235685111|0.237675206|0.240675206,0.581261711|0.411647295|0.179698071|0.186698071|0.188688167|0.191688167,0|0.15|0.15|0.15|0.15|0.15,0|-0.0558268467|-0.238792282|-0.238792282|-0.153253537|-0.153253537,0|0|0|0|0|0,1.84504684|1.11076234|3.14651188e-09|0.0280000031|0.12149913|0.13349913,optimal,0.3290593463375264,0.32905934116616625,5.171360173417128e-09,0.28085047|0.568458498|0.535240352,0|-0|-0,0.011521777953021228,0.0032922259997576475,0.001379110966809094,0.003498170990496874
8,0.45,-2.185513132661165,0.5930115580558777,0.14115451276302338,0.24408762156963348,0.42464256286621094,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.3320448398590088,7.895331382751465,80.30343627929688,1.0191941261291504,1.0191941261291504,0.15407762055759355,0.14115451276302338,0.012923107794570177,0.35809789003417886,0.43258758134509084,0.35162666674630216,0.28136783224419404,0.07025883450210813,0.35162666958391436,0,0,disabled,0.0,1,SERVO,direct_path,0,0.5096493560122326,0.5096493560122326,18,1,1,1,6,1.9883905081879931,0.12613558769226074,0.003993136759140394;0.005635222406800044;0.00428019997300495;0.004015434489767419;0.0045193877412004575;0.002632629679241186;0.004857850121869669;0.006544112578697783;0.004846685882828348;0.0019215745141770572;0.002456831398336206;0.00479025176613711;0.004545574857095171;0.004177726382398197;0.005557389242397398;0.004870595766901866;0.00420903458357644;0.007045534987232743,0.12115543335676193;0.12162087112665176;0.12383519858121872;0.12211885303258896;0.12175335735082626;0.12113799899816513;0.12613558769226074;0.12278608232736588;0.12305205315351486;0.1222022995352745;0.12117979675531387;0.12155360728502274;0.12224460393190384;0.12089353054761887;0.12187913805246353;0.12315302342176437;0.12253036350011826;0.12011966854333878,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 47, 'obstacle_contact': 0, 'self_collision': 0}",0.0003839387944672989,65,65,nan,nan,1.0,filtered,2,0,1,0,0,0,1,2,1.0,0.0732812671719102,1.0191941261291504,0.0,1.0,0.05172500274750563,0,0,0,0,0.1967397704749444,0.0,filtered,linprog goal-velocity priority optimal,1.3649431390768787,0,1,12,predictive_link_2|joint_3_acceleration_lower|joint_0_velocity_upper|joint_1_acceleration_upper|joint_4_velocity_upper|joint_5_acceleration_upper,predictive_link_2,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.05172500274750563,0.7633137716768109,2.42853197e-18|0.0574941795|0.407091899|0.407091899|0.464597305|0.464597305,0.462083062|0.282528961|0.0517250027|0.0587250027|0.0657712822|0.0687712776,0.630248751|0.45069465|0.219890691|0.226890691|0.233936971|0.236936966,0.582083062|0.402528961|0.171725003|0.178725003|0.185771282|0.188771278,0|0.15|0.15|0.15|0.15|0.15,1.48707549e-18|-0.1052823|-0.206900005|-0.206900005|-0.113721777|-0.113721777,0|0|0|0|0|0,1.84833225|1.02483355|6.33936817e-09|0.0280000063|0.149363352|0.161363333,optimal,0.28136783870548404,0.28136783224419404,6.4612900030347475e-09,0.28085047|0.568458498|0.535240352,0|-0|-0,0.010747049935162067,0.002519691945053637,0.0012862489093095064,0.0037092039128765464
