step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,unavoidable_collision,avoidable_collision,collision_avoidability_reason,safe_stop_infeasible_first_step,safe_stop_infeasible_last_step,safe_stop_h_drift_mps,safe_stop_drift_class,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,qdot_policy_norm,task_space_goal_error_before_m,task_space_goal_error_after_m,task_space_goal_error_delta_m,task_space_requested_speed_mps,task_space_executed_speed_mps,task_space_requested_toward_goal_mps,task_space_executed_toward_goal_mps,task_space_filter_velocity_loss_mps,task_space_nominal_toward_goal_mps,task_space_recovery_active_for_command,residual_control_enabled,residual_control_mode,residual_control_base_qdot_norm,hierarchical_control_enabled,hierarchical_state,hierarchical_plan_reason,hierarchical_plan_iterations,hierarchical_planning_time_s,hierarchical_planning_time_total_s,hierarchical_ik_candidate_count,hierarchical_ik_found,hierarchical_plan_found,hierarchical_direct_path,hierarchical_selected_candidate_index,hierarchical_selected_path_length_rad,hierarchical_selected_path_min_clearance_m,hierarchical_ik_candidate_errors_m,hierarchical_ik_candidate_clearances_m,hierarchical_ik_attempts_used,hierarchical_ik_fallback_used,hierarchical_ik_fallback_attempted,hierarchical_ik_target_shell_attempted,hierarchical_ik_target_shell_candidate_count,hierarchical_ik_rejection_counts,hierarchical_ik_min_goal_error_m,hierarchical_ik_goal_reachable_count,hierarchical_ik_obstacle_free_goal_reachable_count,hierarchical_selected_path_predictive_h_m,hierarchical_selected_path_filter_intervention,hierarchical_filter_intervention_ratio,hierarchical_filter_status,hierarchical_servo_stall_steps,hierarchical_servo_stall_replans,hierarchical_plan_count,hierarchical_replan_count,hierarchical_hold_steps,hierarchical_consecutive_hold_steps,hierarchical_waypoint_index,hierarchical_waypoint_count,hierarchical_path_progress,hierarchical_residual_budget,hierarchical_nominal_qdot_norm,residual_qdot_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_reason,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_infeasible_constraint_categories,safety_filter_infeasibility_diagnostic_status,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_max_link_speed_bound_mps,predictive_link_velocity_norms_mps,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,safety_filter_goal_velocity_audit_status,safety_filter_max_feasible_goal_velocity_mps,safety_filter_projected_goal_velocity_mps,safety_filter_goal_velocity_feasibility_gap_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
0,0.05,-0.822141145228644,0.06278274953365326,0.5800389051437378,0.5667863488197327,0.053799353539943695,1.0,3,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.4898979663848877,9.797959327697754,195.9591827392578,1.4265371561050415,1.4265371561050415,0.5862322516349463,0.5800389051437378,0.006193346491208507,0.378471100323269,0.14340545588459588,0.26989022249928696,0.12492316116592736,0.1449670613333596,0.269890225568432,0,0,disabled,0.0,1,TRACK,direct_path,0,1.5720090200193226,1.5720090200193226,58,1,1,1,7,1.9253927042288344,0.19804823398590088,0.0006816041487128944;0.0005880831117724718;0.0018549828056615624;0.0009046371504398828;0.0033707225267148515;0.004191092630662041;0.004017308460361775;0.0028066401099275614;0.005350682883727209;0.0020241921205111945;0.004568204899048748;0.0024842403331376923;0.003144490986388956;0.00550044752521016;0.0021972129555305644;0.0036221434196478317;0.003017986586490685;0.006176174307221746;0.0023400158224450938;0.005707557665229727;0.0035741878188988194;0.00406734775915243;0.004544915272837347;0.005282724199525827;0.0014833453554198438;0.0030946508417958366;0.008131666659973303;0.006342615712425072;0.0050469210326148485;0.003549922133421622;0.002891932565762476;0.002811568605155346;0.007491092903505147;0.007247319646515257;0.005257919858675556;0.0029341093484266073;0.006298391046448562;0.0019611968761600036;0.004627952720827558;0.0035609577813948247;0.005471260689616213;0.007153606136367819;0.0049729391498285185;0.006287896809272573;0.009061664923324662;0.002011019416131281;0.003863773835260372;0.0023595554765556315;0.003037457530977953;0.0033962981378904923;0.0028436042815021753;0.004844773462577837;0.001469751296648235;0.0043494897107272555;0.008015873613327722;0.002632242843628171;0.00335963392917953;0.00515418540702991,0.1482456773519516;0.1503884643316269;0.15732984244823456;0.15177877247333527;0.15689019858837128;0.1889791637659073;0.1930692195892334;0.19804823398590088;0.19323986768722534;0.15821032226085663;0.19552263617515564;0.1420419067144394;0.172225221991539;0.16887979209423065;0.1266692578792572;0.1925029158592224;0.1893438845872879;0.19229260087013245;0.16005952656269073;0.16196070611476898;0.19455209374427795;0.12998516857624054;0.12974846363067627;0.12121867388486862;0.19726601243019104;0.19567066431045532;0.151517853140831;0.16571854054927826;0.1397079974412918;0.19613754749298096;0.13164010643959045;0.19508257508277893;0.12256491929292679;0.18141601979732513;0.15488509833812714;0.1347377896308899;0.19199401140213013;0.12988735735416412;0.16099311411380768;0.17356418073177338;0.19417008757591248;0.19106802344322205;0.13746507465839386;0.19426500797271729;0.18975183367729187;0.19744129478931427;0.153025284409523;0.19754558801651;0.18069739639759064;0.14795802533626556;0.1930907815694809;0.130108043551445;0.1977388858795166;0.19625723361968994;0.12089059501886368;0.1962416172027588;0.17216868698596954;0.1496414989233017,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 7, 'obstacle_contact': 0, 'self_collision': 0}",0.0005880831117724718,65,65,nan,nan,0.0,not_enabled,0,0,1,0,0,0,1,2,1.0,1.0,1.4265371561050415,0.0,1.0,0.39824931475968994,0,0,0,0,0.39824931475968994,0.0,filtered,linprog goal-velocity priority optimal,1.495170482488077,0,0,12,joint_0_acceleration_lower|joint_1_acceleration_lower|joint_4_acceleration_lower|joint_2_acceleration_upper|joint_3_acceleration_upper|joint_5_acceleration_upper,workspace_z_lower,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.39824931475968994,0.8648182497850583,0|0|0|0|0|0,0.63995117|0.508542929|0.403754487|0.398249315|0.400249315|0.446709603,0.813192083|0.681783842|0.576995399|0.571490227|0.573490227|0.619950516,0.75995117|0.628542929|0.523754487|0.518249315|0.520249315|0.566709603,0|0|0|0|0|0,1.54016853e-17|0.0468265852|-0.0770194335|-0.0953756782|-0.0953756782|-0.0913093278,0|0|0|0|0|0,2.55980468|2.0809983|1.53799851|1.49762158|1.50562158|1.69552908,optimal,0.12492315930442723,0.12492316116592736,-1.8615001345922977e-09,0.713322818|-0.522606969|0.458190948,-0|0|-0,0.013302898034453392,0.002858805935829878,0.001615153974853456,0.004415523028001189
1,0.1,-0.8450544918953349,0.10181359946727753,0.5679828524589539,0.5577855706214905,0.08991100639104843,1.0,3,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.8944272398948669,9.797959327697754,160.0,1.4254343509674072,1.4254343509674072,0.5800389050068603,0.5679828524589539,0.012056052547906426,0.38013923759938856,0.28540993544344007,0.26880906763669343,0.2455657553484098,0.023243312288283635,0.2688090675732599,0,0,disabled,0.0,1,TRACK,direct_path,0,1.5720090200193226,1.5720090200193226,58,1,1,1,7,1.9253927042288344,0.19804823398590088,0.0006816041487128944;0.0005880831117724718;0.0018549828056615624;0.0009046371504398828;0.0033707225267148515;0.004191092630662041;0.004017308460361775;0.0028066401099275614;0.005350682883727209;0.0020241921205111945;0.004568204899048748;0.0024842403331376923;0.003144490986388956;0.00550044752521016;0.0021972129555305644;0.0036221434196478317;0.003017986586490685;0.006176174307221746;0.0023400158224450938;0.005707557665229727;0.0035741878188988194;0.00406734775915243;0.004544915272837347;0.005282724199525827;0.0014833453554198438;0.0030946508417958366;0.008131666659973303;0.006342615712425072;0.0050469210326148485;0.003549922133421622;0.002891932565762476;0.002811568605155346;0.007491092903505147;0.007247319646515257;0.005257919858675556;0.0029341093484266073;0.006298391046448562;0.0019611968761600036;0.004627952720827558;0.0035609577813948247;0.005471260689616213;0.007153606136367819;0.0049729391498285185;0.006287896809272573;0.009061664923324662;0.002011019416131281;0.003863773835260372;0.0023595554765556315;0.003037457530977953;0.0033962981378904923;0.0028436042815021753;0.004844773462577837;0.001469751296648235;0.0043494897107272555;0.008015873613327722;0.002632242843628171;0.00335963392917953;0.00515418540702991,0.1482456773519516;0.1503884643316269;0.15732984244823456;0.15177877247333527;0.15689019858837128;0.1889791637659073;0.1930692195892334;0.19804823398590088;0.19323986768722534;0.15821032226085663;0.19552263617515564;0.1420419067144394;0.172225221991539;0.16887979209423065;0.1266692578792572;0.1925029158592224;0.1893438845872879;0.19229260087013245;0.16005952656269073;0.16196070611476898;0.19455209374427795;0.12998516857624054;0.12974846363067627;0.12121867388486862;0.19726601243019104;0.19567066431045532;0.151517853140831;0.16571854054927826;0.1397079974412918;0.19613754749298096;0.13164010643959045;0.19508257508277893;0.12256491929292679;0.18141601979732513;0.15488509833812714;0.1347377896308899;0.19199401140213013;0.12988735735416412;0.16099311411380768;0.17356418073177338;0.19417008757591248;0.19106802344322205;0.13746507465839386;0.19426500797271729;0.18975183367729187;0.19744129478931427;0.153025284409523;0.19754558801651;0.18069739639759064;0.14795802533626556;0.1930907815694809;0.130108043551445;0.1977388858795166;0.19625723361968994;0.12089059501886368;0.1962416172027588;0.17216868698596954;0.1496414989233017,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 7, 'obstacle_contact': 0, 'self_collision': 0}",0.0005880831117724718,65,65,nan,nan,1.0,filtered,0,0,1,0,0,0,1,2,1.0,1.0,1.4254343509674072,0.0,1.0,0.38005976234225725,0,0,0,0,0.39824931475968994,0.0,filtered,linprog goal-velocity priority optimal,1.8289127326060344,0,0,12,joint_0_acceleration_lower|joint_1_acceleration_lower|joint_4_acceleration_lower|joint_5_acceleration_lower|joint_2_acceleration_upper|joint_3_acceleration_upper,workspace_z_lower,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.38005976234225725,0.8593935371884043,0|0.0871047309|0.11618152|0.133160245|0.133160245|0.142691702,0.640222406|0.511199103|0.389145862|0.380059762|0.382059762|0.429453867,0.813192083|0.684168779|0.562115539|0.553029439|0.555029439|0.602423544,0.760222406|0.631199103|0.509145862|0.500059762|0.502059762|0.549453867,0|0|0.15|0.15|0.15|0.15,0|0.0970546206|-0.146018875|-0.181275837|-0.181275837|-0.171055072,0|0|0|0|0|0,2.56088962|2.14185103|1.41056457|1.33896321|1.34696321|1.5467604,optimal,0.24556575351880233,0.24556575534840974,-1.8296074100199178e-09,0.713322818|-0.522606969|0.458190948,-0|0|-0,0.013777444022707641,0.0036165090277791023,0.0012785729486495256,0.0034963060170412064
2,0.15000000000000002,-0.9170130698917618,0.1526145040988922,0.5507745146751404,0.5453342199325562,0.13766130805015564,1.0,3,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.3564660549163818,9.797959327697754,2.132480585714802e-05,1.4249114990234375,1.4249114990234375,0.5679828369105958,0.5507745146751404,0.01720832223545543,0.38389745369482586,0.42386259010042365,0.2673249405489508,0.3548862948444432,-0.08756135429549239,0.2673249332310118,0,0,disabled,0.0,1,TRACK,direct_path,0,1.5720090200193226,1.5720090200193226,58,1,1,1,7,1.9253927042288344,0.19804823398590088,0.0006816041487128944;0.0005880831117724718;0.0018549828056615624;0.0009046371504398828;0.0033707225267148515;0.004191092630662041;0.004017308460361775;0.0028066401099275614;0.005350682883727209;0.0020241921205111945;0.004568204899048748;0.0024842403331376923;0.003144490986388956;0.00550044752521016;0.0021972129555305644;0.0036221434196478317;0.003017986586490685;0.006176174307221746;0.0023400158224450938;0.005707557665229727;0.0035741878188988194;0.00406734775915243;0.004544915272837347;0.005282724199525827;0.0014833453554198438;0.0030946508417958366;0.008131666659973303;0.006342615712425072;0.0050469210326148485;0.003549922133421622;0.002891932565762476;0.002811568605155346;0.007491092903505147;0.007247319646515257;0.005257919858675556;0.0029341093484266073;0.006298391046448562;0.0019611968761600036;0.004627952720827558;0.0035609577813948247;0.005471260689616213;0.007153606136367819;0.0049729391498285185;0.006287896809272573;0.009061664923324662;0.002011019416131281;0.003863773835260372;0.0023595554765556315;0.003037457530977953;0.0033962981378904923;0.0028436042815021753;0.004844773462577837;0.001469751296648235;0.0043494897107272555;0.008015873613327722;0.002632242843628171;0.00335963392917953;0.00515418540702991,0.1482456773519516;0.1503884643316269;0.15732984244823456;0.15177877247333527;0.15689019858837128;0.1889791637659073;0.1930692195892334;0.19804823398590088;0.19323986768722534;0.15821032226085663;0.19552263617515564;0.1420419067144394;0.172225221991539;0.16887979209423065;0.1266692578792572;0.1925029158592224;0.1893438845872879;0.19229260087013245;0.16005952656269073;0.16196070611476898;0.19455209374427795;0.12998516857624054;0.12974846363067627;0.12121867388486862;0.19726601243019104;0.19567066431045532;0.151517853140831;0.16571854054927826;0.1397079974412918;0.19613754749298096;0.13164010643959045;0.19508257508277893;0.12256491929292679;0.18141601979732513;0.15488509833812714;0.1347377896308899;0.19199401140213013;0.12988735735416412;0.16099311411380768;0.17356418073177338;0.19417008757591248;0.19106802344322205;0.13746507465839386;0.19426500797271729;0.18975183367729187;0.19744129478931427;0.153025284409523;0.19754558801651;0.18069739639759064;0.14795802533626556;0.1930907815694809;0.130108043551445;0.1977388858795166;0.19625723361968994;0.12089059501886368;0.1962416172027588;0.17216868698596954;0.1496414989233017,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 7, 'obstacle_contact': 0, 'self_collision': 0}",0.0005880831117724718,65,65,nan,nan,1.0,filtered,0,0,1,0,0,0,1,2,1.0,1.0,1.4249114990234375,0.0,1.0,0.35986576470777953,0,0,0,0,0.39824931475968994,0.0,filtered,linprog goal-velocity priority optimal,2.2396367109771944,0,0,12,joint_0_acceleration_lower|joint_1_acceleration_lower|joint_4_acceleration_lower|joint_5_acceleration_lower|joint_2_acceleration_upper|joint_3_acceleration_upper,workspace_x_lower,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.35986576470777953,0.8484689098061482,2.22077855e-17|0.173504787|0.229442134|0.263720051|0.263720051|0.282541993,0.640768637|0.51676516|0.373035052|0.359865765|0.361865765|0.410831325,0.813192083|0.689188605|0.545458498|0.53228921|0.53428921|0.583254771,0.760768637|0.63676516|0.493035052|0.479865765|0.481865765|0.530831325,0|0|0.15|0.15|0.15|0.15,2.41425203e-17|0.155450177|-0.199205341|-0.247836475|-0.247836475|-0.228036974,0|0|0|0|0|0,2.56307455|2.22251082|1.29293487|1.19162658|1.19962658|1.41528833,optimal,0.3548862842680078,0.35488629484444323,-1.0576435449660693e-08,0.713322818|-0.522606969|0.458190948,-0|0|-0,0.012349699973128736,0.0028469490353018045,0.001308147911913693,0.0034043709747493267
3,0.2,-0.9308928597328217,0.17518873512744904,0.5318624377250671,0.5316796898841858,0.15785393118858337,1.0,3,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.4560219049453735,6.928202152252197,240.00001525878906,1.428334355354309,1.428334355354309,0.5507745440905035,0.5318624377250671,0.018912106365436387,0.39051277568204484,0.4524119532990894,0.2668813340885304,0.3900935725876162,-0.1232122384990858,0.26688134834193383,0,0,disabled,0.0,1,TRACK,direct_path,0,1.5720090200193226,1.5720090200193226,58,1,1,1,7,1.9253927042288344,0.19804823398590088,0.0006816041487128944;0.0005880831117724718;0.0018549828056615624;0.0009046371504398828;0.0033707225267148515;0.004191092630662041;0.004017308460361775;0.0028066401099275614;0.005350682883727209;0.0020241921205111945;0.004568204899048748;0.0024842403331376923;0.003144490986388956;0.00550044752521016;0.0021972129555305644;0.0036221434196478317;0.003017986586490685;0.006176174307221746;0.0023400158224450938;0.005707557665229727;0.0035741878188988194;0.00406734775915243;0.004544915272837347;0.005282724199525827;0.0014833453554198438;0.0030946508417958366;0.008131666659973303;0.006342615712425072;0.0050469210326148485;0.003549922133421622;0.002891932565762476;0.002811568605155346;0.007491092903505147;0.007247319646515257;0.005257919858675556;0.0029341093484266073;0.006298391046448562;0.0019611968761600036;0.004627952720827558;0.0035609577813948247;0.005471260689616213;0.007153606136367819;0.0049729391498285185;0.006287896809272573;0.009061664923324662;0.002011019416131281;0.003863773835260372;0.0023595554765556315;0.003037457530977953;0.0033962981378904923;0.0028436042815021753;0.004844773462577837;0.001469751296648235;0.0043494897107272555;0.008015873613327722;0.002632242843628171;0.00335963392917953;0.00515418540702991,0.1482456773519516;0.1503884643316269;0.15732984244823456;0.15177877247333527;0.15689019858837128;0.1889791637659073;0.1930692195892334;0.19804823398590088;0.19323986768722534;0.15821032226085663;0.19552263617515564;0.1420419067144394;0.172225221991539;0.16887979209423065;0.1266692578792572;0.1925029158592224;0.1893438845872879;0.19229260087013245;0.16005952656269073;0.16196070611476898;0.19455209374427795;0.12998516857624054;0.12974846363067627;0.12121867388486862;0.19726601243019104;0.19567066431045532;0.151517853140831;0.16571854054927826;0.1397079974412918;0.19613754749298096;0.13164010643959045;0.19508257508277893;0.12256491929292679;0.18141601979732513;0.15488509833812714;0.1347377896308899;0.19199401140213013;0.12988735735416412;0.16099311411380768;0.17356418073177338;0.19417008757591248;0.19106802344322205;0.13746507465839386;0.19426500797271729;0.18975183367729187;0.19744129478931427;0.153025284409523;0.19754558801651;0.18069739639759064;0.14795802533626556;0.1930907815694809;0.130108043551445;0.1977388858795166;0.19625723361968994;0.12089059501886368;0.1962416172027588;0.17216868698596954;0.1496414989233017,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 7, 'obstacle_contact': 0, 'self_collision': 0}",0.0005880831117724718,65,65,nan,nan,1.0,filtered,0,0,1,0,0,0,1,2,1.0,1.0,1.428334355354309,0.0,1.0,0.34005238166147633,0,0,0,0,0.39824931475968994,0.0,filtered,linprog goal-velocity priority optimal,2.276675128823819,0,0,12,joint_0_velocity_lower|joint_4_velocity_lower|joint_1_acceleration_upper|joint_2_velocity_upper|joint_3_velocity_upper|joint_5_acceleration_upper,workspace_z_lower,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.34005238166147633,0.8319090070480724,1.62647603e-20|0.258858565|0.337654331|0.38973787|0.38973787|0.417317432,0.641596632|0.525720328|0.357308269|0.340052382|0.342052382|0.393514779,0.813192083|0.697315778|0.528903719|0.511647832|0.513647832|0.56511023,0.761596632|0.645720328|0.477308269|0.460052382|0.462052382|0.513514779,0|0|0.15|0.15|0.15|0.15,-1.03103291e-20|0.0990045429|-0.252208242|-0.265921447|-0.265921447|-0.229133727,0|0|0|0|0|0,2.56638653|2.20188586|1.17702483|1.09428808|1.10228808|1.34492539,optimal,0.3900935793196626,0.3900935725876161,6.732046475832476e-09,0.713322818|-0.522606969|0.458190948,-0|0|-0,0.012557819951325655,0.002885448979213834,0.0014254379784688354,0.0032960890093818307
4,0.25,-0.912319386178134,0.17580565810203552,0.5138717889785767,0.5185796022415161,0.1579897403717041,1.0,3,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.3416407108306885,6.928203105926514,138.56402587890625,1.432329773902893,1.432329773902893,0.5318624477220041,0.5138717889785767,0.017990658743427423,0.39084658066325095,0.44049067938712905,0.2677310974090849,0.3699036609212845,-0.10217256351219961,0.2677311024413841,0,0,disabled,0.0,1,TRACK,direct_path,0,1.5720090200193226,1.5720090200193226,58,1,1,1,7,1.9253927042288344,0.19804823398590088,0.0006816041487128944;0.0005880831117724718;0.0018549828056615624;0.0009046371504398828;0.0033707225267148515;0.004191092630662041;0.004017308460361775;0.0028066401099275614;0.005350682883727209;0.0020241921205111945;0.004568204899048748;0.0024842403331376923;0.003144490986388956;0.00550044752521016;0.0021972129555305644;0.0036221434196478317;0.003017986586490685;0.006176174307221746;0.0023400158224450938;0.005707557665229727;0.0035741878188988194;0.00406734775915243;0.004544915272837347;0.005282724199525827;0.0014833453554198438;0.0030946508417958366;0.008131666659973303;0.006342615712425072;0.0050469210326148485;0.003549922133421622;0.002891932565762476;0.002811568605155346;0.007491092903505147;0.007247319646515257;0.005257919858675556;0.0029341093484266073;0.006298391046448562;0.0019611968761600036;0.004627952720827558;0.0035609577813948247;0.005471260689616213;0.007153606136367819;0.0049729391498285185;0.006287896809272573;0.009061664923324662;0.002011019416131281;0.003863773835260372;0.0023595554765556315;0.003037457530977953;0.0033962981378904923;0.0028436042815021753;0.004844773462577837;0.001469751296648235;0.0043494897107272555;0.008015873613327722;0.002632242843628171;0.00335963392917953;0.00515418540702991,0.1482456773519516;0.1503884643316269;0.15732984244823456;0.15177877247333527;0.15689019858837128;0.1889791637659073;0.1930692195892334;0.19804823398590088;0.19323986768722534;0.15821032226085663;0.19552263617515564;0.1420419067144394;0.172225221991539;0.16887979209423065;0.1266692578792572;0.1925029158592224;0.1893438845872879;0.19229260087013245;0.16005952656269073;0.16196070611476898;0.19455209374427795;0.12998516857624054;0.12974846363067627;0.12121867388486862;0.19726601243019104;0.19567066431045532;0.151517853140831;0.16571854054927826;0.1397079974412918;0.19613754749298096;0.13164010643959045;0.19508257508277893;0.12256491929292679;0.18141601979732513;0.15488509833812714;0.1347377896308899;0.19199401140213013;0.12988735735416412;0.16099311411380768;0.17356418073177338;0.19417008757591248;0.19106802344322205;0.13746507465839386;0.19426500797271729;0.18975183367729187;0.19744129478931427;0.153025284409523;0.19754558801651;0.18069739639759064;0.14795802533626556;0.1930907815694809;0.130108043551445;0.1977388858795166;0.19625723361968994;0.12089059501886368;0.1962416172027588;0.17216868698596954;0.1496414989233017,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 7, 'obstacle_contact': 0, 'self_collision': 0}",0.0005880831117724718,65,65,nan,nan,1.0,filtered,0,0,1,0,0,0,1,2,1.0,1.0,1.432329773902893,0.0,1.0,0.3243047681065633,0,0,0,0,0.39824931475968994,0.0,filtered,linprog goal-velocity priority optimal,2.0798824419341435,0,0,12,joint_0_velocity_lower|joint_3_acceleration_lower|joint_4_velocity_lower|joint_1_acceleration_upper|joint_2_velocity_upper|joint_5_acceleration_upper,workspace_z_lower,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.3243047681065633,0.8127377823007683,3.88662479e-17|0.176048284|0.347346734|0.428076848|0.428076848|0.444093906,0.642555194|0.532058191|0.336638624|0.324304768|0.326304768|0.381504517,0.813192083|0.70269508|0.507275513|0.494941657|0.496941657|0.552141406,0.762555194|0.652058191|0.456638624|0.444304768|0.446304768|0.501504517,0|0|0.15|0.15|0.15|0.15,3.00195287e-17|0.0410009521|-0.266296428|-0.246754406|-0.246754406|-0.20875795,0|0|0|0|0|0,2.57022078|2.16923371|1.08025807|1.05046467|1.05846467|1.31726012,optimal,0.36990366729824986,0.3699036609212844,6.376965455689998e-09,0.713322818|-0.522606969|0.458190948,-0|0|-0,0.011811917065642774,0.0028188430005684495,0.0012402109568938613,0.0031555599998682737
