step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,success,qdot_norm,acc_norm,jerk_norm
0,0.05,-0.3008909806724689,0.21333365142345428,0.44180557131767273,0.4447679817676544,0.21333365142345428,0.18873276249567666,4,0,0,0,0.271819144487381,5.43638277053833,108.72765350341797
1,0.1,-0.18773086871736333,0.24225494265556335,0.431414395570755,0.4286978542804718,0.24225494265556335,0.23318994809786475,4,0,0,0,0.5215266346931458,5.035147190093994,20.17841339111328
2,0.15000000000000002,-0.08070546612462585,0.23959504067897797,0.4165327847003937,0.4134185016155243,0.23959504067897797,0.26371404868125914,4,0,0,0,0.6920485496520996,3.969055652618408,52.63786315917969
3,0.2,0.011464849079697999,0.18334947526454926,0.3981805741786957,0.4023340046405792,0.18334947526454926,0.2859117208029429,4,0,0,0,0.7811049222946167,4.218294620513916,66.50782012939453
4,0.25,0.09116216404895085,0.1106298416852951,0.377208411693573,0.3955634534358978,0.1106298416852951,0.301987646705246,4,0,0,0,0.8095076084136963,4.20046329498291,75.08275604248047
5,0.30000000000000004,0.1578668161529736,0.06506026536226273,0.3543906509876251,0.39601263403892517,0.06506026536226273,0.31290060783604945,4,0,0,0,0.8807911276817322,4.083392143249512,54.456363677978516
6,0.35000000000000003,0.21252817403857527,0.06385422497987747,0.3303914964199066,0.40304985642433167,0.06385422497987747,0.31812263305095934,4,0,0,0,0.9719124436378479,3.3756868839263916,26.78346824645996
7,0.4,0.25326381311964696,0.06351511925458908,0.30585747957229614,0.41405346989631653,0.06351511925458908,0.31758793657089135,4,0,0,0,1.043353796005249,3.5367987155914307,56.550575256347656
8,0.45,0.2848088619801268,0.063172847032547,0.28117063641548157,0.4269055426120758,0.063172847032547,0.3122670855426681,4,0,0,0,1.105056881904602,3.7953410148620605,34.45524978637695
9,0.5,0.30129729955557194,0.06282704323530197,0.2570223808288574,0.44078847765922546,0.06282704323530197,0.30352172666612615,4,0,0,0,1.154244065284729,3.535947561264038,19.905921936035156
10,0.55,0.2840146233833166,0.06247726455330849,0.2350349724292755,0.45275095105171204,0.06247726455330849,0.2925307350982627,4,0,0,0,1.1391249895095825,3.571906089782715,42.86143112182617
11,0.6000000000000001,0.2244474879898004,0.06212295964360237,0.21722953021526337,0.45524919033050537,0.06212295964360237,0.28373986500279513,5,0,0,0,1.0593297481536865,4.090396404266357,38.95883560180664
12,0.65,0.13314425708370314,0.06451357156038284,0.2050374448299408,0.4514528512954712,0.06451357156038284,0.278384400155801,5,0,0,0,0.9296948313713074,4.725010395050049,45.6668815612793
13,0.7000000000000001,0.04133907948135452,0.10620719939470291,0.19822171330451965,0.44382983446121216,0.10620719939470291,0.27416925697326167,5,0,0,0,0.7657763957977295,5.253943920135498,45.36180114746094
14,0.75,0.028115105474318794,0.10943541675806046,0.19246965646743774,0.43626224994659424,0.10943541675806046,0.27168200001398424,5,0,0,0,0.6539890766143799,3.650726079940796,110.9814224243164
15,0.8,0.06819072303017429,0.07167881727218628,0.1847865879535675,0.4322677254676819,0.07167881727218628,0.2701855209585808,5,0,0,0,0.6159085631370544,4.2571635246276855,67.42388153076172
16,0.8500000000000001,0.08134856156892338,0.0602584071457386,0.17669005692005157,0.4337775707244873,0.0602584071457386,0.26811658536097105,5,0,0,0,0.5928934216499329,4.416157245635986,63.09796905517578
17,0.9,0.06400733613923135,0.05986030772328377,0.1698499172925949,0.43951261043548584,0.05986030772328377,0.26435012456596313,5,0,0,0,0.6060265898704529,3.7645561695098877,40.93975830078125
18,0.9500000000000001,0.020438324518182026,0.05945110321044922,0.16560350358486176,0.4453529715538025,0.05945110321044922,0.2587695747821753,5,0,0,0,0.6311141848564148,3.3883349895477295,54.18279266357422
19,1.0,-0.02530186477692496,0.059029363095760345,0.163956880569458,0.44980961084365845,0.059029363095760345,0.25228791424885744,5,0,0,0,0.681348443031311,3.4312703609466553,18.431354522705078
20,1.05,-0.05170559297783926,0.05859358236193657,0.16381190717220306,0.4542098045349121,0.05859358236193657,0.24576910688035897,5,0,0,0,0.7535579800605774,2.5425033569335938,31.548564910888672
21,1.1,-0.07168687907163987,0.0590323805809021,0.16474609076976776,0.45869195461273193,0.0590323805809021,0.23942360671492346,5,0,0,0,0.8137102723121643,2.4269845485687256,25.049705505371094
22,1.1500000000000001,-0.07878094504788465,0.05862940475344658,0.16602981090545654,0.462599515914917,0.05862940475344658,0.23339520386138712,5,0,0,0,0.8599341511726379,2.3284895420074463,25.834964752197266
23,1.2000000000000002,-0.07822657663282018,0.06120602414011955,0.16723467409610748,0.46350085735321045,0.06120602414011955,0.2277997282223651,5,0,0,0,0.8812695145606995,2.4579803943634033,32.669071197509766
24,1.25,-0.06929225758694602,0.06450679898262024,0.16792206466197968,0.4609695076942444,0.06450679898262024,0.22303735270560282,5,0,0,0,0.8824287056922913,2.2882041931152344,18.82364845275879
25,1.3,-0.05285169955000159,0.07676713168621063,0.16769249737262726,0.4553486704826355,0.07676713168621063,0.219348912047111,5,0,0,0,0.8342457413673401,2.7246346473693848,38.789913177490234
26,1.35,-0.03212467317301661,0.10693138092756271,0.16633416712284088,0.44779711961746216,0.10693138092756271,0.21672175844913502,5,0,0,0,0.7742234468460083,3.5220835208892822,28.775014877319336
27,1.4000000000000001,-0.016190288200783005,0.1244877278804779,0.164155974984169,0.4393503665924072,0.1244877278804779,0.21486536606394718,5,0,0,0,0.7348676323890686,3.877342462539673,19.04755973815918
28,1.4500000000000002,-0.012084015813179576,0.16275082528591156,0.1618657112121582,0.4288250803947449,0.16275082528591156,0.21339814852223876,5,0,0,0,0.7596158981323242,3.012883424758911,44.57754135131836
29,1.5,-0.015125543016695317,0.17342360317707062,0.1598425805568695,0.418012797832489,0.17342360317707062,0.21236120019681898,5,0,0,0,0.7818632125854492,2.1037912368774414,23.738506317138672
30,1.55,-0.022707759329280465,0.15513497591018677,0.15830844640731812,0.4086822271347046,0.15513497591018677,0.21143525497711288,5,0,0,0,0.7961806654930115,1.4108352661132812,28.761341094970703
31,1.6,-0.03628122020429039,0.1424391269683838,0.15755286812782288,0.40040743350982666,0.1424391269683838,0.21006627430476696,5,0,0,0,0.8291360139846802,1.5356324911117554,26.30171012878418
32,1.6500000000000001,-0.05166052273688848,0.13796554505825043,0.15764647722244263,0.3926807641983032,0.13796554505825043,0.2086905971961694,5,0,0,0,0.8586268424987793,1.6454041004180908,16.99680519104004
33,1.7000000000000002,-0.06558865826756902,0.1311948001384735,0.15848471224308014,0.385600209236145,0.1311948001384735,0.20794283265655103,5,0,0,0,0.8887933492660522,1.6297848224639893,14.118553161621094
34,1.75,-0.0801230763696387,0.13314835727214813,0.16007621586322784,0.3786662220954895,0.13314835727214813,0.2074744110591304,5,0,0,0,0.9249099493026733,1.507386565208435,10.76291275024414
35,1.8,-0.09595186307074587,0.12209206819534302,0.16247029602527618,0.3725512623786926,0.12209206819534302,0.20714699816428173,5,0,0,0,0.9571427702903748,0.807625949382782,16.597034454345703
36,1.85,-0.11492610330982574,0.10191196203231812,0.16579772531986237,0.36774981021881104,0.10191196203231812,0.20674106628729433,5,0,0,0,0.9879429340362549,0.7389490008354187,8.711211204528809
37,1.9000000000000001,-0.13147082820643227,0.09511671960353851,0.16989204287528992,0.36442655324935913,0.09511671960353851,0.20601293240606902,5,0,0,0,1.0121395587921143,0.6819071769714355,7.1203932762146
38,1.9500000000000002,-0.14604241984733307,0.08572516590356827,0.1746157854795456,0.36289146542549133,0.08572516590356827,0.2047765360749967,5,0,0,0,1.0267847776412964,0.5805850028991699,5.022514343261719
39,2.0,-0.158714397320228,0.0807894617319107,0.17983892560005188,0.363261342048645,0.0807894617319107,0.20285783989094935,5,0,0,0,1.0308668613433838,0.3714408278465271,6.233743190765381
40,2.0500000000000003,-0.1701732853335534,0.07956257462501526,0.1854703426361084,0.36551809310913086,0.07956257462501526,0.20116873436886018,5,0,0,0,1.0275657176971436,0.30467507243156433,6.155274391174316
41,2.1,-0.18086031616393372,0.07741764932870865,0.19144506752490997,0.36956843733787537,0.07741764932870865,0.1996776030086554,5,0,0,0,1.0228923559188843,0.35833513736724854,2.1798317432403564
42,2.15,-0.18997283893619651,0.07453659921884537,0.1976572871208191,0.37523332238197327,0.07453659921884537,0.19794783327717047,5,0,0,0,1.0173038244247437,0.4009975790977478,3.745643138885498
43,2.2,-0.1961667407546765,0.07109885662794113,0.2039327323436737,0.3823625445365906,0.07109885662794113,0.19578828259550607,5,0,0,0,1.0093947649002075,0.5622107982635498,4.694940090179443
44,2.25,-0.20010633746195508,0.06737563759088516,0.2101401686668396,0.3905937075614929,0.06737563759088516,0.19315412440444873,5,0,0,0,0.9979085922241211,0.7396125197410583,4.983160495758057
45,2.3000000000000003,-0.2006417594833249,0.06363032013177872,0.21609294414520264,0.3994857668876648,0.06363032013177872,0.19012405621138717,5,0,0,0,0.97987300157547,0.9973958730697632,6.379827976226807
46,2.35,-0.19970477989247415,0.06002200022339821,0.2217189222574234,0.40872466564178467,0.06002200022339821,0.1868478383648048,5,0,0,0,0.954113245010376,1.0890954732894897,4.9434919357299805
47,2.4000000000000004,-0.2014243734829365,0.05656115710735321,0.22716954350471497,0.41830873489379883,0.05656115710735321,0.1834772684391926,5,0,0,0,0.9257214069366455,1.0059226751327515,7.772022247314453
48,2.45,-0.20171542815046023,0.053206633776426315,0.2323710322380066,0.42839139699935913,0.053206633776426315,0.18010750489731175,5,0,0,0,0.8914504647254944,0.9799883365631104,7.996918201446533
49,2.5,-0.1990024968562478,0.049971695989370346,0.23716673254966736,0.4389892816543579,0.049971695989370346,0.17677961902200903,5,0,0,0,0.8420054912567139,1.3556296825408936,18.37276840209961
50,2.5500000000000003,-0.19507742954294827,0.047119222581386566,0.241499662399292,0.4491799771785736,0.047119222581386566,0.17352341838506696,2,0,0,0,0.7788141965866089,2.0988528728485107,17.71331024169922
51,2.6,-0.19046200900052784,0.04633546620607376,0.2453596144914627,0.4521385133266449,0.04633546620607376,0.1704591350227267,2,0,0,0,0.7141984701156616,2.4087142944335938,9.944245338439941
52,2.6500000000000004,-0.18451621164279064,0.045535121113061905,0.2487044781446457,0.45523688197135925,0.045535121113061905,0.16831542252320073,2,0,0,0,0.6533951759338379,2.451185464859009,12.645455360412598
