step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,success,qdot_norm,acc_norm,jerk_norm
28,1.4500000000000002,-0.37045801878972723,0.07317686080932617,0.34998583793640137,0.4378649592399597,0.07317686080932617,0.24527349930204775,5,0,0,0,0.7429648637771606,1.5021917819976807,13.26679515838623
29,1.5,-0.35203739236232773,0.07311488687992096,0.35547956824302673,0.4361810088157654,0.07311488687992096,0.24193609174806568,5,0,0,0,0.7009686231613159,2.0464603900909424,13.53813648223877
30,1.55,-0.32293973497231293,0.0730060487985611,0.35905545949935913,0.43312615156173706,0.0730060487985611,0.23892189425261037,5,0,0,0,0.6650015115737915,2.7056353092193604,16.83333396911621
31,1.6,-0.28431622312351756,0.07898973673582077,0.36035415530204773,0.42846208810806274,0.07898973673582077,0.23640592695493234,5,0,0,0,0.6608700752258301,3.50637149810791,20.26069450378418
32,1.6500000000000001,-0.2426202635615801,0.09653476625680923,0.35938891768455505,0.4224050045013428,0.09653476625680923,0.23448320012024282,5,0,0,0,0.7246018648147583,4.091151714324951,18.602617263793945
33,1.7000000000000002,-0.20673334728601844,0.11346913874149323,0.3566704988479614,0.41548192501068115,0.11346913874149323,0.2330609943115586,5,0,0,0,0.8269411325454712,3.517380952835083,22.505510330200195
34,1.75,-0.1783847908577357,0.12694627046585083,0.3527219891548157,0.40796470642089844,0.12694627046585083,0.23191662893556797,5,0,0,0,0.8989068269729614,2.514681100845337,35.77921676635742
35,1.8,-0.15549777365777573,0.13820186257362366,0.34787631034851074,0.4000529646873474,0.13820186257362366,0.23079137428122704,5,0,0,0,0.9454459547996521,2.6156022548675537,40.291526794433594
36,1.85,-0.1311071308072144,0.1501283049583435,0.34211575984954834,0.39175528287887573,0.1501283049583435,0.2295451866995371,5,0,0,0,0.9989585876464844,2.6658084392547607,9.474737167358398
37,1.9000000000000001,-0.10304988328014161,0.16492809355258942,0.3353192210197449,0.3829772174358368,0.16492809355258942,0.22809850136902393,5,0,0,0,1.0528573989868164,2.257481336593628,18.971296310424805
38,1.9500000000000002,-0.07303368785730932,0.18289825320243835,0.3274397552013397,0.37362706661224365,0.18289825320243835,0.22650606032490608,5,0,0,0,1.0955777168273926,2.0748157501220703,18.175233840942383
39,2.0,-0.043574189966264,0.20023059844970703,0.3185635507106781,0.3638077676296234,0.20023059844970703,0.22495607926217642,5,0,0,0,1.1309642791748047,1.9503823518753052,11.014315605163574
40,2.0500000000000003,-0.015107633965522211,0.21832139790058136,0.30878859758377075,0.3535557985305786,0.21832139790058136,0.2236046044852411,5,0,0,0,1.1573184728622437,1.8867809772491455,10.976871490478516
41,2.1,0.011381226174730088,0.23462465405464172,0.29825571179389954,0.3430350422859192,0.23462465405464172,0.2238329775825784,5,0,0,0,1.1826913356781006,1.725626826286316,7.16631555557251
42,2.15,0.035070747458335064,0.2512168288230896,0.28713393211364746,0.3325788080692291,0.2512168288230896,0.22544592811836672,5,0,0,0,1.212414026260376,1.5149153470993042,8.743162155151367
43,2.2,0.056054093955567624,0.27094942331314087,0.2755720615386963,0.3223906457424164,0.27094942331314087,0.22807845294976553,5,0,0,0,1.2391347885131836,1.3403514623641968,4.324462413787842
44,2.25,0.07595240125273385,0.29218313097953796,0.26362112164497375,0.3125056326389313,0.29218313097953796,0.23146028507056426,5,0,0,0,1.2601544857025146,1.3127272129058838,4.027355194091797
45,2.3000000000000003,0.09575919384797885,0.3162907361984253,0.2512749433517456,0.30285871028900146,0.3162907361984253,0.2354237383304194,5,0,0,0,1.2738608121871948,1.392196536064148,5.603474140167236
46,2.35,0.11538929631660151,0.3432898223400116,0.2385294884443283,0.29329338669776917,0.3432898223400116,0.23989724924354686,5,0,0,0,1.272153615951538,1.5370696783065796,13.109112739562988
47,2.4000000000000004,0.13736100970843762,0.37536466121673584,0.2252420037984848,0.28352707624435425,0.37536466121673584,0.24491287014994384,5,0,0,0,1.2627164125442505,1.8595519065856934,9.368090629577637
48,2.45,0.15802099168179262,0.4071575105190277,0.21147677302360535,0.27385246753692627,0.4071575105190277,0.25063062371083117,5,0,0,0,1.253654956817627,1.755879282951355,10.063687324523926
49,2.5,0.1772309349180602,0.440375417470932,0.19728150963783264,0.2645880877971649,0.440375417470932,0.2582043376441877,5,0,0,0,1.251900553703308,2.106698751449585,18.057411193847656
50,2.5500000000000003,0.19384554341768306,0.4743419289588928,0.18276643753051758,0.25442731380462646,0.4743419289588928,0.26708355944610124,5,0,0,0,1.2568962574005127,2.4871935844421387,9.54300308227539
51,2.6,0.19955244921320792,0.4984115660190582,0.16848346590995789,0.23697933554649353,0.4984115660190582,0.2775666005686312,4,0,0,0,1.2478145360946655,2.770709991455078,22.473777770996094
52,2.6500000000000004,0.17545807849454348,0.48819437623023987,0.15596610307693481,0.2231462597846985,0.48819437623023987,0.2937945080961022,4,0,0,0,1.19871187210083,3.469296455383301,38.26530838012695
53,2.7,0.14352011149046773,0.4541797935962677,0.14559704065322876,0.2135409712791443,0.4541797935962677,0.31250428182871537,4,0,0,0,1.1628628969192505,2.694467782974243,29.6276798248291
54,2.75,0.10850365560326919,0.37211278080940247,0.13744257390499115,0.20827212929725647,0.37211278080940247,0.33059797237112953,4,0,0,0,1.1092363595962524,2.2267098426818848,30.84703826904297
55,2.8000000000000003,0.06127585901303659,0.2550857663154602,0.13203294575214386,0.2080014944076538,0.2550857663154602,0.34546154516813055,4,0,0,0,1.0037332773208618,3.510057210922241,46.01523971557617
56,2.85,0.07056993593835101,0.270882248878479,0.12589497864246368,0.20593950152397156,0.270882248878479,0.35459031878636416,4,0,0,0,0.7574452757835388,9.063322067260742,176.91932678222656
57,2.9000000000000004,0.10555123612313294,0.4091099500656128,0.1182781308889389,0.20080646872520447,0.4091099500656128,0.361688074779865,4,0,0,0,0.7900863289833069,5.977115154266357,109.97664642333984
58,2.95,0.130689754395962,0.3692430257797241,0.10949172079563141,0.19697540998458862,0.3692430257797241,0.3701037370238841,4,0,0,0,0.9435331225395203,5.906566619873047,192.13018798828125
59,3.0,0.15040755946418527,0.2890714406967163,0.09994558990001678,0.19513651728630066,0.2890714406967163,0.37837369666938825,4,0,0,0,1.0756940841674805,3.800729751586914,49.448638916015625
60,3.0500000000000003,0.15605167976168938,0.2938511371612549,0.09034650772809982,0.19445592164993286,0.2938511371612549,0.38491843120124847,4,0,0,0,1.0805537700653076,2.0169689655303955,104.19013214111328
61,3.1,0.15190655586574425,0.2813918888568878,0.08116184920072556,0.19552797079086304,0.2813918888568878,0.38943724729140744,4,0,0,0,1.0626518726348877,1.5582237243652344,23.205791473388672
62,3.1500000000000004,0.14756219825077022,0.2758808135986328,0.0723770335316658,0.19803595542907715,0.2758808135986328,0.39121759043645943,4,0,0,0,1.057332992553711,0.9360226392745972,24.677236557006836
63,3.2,0.14760026136512278,0.26794788241386414,0.06371627748012543,0.20174065232276917,0.26794788241386414,0.3901401510229433,4,0,0,0,1.0639817714691162,1.318406343460083,24.97878646850586
64,3.25,0.1389991519511181,0.25555041432380676,0.05562775954604149,0.20776954293251038,0.25555041432380676,0.38640513283356376,4,0,0,0,1.072569489479065,2.013145685195923,28.7382755279541
65,3.3000000000000003,20.1027731754168,0.23863285779953003,0.049622759222984314,0.21651801466941833,0.23863285779953003,0.3793373743435403,4,0,0,1,1.078758716583252,1.9798836708068848,21.68500518798828
