episodes,mean_reward,success_rate,collision_rate,physical_contact_rate,capsule_overlap_rate,safety_violation_rate,mean_final_position_error,mean_min_distance,step,checkpoint,validation_csv,selected,selection_metric,validation_seed,validation_seed_manifest
40.0,-3.3168796514254866,0.75,0.0,0.0,0.0,0.0,0.1016486430540681,0.3717386156320572,480000,outputs/reaching_incremental/s1_static_mixed_stateful_finetune/train/seed_4302/link_fixed_static_mixed_stateful_finetune_seed4302_steps780000/actor_step_480000.pt,outputs/reaching_incremental/s1_static_mixed_stateful_finetune/train/seed_4302/link_fixed_static_mixed_stateful_finetune_seed4302_steps780000/checkpoint_selection/step_480000_v1_validation_episodes_40.csv,1,success_rate,,configs/experiments/reaching_recovery/manifests/v1_validation.json
40.0,-3.3168796514254866,0.75,0.0,0.0,0.0,0.0,0.1016486430540681,0.3717386156320572,500000,outputs/reaching_incremental/s1_static_mixed_stateful_finetune/train/seed_4302/link_fixed_static_mixed_stateful_finetune_seed4302_steps780000/actor_step_500000.pt,outputs/reaching_incremental/s1_static_mixed_stateful_finetune/train/seed_4302/link_fixed_static_mixed_stateful_finetune_seed4302_steps780000/checkpoint_selection/step_500000_v1_validation_episodes_40.csv,0,success_rate,,configs/experiments/reaching_recovery/manifests/v1_validation.json
40.0,-23.69763420997985,0.625,0.0,0.0,0.0,0.00010416666666666666,0.1410453088581562,0.3594725543633103,520000,outputs/reaching_incremental/s1_static_mixed_stateful_finetune/train/seed_4302/link_fixed_static_mixed_stateful_finetune_seed4302_steps780000/actor_step_520000.pt,outputs/reaching_incremental/s1_static_mixed_stateful_finetune/train/seed_4302/link_fixed_static_mixed_stateful_finetune_seed4302_steps780000/checkpoint_selection/step_520000_v1_validation_episodes_40.csv,0,success_rate,,configs/experiments/reaching_recovery/manifests/v1_validation.json
40.0,-54.943029568904464,0.325,0.025,0.025,0.0,0.00474702380952381,0.21552712535485624,0.33671866881195456,540000,outputs/reaching_incremental/s1_static_mixed_stateful_finetune/train/seed_4302/link_fixed_static_mixed_stateful_finetune_seed4302_steps780000/actor_step_540000.pt,outputs/reaching_incremental/s1_static_mixed_stateful_finetune/train/seed_4302/link_fixed_static_mixed_stateful_finetune_seed4302_steps780000/checkpoint_selection/step_540000_v1_validation_episodes_40.csv,0,success_rate,,configs/experiments/reaching_recovery/manifests/v1_validation.json
40.0,-20.33684574774777,0.575,0.0,0.0,0.0,0.00020833333333333332,0.16790114073082804,0.3582909332588315,560000,outputs/reaching_incremental/s1_static_mixed_stateful_finetune/train/seed_4302/link_fixed_static_mixed_stateful_finetune_seed4302_steps780000/actor_step_560000.pt,outputs/reaching_incremental/s1_static_mixed_stateful_finetune/train/seed_4302/link_fixed_static_mixed_stateful_finetune_seed4302_steps780000/checkpoint_selection/step_560000_v1_validation_episodes_40.csv,0,success_rate,,configs/experiments/reaching_recovery/manifests/v1_validation.json
40.0,-74.6390610878446,0.6,0.0,0.0,0.0,0.018958333333333334,0.19703577542677522,0.3374140203464776,580000,outputs/reaching_incremental/s1_static_mixed_stateful_finetune/train/seed_4302/link_fixed_static_mixed_stateful_finetune_seed4302_steps780000/actor_step_580000.pt,outputs/reaching_incremental/s1_static_mixed_stateful_finetune/train/seed_4302/link_fixed_static_mixed_stateful_finetune_seed4302_steps780000/checkpoint_selection/step_580000_v1_validation_episodes_40.csv,0,success_rate,,configs/experiments/reaching_recovery/manifests/v1_validation.json
40.0,-103.42067105006113,0.25,0.0,0.0,0.0,0.005520833333333333,0.3147556676529348,0.2749448510818183,600000,outputs/reaching_incremental/s1_static_mixed_stateful_finetune/train/seed_4302/link_fixed_static_mixed_stateful_finetune_seed4302_steps780000/actor_step_600000.pt,outputs/reaching_incremental/s1_static_mixed_stateful_finetune/train/seed_4302/link_fixed_static_mixed_stateful_finetune_seed4302_steps780000/checkpoint_selection/step_600000_v1_validation_episodes_40.csv,0,success_rate,,configs/experiments/reaching_recovery/manifests/v1_validation.json
40.0,-99.02650164329887,0.15,0.0,0.0,0.0,0.0,0.35771042816340926,0.3173294737935066,620000,outputs/reaching_incremental/s1_static_mixed_stateful_finetune/train/seed_4302/link_fixed_static_mixed_stateful_finetune_seed4302_steps780000/actor_step_620000.pt,outputs/reaching_incremental/s1_static_mixed_stateful_finetune/train/seed_4302/link_fixed_static_mixed_stateful_finetune_seed4302_steps780000/checkpoint_selection/step_620000_v1_validation_episodes_40.csv,0,success_rate,,configs/experiments/reaching_recovery/manifests/v1_validation.json
40.0,-96.06763578460736,0.25,0.025,0.025,0.0,0.0023303834808259586,0.3325897669419646,0.31367353894747796,640000,outputs/reaching_incremental/s1_static_mixed_stateful_finetune/train/seed_4302/link_fixed_static_mixed_stateful_finetune_seed4302_steps780000/actor_step_640000.pt,outputs/reaching_incremental/s1_static_mixed_stateful_finetune/train/seed_4302/link_fixed_static_mixed_stateful_finetune_seed4302_steps780000/checkpoint_selection/step_640000_v1_validation_episodes_40.csv,0,success_rate,,configs/experiments/reaching_recovery/manifests/v1_validation.json
40.0,-91.90654442510845,0.225,0.0,0.0,0.0,0.0,0.31788465147837996,0.33545978255569936,660000,outputs/reaching_incremental/s1_static_mixed_stateful_finetune/train/seed_4302/link_fixed_static_mixed_stateful_finetune_seed4302_steps780000/actor_step_660000.pt,outputs/reaching_incremental/s1_static_mixed_stateful_finetune/train/seed_4302/link_fixed_static_mixed_stateful_finetune_seed4302_steps780000/checkpoint_selection/step_660000_v1_validation_episodes_40.csv,0,success_rate,,configs/experiments/reaching_recovery/manifests/v1_validation.json
40.0,-89.61497617187187,0.2,0.0,0.0,0.0,0.0,0.362162671610713,0.32399397250264883,680000,outputs/reaching_incremental/s1_static_mixed_stateful_finetune/train/seed_4302/link_fixed_static_mixed_stateful_finetune_seed4302_steps780000/actor_step_680000.pt,outputs/reaching_incremental/s1_static_mixed_stateful_finetune/train/seed_4302/link_fixed_static_mixed_stateful_finetune_seed4302_steps780000/checkpoint_selection/step_680000_v1_validation_episodes_40.csv,0,success_rate,,configs/experiments/reaching_recovery/manifests/v1_validation.json
40.0,-86.61133921350819,0.225,0.0,0.0,0.0,0.006458333333333334,0.3202681394293904,0.33784906212240456,700000,outputs/reaching_incremental/s1_static_mixed_stateful_finetune/train/seed_4302/link_fixed_static_mixed_stateful_finetune_seed4302_steps780000/actor_step_700000.pt,outputs/reaching_incremental/s1_static_mixed_stateful_finetune/train/seed_4302/link_fixed_static_mixed_stateful_finetune_seed4302_steps780000/checkpoint_selection/step_700000_v1_validation_episodes_40.csv,0,success_rate,,configs/experiments/reaching_recovery/manifests/v1_validation.json
40.0,-93.76516688275323,0.2,0.0,0.0,0.0,0.0020833333333333333,0.3405126611702144,0.3252588449511677,720000,outputs/reaching_incremental/s1_static_mixed_stateful_finetune/train/seed_4302/link_fixed_static_mixed_stateful_finetune_seed4302_steps780000/actor_step_720000.pt,outputs/reaching_incremental/s1_static_mixed_stateful_finetune/train/seed_4302/link_fixed_static_mixed_stateful_finetune_seed4302_steps780000/checkpoint_selection/step_720000_v1_validation_episodes_40.csv,0,success_rate,,configs/experiments/reaching_recovery/manifests/v1_validation.json
40.0,-46.766781692869905,0.5,0.0,0.0,0.0,0.001875,0.25339972311630843,0.35941572915762665,740000,outputs/reaching_incremental/s1_static_mixed_stateful_finetune/train/seed_4302/link_fixed_static_mixed_stateful_finetune_seed4302_steps780000/actor_step_740000.pt,outputs/reaching_incremental/s1_static_mixed_stateful_finetune/train/seed_4302/link_fixed_static_mixed_stateful_finetune_seed4302_steps780000/checkpoint_selection/step_740000_v1_validation_episodes_40.csv,0,success_rate,,configs/experiments/reaching_recovery/manifests/v1_validation.json
40.0,-50.571474384744384,0.3,0.0,0.0,0.0,0.0,0.24365030424669384,0.3492619000375271,760000,outputs/reaching_incremental/s1_static_mixed_stateful_finetune/train/seed_4302/link_fixed_static_mixed_stateful_finetune_seed4302_steps780000/actor_step_760000.pt,outputs/reaching_incremental/s1_static_mixed_stateful_finetune/train/seed_4302/link_fixed_static_mixed_stateful_finetune_seed4302_steps780000/checkpoint_selection/step_760000_v1_validation_episodes_40.csv,0,success_rate,,configs/experiments/reaching_recovery/manifests/v1_validation.json
40.0,-43.847459367926675,0.325,0.0,0.0,0.0,0.0,0.21267451019957662,0.3740376938134432,780000,outputs/reaching_incremental/s1_static_mixed_stateful_finetune/train/seed_4302/link_fixed_static_mixed_stateful_finetune_seed4302_steps780000/actor_step_780000.pt,outputs/reaching_incremental/s1_static_mixed_stateful_finetune/train/seed_4302/link_fixed_static_mixed_stateful_finetune_seed4302_steps780000/checkpoint_selection/step_780000_v1_validation_episodes_40.csv,0,success_rate,,configs/experiments/reaching_recovery/manifests/v1_validation.json
