step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,unavoidable_collision,avoidable_collision,collision_avoidability_reason,safe_stop_infeasible_first_step,safe_stop_infeasible_last_step,safe_stop_h_drift_mps,safe_stop_drift_class,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,qdot_policy_norm,task_space_goal_error_before_m,task_space_goal_error_after_m,task_space_goal_error_delta_m,task_space_requested_speed_mps,task_space_executed_speed_mps,task_space_requested_toward_goal_mps,task_space_executed_toward_goal_mps,task_space_filter_velocity_loss_mps,task_space_nominal_toward_goal_mps,task_space_recovery_active_for_command,residual_control_enabled,residual_control_mode,residual_control_base_qdot_norm,hierarchical_control_enabled,hierarchical_state,hierarchical_plan_reason,hierarchical_plan_iterations,hierarchical_planning_time_s,hierarchical_planning_time_total_s,hierarchical_ik_candidate_count,hierarchical_ik_found,hierarchical_plan_found,hierarchical_direct_path,hierarchical_selected_candidate_index,hierarchical_selected_path_length_rad,hierarchical_selected_path_min_clearance_m,hierarchical_ik_candidate_errors_m,hierarchical_ik_candidate_clearances_m,hierarchical_ik_attempts_used,hierarchical_ik_fallback_used,hierarchical_ik_fallback_attempted,hierarchical_ik_target_shell_attempted,hierarchical_ik_target_shell_candidate_count,hierarchical_ik_rejection_counts,hierarchical_ik_min_goal_error_m,hierarchical_ik_goal_reachable_count,hierarchical_ik_obstacle_free_goal_reachable_count,hierarchical_selected_path_predictive_h_m,hierarchical_selected_path_filter_intervention,hierarchical_filter_intervention_ratio,hierarchical_filter_status,hierarchical_servo_stall_steps,hierarchical_servo_stall_replans,hierarchical_plan_count,hierarchical_replan_count,hierarchical_hold_steps,hierarchical_consecutive_hold_steps,hierarchical_waypoint_index,hierarchical_waypoint_count,hierarchical_path_progress,hierarchical_residual_budget,hierarchical_nominal_qdot_norm,residual_qdot_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_reason,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_infeasible_constraint_categories,safety_filter_infeasibility_diagnostic_status,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_max_link_speed_bound_mps,predictive_link_velocity_norms_mps,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,safety_filter_goal_velocity_audit_status,safety_filter_max_feasible_goal_velocity_mps,safety_filter_projected_goal_velocity_mps,safety_filter_goal_velocity_feasibility_gap_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
0,0.05,-1.0958568951056997,0.0721367597579956,0.6866022348403931,0.47905904054641724,0.06416347622871399,1.0,1,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.4898979663848877,9.797959327697754,195.9591827392578,0.0,0.0,0.6946653281594288,0.6866022348403931,0.008063093319035763,0.0,0.24158391633173756,0.0,0.16518015020389162,-0.16518015020389162,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.1709063700400293,0.1709063700400293,0,0,0,0,-1,nan,nan,,,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 65, 'self_collision': 0}",0.0005329481803646009,65,65,nan,nan,0.0,not_enabled,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.30488075274866516,0,0,0,0,0.30488075274866516,0.0,filtered,linprog goal-velocity priority optimal,0.48989794855663565,0,0,12,joint_0_acceleration_lower|joint_4_acceleration_lower|joint_1_acceleration_upper|joint_2_acceleration_upper|joint_3_acceleration_upper|joint_5_acceleration_upper,workspace_y_upper,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.30488075274866516,0.9089176189289639,0|0|0|0|0|0,0.328931088|0.304880753|0.342666269|0.431608017|0.433757636|0.458130296,0.504376968|0.480326634|0.51811215|0.607053898|0.609203517|0.633576177,0.448931088|0.424880753|0.462666269|0.551608017|0.553757636|0.578130296,0|0|0|0|0|0,0|-0.027731549|-0.065891581|-0.142172247|-0.144144072|-0.144587715,0|0|0|0|0|0,1.31572435|1.19179146|1.3047735|1.58425982|1.59088647|1.68793347,optimal,0.1651801477425156,0.1651801502038916,-2.461375991913428e-09,0.435706198|-0.449618936|0.261476636,0|0|0,0.013104143901728094,0.002627820009365678,0.0018030810169875622,0.0032737209694460034
1,0.1,-1.2586272401218275,0.16031861305236816,0.6704251766204834,0.47621917724609375,0.147323340177536,1.0,1,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.8944272398948669,9.797959327697754,160.0,0.0,0.0,0.6866022586827346,0.6704251766204834,0.016177082062251213,0.0,0.4792057908395987,0.0,0.32882155372396227,-0.32882155372396227,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.1709063700400293,0.1709063700400293,0,0,0,0,-1,nan,nan,,,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 65, 'self_collision': 0}",0.0005329481803646009,65,65,nan,nan,1.0,filtered,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.2995254218190809,0,0,0,0,0.30488075274866516,0.0,filtered,linprog goal-velocity priority optimal,0.8944271976639178,0,0,12,joint_0_acceleration_lower|joint_4_acceleration_lower|joint_5_acceleration_lower|joint_1_acceleration_upper|joint_2_acceleration_upper|joint_3_acceleration_upper,workspace_z_lower,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.2995254218190809,0.9048634493664639,6.93970671e-19|0.0456513811|0.104546706|0.255361577|0.258494107|0.239570413,0.329133796|0.299525422|0.329439133|0.403370739|0.405961105|0.430139137,0.504376968|0.474768594|0.504682306|0.578613912|0.581204278|0.605382309,0.449133796|0.419525422|0.449439133|0.523370739|0.525961105|0.550139137,0|0.15|0.15|0.15|0.15|0.15,-1.13114207e-18|-0.056900138|-0.129518274|-0.259825085|-0.26831662|-0.272868003,0|0|0|0|0|0,1.31653518|1.14120155|1.18823826|1.35365787|1.3555278|1.44768854,optimal,0.32882155127405077,0.32882155372396227,-2.4499114958942414e-09,0.435706198|-0.449618936|0.261476636,0|0|0,0.013489285949617624,0.0029686209745705128,0.0018736759666353464,0.003407835029065609
2,0.15000000000000002,-1.4316191467257184,0.2543143033981323,0.6464752554893494,0.4714593291282654,0.23392070829868317,1.0,1,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.3564660549163818,9.797959327697754,2.132480585714802e-05,0.0,0.0,0.6704251497842598,0.6464752554893494,0.023949894294910457,0.0,0.7068493819314363,0.0,0.48754492733974664,-0.48754492733974664,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.1709063700400293,0.1709063700400293,0,0,0,0,-1,nan,nan,,,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 65, 'self_collision': 0}",0.0005329481803646009,65,65,nan,nan,1.0,filtered,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.29219125199621504,0,0,0,0,0.30488075274866516,0.0,filtered,linprog goal-velocity priority optimal,1.3564660093679803,0,0,12,joint_0_acceleration_lower|joint_4_acceleration_lower|joint_5_acceleration_lower|joint_1_acceleration_upper|joint_2_acceleration_upper|joint_3_acceleration_upper,workspace_z_lower,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.29219125199621504,0.896616661332481,0|0.0946535957|0.218209827|0.511687054|0.512284988|0.471176263,0.329546135|0.292191252|0.310939262|0.36790848|0.372765433|0.396675447,0.504376968|0.467022085|0.485770095|0.542739313|0.547596266|0.57150628,0.449546135|0.412191252|0.430939262|0.48790848|0.492765433|0.516675447,0|0.15|0.15|0.15|0.15|0.15,0|-0.0910041816|-0.199275806|-0.356942464|-0.369300898|-0.381892413,0|0|0|0|0|0,1.31818454|1.07776083|1.04448124|1.11469146|1.12176083|1.20480937,optimal,0.487544912809776,0.4875449273397465,-1.452997050455096e-08,0.435706198|-0.449618936|0.261476636,0|0|0,0.012471721973270178,0.0032047040294855833,0.0014048221055418253,0.0032000100472941995
3,0.2,-1.493192593611814,0.30370011925697327,0.6191477179527283,0.46504831314086914,0.276017963886261,1.0,1,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.6155494451522827,5.999998569488525,89.4427719116211,0.0,0.0,0.6464752373557963,0.6191477179527283,0.02732751940306799,0.0,0.8034561553747376,0.0,0.5561133682784208,-0.5561133682784208,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.1709063700400293,0.1709063700400293,0,0,0,0,-1,nan,nan,,,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 65, 'self_collision': 0}",0.0005329481803646009,65,65,nan,nan,1.0,filtered,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.281959593166558,0,0,0,0,0.30488075274866516,0.0,filtered,linprog goal-velocity priority optimal,1.6155494428782382,0,0,12,joint_0_velocity_lower|joint_4_velocity_lower|joint_5_acceleration_lower|joint_1_velocity_upper|joint_2_velocity_upper|joint_3_velocity_upper,workspace_z_lower,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.281959593166558,0.883721573878999,4.99635123e-17|0.150135094|0.347461325|0.757408384|0.757408384|0.688620496,0.330190889|0.281959593|0.285369397|0.32718365|0.334800618|0.358478963,0.504376968|0.456145672|0.459555476|0.501369729|0.508986697|0.532665042,0.450190889|0.401959593|0.405369397|0.44718365|0.454800618|0.478478963,0|0.15|0.15|0.15|0.15|0.15,3.23520354e-17|-0.117309205|-0.246568528|-0.382337302|-0.385726437|-0.408951947,0|0|0|0|0|0,1.32076356|1.01052917|0.89490906|0.926397299|0.953476035|1.02496391,optimal,0.5561133777489751,0.5561133682784207,9.470554340751391e-09,0.435706198|-0.449618936|0.261476636,0|0|0,0.011275848024524748,0.0027408640598878264,0.001370549900457263,0.0029837890760973096
4,0.25,-1.482369995026679,0.3127433955669403,0.5928604602813721,0.4577970504760742,0.280134916305542,1.0,1,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.5779733657836914,4.0,183.30300903320312,0.0,0.0,0.6191477027630927,0.5928604602813721,0.026287242481720652,0.0,0.7783589391869606,0.0,0.5370786256790523,-0.5370786256790523,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.1709063700400293,0.1709063700400293,0,0,0,0,-1,nan,nan,,,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 65, 'self_collision': 0}",0.0005329481803646009,65,65,nan,nan,1.0,filtered,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.26056819536170767,0,0,0,0,0.30488075274866516,0.0,filtered,linprog goal-velocity priority optimal,1.5779733845614081,0,0,12,joint_0_velocity_lower|joint_4_velocity_lower|joint_1_velocity_upper|joint_2_velocity_upper|joint_3_velocity_upper|joint_5_acceleration_upper,workspace_z_lower,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.26056819536170767,0.8678582693300685,0|0.187406502|0.431356249|0.867786194|0.867786194|0.778300302,0.330984055|0.271476678|0.260568195|0.294835734|0.304053046|0.32799608,0.504376968|0.444869592|0.433961109|0.468228647|0.47744596|0.501388993,0.450984055|0.391476678|0.380568195|0.414835734|0.424053046|0.44799608,0|0.15|0.15|0.15|0.15|0.15,0|-0.13231569|-0.269118995|-0.36803504|-0.35432341|-0.383240175,0|0|0|0|0|0,1.32393622|0.953591024|0.773153786|0.811307896|0.861888776|0.928744145,optimal,0.5370786348254469,0.5370786256790523,9.14639464166811e-09,0.435706198|-0.449618936|0.261476636,0|0|0,0.018102850066497922,0.004331648931838572,0.0021249490091577172,0.004709695931524038
5,0.30000000000000004,-1.4771866011154478,0.3202667832374573,0.5678401589393616,0.44710108637809753,0.2821759283542633,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.5652475357055664,4.0,0.0,0.0,0.0,0.5928604713034809,0.5678401589393616,0.02502031236411928,0.0,0.7529236777678311,0.0,0.5137783315024604,-0.5137783315024604,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.1709063700400293,0.1709063700400293,0,0,0,0,-1,nan,nan,,,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 65, 'self_collision': 0}",0.0005329481803646009,65,65,nan,nan,1.0,filtered,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.24121969947908717,0,0,0,0,0.30488075274866516,0.0,filtered,linprog goal-velocity priority optimal,1.5652475842498528,0,0,12,joint_0_velocity_lower|joint_4_velocity_lower|joint_1_velocity_upper|joint_2_velocity_upper|joint_3_velocity_upper|joint_5_acceleration_upper,workspace_z_lower,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.24121969947908717,0.8510377815273157,3.88790748e-17|0.200602656|0.455053911|0.850982509|0.850982509|0.752880157,0.331825079|0.262544613|0.241219699|0.273519828|0.282737426|0.307456271,0.504376968|0.435096502|0.413771589|0.446071717|0.455289315|0.48000816,0.451825079|0.382544613|0.361219699|0.393519828|0.402737426|0.427456271,0|0.15|0.15|0.15|0.15|0.15,2.45657543e-17|-0.149046265|-0.294303277|-0.367685936|-0.339498197|-0.36965869,0|0|0|0|0|0,1.32730032|0.901132188|0.670575521|0.726393377|0.791451506|0.860166393,optimal,0.5137783402520535,0.5137783315024604,8.749593050083604e-09,0.435706198|-0.449618936|0.261476636,0|0|0,0.01212332199793309,0.002802607021294534,0.0016672100173309445,0.003254464012570679
6,0.35000000000000003,-1.488293393133846,0.32798272371292114,0.5445741415023804,0.4294659197330475,0.2838172912597656,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.534850001335144,4.50424337387085,41.415977478027344,0.0,0.0,0.5678401430352499,0.5445741415023804,0.023266001532869507,0.0,0.683806029815249,0.0,0.47894384428611936,-0.47894384428611936,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.1709063700400293,0.1709063700400293,0,0,0,0,-1,nan,nan,,,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 65, 'self_collision': 0}",0.0005329481803646009,65,65,nan,nan,1.0,filtered,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.22155203431316473,0,0,0,0,0.30488075274866516,0.0,filtered,linprog goal-velocity priority optimal,1.5348500220646177,0,1,12,workspace_z_lower|joint_0_velocity_lower|joint_4_velocity_lower|joint_2_velocity_upper|joint_3_velocity_upper|joint_5_acceleration_upper,workspace_z_lower,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.22155203431316473,0.8332544287508449,0|0.214659294|0.475797441|0.833193913|0.833193913|0.727194004,0.332714247|0.252642125|0.221552034|0.253097261|0.263103118|0.288416988,0.504376968|0.424304847|0.393214756|0.424759982|0.43476584|0.46007971,0.452714247|0.372642125|0.341552034|0.373097261|0.383103118|0.408416988,0|0.15|0.15|0.15|0.15|0.15,0|-0.150029703|-0.297552372|-0.365957333|-0.329344413|-0.359200691,0|0|0|0|0|0,1.33085699|0.860538799|0.588655765|0.646431709|0.723068061|0.794467261,optimal,0.478943852125135,0.47894384428611936,7.839015658817061e-09,0.435706198|-0.449618936|0.261476636,0|0|0,0.011587767978198826,0.0027029309421777725,0.0012458310229703784,0.0035386219387874007
7,0.4,-1.5013260921451774,0.3352145850658417,0.5228455066680908,0.41195693612098694,0.2781241238117218,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.398394227027893,6.962996006011963,116.43408966064453,0.0,0.0,0.5445741318402415,0.5228455066680908,0.021728625172150684,0.0,0.5986249829331126,0.0,0.44377059904947425,-0.44377059904947425,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.1709063700400293,0.1709063700400293,0,0,0,0,-1,nan,nan,,,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 65, 'self_collision': 0}",0.0005329481803646009,65,65,nan,nan,1.0,filtered,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.20511046674342615,0,0,0,0,0.30488075274866516,0.0,filtered,linprog goal-velocity priority optimal,1.3983942157596836,0,1,12,workspace_z_lower|joint_0_velocity_lower|joint_2_acceleration_lower|joint_3_acceleration_lower|joint_4_velocity_lower|joint_5_acceleration_upper,workspace_z_lower,,,0,0,0,optimal,goal_velocity_linprog,5.551115123125783e-17,valid,0.20511046674342615,0.8183970719187935,0|0.197981239|0.451131801|0.762757024|0.762757024|0.660090697,0.333457115|0.245493752|0.205110467|0.233592156|0.243183588|0.269463581,0.504376968|0.416413605|0.37603032|0.404512009|0.414103441|0.440383435,0.453457115|0.365493752|0.325110467|0.353592156|0.363183588|0.389463581,0|0.15|0.15|0.15|0.15|0.15,0|-0.160218139|-0.307555758|-0.359436284|-0.31628911|-0.34941827,0|0|0|0|0|0,1.33382846|0.821756868|0.512886109|0.574932339|0.65644524|0.728436055,optimal,0.4437706054035369,0.44377059904947436,6.354062553892703e-09,0.435706198|-0.449618936|0.261476636,0|0|0,0.011391410022042692,0.0025707189925014973,0.0012543890625238419,0.0034971240675076842
8,0.45,-1.555639800361488,0.3557990491390228,0.5019415616989136,0.3945678770542145,0.2867019474506378,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.3448479175567627,6.945466995239258,4.116272926330566,0.0,0.0,0.5228455258594011,0.5019415616989136,0.020903964160487565,0.0,0.5394988121975222,0.0,0.42348863974594303,-0.42348863974594303,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.1709063700400293,0.1709063700400293,0,0,0,0,-1,nan,nan,,,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 65, 'self_collision': 0}",0.0005329481803646009,65,65,nan,nan,1.0,filtered,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.18836630344279526,0,0,0,0,0.30488075274866516,0.0,filtered,linprog goal-velocity priority optimal,1.3448478987132022,0,1,12,workspace_z_lower|joint_0_velocity_lower|joint_2_acceleration_lower|joint_3_acceleration_lower|joint_4_velocity_lower|joint_5_acceleration_upper,workspace_z_lower,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.18836630344279526,0.8114467867386853,0|0.199820752|0.431076624|0.661690023|0.663819386|0.583791546,0.333804629|0.235973275|0.188366303|0.217541|0.226109083|0.251619569,0.504376968|0.406545615|0.358938643|0.388113339|0.396681422|0.422191909,0.453804629|0.355973275|0.308366303|0.337541|0.346109083|0.371619569,0|0.15|0.15|0.15|0.15|0.15,0|-0.170941808|-0.312739327|-0.353794696|-0.312388082|-0.346874284,0|0|0|0|0|0,1.33521852|0.772951294|0.440725887|0.516369304|0.592048249|0.659603993,optimal,0.4234886477932782,0.42348863974594303,8.047335187111315e-09,0.435706198|-0.449618936|0.261476636,0|0|0,0.012251985957846045,0.0029255289118736982,0.0012464820174500346,0.003412160906009376
9,0.5,-1.6171270749477282,0.38027387857437134,0.4812733829021454,0.3772452473640442,0.30048730969429016,1.0,2,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.1963934898376465,6.935877799987793,160.0332794189453,0.0,0.0,0.5019415610824612,0.4812733829021454,0.020668178180315855,0.0,0.5055992663297436,0.0,0.41565645031283227,-0.41565645031283227,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.1709063700400293,0.1709063700400293,0,0,0,0,-1,nan,nan,,,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 65, 'self_collision': 0}",0.0005329481803646009,65,65,nan,nan,1.0,filtered,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.1714257281941784,0,0,0,0,0.30488075274866516,0.0,filtered,linprog goal-velocity priority optimal,1.196393487317811,0,1,12,workspace_z_lower|joint_0_velocity_lower|joint_2_acceleration_lower|joint_3_acceleration_lower|joint_4_velocity_lower|joint_5_acceleration_lower,workspace_z_lower,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.1714257281941784,0.8082809037939123,0|0.204338699|0.413958404|0.58539354|0.587546021|0.531968051,0.333962923|0.225583482|0.171425728|0.201488369|0.209335078|0.233423719,0.504376968|0.395997528|0.341839773|0.371902415|0.379749123|0.403837764,0.453962923|0.345583482|0.291425728|0.321488369|0.329335078|0.353423719,0|0.15|0.15|0.15|0.15|0.15,0|-0.18264993|-0.31706159|-0.347572869|-0.309201643|-0.346719236,0|0|0|0|0|0,1.33585169|0.719684|0.368641323|0.458380608|0.528138667|0.586975641,optimal,0.4156564563590801,0.41565645031283227,6.046247835733709e-09,0.435706198|-0.449618936|0.261476636,0|0|0,0.01324672403279692,0.003416646970435977,0.001276011927984655,0.00355282099917531
