step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,unavoidable_collision,avoidable_collision,collision_avoidability_reason,safe_stop_infeasible_first_step,safe_stop_infeasible_last_step,safe_stop_h_drift_mps,safe_stop_drift_class,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,qdot_policy_norm,task_space_goal_error_before_m,task_space_goal_error_after_m,task_space_goal_error_delta_m,task_space_requested_speed_mps,task_space_executed_speed_mps,task_space_requested_toward_goal_mps,task_space_executed_toward_goal_mps,task_space_filter_velocity_loss_mps,task_space_nominal_toward_goal_mps,task_space_recovery_active_for_command,residual_control_enabled,residual_control_mode,residual_control_base_qdot_norm,hierarchical_control_enabled,hierarchical_state,hierarchical_plan_reason,hierarchical_plan_iterations,hierarchical_planning_time_s,hierarchical_planning_time_total_s,hierarchical_ik_candidate_count,hierarchical_ik_found,hierarchical_plan_found,hierarchical_direct_path,hierarchical_selected_candidate_index,hierarchical_selected_path_length_rad,hierarchical_selected_path_min_clearance_m,hierarchical_ik_candidate_errors_m,hierarchical_ik_candidate_clearances_m,hierarchical_ik_attempts_used,hierarchical_ik_fallback_used,hierarchical_ik_fallback_attempted,hierarchical_ik_target_shell_attempted,hierarchical_ik_target_shell_candidate_count,hierarchical_ik_rejection_counts,hierarchical_ik_min_goal_error_m,hierarchical_ik_goal_reachable_count,hierarchical_ik_obstacle_free_goal_reachable_count,hierarchical_selected_path_predictive_h_m,hierarchical_selected_path_filter_intervention,hierarchical_filter_intervention_ratio,hierarchical_filter_status,hierarchical_servo_stall_steps,hierarchical_servo_stall_replans,hierarchical_plan_count,hierarchical_replan_count,hierarchical_hold_steps,hierarchical_consecutive_hold_steps,hierarchical_waypoint_index,hierarchical_waypoint_count,hierarchical_path_progress,hierarchical_residual_budget,hierarchical_nominal_qdot_norm,residual_qdot_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_reason,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_infeasible_constraint_categories,safety_filter_infeasibility_diagnostic_status,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_max_link_speed_bound_mps,predictive_link_velocity_norms_mps,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,safety_filter_goal_velocity_audit_status,safety_filter_max_feasible_goal_velocity_mps,safety_filter_projected_goal_velocity_mps,safety_filter_goal_velocity_feasibility_gap_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
0,0.05,-1.1603738124512994,0.14399273693561554,0.6090439558029175,0.33515772223472595,0.09816771745681763,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.4898979663848877,9.797959327697754,195.9591827392578,0.0,0.0,0.6183254082350746,0.6090439558029175,0.009281452432157167,0.0,0.21557518978683746,0.0,0.19065096892118996,-0.19065096892118996,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.2014497279888019,0.2014497279888019,0,0,0,0,-1,nan,nan,,,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 64, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.11267402408577158,0,0,nan,nan,0.0,not_enabled,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.16153966823522514,0,0,0,0,0.16153966823522514,0.0,filtered,linprog goal-velocity priority optimal,0.48989794855663565,0,0,12,joint_0_acceleration_lower|joint_1_acceleration_lower|joint_2_acceleration_lower|joint_3_acceleration_lower|joint_5_acceleration_lower|joint_4_acceleration_upper,workspace_z_lower,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.16153966823522514,0.8495256664204651,0|0|0|0|0|0,0.504392481|0.363031774|0.170907174|0.177907174|0.161539668|0.164539668,0.676868764|0.535508057|0.343383457|0.350383457|0.334015952|0.337015952,0.624392481|0.483031774|0.290907174|0.297907174|0.281539668|0.284539668,0|0|0|0|0|0,1.20273614e-19|0.0741942942|0.0854608881|0.0854608881|0.0199334562|0.0199334562,0|0|0|0|0|0,2.01756992|1.52632139|0.769089584|0.797089584|0.666092129|0.678092129,optimal,0.19065096608026919,0.19065096892118996,-2.8409207764035216e-09,0.454495192|0.617563725|0.38499245,-0|-0|-0,0.4829505120869726,0.0030707180267199874,0.00177739595528692,0.47075234807562083
1,0.1,-0.9321948380173901,0.1410660743713379,0.5902417302131653,0.3382125198841095,0.09607566148042679,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.9797959327697754,9.797959327697754,0.0,0.0,0.0,0.6090440008955905,0.5902417302131653,0.018802270682425237,0.0,0.4341952941896693,0.0,0.38151429743565407,-0.38151429743565407,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.2014497279888019,0.2014497279888019,0,0,0,0,-1,nan,nan,,,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 64, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.11267402408577158,0,0,nan,nan,1.0,filtered,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.16252283401477396,0,0,0,0,0.16153966823522514,0.0,filtered,linprog goal-velocity priority optimal,0.9797959044133195,0,0,12,joint_0_acceleration_lower|joint_1_acceleration_lower|joint_2_acceleration_lower|joint_3_acceleration_lower|joint_5_acceleration_lower|joint_4_acceleration_upper,workspace_z_lower,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.16252283401477396,0.852697546509462,0|0.0921145475|0.212119739|0.212119739|0.217133556|0.217133556,0.504233887|0.366420715|0.175039991|0.182039991|0.162522834|0.16552282,0.676868764|0.539055592|0.347674868|0.354674868|0.335157711|0.338157698,0.624233887|0.486420715|0.295039991|0.302039991|0.282522834|0.28552282,0|0|0|0|0|0,0|0.146758836|0.177630389|0.177630389|0.0503394217|0.0503394217,0|0|0|0|0|0,2.01693555|1.61244169|0.877790352|0.905790352|0.700430758|0.712430703,optimal,0.38151429459315106,0.381514297435654,-2.842502955235915e-09,0.454495192|0.617563725|0.38499245,-0|-0|-0,0.014945889008231461,0.0033590509556233883,0.001648064935579896,0.004408468957990408
2,0.15000000000000002,-0.6739188293669216,0.1348038911819458,0.5620872378349304,0.3447422683238983,0.091778464615345,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.469693899154663,9.79796028137207,2.336015495529864e-05,0.0,0.0,0.5902417252932051,0.5620872378349304,0.028154487458274646,0.0,0.6601602629361832,0.0,0.5712007268912522,-0.5712007268912522,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.2014497279888019,0.2014497279888019,0,0,0,0,-1,nan,nan,,,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 64, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.11267402408577158,0,0,nan,nan,1.0,filtered,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.16527542833904424,0,0,0,0,0.16153966823522514,0.0,filtered,linprog goal-velocity priority optimal,1.4696938602700034,0,0,12,joint_0_acceleration_lower|joint_1_acceleration_lower|joint_2_acceleration_lower|joint_3_acceleration_lower|joint_5_acceleration_lower|joint_4_acceleration_upper,predictive_link_4,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.16527542833904424,0.8587415380714732,0|0.183083212|0.424914822|0.424914822|0.440163827|0.440163827,0.503931687|0.373225477|0.18386712|0.19086712|0.165275428|0.168275428,0.676868764|0.546162554|0.356804196|0.363804196|0.338212505|0.341212505,0.623931687|0.493225477|0.30386712|0.31086712|0.285275428|0.288275428,0|0|0|0|0|0,0|0.215002782|0.285242106|0.285242106|0.107123755|0.107123755,0|0|0|0|0|0,2.01572675|1.70790469|1.02071058|1.04871058|0.768225469|0.780225469,optimal,0.5712007098681445,0.5712007268912523,-1.7023107812264016e-08,0.454495192|0.617563725|0.38499245,-0|-0|-0,0.022486385074444115,0.004614274948835373,0.003344707074575126,0.0061339110834524035
3,0.2,-0.48019692653965224,0.12535572052001953,0.5295498967170715,0.35522934794425964,0.08534810692071915,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.6155494451522827,5.999998569488525,183.3030548095703,0.0,0.0,0.5620872472426712,0.5295498967170715,0.032537350525599695,0.0,0.7849793735955153,0.0,0.6592049896391409,-0.6592049896391409,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.2014497279888019,0.2014497279888019,0,0,0,0,-1,nan,nan,,,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 64, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.11267402408577158,0,0,nan,nan,1.0,filtered,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.17138626345600289,0,0,0,0,0.16153966823522514,0.0,filtered,linprog goal-velocity priority optimal,1.6155494480434471,0,0,12,joint_0_velocity_lower|joint_1_velocity_lower|joint_2_velocity_lower|joint_3_velocity_lower|joint_4_velocity_upper|joint_5_acceleration_upper,workspace_x_upper,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.17138626345600289,0.8671199707673617,2.60220371e-19|0.272121614|0.638466031|0.638466031|0.672899648|0.672899648,0.503512766|0.383200013|0.198257094|0.205257094|0.171386263|0.174386263,0.676868764|0.556556012|0.371613092|0.378613092|0.344742262|0.347742262,0.623512766|0.503200013|0.318257094|0.325257094|0.291386263|0.294386263,0|0|0|0|0|0,2.21357989e-19|0.241327411|0.361061324|0.361061324|0.179172882|0.179172882,0|0|0|0|0|0,2.01405106|1.77412746|1.1540897|1.1820897|0.864717936|0.876717936,optimal,0.6592050008653351,0.6592049896391408,1.1226194307489834e-08,0.454495192|0.617563725|0.38499245,-0|-0|-0,0.015149076003581285,0.0034851699601858854,0.001731727970764041,0.004383175051771104
4,0.25,-0.4004404957103114,0.11916729807853699,0.49762290716171265,0.36300262808799744,0.08093159645795822,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.5,5.656854152679443,144.22201538085938,0.0,0.0,0.529549871793692,0.49762290716171265,0.031926964631979304,0.0,0.7533861463569672,0.0,0.6469393718997446,-0.6469393718997446,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.2014497279888019,0.2014497279888019,0,0,0,0,-1,nan,nan,,,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 64, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.11267402408577158,0,0,nan,nan,1.0,filtered,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.18123845622748547,0,0,0,0,0.16153966823522514,0.0,filtered,linprog goal-velocity priority optimal,1.500000000794729,0,0,12,joint_1_velocity_lower|joint_2_velocity_lower|joint_3_velocity_lower|joint_0_acceleration_upper|joint_4_velocity_upper|joint_5_acceleration_upper,workspace_x_upper,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.18123845622748547,0.8798180847930477,0|0.314218396|0.74559835|0.74559835|0.801093116|0.801093116,0.50287786|0.394326803|0.216364135|0.223364135|0.181238456|0.184238456,0.676868764|0.568317708|0.39035504|0.39735504|0.35522936|0.35822936,0.62287786|0.514326803|0.336364135|0.343364135|0.301238456|0.304238456,0|0|0|0|0|0,0|0.203977115|0.279596823|0.279596823|0.127919407|0.127919407,0|0|0|0|0|0,2.01151144|1.78128433|1.14505337|1.17305337|0.852873232|0.864873232,optimal,0.6469393835071882,0.6469393718997446,1.1607443561878483e-08,0.454495192|0.617563725|0.38499245,-0|-0|-0,0.017572475015185773,0.004361895029433072,0.0020480180392041802,0.004487972008064389
5,0.30000000000000004,-0.33646727628996387,0.11601289361715317,0.46620720624923706,0.367487370967865,0.07851067185401917,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.4866068363189697,5.656854152679443,160.0,0.0,0.0,0.49762290386381847,0.46620720624923706,0.031415697614581406,0.0,0.7399850630161003,0.0,0.638898014436946,-0.638898014436946,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.2014497279888019,0.2014497279888019,0,0,0,0,-1,nan,nan,,,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 64, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.11267402408577158,0,0,nan,nan,1.0,filtered,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.18815961931982733,0,0,0,0,0.16153966823522514,0.0,filtered,linprog goal-velocity priority optimal,1.4866068835526238,0,0,12,joint_1_velocity_lower|joint_2_velocity_lower|joint_3_velocity_lower|joint_5_acceleration_lower|joint_0_acceleration_upper|joint_4_velocity_upper,predictive_link_4,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.18815961931982733,0.8968605109557516,0|0.298750077|0.705440889|0.705440889|0.770411056|0.770411056,0.502025739|0.403455177|0.230217508|0.237217508|0.188159619|0.191159619,0.676868764|0.578298202|0.405060533|0.412060533|0.363002645|0.366002645,0.622025739|0.523455177|0.350217508|0.357217508|0.308159619|0.311159619,0|0|0|0|0|0,0|0.169686703|0.198273083|0.198273083|0.0645755559|0.0645755559,0|0|0|0|0|0,2.00810295|1.78350741|1.11914311|1.14714311|0.817214033|0.829214033,optimal,0.6388980262165453,0.638898014436946,1.1779599295991261e-08,0.454495192|0.617563725|0.38499245,-0|-0|-0,0.016236557043157518,0.003899047034792602,0.0018537250580266118,0.004334976896643639
6,0.35000000000000003,-0.29331137063348944,0.11574248969554901,0.43552789092063904,0.3685508370399475,0.07794975489377975,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.4177446365356445,5.656854152679443,160.0,0.0,0.0,0.46620721812237564,0.43552789092063904,0.030679327201736606,0.0,0.7478100013886831,0.0,0.6294457976961289,-0.6294457976961289,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.2014497279888019,0.2014497279888019,0,0,0,0,-1,nan,nan,,,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 64, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.11267402408577158,0,0,nan,nan,1.0,filtered,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.1918473217592136,0,0,0,0,0.16153966823522514,0.0,filtered,linprog goal-velocity priority optimal,1.4177446937616454,0,0,12,joint_1_velocity_lower|joint_2_velocity_lower|joint_3_velocity_lower|joint_0_acceleration_upper|joint_4_velocity_upper|joint_5_acceleration_upper,predictive_link_4,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.1918473217592136,0.912801249380958,0|0.283679451|0.685089708|0.685089708|0.758802534|0.758802534,0.501228702|0.410939333|0.240090317|0.247090317|0.191847322|0.194847322,0.676868764|0.586579395|0.415730379|0.422730379|0.367487384|0.370487384,0.621228702|0.530939333|0.360090317|0.367090317|0.311847322|0.314847322,0|0|0|0|0|0,0|0.141305752|0.121967722|0.121967722|-0.0040201503|-0.0040201503,0|0|0|0|0|0,2.00491481|1.78506308|1.08232899|1.11032899|0.763369137|0.775369137,optimal,0.6294458083278986,0.6294457976961287,1.0631769908897581e-08,0.454495192|0.617563725|0.38499245,-0|-0|-0,0.01826960896141827,0.004434178001247346,0.0019432129338383675,0.005023150937631726
7,0.4,-0.29273413874425647,0.12127967178821564,0.4063182473182678,0.3664049208164215,0.08211837708950043,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.403566837310791,5.656854152679443,0.0,0.0,0.0,0.43552789908456213,0.4063182473182678,0.02920965176629431,0.0,0.7773407209809045,0.0,0.6099173048680424,-0.6099173048680424,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.2014497279888019,0.2014497279888019,0,0,0,0,-1,nan,nan,,,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 64, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.11267402408577158,0,0,nan,nan,1.0,filtered,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.19216879135089232,0,0,0,0,0.16153966823522514,0.0,filtered,linprog goal-velocity priority optimal,1.4035668841248221,0,0,12,joint_1_velocity_lower|joint_2_velocity_lower|joint_3_velocity_lower|joint_0_acceleration_upper|joint_4_velocity_upper|joint_5_acceleration_upper,predictive_link_4,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.19216879135089232,0.9276406321182858,0|0.272996253|0.684858129|0.693520115|0.768734057|0.768734057,0.500486732|0.417208663|0.24631966|0.253271898|0.192168791|0.195168791,0.676868764|0.593590694|0.422701691|0.429653929|0.368550823|0.371550823,0.620486732|0.537208663|0.36631966|0.373271898|0.312168791|0.315168791,0|0|0|0|0|0,0|0.122031514|0.0550112254|0.0505513098|-0.0711024215|-0.0711024215,0|0|0|0|0|0,2.00194693|1.79086617|1.04028986|1.0636389|0.697572744|0.709572744,optimal,0.6099173149080683,0.6099173048680424,1.0040025921753681e-08,0.454495192|0.617563725|0.38499245,-0|-0|-0,0.018154856050387025,0.0034585160901769996,0.001765966066159308,0.004765604971908033
8,0.45,-0.38198313653469085,0.14090406894683838,0.3800048828125,0.36163565516471863,0.09852050989866257,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.445683240890503,5.656854152679443,4.76837158203125e-06,0.0,0.0,0.40631825452524883,0.3800048828125,0.026313371712748834,0.0,0.8263746223409723,0.0,0.5680835905110966,-0.5680835905110966,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.2014497279888019,0.2014497279888019,0,0,0,0,-1,nan,nan,,,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 64, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.11267402408577158,0,0,nan,nan,1.0,filtered,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.1892226421911905,0,0,0,0,0.16153966823522514,0.0,filtered,linprog goal-velocity priority optimal,1.4456832237079809,0,0,12,joint_1_velocity_lower|joint_2_velocity_lower|joint_3_velocity_lower|joint_0_acceleration_upper|joint_4_velocity_upper|joint_5_acceleration_upper,workspace_z_upper,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.1892226421911905,0.9413930313968154,0|0.26475981|0.702664782|0.731361002|0.799994581|0.799994581,0.499799113|0.422699836|0.249453757|0.255980873|0.189222642|0.192222638,0.676868764|0.599769487|0.426523409|0.433050525|0.366292294|0.369292289,0.619799113|0.542699836|0.369453757|0.375980873|0.309222642|0.312222638,0|0|0|0|0.0129883105|0.0129883469,0|0.111013732|0.00162908393|-0.0150822128|-0.111811133|-0.111811084,0|0|0|0|0|0,1.99919645|1.80181308|0.999444113|1.00884128|0.645079435|0.657079466,optimal,0.5680836006386855,0.5680835905110967,1.0127588767616658e-08,0.454495192|0.617563725|0.38499245,-0|-0|-0,0.015842476044781506,0.003708412987180054,0.0017729699611663818,0.004377933917567134
9,0.5,-0.5182264601762634,0.1594768464565277,0.3588685393333435,0.3552568554878235,0.1135404109954834,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.4866068363189697,5.656854152679443,160.0,0.0,0.0,0.38000487851777076,0.3588685393333435,0.021136339184427255,0.0,0.8908822796184716,0.0,0.48793226649863636,-0.48793226649863636,0.0,0,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.2014497279888019,0.2014497279888019,0,0,0,0,-1,nan,nan,,,64,0,0,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 64, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 0, 'obstacle_contact': 0, 'self_collision': 0}",0.11267402408577158,0,0,nan,nan,1.0,filtered,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.1826425568945066,0,0,0,0,0.16153966823522514,0.0,filtered,linprog goal-velocity priority optimal,1.4866068687176874,0,0,12,joint_1_velocity_lower|joint_2_velocity_lower|joint_3_velocity_lower|joint_5_acceleration_lower|joint_0_acceleration_upper|joint_4_velocity_upper,workspace_z_upper,,,0,0,0,optimal,goal_velocity_linprog,0.0,valid,0.1826425568945066,0.9540869113268263,2.03271881e-21|0.257423252|0.734656416|0.790855657|0.849869748|0.849869748,0.499164418|0.427806103|0.250252347|0.255679041|0.182642557|0.185642557,0.676868764|0.605510448|0.427956693|0.433383386|0.360346902|0.363346902,0.619164418|0.547806103|0.370252347|0.375679041|0.302642557|0.305642557,0|0|0|0|0.0411275859|0.0411275859,-1.81803915e-21|0.107373127|-0.0338054072|-0.0694859317|-0.106391894|-0.106391894,0|0|0|0|0|0,1.99665767|1.81859754|0.967203982|0.953230232|0.624178334|0.636178334,optimal,0.4879322749551965,0.4879322664986364,8.456560063319074e-09,0.454495192|0.617563725|0.38499245,-0|-0|-0,0.015496463980525732,0.0037755370140075684,0.0016979490173980594,0.004011900047771633
