step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,safety_filter_solve_time_s
0,0.05,-0.12205740034537207,0.10026069730520248,0.23004814982414246,0.5896754860877991,0.09825285524129868,0.35,3,0,0,0,0.4120388627052307,8.240777015686035,164.8155517578125,0.4292885959148407,filtered,0.024674026733830644,0,0,12,joint_3_acceleration_lower,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.45790427688337154,0.004871111363172531
1,0.1,-0.14316667643827435,0.10199090838432312,0.22655585408210754,0.5795316100120544,0.09980369359254837,0.35,3,0,0,0,0.5380147099494934,3.717500925064087,138.09634399414062,0.5380145907402039,filtered,3.355238738272522e-07,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.44767955889693056,0.0046029360964894295
2,0.15000000000000002,-0.21687222112646923,0.12276306003332138,0.2259896844625473,0.5680200457572937,0.12034972757101059,0.35,3,0,0,0,0.585340142250061,4.644931793212891,112.6225814819336,0.5853400826454163,filtered,1.3175185553813258e-07,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.43751487515918563,0.0046825408935546875
3,0.2,-0.18161367513981985,0.11233176290988922,0.2241370677947998,0.5575771331787109,0.10969439893960953,0.35,3,0,0,0,0.5017933249473572,4.641294956207275,135.65350341796875,0.5017933249473572,passthrough,8.232040210733347e-10,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.42595397223722065,0.005076797679066658
4,0.25,-0.14752873111765158,0.12205731868743896,0.22013945877552032,0.5466738343238831,0.11916366964578629,0.35,3,0,0,0,0.5382328033447266,2.248581886291504,112.4822006225586,0.5382328033447266,passthrough,7.911887723040669e-10,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.4154758280205394,0.0044563403353095055
5,0.30000000000000004,-0.14804030842322322,0.11089980602264404,0.21694611012935638,0.5368344783782959,0.10775604844093323,0.35,3,0,0,0,0.546989381313324,2.2125744819641113,55.1183967590332,0.546989381313324,filtered,1.2351841800308546e-08,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.4045345388529288,0.002870802767574787
6,0.35000000000000003,-0.21639962246152955,0.11868326365947723,0.21708515286445618,0.526680052280426,0.11525774002075195,0.35,3,0,0,0,0.5835152864456177,3.1010680198669434,82.07412719726562,0.5835152864456177,passthrough,9.954296623056004e-10,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.3946768407201401,0.002940680831670761
7,0.4,-0.15562539592582228,0.11020001024007797,0.21441300213336945,0.5174055099487305,0.10649669170379639,0.35,3,0,0,0,0.5002940893173218,3.972691535949707,125.18164825439453,0.5002940893173218,passthrough,9.572030047029036e-10,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.3844978871304622,0.0037216022610664368
8,0.45,-0.11201717407967011,0.1061655580997467,0.20981450378894806,0.5086579918861389,0.10218148678541183,0.35,3,0,0,0,0.4882911443710327,2.409012794494629,69.72529602050781,0.4882911443710327,passthrough,8.920243867692436e-10,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.37520949472497594,0.003065631724894047
9,0.5,-0.14288789845333902,0.09231162816286087,0.207739919424057,0.5016356110572815,0.08878342807292938,0.35,3,0,0,0,0.5324335694313049,4.008791446685791,100.48650360107422,0.5324335694313049,passthrough,9.077362059228311e-10,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.3664582681984088,0.0042372578755021095
10,0.55,-0.11124089920409676,0.11491391807794571,0.20287777483463287,0.49272406101226807,0.11036824434995651,0.35,3,0,0,0,0.5544993877410889,3.9074296951293945,131.7207794189453,0.5544993281364441,filtered,9.783813727959079e-08,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.3594576429920486,0.003712325356900692
11,0.6000000000000001,-0.17006050674980785,0.08851251006126404,0.20269335806369781,0.48667263984680176,0.08450620621442795,0.35,3,0,0,0,0.5372926592826843,5.194519519805908,169.80601501464844,0.5440910458564758,filtered,0.024702583421047745,0,0,12,joint_0_acceleration_upper,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.3505428104036969,0.004434695467352867
12,0.65,-0.057308062863728824,0.11630889773368835,0.19500547647476196,0.4781208038330078,0.11118398606777191,0.35,3,0,0,0,0.5195279121398926,5.767808437347412,207.99388122558594,0.5195279121398926,passthrough,9.158263658597222e-10,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.34452296147043776,0.002941275015473366
13,0.7000000000000001,-0.1727695983682333,0.0931643471121788,0.19501879811286926,0.4721248745918274,0.08865947276353836,0.35,3,0,0,0,0.5148767232894897,5.745257377624512,227.2304229736328,0.5325934290885925,filtered,0.05555319015482595,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.3359751013231453,0.004292619414627552
14,0.75,-0.04206107973775347,0.1093427911400795,0.18722017109394073,0.4644702076911926,0.10361509025096893,0.35,3,0,0,0,0.4876687824726105,5.468811511993408,221.8271942138672,0.4876687824726105,filtered,1.1973854272616193e-08,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.33001218740127675,0.0042142607271671295
15,0.8,-0.16751719929213793,0.09433542191982269,0.18721352517604828,0.4592374563217163,0.08930885791778564,0.35,3,0,0,0,0.5274961590766907,5.660031795501709,219.36439514160156,0.5397806167602539,filtered,0.030326582750450547,0,0,12,joint_0_acceleration_upper,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.3223761157705258,0.004679826088249683
16,0.8500000000000001,-0.022652733353817803,0.10530314594507217,0.1788777858018875,0.45224809646606445,0.09898611158132553,0.35,3,0,0,0,0.5172095894813538,5.829555034637451,227.66952514648438,0.5172095894813538,passthrough,8.779725158594252e-10,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.3171908995609522,0.0032371506094932556
17,0.9,-0.15358853750216958,0.09643629938364029,0.1783430278301239,0.44746094942092896,0.09086252003908157,0.35,3,0,0,0,0.5500633716583252,5.626197814941406,225.51776123046875,0.5535718202590942,filtered,0.0079159185104608,0,0,12,joint_0_acceleration_upper,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.3102328459374824,0.0044047217816114426
18,0.9500000000000001,-0.036496823064846376,0.10092953592538834,0.17136864364147186,0.4411362409591675,0.09403538703918457,0.35,3,0,0,0,0.5245964527130127,4.870090961456299,208.6353759765625,0.5245964527130127,passthrough,9.237290322557864e-10,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.30550591838109,0.003187667578458786
19,1.0,-0.176299871803283,0.09956678748130798,0.17220300436019897,0.4364796280860901,0.09340890496969223,0.35,3,0,0,0,0.5383529663085938,4.905957221984863,194.90086364746094,0.5383529663085938,passthrough,9.562921116980125e-10,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.29922485663862497,0.002712193876504898
20,1.05,-0.056659098469767244,0.11130150407552719,0.1659674346446991,0.4298931956291199,0.10377030074596405,0.35,3,0,0,0,0.5062041878700256,5.007465362548828,197.26841735839844,0.5062041878700256,passthrough,9.613302234490276e-10,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.29463340780809155,0.00305353756994009
