step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,unavoidable_collision,avoidable_collision,collision_avoidability_reason,safe_stop_infeasible_first_step,safe_stop_infeasible_last_step,safe_stop_h_drift_mps,safe_stop_drift_class,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,qdot_policy_norm,task_space_goal_error_before_m,task_space_goal_error_after_m,task_space_goal_error_delta_m,task_space_requested_speed_mps,task_space_executed_speed_mps,task_space_requested_toward_goal_mps,task_space_executed_toward_goal_mps,task_space_filter_velocity_loss_mps,task_space_nominal_toward_goal_mps,task_space_recovery_active_for_command,residual_control_enabled,residual_control_mode,residual_control_base_qdot_norm,hierarchical_control_enabled,hierarchical_state,hierarchical_plan_reason,hierarchical_plan_iterations,hierarchical_planning_time_s,hierarchical_planning_time_total_s,hierarchical_ik_candidate_count,hierarchical_ik_found,hierarchical_plan_found,hierarchical_direct_path,hierarchical_selected_candidate_index,hierarchical_selected_path_length_rad,hierarchical_selected_path_min_clearance_m,hierarchical_ik_candidate_errors_m,hierarchical_ik_candidate_clearances_m,hierarchical_ik_attempts_used,hierarchical_ik_fallback_used,hierarchical_ik_fallback_attempted,hierarchical_ik_target_shell_attempted,hierarchical_ik_target_shell_candidate_count,hierarchical_ik_obstacle_aware_attempted,hierarchical_ik_obstacle_aware_candidate_count,hierarchical_ik_rejection_counts,hierarchical_ik_min_goal_error_m,hierarchical_ik_goal_reachable_count,hierarchical_ik_obstacle_free_goal_reachable_count,hierarchical_selected_path_predictive_h_m,hierarchical_selected_path_filter_intervention,hierarchical_filter_intervention_ratio,hierarchical_filter_status,hierarchical_servo_stall_steps,hierarchical_servo_stall_replans,hierarchical_plan_count,hierarchical_replan_count,hierarchical_hold_steps,hierarchical_consecutive_hold_steps,hierarchical_waypoint_index,hierarchical_waypoint_count,hierarchical_path_progress,hierarchical_residual_budget,hierarchical_nominal_qdot_norm,residual_qdot_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_reason,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_infeasible_constraint_categories,safety_filter_infeasibility_diagnostic_status,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_goal_velocity_primary_mps,safety_filter_goal_velocity_secondary_used,safety_filter_goal_velocity_secondary_status,safety_filter_command_alignment_previous,safety_filter_command_sign_change,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_max_link_speed_bound_mps,predictive_link_velocity_norms_mps,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,safety_filter_goal_velocity_audit_status,safety_filter_max_feasible_goal_velocity_mps,safety_filter_projected_goal_velocity_mps,safety_filter_goal_velocity_feasibility_gap_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
43,2.2,-2.1564572808888927,0.4955211579799652,0.10522683709859848,0.18718767166137695,0.30062317848205566,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.44893166422843933,6.35603666305542,67.6911392211914,0.3499999940395355,0.0,0.09699420750784384,0.10522683709859848,-0.008232629590754645,0.2420146224885081,0.3283094589865803,-0.21512000207518914,-0.12784974175531674,-0.0872702603198724,0.0,1,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.1926652550464496,0.5947438271250576,0,0,0,0,-1,nan,nan,,,160,0,0,1,8,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 154, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,162,162,nan,nan,1.0,filtered,0,1,2,1,21,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0053874874495256075,1,1,0,0,0.1472218018947355,0.3499999940395355,filtered,linprog goal-velocity priority optimal,0.5838158924748421,0,1,12,predictive_link_4|joint_1_acceleration_upper|joint_2_acceleration_upper,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,-0.1228497372088813,1,continuity_tiebreak,0.9331578612327576,0,goal_velocity_linprog,0.0,valid,0.0053874874495256075,1.046522550885598,0|0.214251354|0.534114741|0.544769553|0.566554818|0.566554818,0.39576995|0.238760119|0.0689350305|0.0754544834|0.00538748745|0.00838748745,0.578096078|0.421086246|0.251261158|0.257780611|0.187713615|0.190713615,0.51576995|0.358760119|0.188935031|0.195454483|0.125387487|0.128387487,0|0|0|0|0|0,0|0.0594440146|0.0413106234|0.0301879601|-0.0215499483|-0.0215499483,0|0|0|0|0|0,1.5830798|1.01448449|0.317050745|0.332005894|1.47257135e-09|0.0120000015,optimal,-0.1228497372088813,-0.12784974175531674,0.005000004546435441,0.432759643|0.53099674|0.320739418,0|-0|0,0.01641523209400475,0.002757758949883282,0.0012177189346402884,0.006499221082776785
44,2.25,-2.1163914182000885,0.5122430920600891,0.10741838812828064,0.18641352653503418,0.30656591057777405,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.3810162842273712,6.995506286621094,31.97220230102539,0.3499999940395355,0.0,0.10522683580736464,0.10741838812828064,-0.0021915523209160015,0.24055334410445778,0.08448712579367057,-0.2088598996299586,-0.024568174550616897,-0.18429172507934172,0.0,1,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.1926652550464496,0.5947438271250576,0,0,0,0,-1,nan,nan,,,160,0,0,1,8,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 154, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,162,162,nan,nan,1.0,filtered,0,1,2,1,21,0,1,0,0.0,0.0,0.0,0.0,1.0,0.004765746114383865,1,1,0,0,0.1472218018947355,0.3499999940395355,filtered,linprog goal-velocity priority optimal,0.5348490848380213,0,1,12,predictive_link_4|joint_1_acceleration_upper|joint_2_acceleration_upper,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,-0.0195681757316225,1,continuity_tiebreak,0.6558606028556824,0,goal_velocity_linprog,0.0,valid,0.004765746114383865,1.0476877954393702,2.01019093e-19|0.129825747|0.320171076|0.32764023|0.329262785|0.329262785,0.395711688|0.24216673|0.0716186352|0.0773841347|0.00476574611|0.00776574611,0.578096078|0.42455112|0.254003025|0.259768525|0.187150136|0.190150136,0.515711688|0.36216673|0.191618635|0.197384135|0.124765746|0.127765746,0|0|0|0|0.0144179405|0.0144179405,4.2901532e-20|0.0201560949|0.00893155382|0.00165643712|-0.0190629848|-0.0190629848,0|0|0|0|0|0,1.58284675|0.988823015|0.295406095|0.311192976|-3.47716356e-10|0.0119999997,optimal,-0.0195681757316225,-0.024568174550616904,0.004999998818994406,0.432759643|0.53099674|0.320739418,0|-0|0,0.01600822398904711,0.00289442902430892,0.0012001900468021631,0.006601708009839058
45,2.3000000000000003,-1.9384176875654244,0.4954043924808502,0.10352807492017746,0.1866879165172577,0.30176201462745667,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.5840967893600464,7.341410160064697,23.672731399536133,0.3499999940395355,0.0,0.10741838454949706,0.10352807492017746,0.003890309629319605,0.24033460467881568,0.20102922937888404,-0.2110900099493877,0.10210503983506426,-0.31319504978445195,0.0,1,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.1926652550464496,0.5947438271250576,0,0,0,0,-1,nan,nan,,,160,0,0,1,8,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 154, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,162,162,nan,nan,1.0,filtered,0,1,2,1,21,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0016530108635970792,1,1,0,0,0.1472218018947355,0.3499999940395355,filtered,linprog goal-velocity priority optimal,0.6860588475099056,0,1,12,predictive_link_4|joint_1_acceleration_upper|joint_2_acceleration_upper,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,0.1071050353748741,1,continuity_tiebreak,0.7899372577667236,0,goal_velocity_linprog,0.0,valid,0.0016530108635970792,1.0448661209130434,0|0.0433711033|0.0935532209|0.0939091635|0.0846423049|0.0846423049,0.395852772|0.243790437|0.0726515025|0.0779549733|0.00165301086|0.00465301086,0.578096078|0.426033743|0.254894809|0.260198279|0.183896317|0.186896317,0.515852772|0.363790437|0.192651502|0.197954973|0.121653011|0.124653011,0|0|0|0|0.15|0.15,0|-0.0126385802|-0.00752658366|-0.00230235905|-0.0066120469|-0.0066120469,0|0|0|0|0|0,1.58341109|0.962523166|0.283079426|0.309517534|-3.44153123e-09|0.0119999966,optimal,0.1071050353748741,0.10210503983506428,0.004999995539809829,0.432759643|0.53099674|0.320739418,0|-0|0,0.016051255050115287,0.002613467979244888,0.0015888969646766782,0.006686003995127976
46,2.35,-1.8364749428409743,0.4949442148208618,0.0943659171462059,0.18653398752212524,0.30213019251823425,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.8167728781700134,6.170146465301514,45.71440887451172,0.3499999940395355,0.0,0.10352804647113852,0.0943659171462059,0.009162129324932614,0.23874801963713385,0.43846883938467646,-0.20730325299723987,0.23317026142449265,-0.44047351442173255,0.0,1,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.19366856303531677,0.7884123901603743,0,0,0,0,-1,nan,nan,,,224,0,0,1,8,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 219, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,227,227,nan,nan,1.0,filtered,0,1,3,1,21,0,1,0,0.0,0.0,0.0,0.0,1.0,0.004781627056849522,1,1,0,0,0.1472218018947355,0.3499999940395355,filtered,linprog goal-velocity priority optimal,0.9009738023409078,0,1,12,predictive_link_4|joint_1_acceleration_upper|joint_2_acceleration_upper,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,0.2381702678021146,1,continuity_tiebreak,0.9569892883300781,0,goal_velocity_linprog,0.0,valid,0.004781627056849522,1.0381259428145646,3.16887438e-19|0.0465717924|0.146412721|0.155121187|0.199832708|0.199832708,0.396189781|0.242182419|0.0728154894|0.0785367413|0.00478162706|0.00778162706,0.578096078|0.424088716|0.254721787|0.260443038|0.186687924|0.189687924,0.516189781|0.362182419|0.192815489|0.198536741|0.124781627|0.127781627,0|0.15|0.0921912977|0.00144332911|0|0,2.95563978e-19|-0.0562018545|-0.0485538378|-0.0458926553|-0.0191265052|-0.0191265052,0|0|0|0|0|0,1.58475912|0.912527821|0.24270812|0.26825431|2.98986044e-09|0.012000003,optimal,0.2381702678021146,0.23317026142449265,0.005000006377621935,0.432759643|0.53099674|0.320739418,0|-0|0,0.2147636970039457,0.00293110404163599,0.002147071994841099,0.007094542030245066
47,2.4000000000000004,-1.8340505277744588,0.4916519820690155,0.08601678907871246,0.18703103065490723,0.3009430766105652,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.9983784556388855,5.412142276763916,46.83314895629883,0.3499999940395355,0.0,0.09436591581699807,0.08601678907871246,0.008349126738285612,0.2393631852188487,0.6536875979353142,-0.2179579088485228,0.2750849217655396,-0.4930428306140624,0.0,1,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.19366856303531677,0.7884123901603743,0,0,0,0,-1,nan,nan,,,224,0,0,1,8,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 219, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,227,227,nan,nan,1.0,filtered,0,1,3,1,21,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0048966211706020085,1,1,0,0,0.1472218018947355,0.3499999940395355,filtered,linprog goal-velocity priority optimal,1.0683791399680713,0,1,12,predictive_link_4|joint_1_acceleration_upper,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,0.2800849244022988,1,continuity_tiebreak,0.9753217697143555,0,goal_velocity_linprog,3.469446951953614e-18,valid,0.0048966211706020085,1.032747420799958,4.02242901e-18|0.131113813|0.365879353|0.378278131|0.433977334|0.433977334,0.396458707|0.233900812|0.0678089476|0.074199901|0.00489662117|0.00789661193,0.578096078|0.415538183|0.249446319|0.255837272|0.186533992|0.189533983,0.516458707|0.353900812|0.187808948|0.194199901|0.124896621|0.127896612,0|0.15|0.137486431|0.140515295|0|0,3.04033183e-18|-0.0978552907|-0.0327351978|-0.025411469|-0.0195864838|-0.0195864838,0|0|0|0|0|0,1.58583483|0.837747957|0.238500593|0.271388135|8.47779801e-10|0.0119999639,optimal,0.2800849244022988,0.27508492176553956,0.00500000263675926,0.432759643|0.53099674|0.320739418,0|-0|0,0.01711843500379473,0.0029928009025752544,0.0014012220781296492,0.007053060922771692
48,2.45,-1.9828270579443403,0.4859318435192108,0.08721336722373962,0.1880626678466797,0.298494815826416,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.1666300296783447,4.846580982208252,43.90143585205078,0.3499999940395355,0.0,0.08601678677189083,0.08721336722373962,-0.0011965804518487971,0.24151424042522293,0.8260383859736373,-0.2360276370319596,0.16369900512095506,-0.39972664215291465,0.0,1,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.19366856303531677,0.7884123901603743,0,0,0,0,-1,nan,nan,,,224,0,0,1,8,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 219, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,227,227,nan,nan,1.0,filtered,0,1,3,1,21,0,1,0,0.0,0.0,0.0,0.0,1.0,0.005722500518189816,1,1,0,0,0.1472218018947355,0.3499999940395355,filtered,linprog goal-velocity priority optimal,1.230558314226558,0,1,12,predictive_link_4|joint_1_acceleration_upper,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,0.16869899679447686,1,continuity_tiebreak,0.9869434833526611,0,goal_velocity_linprog,0.0,valid,0.005722500518189816,1.0261708615327274,5.75682499e-19|0.215637617|0.570117293|0.579873727|0.644990511|0.644990511,0.396787535|0.22358362|0.0641429349|0.0711292044|0.00572250052|0.00872250052,0.578096078|0.404892164|0.245451478|0.252437748|0.187031044|0.190031044,0.516787535|0.34358362|0.184142935|0.191129204|0.125722501|0.128722501,0|0.15|0.0863432168|0.0817950888|0|0,2.04672773e-19|-0.147313876|-0.0658516669|-0.0637041846|-0.0228900065|-0.0228900065,0|0|0|0|0|0,1.58715014|0.747020606|0.190720072|0.220812633|-4.46194533e-09|0.0119999955,optimal,0.16869899679447686,0.16369900512095506,0.004999991673521803,0.432759643|0.53099674|0.320739418,0|-0|0,0.017138684983365238,0.002644286025315523,0.001326552010141313,0.007831052993424237
49,2.5,-2.1155421174294804,0.48570704460144043,0.09550648182630539,0.18802320957183838,0.33126959204673767,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.9221234321594238,7.207565784454346,217.31552124023438,0.3499999940395355,0.0,0.08721336685149002,0.09550648182630539,-0.008293114974815372,0.24487914753642906,0.5737503519200597,-0.2433979547754918,-0.0689968271085738,-0.174401127666918,0.0,1,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.19366856303531677,0.7884123901603743,0,0,0,0,-1,nan,nan,,,224,0,0,1,8,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 219, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,227,227,nan,nan,1.0,filtered,0,1,3,1,21,0,1,0,0.0,0.0,0.0,0.0,1.0,0.007171080551396952,1,1,0,0,0.1472218018947355,0.3499999940395355,filtered,linprog goal-velocity priority optimal,1.0063622315400196,0,1,12,predictive_link_4|joint_1_acceleration_lower|joint_2_acceleration_lower,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,-0.06399682476010693,1,continuity_tiebreak,0.9674239754676819,0,goal_velocity_linprog,1.0408340855860843e-17,valid,0.007171080551396952,1.017831959335405,1.69502349e-19|0.298344171|0.734550543|0.742873284|0.813436133|0.813436133,0.39720448|0.208918701|0.0574461228|0.0651172536|0.00717108055|0.0101710806,0.578096078|0.389810299|0.238337721|0.246008852|0.188062679|0.191062679,0.51720448|0.328918701|0.177446123|0.185117254|0.127171081|0.130171081,0|0.15|0.0753586098|0.0647000765|0|0,-5.83038857e-20|-0.119900584|-0.0722084975|-0.0760227978|-0.0286843219|-0.0286843219,0|0|0|0|0|0,1.58881792|0.715774218|0.157575994|0.184446217|3.53181318e-10|0.0120000004,optimal,-0.06399682476010693,-0.0689968271085738,0.00500000234846687,0.432759643|0.53099674|0.320739418,0|-0|0,0.015540105057880282,0.0025848050136119127,0.00135939905885607,0.006476259906776249
50,2.5500000000000003,-2.1194282607163353,0.49256160855293274,0.1023545116186142,0.1871524155139923,0.3255246579647064,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.5907078385353088,7.045848369598389,96.9370346069336,0.3499999940395355,0.0,0.09550648306709449,0.1023545116186142,-0.006848028551519711,0.24738211650694708,0.3371287860907548,-0.235622420835364,-0.09954980238179459,-0.1360726184535694,0.0,1,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.19366856303531677,0.7884123901603743,0,0,0,0,-1,nan,nan,,,224,0,0,1,8,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 219, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,227,227,nan,nan,1.0,filtered,0,1,3,1,21,0,1,0,0.0,0.0,0.0,0.0,1.0,0.007399918644427128,1,1,0,0,0.1472218018947355,0.3499999940395355,filtered,linprog goal-velocity priority optimal,0.7125498561904182,0,1,12,predictive_link_4|joint_1_acceleration_lower|joint_2_acceleration_lower|joint_4_acceleration_upper,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,-0.09454979455391625,1,continuity_tiebreak,0.9868978261947632,0,goal_velocity_linprog,1.3877787807814457e-17,valid,0.007399918644427128,1.0124655506242728,0|0.21289137|0.509688522|0.518450815|0.568392455|0.568392455,0.3974728|0.204812981|0.044416062|0.0531915638|0.00739991864|0.0103999186,0.578096078|0.385436259|0.22503934|0.233814841|0.188023196|0.191023196,0.5174728|0.324812981|0.164416062|0.173191564|0.127399919|0.130399919,0|0.15|0.15|0.15|0|0,0|-0.0861579004|-0.0495652692|-0.0414042821|-0.029599672|-0.029599672,0|0|0|0|0|0,1.5898912|0.733094024|0.128098979|0.171361973|2.54094667e-09|0.0120000025,optimal,-0.09454979455391625,-0.09954980238179459,0.005000007827878336,0.432759643|0.53099674|0.320739418,0|-0|0,0.01564650807995349,0.002418372081592679,0.0012213870650157332,0.006808926933445036
51,2.6,-2.1281660390628,0.5170626044273376,0.10420482605695724,0.18593263626098633,0.3125108480453491,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.2862919569015503,6.994761943817139,23.772096633911133,0.3499999940395355,0.0,0.10235450840918492,0.10420482605695724,-0.001850317647772326,0.24846607315551875,0.10892418923213919,-0.22636137807943507,-0.021121196613479127,-0.20524018146595593,0.0,1,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.19366856303531677,0.7884123901603743,0,0,0,0,-1,nan,nan,,,224,0,0,1,8,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 219, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,227,227,nan,nan,1.0,filtered,0,1,3,1,21,0,1,0,0.0,0.0,0.0,0.0,1.0,0.006411594141874949,1,1,0,0,0.1472218018947355,0.3499999940395355,filtered,linprog goal-velocity priority optimal,0.48992906625545224,0,1,12,predictive_link_4|joint_1_acceleration_lower|joint_2_acceleration_lower|joint_4_acceleration_upper,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,-0.016121199068220928,1,continuity_tiebreak,0.9123443961143494,0,goal_velocity_linprog,0.0,valid,0.006411594141874949,1.009694565219686,4.23354042e-20|0.129767109|0.301889|0.308000692|0.335602232|0.335602232,0.397611349|0.205549423|0.037285932|0.045212966|0.00641159414|0.00941159414,0.578096078|0.386034151|0.21777066|0.225697694|0.186896322|0.189896322,0.517611349|0.325549423|0.157285932|0.165212966|0.126411594|0.129411594,0|0.15|0.15|0.15|0.036937362|0.036937362,-2.55654249e-20|-0.0393178955|-0.049826339|-0.0488420925|-0.0256463787|-0.0256463787,0|0|0|0|0|0,1.5904454|0.782879795|0.0993173889|0.132009771|-2.08644257e-09|0.0119999979,optimal,-0.016121199068220928,-0.021121196613479123,0.004999997545258195,0.432759643|0.53099674|0.320739418,0|-0|0,0.015690025058574975,0.0029775429284200072,0.0012926110066473484,0.006221610936336219
52,2.6500000000000004,-1.944200170356551,0.4922822415828705,0.10138887166976929,0.1862151324748993,0.3028942942619324,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.23636667430400848,7.210392475128174,28.705963134765625,0.3499999940395355,0.0,0.1042048265201862,0.10138887166976929,0.002815954850416913,0.248561616040124,0.13417580742001822,-0.21969203477444776,0.07101972572557382,-0.29071176050002157,0.0,1,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.19366856303531677,0.7884123901603743,0,0,0,0,-1,nan,nan,,,224,0,0,1,8,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 219, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,227,227,nan,nan,1.0,filtered,0,1,3,1,21,0,1,0,0.0,0.0,0.0,0.0,1.0,0.001645960164500429,1,1,0,0,0.1472218018947355,0.3499999940395355,filtered,linprog goal-velocity priority optimal,0.42057378164517933,0,1,12,predictive_link_4|joint_1_acceleration_lower|joint_2_acceleration_lower|joint_4_acceleration_upper,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,0.07601972292884238,1,continuity_tiebreak,0.058060549199581146,0,goal_velocity_linprog,0.0,valid,0.001645960164500429,1.0098464197051282,0|0.0470692404|0.101069756|0.103056526|0.108839816|0.108839816,0.397603757|0.210580595|0.0380163915|0.0453157773|0.00164596016|0.00464596016,0.578096078|0.391072916|0.218508712|0.225808098|0.182138281|0.185138281,0.517603757|0.330580595|0.158016391|0.165315777|0.12164596|0.12464596,0|0.15|0.15|0.15|0.15|0.15,0|0.0248917192|0.0179305299|0.0168808846|-0.00658384111|-0.00658384111,0|0|0|0|0|0,1.59041503|0.867214099|0.169996096|0.198143994|-4.48507013e-10|0.0119999996,optimal,0.07601972292884238,0.07101972572557382,0.004999997203268561,0.432759643|0.53099674|0.320739418,0|-0|0,0.015185330994427204,0.0026404610835015774,0.001269940985366702,0.005914179026149213
53,2.7,-1.8524617168895263,0.4957588315010071,0.09292658418416977,0.18570896983146667,0.3041114807128906,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.5371519327163696,6.6909379959106445,45.473567962646484,0.3499999940395355,0.0,0.10138886850689381,0.09292658418416977,0.008462284322724042,0.24787356837422628,0.3671922965891592,-0.2172387191907014,0.20270999245657678,-0.4199487116472782,0.0,1,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.19366856303531677,0.7884123901603743,0,0,0,0,-1,nan,nan,,,224,0,0,1,8,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 219, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,227,227,nan,nan,1.0,filtered,0,1,3,1,21,0,1,0,0.0,0.0,0.0,0.0,1.0,0.005563953144458289,1,1,0,0,0.1472218018947355,0.3499999940395355,filtered,linprog goal-velocity priority optimal,0.6424599464252776,0,1,12,predictive_link_4|joint_1_acceleration_lower|joint_2_acceleration_lower,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,0.20770999987489103,1,continuity_tiebreak,0.9155280590057373,0,goal_velocity_linprog,0.0,valid,0.005563953144458289,1.0130237721739452,0|0.0425421011|0.119066993|0.121741024|0.134670946|0.134670946,0.397444889|0.217364276|0.0476567022|0.0548648417|0.00556395314|0.00856395314,0.578096078|0.398015464|0.228307891|0.23551603|0.186215142|0.189215142,0.517444889|0.337364276|0.167656702|0.174864842|0.125563953|0.128563953,0|0|0|0|0|0,0|0.072273221|0.051431582|0.0496441294|-0.0222558111|-0.0222558111,0|0|0|0|0|0,1.58977956|0.941730324|0.242058391|0.269103496|1.44225037e-09|0.0120000014,optimal,0.20770999987489103,0.20270999245657675,0.005000007418314273,0.432759643|0.53099674|0.320739418,0|-0|0,0.017070092959329486,0.0029756500152871013,0.001425177906639874,0.007054380024783313
