step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,unavoidable_collision,avoidable_collision,collision_avoidability_reason,safe_stop_infeasible_first_step,safe_stop_infeasible_last_step,safe_stop_h_drift_mps,safe_stop_drift_class,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,qdot_policy_norm,task_space_goal_error_before_m,task_space_goal_error_after_m,task_space_goal_error_delta_m,task_space_requested_speed_mps,task_space_executed_speed_mps,task_space_requested_toward_goal_mps,task_space_executed_toward_goal_mps,task_space_filter_velocity_loss_mps,task_space_nominal_toward_goal_mps,task_space_recovery_active_for_command,residual_control_enabled,residual_control_mode,residual_control_base_qdot_norm,hierarchical_control_enabled,hierarchical_state,hierarchical_plan_reason,hierarchical_plan_iterations,hierarchical_planning_time_s,hierarchical_planning_time_total_s,hierarchical_ik_candidate_count,hierarchical_ik_found,hierarchical_plan_found,hierarchical_direct_path,hierarchical_selected_candidate_index,hierarchical_selected_path_length_rad,hierarchical_selected_path_min_clearance_m,hierarchical_ik_candidate_errors_m,hierarchical_ik_candidate_clearances_m,hierarchical_ik_attempts_used,hierarchical_ik_fallback_used,hierarchical_ik_fallback_attempted,hierarchical_ik_target_shell_attempted,hierarchical_ik_target_shell_candidate_count,hierarchical_ik_obstacle_aware_attempted,hierarchical_ik_obstacle_aware_candidate_count,hierarchical_ik_rejection_counts,hierarchical_ik_min_goal_error_m,hierarchical_ik_goal_reachable_count,hierarchical_ik_obstacle_free_goal_reachable_count,hierarchical_selected_path_predictive_h_m,hierarchical_selected_path_filter_intervention,hierarchical_filter_intervention_ratio,hierarchical_filter_status,hierarchical_servo_stall_steps,hierarchical_servo_stall_replans,hierarchical_plan_count,hierarchical_replan_count,hierarchical_hold_steps,hierarchical_consecutive_hold_steps,hierarchical_waypoint_index,hierarchical_waypoint_count,hierarchical_path_progress,hierarchical_residual_budget,hierarchical_nominal_qdot_norm,residual_qdot_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_reason,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_infeasible_constraint_categories,safety_filter_infeasibility_diagnostic_status,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_goal_velocity_primary_mps,safety_filter_goal_velocity_secondary_used,safety_filter_goal_velocity_secondary_status,safety_filter_command_alignment_previous,safety_filter_command_sign_change,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_max_link_speed_bound_mps,predictive_link_velocity_norms_mps,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,safety_filter_goal_velocity_audit_status,safety_filter_max_feasible_goal_velocity_mps,safety_filter_projected_goal_velocity_mps,safety_filter_goal_velocity_feasibility_gap_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
196,9.850000000000001,-1.885133198055396,0.4967893958091736,0.09219856560230255,0.1883666217327118,0.29880282282829285,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.4539504647254944,5.592758655548096,28.910783767700195,0.3499999940395355,0.0,0.09898486831976651,0.09219856560230255,0.006786302717463957,0.2538564842633509,0.3305905107122653,-0.21081130186397296,0.16768168506907682,-0.3784929869330498,0.0,1,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.22572420607320964,2.332075009238906,0,0,0,0,-1,nan,nan,,,672,0,0,1,8,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 674, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,682,682,nan,nan,1.0,filtered,0,1,10,1,21,0,1,0,0.0,0.0,0.0,0.0,1.0,0.005435829731212677,1,1,0,0,0.1472218018947355,0.3499999940395355,filtered,linprog goal-velocity priority optimal,0.5519814624274344,0,1,12,predictive_link_4|joint_1_acceleration_lower,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,0.1726816905400293,1,continuity_tiebreak,0.8611692190170288,0,goal_velocity_linprog,3.469446951953614e-18,valid,0.005435829731212677,1.0700610484809674,0|0.0437442418|0.100527103|0.109248317|0.109187433|0.109187433,0.394593026|0.170865034|0.0220736387|0.0329211207|0.00543582973|0.00843582973,0.578096078|0.354368086|0.205576691|0.216424173|0.188938882|0.191938882,0.514593026|0.290865034|0.142073639|0.152921121|0.12543583|0.12843583,0|0|0|0|0.00255016355|0.00255016355,0|0.0742146725|0.0862040487|0.081920785|-0.021743317|-0.021743317,0|0|0|0|0|0,1.5783721|0.757674807|0.174498603|0.213605268|1.92401345e-09|0.0120000019,optimal,0.1726816905400293,0.16768168506907682,0.005000005470952473,0.432759643|0.53099674|0.320739418,0|-0|0,0.025541194947436452,0.004513861960731447,0.002196393092162907,0.009820466977544129
197,9.9,-1.869895622485683,0.4982624351978302,0.08439081907272339,0.1877593696117401,0.29921242594718933,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.716606080532074,5.605085372924805,6.889338970184326,0.3499999940395355,0.0,0.09219857126984428,0.08439081907272339,0.00780775219712089,0.2523142218831352,0.555183588795355,-0.21902001833776724,0.23378074897966705,-0.4528007673174343,0.0,1,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.22572420607320964,2.332075009238906,0,0,0,0,-1,nan,nan,,,672,0,0,1,8,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 674, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,682,682,nan,nan,1.0,filtered,0,1,10,1,21,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0046918222751232835,1,1,0,0,0.1472218018947355,0.3499999940395355,filtered,linprog goal-velocity priority optimal,0.7692955138660305,0,1,12,predictive_link_4|joint_1_acceleration_lower,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,0.23878075288706208,1,continuity_tiebreak,0.9853143692016602,0,goal_velocity_linprog,0.0,valid,0.0046918222751232835,1.0712001976957994,0|0.128075715|0.306486495|0.333274714|0.331143728|0.331143728,0.394536068|0.174209752|0.0263698587|0.0370764484|0.00469182228|0.0076918217,0.578096078|0.357769762|0.209929869|0.220636458|0.188251832|0.191251832,0.514536068|0.294209752|0.146369859|0.157076448|0.124691822|0.127691822,0|0|0|0|0.025117388|0.0251174761,0|0.116333358|0.136902366|0.13070397|-0.0187672874|-0.0187672338,0|0|0|0|0|0,1.57814427|0.813172367|0.242381801|0.279009763|1.66657235e-09|0.012000053,optimal,0.23878075288706208,0.23378074897966708,0.005000003907394995,0.432759643|0.53099674|0.320739418,0|-0|0,0.01882137102074921,0.00421775400172919,0.0012551740510389209,0.0065045260125771165
198,9.950000000000001,-2.011749332632265,0.49430641531944275,0.08533218502998352,0.18891498446464539,0.2964879274368286,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.9822144508361816,5.491739749908447,7.168981075286865,0.3500000238418579,0.0,0.08439081634597681,0.08533218502998352,-0.0009413686840067104,0.2501428161916559,0.7793227371522332,-0.23759465924363268,0.14825330237838524,-0.38584796162201795,0.0,1,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.22572420607320964,2.332075009238906,0,0,0,0,-1,nan,nan,,,672,0,0,1,8,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 674, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,682,682,nan,nan,1.0,filtered,0,1,10,1,21,0,1,0,0.0,0.0,0.0,0.0,1.0,0.004069938049614044,1,1,0,0,0.1472218018947355,0.3500000238418579,filtered,linprog goal-velocity priority optimal,1.0100077655020692,0,1,12,predictive_link_4|joint_1_acceleration_lower,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,0.15325329953749628,1,continuity_tiebreak,0.9965546131134033,0,goal_velocity_linprog,3.469446951953614e-18,valid,0.004069938049614044,1.0737889648986763,0|0.212627263|0.516400668|0.560875039|0.557292224|0.557292224,0.394406629|0.179638162|0.0335403483|0.0440566934|0.00406993805|0.00706993805,0.578096078|0.36332761|0.217229797|0.227746142|0.187759386|0.190759386,0.514406629|0.299638162|0.153540348|0.164056693|0.124069938|0.127069938,0|0|0|0|0|0,0|0.159472169|0.207895225|0.202512302|-0.016279755|-0.016279755,0|0|0|0|0|0,1.57762652|0.878024816|0.342056618|0.378739075|-2.77845899e-09|0.0119999972,optimal,0.15325329953749628,0.14825330237838524,0.004999997159111036,0.432759643|0.53099674|0.320739418,0|-0|0,0.015333045041188598,0.0027915979735553265,0.0011962340213358402,0.006044977926649153
199,10.0,-2.147253101086841,0.4937308728694916,0.09377393871545792,0.18914711475372314,0.29594382643699646,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.7524926066398621,5.28293514251709,208.8666534423828,0.3499999940395355,0.0,0.08533218763395642,0.09377393871545792,-0.008441751081501497,0.24664625424516617,0.5859520773615096,-0.24132812626345707,-0.07085909259218995,-0.17046903367126712,0.0,1,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.22572420607320964,2.332075009238906,0,0,0,0,-1,nan,nan,,,672,0,0,1,8,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 674, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,682,682,nan,nan,1.0,filtered,0,1,10,1,21,0,1,0,0.0,0.0,0.0,0.0,1.0,0.005056155068395879,1,1,0,0,0.1472218018947355,0.3499999940395355,filtered,linprog goal-velocity priority optimal,0.813545320222417,0,1,12,predictive_link_4|joint_1_acceleration_upper,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,-0.06585909061777145,1,continuity_tiebreak,0.9884988069534302,0,goal_velocity_linprog,0.0,valid,0.005056155068395879,1.077176922604995,3.41566776e-22|0.297486799|0.726379331|0.796961485|0.783952479|0.783952479,0.394237231|0.187278912|0.0448092532|0.0550062611|0.00505615507|0.00805615507,0.578096078|0.371137759|0.228668099|0.238865107|0.188915001|0.191915001,0.514237231|0.307278912|0.164809253|0.175006261|0.125056155|0.128056155,0|0|0|0|0|0,-5.22764399e-19|0.0986458711|0.141101963|0.127010164|-0.0202246197|-0.0202246197,0|0|0|0|0|0,1.57694893|0.847761521|0.320338976|0.347035209|5.66425368e-10|0.0120000006,optimal,-0.06585909061777145,-0.07085909259218993,0.00500000197441848,0.432759643|0.53099674|0.320739418,0|-0|0,0.015855991980060935,0.002883360954001546,0.0013937050243839622,0.006438162992708385
200,10.05,-2.153598138856505,0.49535658955574036,0.10202399641275406,0.18876329064369202,0.2968440651893616,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.507784903049469,5.341301441192627,34.697959899902344,0.3499999940395355,0.0,0.0937739352299962,0.10202399641275406,-0.008250061182757853,0.24389173060740985,0.3746267654980966,-0.22883449890150623,-0.12090339485847466,-0.10793110404303156,0.0,1,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.22572420607320964,2.332075009238906,0,0,0,0,-1,nan,nan,,,672,0,0,1,8,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 674, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,682,682,nan,nan,1.0,filtered,0,1,10,1,21,0,1,0,0.0,0.0,0.0,0.0,1.0,0.005200336157851038,1,1,0,0,0.1472218018947355,0.3499999940395355,filtered,linprog goal-velocity priority optimal,0.6155425464049847,0,1,12,predictive_link_4|joint_1_acceleration_upper,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,-0.11590339332384657,1,continuity_tiebreak,0.9850277900695801,0,goal_velocity_linprog,3.469446951953614e-18,valid,0.005200336157851038,1.0789355287616698,0|0.214023399|0.54400149|0.606263828|0.588774027|0.588774027,0.394149301|0.192574388|0.0529506901|0.0620596054|0.00520033616|0.00820033616,0.578096078|0.376521165|0.236897467|0.246006382|0.189147113|0.192147113,0.514149301|0.312574388|0.17295069|0.182059605|0.125200336|0.128200336,0|0|0|0|0|0,0|0.0511852571|0.0815529989|0.0613629123|-0.0208013446|-0.0208013446,0|0|0|0|0|0,1.57659721|0.82148281|0.293355759|0.309601334|-6.66547026e-12|0.012,optimal,-0.11590339332384657,-0.12090339485847468,0.00500000153462811,0.432759643|0.53099674|0.320739418,0|-0|0,0.015920392936095595,0.0026107390876859426,0.0012410880299285054,0.006616302998736501
201,10.100000000000001,-2.1222118536153225,0.506939172744751,0.10585977137088776,0.1880931854248047,0.30153414607048035,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.2778574228286743,5.475975513458252,26.348249435424805,0.3500000238418579,0.0,0.10202399656918659,0.10585977137088776,-0.003835774801701164,0.24231879081258884,0.15097889146084098,-0.21847759582228232,-0.05595955347429323,-0.16251804234798908,0.0,1,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.22572420607320964,2.332075009238906,0,0,0,0,-1,nan,nan,,,672,0,0,1,8,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 674, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,682,682,nan,nan,1.0,filtered,0,1,10,1,21,0,1,0,0.0,0.0,0.0,0.0,1.0,0.004793573438606938,1,1,0,0,0.1472218018947355,0.3500000238418579,filtered,linprog goal-velocity priority optimal,0.46019146411260786,0,1,12,predictive_link_4|joint_1_acceleration_upper,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,-0.05095955234503872,1,continuity_tiebreak,0.9216852784156799,0,goal_velocity_linprog,3.469446951953614e-18,valid,0.004793573438606938,1.0793942835051273,6.63813289e-18|0.130958222|0.345420031|0.388317592|0.37565457|0.37565457,0.394126364|0.195564492|0.0578200485|0.0656716732|0.00479357344|0.00779357344,0.578096078|0.379534206|0.241789763|0.249641387|0.188763288|0.191763288,0.514126364|0.315564492|0.177820048|0.185671673|0.124793573|0.127793573,0|0|0|0|0|0,3.46072014e-18|0.0121845924|0.0265847176|0.0131652715|-0.019174292|-0.019174292,0|0|0|0|0|0,1.57650545|0.794442561|0.257864912|0.275851964|1.78876282e-09|0.0120000018,optimal,-0.05095955234503872,-0.055959553474293225,0.005000001129254507,0.432759643|0.53099674|0.320739418,0|-0|0,0.016296007088385522,0.0025339790154248476,0.0013589649461209774,0.006539112073369324
202,10.15,-1.9914962463631367,0.49845224618911743,0.10433550179004669,0.18811234831809998,0.29837745428085327,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.21778574585914612,5.78992223739624,23.11439323425293,0.3499999940395355,0.0,0.10585977105595856,0.10433550179004669,0.0015242692659118706,0.24375595198931307,0.08872569322913064,-0.22501868782314416,0.04834671122112454,-0.2733653990442687,0.0,1,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.22572420607320964,2.332075009238906,0,0,0,0,-1,nan,nan,,,672,0,0,1,8,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 674, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,682,682,nan,nan,1.0,filtered,0,1,10,1,21,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0026960750405010253,1,1,0,0,0.1472218018947355,0.3499999940395355,filtered,linprog goal-velocity priority optimal,0.427184700198853,0,1,12,predictive_link_4|joint_1_acceleration_upper,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,0.053346709737485405,1,continuity_tiebreak,0.33734163641929626,0,goal_velocity_linprog,0.0,valid,0.0026960750405010253,1.078869647503842,0|0.0459148595|0.13660417|0.152827196|0.151115543|0.151115543,0.394152595|0.196629421|0.0597443|0.0667666145|0.00269607504|0.00569607504,0.578096078|0.380572903|0.243687782|0.250710097|0.186639557|0.189639557,0.514152595|0.316629421|0.1797443|0.186766614|0.122696075|0.125696075,0|0|0|0|0.15|0.15,0|-0.0188373937|-0.0171638433|-0.0135188524|-0.0107843005|-0.0107843005,0|0|0|0|0|0,1.57661038|0.76768029|0.221813357|0.253547606|-3.22053243e-10|0.0119999997,optimal,0.053346709737485405,0.04834671122112452,0.004999998516360883,0.432759643|0.53099674|0.320739418,0|-0|0,0.0165274019818753,0.0030907110776752234,0.0012694640317931771,0.006555099971592426
203,10.200000000000001,-1.9058311550183342,0.5051817893981934,0.0967441201210022,0.18722277879714966,0.30358409881591797,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.4157750606536865,5.5045599937438965,24.03531837463379,0.3499999940395355,0.0,0.10433549818854558,0.0967441201210022,0.007591378067543383,0.24073641479305938,0.31411514759405823,-0.2094104484064169,0.18235395464391913,-0.391764403050336,0.0,1,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.22572420607320964,2.332075009238906,0,0,0,0,-1,nan,nan,,,672,0,0,1,8,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 674, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,682,682,nan,nan,1.0,filtered,0,1,10,1,21,0,1,0,0.0,0.0,0.0,0.0,1.0,0.004022809464870922,1,1,0,0,0.1472218018947355,0.3499999940395355,filtered,linprog goal-velocity priority optimal,0.5707196966614868,0,1,12,predictive_link_4|joint_1_acceleration_upper,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,0.187353957769563,1,continuity_tiebreak,0.7981738448143005,0,goal_velocity_linprog,0.0,valid,0.004022809464870922,1.0775046512335336,0|0.0435449289|0.0835817579|0.0971387102|0.0882889773|0.0882889773,0.394220845|0.193436925|0.0572206021|0.064781969|0.00402280946|0.00702279943,0.578096078|0.377312158|0.241095835|0.248657202|0.187898042|0.190898032,0.514220845|0.313436925|0.177220602|0.184781969|0.124022809|0.127022799,0|0.15|0.15|0.15|0.128653288|0.128652971,0|-0.0601190823|-0.0810034174|-0.0636065862|-0.0160912392|-0.0160912681,0|0|0|0|0|0,1.57688338|0.713628618|0.147878991|0.19552129|-1.310871e-09|0.0119999296,optimal,0.187353957769563,0.18235395464391915,0.005000003125643859,0.432759643|0.53099674|0.320739418,0|-0|0,0.01582850096747279,0.0024751389864832163,0.0012356279185041785,0.006072136922739446
204,10.25,-1.8946016846820324,0.5141925811767578,0.08673238009214401,0.18639898300170898,0.34363409876823425,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.6686971187591553,5.47509765625,4.871373653411865,0.3499999940395355,0.0,0.09674412094110005,0.08673238009214401,0.010011740848956036,0.24144451266928463,0.5365295259508615,-0.21517237331437558,0.2699636506072372,-0.4851360239216128,0.0,1,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.22572420607320964,2.332075009238906,0,0,0,0,-1,nan,nan,,,672,0,0,1,8,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 674, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,682,682,nan,nan,1.0,filtered,0,1,10,1,21,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0031248140251182582,1,1,0,0,0.1472218018947355,0.3499999940395355,filtered,linprog goal-velocity priority optimal,0.7793746856614793,0,1,12,predictive_link_4|joint_1_acceleration_upper,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,0.2749636523091073,1,continuity_tiebreak,0.9802678823471069,0,goal_velocity_linprog,6.938893903907228e-18,valid,0.0031248140251182582,1.0752259600783471,0|0.129285205|0.292778312|0.33278968|0.312293458|0.312293458,0.39433478|0.18510814|0.0460143548|0.0551789|0.00312481403|0.00612480558,0.578096078|0.368869438|0.229775653|0.238940198|0.186886112|0.189886104,0.51433478|0.30510814|0.166014355|0.1751789|0.123124814|0.126124806,0|0.15|0.15|0.15|0.0455152216|0.0455151315,0|-0.0966400518|-0.0974989352|-0.0810756474|-0.012499257|-0.0124993073,0|0|0|0|0|0,1.57733912|0.64379251|0.0865584838|0.139639953|-8.84082703e-10|0.0119999151,optimal,0.2749636523091073,0.26996365060723715,0.005000001701870149,0.432759643|0.53099674|0.320739418,0|-0|0,0.01639043795876205,0.0028043269412592053,0.0013186850119382143,0.007089597987942398
205,10.3,-2.1232311663968404,0.5411669015884399,0.08349684625864029,0.1877172589302063,0.37501582503318787,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.9271501898765564,5.347637176513672,4.690585136413574,0.3500000238418579,0.0,0.08673237766813235,0.08349684625864029,0.003235531409492065,0.24354481126611008,0.7509991827571513,-0.23158338939520365,0.21939996236542803,-0.45098335176063165,0.0,1,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.22572420607320964,2.332075009238906,0,0,0,0,-1,nan,nan,,,672,0,0,1,8,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 674, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,682,682,nan,nan,1.0,filtered,0,1,10,1,21,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0028110232214156178,1,1,0,0,0.1472218018947355,0.3500000238418579,filtered,linprog goal-velocity priority optimal,1.0012510003618527,0,1,12,predictive_link_4|joint_1_acceleration_upper,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,0.2243999566318271,1,continuity_tiebreak,0.9962135553359985,0,goal_velocity_linprog,3.469446951953614e-18,valid,0.0028110232214156178,1.0717592343694087,0|0.214740901|0.499707954|0.559044452|0.532261716|0.532261716,0.394508116|0.17551419|0.0375536785|0.0483490863|0.00281102322|0.00581098529,0.578096078|0.359102152|0.22114164|0.231937048|0.186398985|0.189398947,0.514508116|0.29551419|0.157553679|0.168349086|0.122811023|0.125810985,0|0.15|0.15|0.15|0|0,0|-0.12489696|-0.0506080837|-0.0117361812|-0.011244095|-0.011244095,0|0|0|0|0|0,1.57803246|0.577159801|0.0996066304|0.181660164|-2.08628831e-09|0.0119998462,optimal,0.2243999566318271,0.219399962365428,0.004999994266399105,0.432759643|0.53099674|0.320739418,0|-0|0,0.017033695010468364,0.0037464300403371453,0.0012136800214648247,0.006516986060887575
206,10.350000000000001,-2.5412982885716975,0.6041170358657837,0.08940869569778442,0.18838798999786377,0.4141039252281189,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.8077234029769897,4.92851448059082,183.1494140625,0.3500000238418579,0.0,0.08349684858036484,0.08940869569778442,-0.005911847117419586,0.2470110270620038,0.6544958144884564,-0.2452536132401449,0.0028759481050543226,-0.24812956134519923,0.0,1,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.2250690460205078,2.557144055259414,0,0,0,0,-1,nan,nan,,,736,0,0,1,8,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 739, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,747,747,nan,nan,1.0,filtered,0,1,11,1,21,0,1,0,0.0,0.0,0.0,0.0,1.0,0.004382784133350345,1,1,0,0,0.1472218018947355,0.3500000238418579,filtered,linprog goal-velocity priority optimal,0.9011687221134532,0,1,12,predictive_link_4|joint_2_acceleration_lower|joint_1_velocity_upper,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,0.007875947340378156,1,continuity_tiebreak,0.9689785242080688,0,goal_velocity_linprog,0.0,valid,0.004382784133350345,1.066689386819632,7.85552504e-18|0.300063866|0.699126366|0.768655621|0.743274481|0.743274481,0.394761609|0.165512247|0.0346861673|0.047147208|0.00438278413|0.00738278413,0.578096078|0.348846716|0.218020637|0.230481677|0.187717253|0.190717253,0.514761609|0.285512247|0.154686167|0.167147208|0.124382784|0.127382784,0|0.15|0.102530788|0.0802921165|0|0,-1.26342328e-19|-0.139537789|-0.0689356778|-0.0650085833|-0.0175311375|-0.0175311375,0|0|0|0|0|0,1.57904643|0.522511197|0.0698089916|0.123580249|-9.59788159e-10|0.011999999,optimal,0.007875947340378156,0.0028759481050543126,0.0049999992353238435,0.432759643|0.53099674|0.320739418,0|-0|0,0.2451570100383833,0.004676538053900003,0.00115546106826514,0.008989498019218445
207,10.4,-2.658494463303642,0.623602032661438,0.09728284180164337,0.18815955519676208,0.4135124683380127,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.5564196109771729,5.851324558258057,84.7793197631836,0.3499999940395355,0.0,0.0894087003686567,0.09728284180164337,-0.007874141432986675,0.25088206681878,0.42801193641428037,-0.24119963784966594,-0.10083751023257113,-0.14036212761709482,0.0,1,0,disabled,0.0,1,PLAN_FAILED,ik_not_found,0,0.2250690460205078,2.557144055259414,0,0,0,0,-1,nan,nan,,,736,0,0,1,8,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 739, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,747,747,nan,nan,1.0,filtered,0,1,11,1,21,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0052351074406633835,1,1,0,0,0.1472218018947355,0.3499999940395355,filtered,linprog goal-velocity priority optimal,0.6804564099723558,0,1,12,predictive_link_4|joint_1_acceleration_lower|joint_2_acceleration_lower,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,-0.09583750718272328,1,continuity_tiebreak,0.9750337600708008,0,goal_velocity_linprog,3.469446951953614e-18,valid,0.0052351074406633835,1.0630578549646224,0|0.29751578|0.617481406|0.671045802|0.649831466|0.649831466,0.394943185|0.154217307|0.0228478152|0.0380960655|0.00523510744|0.00823510673,0.578096078|0.3373702|0.206000708|0.221248958|0.188388|0.191387999,0.514943185|0.274217307|0.142847815|0.158096066|0.125235107|0.128235107,0|0.15|0.143576274|0.102112938|0|0,0|-0.112039134|-0.0404172319|-0.042565351|-0.0209404286|-0.0209404286,0|0|0|0|0|0,1.57977274|0.504830093|0.0509740291|0.109818911|1.20539946e-09|0.0119999984,optimal,-0.09583750718272328,-0.10083751023257112,0.005000003049847837,0.432759643|0.53099674|0.320739418,0|-0|0,0.018401582958176732,0.0038000730564817786,0.001243709004484117,0.006563727045431733
