episode,reward,cost,length,success,collision,collision_capsule_overlap,collision_pybullet_contact,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,non_end_link_collision,final_position_error,completion_time,min_distance,mean_risk,max_risk,safety_violation_count,safety_violation_rate,safety_filter_intervention_rate,mean_safety_filter_intervention_norm,safety_filter_safe_stop_rate,safety_filter_infeasible_rate,safety_filter_projection_failure_rate,safety_filter_fallback_rate,safety_filter_qp_used_rate,safety_filter_qp_timeout_rate,safety_filter_compute_budget_stop_rate,predictive_near_miss_rate,min_predictive_h_m,mean_safety_filter_solve_time_s,max_safety_filter_solve_time_s,mean_safety_filter_predictive_risk_time_s,mean_safety_filter_jacobian_workspace_time_s,mean_safety_filter_projection_time_s,mean_action_variation,rms_acceleration,rms_jerk,recovery_triggered,recovery_success,recovery_steps,recovery_duration_s,initially_unsafe,initial_predictive_h_m
0,-160.42784148323133,96.39642153307796,240,0,0,0,0,,,nan,0,0.41298583149909973,12.0,0.08206876367330551,0.2116581062708671,0.8509214520454407,14,0.058333333333333334,0.4708333333333333,0.11388473979361621,0.08333333333333333,0.07083333333333333,0.0125,0.0,0.0,0.0,0.0,0.07083333333333333,-0.03809644914104271,0.004851504062147191,0.17513622529804707,0.0012087159518462916,0.0012079686741344631,0.0024069208496560654,0.12349765393106887,1.265438199043274,26.44352149963379,0,0,0,0.0,0,0.242922843905229
1,-150.1132254063748,38.93897488527,240,0,0,0,0,,,nan,0,0.5143528580665588,12.0,0.14704446494579315,0.14657982849360754,0.6421734094619751,0,0.0,0.8458333333333333,0.23210223326987311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015514892011971482,0.003438196967666348,0.005631621927022934,0.0014215172656501334,0.001370423446254184,0.0006145458823690812,0.07727457552294557,0.885861337184906,11.53870677947998,0,0,0,0.0,0,0.5238211712236268
2,-94.82262012126036,71.64458519220352,139,0,1,0,1,6,wrist_2_link,0.00044570104888433295,1,0.4018503725528717,6.95,0.017046282067894936,0.23588491965540878,0.8923041820526123,9,0.06474820143884892,0.3597122302158273,0.07525673406169904,0.08633093525179857,0.02877697841726619,0.05755395683453238,0.02158273381294964,0.0,0.0,0.0,0.07913669064748201,-0.13012931138230205,0.019684176114823322,0.2432462526485324,0.0013604497992627913,0.0013157231264191566,0.016977455882395773,0.1125049636893564,1.3210251331329346,30.122127532958984,0,0,0,0.0,0,0.1880524497448351
3,-15.788760277743283,29.36476695537567,132,1,0,0,0,,,nan,0,0.05365902557969093,6.6000000000000005,0.1612350344657898,0.2149907010184093,0.49137207865715027,0,0.0,0.3787878787878788,0.0689619046421377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04123503943108714,0.0033271850411300406,0.0066046761348843575,0.0013950784817676652,0.0013381908365497084,0.0005632963694744941,0.11923868398915863,1.1832915544509888,17.739517211914062,0,0,0,0.0,0,0.07158709488135578
4,-26.110241542665193,20.921835005283356,15,0,1,0,1,3,upper_arm_link,-0.004264827804306519,1,0.36860063672065735,0.75,0.10707051306962967,0.5660580555597942,0.878437340259552,1,0.06666666666666667,0.7333333333333333,0.1977703158730544,0.3333333333333333,0.0,0.3333333333333333,0.06666666666666667,0.0,0.0,0.0,0.2,-0.0400892160170081,0.07412420064210892,0.20023050718009472,0.0015441590299208959,0.0014746040726701418,0.07106926590204239,0.2060035139322281,2.581362009048462,68.5322036743164,0,0,0,0.0,0,0.08519591072756744
5,-91.18163352841542,48.96024468913674,240,0,0,0,0,,,nan,0,0.3592432737350464,12.0,0.15092186629772186,0.18361708002630622,0.5287935733795166,0,0.0,0.3958333333333333,0.052034955131793716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004051647811171594,0.003567274698677162,0.006354533135890961,0.0015259209671057762,0.0014525589222709337,0.0005553224628480773,0.15670508738063896,1.5051825046539307,38.38642120361328,0,0,0,0.0,0,0.11271181035294309
6,-151.45018399324465,116.41655749641359,240,0,0,0,0,,,nan,0,0.1376560777425766,12.0,0.057444505393505096,0.26061868186419207,0.8687953948974609,16,0.06666666666666667,0.4,0.08893375431925078,0.075,0.0625,0.0125,0.0,0.0,0.0,0.0,0.07916666666666666,-0.06263876555228176,0.005843533482402563,0.1864320319145918,0.0015798471285961568,0.0015292831851790349,0.0026994900118249157,0.14266614376489695,1.5291688442230225,31.679658889770508,0,0,0,0.0,0,0.17365511666427436
7,-74.27140895032807,35.52887368761003,240,0,0,0,0,,,nan,0,0.3706558048725128,12.0,0.19768129289150238,0.13820795240656783,0.41450366377830505,0,0.0,0.26666666666666666,0.018675050617170712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06657072407599829,0.0031138652314742408,0.006443199701607227,0.00132328411952282,0.0012700537452474236,0.0004912839930815001,0.11933679531600015,1.2315200567245483,36.089473724365234,0,0,0,0.0,0,0.2566882135378404
8,-223.51758420846522,197.7177839204669,240,0,0,0,0,,,nan,0,0.17698949575424194,12.0,0.07053995877504349,0.32325159589915226,0.8253965973854065,39,0.1625,0.5958333333333333,0.14858940646625757,0.175,0.17083333333333334,0.004166666666666667,0.03333333333333333,0.0,0.0,0.0,0.175,-0.04947720657351706,0.010350774713636686,0.23097615037113428,0.0013623777156074842,0.0013116204917120436,0.0076461405803759895,0.11956456840659181,1.3205093145370483,31.948366165161133,0,0,0,0.0,0,0.32800173698907237
9,-59.486004498882444,38.440117701888084,240,0,0,0,0,,,nan,0,0.21039502322673798,12.0,0.18270573019981384,0.15480965051489573,0.41508588194847107,0,0.0,0.10416666666666667,0.004139037254961766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06270572053909257,0.0036523631541058423,0.005299256183207035,0.0015732201708791157,0.0014864408527500927,0.0005584503485200306,0.1178403834734733,1.211403250694275,26.000246047973633,0,0,0,0.0,0,0.2713616967514958
10,-62.13388054858842,53.86572045087814,15,0,1,1,0,,,nan,1,0.4570980966091156,0.75,-0.0027436823584139347,0.8325903018315634,0.8697275519371033,11,0.7333333333333333,1.0,0.35932996271430484,1.0,0.6,0.4,0.0,0.0,0.0,0.0,0.8666666666666667,-0.1465172080385087,0.07036721644302209,0.18480007629841566,0.0014529163638750712,0.001347005491455396,0.067534139752388,0.0,0.0,0.0,0,0,0,0.0,0,0.022915394769436492
11,-71.22502216671133,34.20105006918311,240,0,0,0,0,,,nan,0,0.314907044172287,12.0,0.24231912195682526,0.13660433002126712,0.2454977184534073,0,0.0,0.5375,0.08429457990544943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1220586633429982,0.0026335024391300975,0.004410875029861927,0.0010952725385626157,0.0010806235872829954,0.000432684652817746,0.10609269743630041,1.0577993392944336,17.545394897460938,0,0,0,0.0,0,0.12704097263963687
