step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s
0,0.05,-1.120175932542393,0.1400061994791031,0.7478249669075012,0.4681350886821747,0.1379934847354889,0.35,2,0,0,0,0.48692071437835693,9.73841381072998,194.7682647705078,0.5643681883811951,1.0,0.33494415578019315,0,0,0,0,0.33494415578019315,0.0,filtered,0.08647938454570746,0,0,12,joint_4_acceleration_upper,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.33494415578019315,0.468804318|0.483804303|0.334944156|0.341850347|0.467118967|0.500911003,0.588804318|0.603804303|0.454944156|0.461850347|0.587118967|0.620911003,0.588804318|0.603804303|0.454944156|0.461850347|0.587118967|0.620911003,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.0170358077|-0.0204422862|-0.123791246|-0.13999344,-0.0871740712|0|-0.140486427|-0.141717914|-0.154742698|-0.149312156,1.7880432|1.93521721|1.18225439|1.20524119|1.58994192|1.71433842,0.314935297|-0.605887532|0.392378479,0.0455636047|0.14943485|0.0278512407,0.0033667273819446564
1,0.1,-0.9895674375991996,0.20286191999912262,0.7317682504653931,0.4600142538547516,0.20111630856990814,0.35,2,0,0,0,0.8234484195709229,6.897005558013916,73.71257781982422,0.8234479427337646,1.0,0.32709070941513935,0,0,0,0,0.33494415578019315,0.0,filtered,1.012474612552998e-06,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.32709070941513935,0.464475865|0.479475852|0.327090709|0.33364568|0.4535237|0.486837127,0.584475865|0.599475852|0.447090709|0.45364568|0.5735237|0.606837127,0.584475865|0.599475852|0.447090709|0.45364568|0.5735237|0.606837127,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.0221842902|-0.0354015805|-0.216223515|-0.247175053,-0.0859653041|0|-0.139571106|-0.142302964|-0.155003478|-0.149556375,1.77193816|1.91790341|1.14660744|1.15687818|1.44286781|1.55061708,0.317213386|-0.598415971|0.393771082,0.0455636047|0.14943485|0.0278512407,0.0030907737091183662
2,0.15000000000000002,-0.8634654287786842,0.23350176215171814,0.7104830145835876,0.45273634791374207,0.23139502108097076,0.35,2,0,0,0,0.8496105074882507,5.937747001647949,181.45388793945312,0.8425363898277283,1.0,0.31917469275965266,0,0,0,0,0.33494415578019315,0.0,filtered,0.08057017929585962,0,0,12,joint_5_acceleration_upper,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.31917469275965266,0.460208387|0.475208387|0.319174693|0.324609562|0.43527042|0.467312022,0.580208387|0.595208387|0.439174693|0.444609562|0.55527042|0.587312022,0.580208387|0.595208387|0.439174693|0.444609562|0.55527042|0.587312022,0.15|0.15|0.15|0.15|0.15|0.15,0|0|-0.00906481306|-0.0387476133|-0.249040449|-0.293987123,-0.0847349814|0|-0.138144373|-0.14339227|-0.15558123|-0.150226372,1.75609857|1.90083355|1.12948959|1.11629836|1.33646|1.42503459,0.319491476|-0.590944409|0.395163685,0.0455636047|0.14943485|0.0278512407,0.003445630893111229
3,0.2,-0.7484004260934773,0.24883770942687988,0.6857806444168091,0.44658973813056946,0.2462756335735321,0.35,2,0,0,0,0.9120076298713684,6.012649059295654,38.45327377319336,0.9119013547897339,1.0,0.312164321324419,0,0,0,0,0.33494415578019315,0.0,filtered,0.008886057161328292,0,0,12,joint_3_acceleration_upper,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.312164321324419,0.456002967|0.471002967|0.312164321|0.315405977|0.415386696|0.445396171,0.576002967|0.591002967|0.432164321|0.435405977|0.535386696|0.565396171,0.576002967|0.591002967|0.432164321|0.435405977|0.535386696|0.565396171,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0101079394|-0.0391664984|-0.25605339|-0.313707479,-0.0834829073|0|-0.136284213|-0.144639943|-0.156310219|-0.151145933,1.74052896|1.88401187|1.12248101|1.07781747|1.24918317|1.31673127,0.321769565|-0.583472848|0.396556288,0.0455636047|0.14943485|0.0278512407,0.003564964048564434
4,0.25,-0.643620058252566,0.2579613924026489,0.6589264273643494,0.43911808729171753,0.2548426389694214,0.35,3,0,0,0,0.9978339076042175,2.5816650390625,102.85074615478516,0.9978338479995728,1.0,0.3062255754996387,0,0,0,0,0.33494415578019315,0.0,filtered,2.1033191945622942e-07,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.3062255754996387,0.451860696|0.466860688|0.306338575|0.306225575|0.395300824|0.422605128,0.571860696|0.586860688|0.426338575|0.426225575|0.515300824|0.542605128,0.571860696|0.586860688|0.426338575|0.426225575|0.515300824|0.542605128,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0298847638|-0.0397881698|-0.25305807|-0.320560577,-0.0822088989|0|-0.134056259|-0.145862895|-0.157013483|-0.152133282,1.72523389|1.86744275|1.1211828|1.03925124|1.17113174|1.21772665,0.324047655|-0.576001287|0.397948891,0.0455636047|0.14943485|0.0278512407,0.0026562074199318886
5,0.30000000000000004,-0.5475910351003952,0.2532743513584137,0.6310169100761414,0.4305935502052307,0.2495190054178238,0.35,3,0,0,0,1.0278714895248413,1.7980915307998657,67.70307159423828,1.0278713703155518,1.0,0.2970754518900238,0,0,0,0,0.33494415578019315,0.0,filtered,4.2638033041559705e-07,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.2970754518900238,0.447782677|0.462782677|0.301698685|0.297075452|0.375543607|0.399626232,0.567782677|0.582782677|0.421698685|0.417075452|0.495543607|0.519626232,0.567782677|0.582782677|0.421698685|0.417075452|0.495543607|0.519626232,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0540387311|-0.0317282427|-0.22852344|-0.301447724,-0.0809127874|0|-0.131502182|-0.146950123|-0.157523957|-0.153020016,1.71021792|1.85113071|1.12933129|1.00962344|1.11612703|1.14403719,0.326325744|-0.568529725|0.399341494,0.0455636047|0.14943485|0.0278512407,0.0021637817844748497
6,0.35000000000000003,-0.45829552546172636,0.2465139627456665,0.6024417877197266,0.42263251543045044,0.24205340445041656,0.35,3,0,0,0,1.0514582395553589,1.6172505617141724,10.583670616149902,1.0514580011367798,1.0,0.28843733949838923,0,0,0,0,0.33494415578019315,0.0,filtered,4.372775139718239e-07,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.28843733949838923,0.443770018|0.458770018|0.298437426|0.288437339|0.357199253|0.377787461,0.563770018|0.578770018|0.418437426|0.408437339|0.477199253|0.497787461,0.563770018|0.578770018|0.418437426|0.408437339|0.477199253|0.497787461,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.076527925|-0.0220170605|-0.201196704|-0.278289351,-0.0795944191|0|-0.128674651|-0.147704719|-0.15770138|-0.153670928,1.69548565|1.83508007|1.14160298|0.984027578|1.06989893|1.07918956,0.328603834|-0.561058164|0.400734097,0.0455636047|0.14943485|0.0278512407,0.002187417820096016
7,0.4,-0.3777154100763619,0.23588645458221436,0.5737414360046387,0.41545355319976807,0.2306784987449646,0.35,3,0,0,0,1.065664291381836,0.8764449954032898,21.502197265625,1.0656641721725464,1.0,0.2804241675209931,0,0,0,0,0.33494415578019315,0.0,filtered,2.3230626125607932e-07,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.2804241675209931,0.439823834|0.454823834|0.296474915|0.280424168|0.340418762|0.357309641,0.559823834|0.574823834|0.416474915|0.400424168|0.460418762|0.477309641,0.559823834|0.574823834|0.416474915|0.400424168|0.460418762|0.477309641,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.0987129549|-0.00814076291|-0.168567088|-0.248585088,-0.0782536569|0|-0.125608511|-0.148030414|-0.157411821|-0.15392101,1.68104168|1.81929534|1.1590041|0.965525494|1.03569614|1.02673247,0.330881923|-0.553586602|0.4021267,0.0455636047|0.14943485|0.0278512407,0.0020894743502140045
8,0.45,-0.3039251509348131,0.2201957106590271,0.5453400015830994,0.4093164801597595,0.214239701628685,0.35,3,0,0,0,1.0698561668395996,1.2799421548843384,15.36127758026123,1.0698561668395996,1.0,0.2732692965515984,0,0,0,0,0.33494415578019315,0.0,passthrough,2.9163699192673414e-10,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.2732692965515984,0.43594525|0.450945228|0.295794097|0.273269297|0.325470645|0.338528436,0.55594525|0.570945228|0.415794097|0.393269297|0.445470645|0.458528436,0.55594525|0.570945228|0.415794097|0.393269297|0.445470645|0.458528436,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.120870999|0.0108240858|-0.130445399|-0.211993486,-0.0768903807|0|-0.122346562|-0.147823392|-0.156550182|-0.153632264,1.66689062|1.80378091|1.18170083|0.95607788|1.014887|0.988487993,0.333160013|-0.546115041|0.403519303,0.0455636047|0.14943485|0.0278512407,0.002091021277010441
9,0.5,-0.2381129430548583,0.19905440509319305,0.5177072286605835,0.4044804573059082,0.19240030646324158,0.35,3,0,0,0,1.0749253034591675,2.017179489135742,22.14021110534668,1.0749253034591675,1.0,0.2672446894943401,0,0,0,0,0.33494415578019315,0.0,filtered,6.340262280199751e-08,0,0,12,,workspace_z_upper,0,0,1,solved,osqp,0.0,valid,0.2672446894943401,0.432135392|0.447135392|0.296388658|0.267244689|0.312504593|0.321790779,0.552135392|0.567135392|0.416388658|0.387244689|0.432504593|0.441790779,0.552135392|0.567135392|0.416388658|0.387244689|0.432504593|0.441790779,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.14302656|0.034955114|-0.0979336478|-0.169804085,-0.0755044892|0|-0.118938177|-0.146998831|-0.155004329|-0.152698546,1.65303708|1.78854157|1.20964301|0.956935041|0.997080393|0.964660485,0.335438102|-0.538643479|0.404911906,0.0455636047|0.14943485|0.0278512407,0.003061620518565178
