step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s
0,0.05,-0.4122255136765716,0.18463961780071259,0.38741135597229004,0.35713279247283936,0.16782166063785553,0.35,3,0,0,0,0.3562779426574707,7.125558853149414,142.51116943359375,0.4021115005016327,1.0,0.21825932020379057,0,0,0,0,0.21825932020379057,0.0,filtered,0.05293118630797082,0,0,12,joint_2_acceleration_lower,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.21825932020379057,0.463931974|0.478931974|0.245132031|0.21825932|0.274678478|0.308444861,0.583931974|0.598931974|0.365132031|0.33825932|0.394678478|0.428444861,0.583931974|0.598931974|0.365132031|0.33825932|0.394678478|0.428444861,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.057087996|0.0307869419|-0.00748026952|-0.0332845033,-0.132482953|0|-0.164727768|-0.173814731|-0.151495812|-0.137148985,1.72324494|1.9157279|0.872888353|0.730009492|0.93973783|1.06334596,0.447891593|-0.485971689|0.441606224,-0.0326186419|0.170619532|-0.0101773227,0.002961208112537861
1,0.1,-0.3155388039166963,0.12248386442661285,0.3817499577999115,0.3537100851535797,0.10517945885658264,0.35,3,0,0,0,0.6261534690856934,5.911046028137207,76.42205810546875,0.626153290271759,1.0,0.21106136752833204,0,0,0,0,0.21825932020379057,0.0,filtered,4.1855793943464574e-07,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.21106136752833204,0.457329999|0.472329988|0.239526189|0.211061368|0.266946771|0.300248861,0.577329999|0.592329988|0.359526189|0.331061368|0.386946771|0.420248861,0.577329999|0.592329988|0.359526189|0.331061368|0.386946771|0.420248861,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.126105048|0.105830953|0.0607712288|0.0163078457,-0.131597963|0|-0.164084297|-0.173809379|-0.151387668|-0.136854624,1.69772203|1.88931995|0.920125508|0.776267044|0.977170645|1.08044867,0.44626081|-0.477440834|0.441097319,-0.0326186419|0.170619532|-0.0101773227,0.003042444586753845
2,0.15000000000000002,-0.2500407379048582,0.14086996018886566,0.3723129630088806,0.34962958097457886,0.13342590630054474,0.35,3,0,0,0,0.7364242672920227,4.245937824249268,133.40733337402344,0.7364242076873779,1.0,0.20763882786617455,0,0,0,0,0.21825932020379057,0.0,filtered,2.874659061582152e-07,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.20763882786617455,0.450772884|0.465772858|0.23747186|0.207638828|0.262575984|0.294455829,0.570772884|0.585772858|0.35747186|0.327638828|0.382575984|0.414455829,0.570772884|0.585772858|0.35747186|0.327638828|0.382575984|0.414455829,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.141897707|0.0892156339|0.0100308921|-0.048436812,-0.130688456|0|-0.163160984|-0.173805178|-0.152071691|-0.137692548,1.67240308|1.86309143|0.928624164|0.745965767|0.908263135|0.991693958,0.444630027|-0.468909979|0.440588415,-0.0326186419|0.170619532|-0.0101773227,0.002800341695547104
3,0.2,-0.225698550336839,0.20694461464881897,0.3588797152042389,0.34392061829566956,0.1986267864704132,0.35,3,0,0,0,0.7959796786308289,5.443432807922363,137.27821350097656,0.7959794998168945,1.0,0.2035778739975576,0,0,0,0,0.21825932020379057,0.0,filtered,3.9798470383384383e-07,0,0,12,,workspace_x_upper,0,0,1,solved,osqp,0.0,valid,0.2035778739975576,0.444261871|0.459261871|0.236472533|0.203577874|0.255830018|0.285518065,0.564261871|0.579261871|0.356472533|0.323577874|0.375830018|0.405518065,0.564261871|0.579261871|0.356472533|0.323577874|0.375830018|0.405518065,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.143748728|0.0552968946|-0.0531969398|-0.124312958,-0.129753696|0|-0.161838293|-0.173665927|-0.152882622|-0.138656475,1.64729379|1.83704748|0.927800566|0.695942464|0.81724051|0.879102828,0.442999244|-0.460379124|0.44007951,-0.0326186419|0.170619532|-0.0101773227,0.0033155642449855804
4,0.25,-0.19893674851479887,0.25056493282318115,0.34284865856170654,0.3371877670288086,0.2411033809185028,0.35,3,0,0,0,0.8995354771614075,4.290023326873779,72.10924530029297,0.8995351195335388,1.0,0.19791849292167252,0,0,0,0,0.21825932020379057,0.0,filtered,8.450435556079689e-07,0,0,12,,predictive_link_3,0,0,1,solved,osqp,0.0,valid,0.19791849292167252,0.437798243|0.452798243|0.235753622|0.197918493|0.246040461|0.272833007,0.557798243|0.572798243|0.355753622|0.317918493|0.366040461|0.392833007,0.557798243|0.572798243|0.355753622|0.317918493|0.366040461|0.392833007,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.147903362|0.0332294182|-0.0892039665|-0.172232265,-0.128792931|0|-0.160142413|-0.173317332|-0.153502367|-0.139462391,1.62240004|1.81119297|0.930775437|0.651586057|0.741455509|0.779637371,0.441368461|-0.451848269|0.439570606,-0.0326186419|0.170619532|-0.0101773227,0.002181987278163433
5,0.30000000000000004,-0.17825041488762972,0.2863314747810364,0.3250536024570465,0.32951629161834717,0.2754499912261963,0.35,3,0,0,0,0.950812816619873,3.0170533657073975,53.68278121948242,0.9508126974105835,1.0,0.19127567685170305,0,0,0,0,0.21825932020379057,0.0,filtered,2.1415286264485659e-07,0,0,12,,predictive_link_3,0,0,1,solved,osqp,0.0,valid,0.19127567685170305,0.431383318|0.446383318|0.235406796|0.191275677|0.234600821|0.257846018,0.551383318|0.566383318|0.355406796|0.311275677|0.354600821|0.377846018,0.551383318|0.566383318|0.355406796|0.311275677|0.354600821|0.377846018,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.148236339|0.0124966788|-0.113742156|-0.207196382,-0.12780539|0|-0.158136007|-0.172684111|-0.153820016|-0.14005122,1.59772788|1.78553327|0.931727516|0.604915275|0.670841111|0.684136469,0.439737678|-0.443317413|0.439061701,-0.0326186419|0.170619532|-0.0101773227,0.0030894866213202477
6,0.35000000000000003,-0.1703121537890207,0.2430589497089386,0.31024256348609924,0.32438647747039795,0.23095548152923584,0.35,3,0,0,0,0.9046249389648438,3.675607442855835,95.97266387939453,0.9046248197555542,1.0,0.18374860608584642,0,0,0,0,0.21825932020379057,0.0,filtered,2.1578182832329146e-07,0,0,12,,predictive_link_3,0,0,1,solved,osqp,0.0,valid,0.18374860608584642,0.425018456|0.440018456|0.235241138|0.183748606|0.222097931|0.241230152,0.545018456|0.560018456|0.355241138|0.303748606|0.342097931|0.361230152,0.545018456|0.560018456|0.355241138|0.303748606|0.342097931|0.361230152,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.166212162|0.0608587379|-0.0361010057|-0.130806829,-0.126790287|0|-0.155884863|-0.171668237|-0.153665131|-0.140215895,1.57328354|1.76007383|0.951291852|0.624184925|0.698625589|0.693897885,0.438106894|-0.434786558|0.438552797,-0.0326186419|0.170619532|-0.0101773227,0.003149031661450863
7,0.4,-0.16756610437536557,0.28230687975883484,0.29417863488197327,0.31843385100364685,0.2687104344367981,0.35,3,0,0,0,0.9627150893211365,3.6439003944396973,111.47163391113281,0.962714672088623,1.0,0.17880973141938333,0,0,0,0,0.21825932020379057,0.0,filtered,9.057297521263195e-07,0,0,12,,predictive_link_3,0,0,1,solved,osqp,0.0,valid,0.17880973141938333,0.418705055|0.433705055|0.236024623|0.178809731|0.213553496|0.22854803,0.538705055|0.553705055|0.356024623|0.298809731|0.333553496|0.34854803,0.538705055|0.553705055|0.356024623|0.298809731|0.333553496|0.34854803,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.167773266|0.0419889424|-0.0597631952|-0.165094262,-0.125746816|0|-0.153603151|-0.170320956|-0.15320563|-0.140292434,1.5490734|1.73482022|0.958268608|0.586906912|0.641245158|0.608805424,0.436476111|-0.426255703|0.438043892,-0.0326186419|0.170619532|-0.0101773227,0.0031808046624064445
8,0.45,-0.17044005356134223,0.2613692581653595,0.28035688400268555,0.31416404247283936,0.24642415344715118,0.35,3,0,0,0,0.9649131298065186,2.5736091136932373,67.62918090820312,0.9649131298065186,1.0,0.17312369333901806,0,0,0,0,0.21825932020379057,0.0,passthrough,1.0657590440904988e-09,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.17312369333901806,0.412444553|0.427444553|0.237072427|0.173123693|0.203807648|0.214280295,0.532444553|0.547444553|0.357072427|0.293123693|0.323807648|0.334280295,0.532444553|0.547444553|0.357072427|0.293123693|0.323807648|0.334280295,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.179985854|0.0732441112|-0.0276266903|-0.120096067,-0.12467416|0|-0.151077064|-0.168440761|-0.150775048|-0.13981964,1.52510405|1.70977821|0.977198499|0.597298124|0.636828852|0.597205473,0.434845328|-0.417724848|0.437534988,-0.0326186419|0.170619532|-0.0101773227,0.0031530437991023064
9,0.5,-0.18182041251079062,0.2806399464607239,0.2669079601764679,0.30999282002449036,0.26425257325172424,0.35,3,0,0,0,1.011691689491272,2.795311212539673,48.81925582885742,1.0116914510726929,1.0,0.16918445528721238,0,0,0,0,0.21825932020379057,0.0,filtered,5.455262199747923e-07,0,0,12,,predictive_link_5,0,0,1,solved,osqp,0.0,valid,0.16918445528721238,0.40623843|0.42123843|0.238835848|0.169184455|0.195436448|0.202374423,0.52623843|0.54123843|0.358835848|0.289184455|0.315436448|0.322374423,0.52623843|0.54123843|0.358835848|0.289184455|0.315436448|0.322374423,0.15|0.15|0.15|0.15|0.15|0.15,0|0|0.185322628|0.0723393949|-0.0555775674|-0.126522393,-0.123571481|0|-0.148477682|-0.166107905|-0.14694987|-0.139020687,1.50138224|1.68495372|0.99218834|0.582969311|0.579218353|0.543954614,0.433214545|-0.409193993|0.437026083,-0.0326186419|0.170619532|-0.0101773227,0.0035572098568081856
