step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,unavoidable_collision,avoidable_collision,collision_avoidability_reason,safe_stop_infeasible_first_step,safe_stop_infeasible_last_step,safe_stop_h_drift_mps,safe_stop_drift_class,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,qdot_policy_norm,task_space_goal_error_before_m,task_space_goal_error_after_m,task_space_goal_error_delta_m,task_space_requested_speed_mps,task_space_executed_speed_mps,task_space_requested_toward_goal_mps,task_space_executed_toward_goal_mps,task_space_filter_velocity_loss_mps,task_space_nominal_toward_goal_mps,task_space_recovery_active_for_command,residual_control_enabled,residual_control_mode,residual_control_base_qdot_norm,hierarchical_control_enabled,hierarchical_state,hierarchical_plan_reason,hierarchical_plan_iterations,hierarchical_planning_time_s,hierarchical_planning_time_total_s,hierarchical_ik_candidate_count,hierarchical_ik_found,hierarchical_plan_found,hierarchical_direct_path,hierarchical_selected_candidate_index,hierarchical_selected_path_length_rad,hierarchical_selected_path_min_clearance_m,hierarchical_ik_candidate_errors_m,hierarchical_ik_candidate_clearances_m,hierarchical_ik_attempts_used,hierarchical_ik_fallback_used,hierarchical_ik_fallback_attempted,hierarchical_ik_rejection_counts,hierarchical_selected_path_predictive_h_m,hierarchical_selected_path_filter_intervention,hierarchical_filter_intervention_ratio,hierarchical_filter_status,hierarchical_servo_stall_steps,hierarchical_servo_stall_replans,hierarchical_plan_count,hierarchical_replan_count,hierarchical_hold_steps,hierarchical_consecutive_hold_steps,hierarchical_waypoint_index,hierarchical_waypoint_count,hierarchical_path_progress,hierarchical_residual_budget,hierarchical_nominal_qdot_norm,residual_qdot_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_reason,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_infeasible_constraint_categories,safety_filter_infeasibility_diagnostic_status,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_max_link_speed_bound_mps,predictive_link_velocity_norms_mps,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
0,0.05,-0.8395567378870991,0.1600930541753769,0.39231163263320923,0.37163621187210083,0.11066215485334396,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.48989787697792053,9.797957420349121,195.95913696289062,1.556618571281433,1.556618571281433,0.39888009134772384,0.39231163263320923,0.006568458714514613,0.5132531840683805,0.1468314782253142,0.4667444285962701,0.13088443392770674,0.3358599946685633,0.46674442515366116,0,0,disabled,0.0,1,TRACK,direct_path,0,0.8717774910619482,0.8717774910619482,23,1,1,1,9,1.2828761437638039,0.13511401414871216,0.0007379685184206801;0.0027948034190633632;0.005239466686034089;0.002028503992540894;0.002461327559823264;0.006794558676853388;0.0019398224318695782;0.0025089871678480842;0.005161438582784178;0.0041552831583875635;0.006546778553169636;0.005394731427006117;0.010682514942125191;0.0031166557611314563;0.0012420690085810902;0.002559067237787428;0.0021549071615373436;0.007109014305984755;0.005434463618378627;0.0029488190488395094;0.003201827417112267;0.0011289590403239572;0.006695360000548387,0.1241748109459877;0.13124185800552368;0.13308270275592804;0.13062407076358795;0.12096551805734634;0.13106562197208405;0.13383319973945618;0.13355126976966858;0.13005226850509644;0.13511401414871216;0.1297345608472824;0.13365192711353302;0.12869751453399658;0.1292969137430191;0.13225379586219788;0.13343435525894165;0.1335551142692566;0.13427655398845673;0.12917925417423248;0.13367927074432373;0.13366517424583435;0.12010393291711807;0.12741060554981232,64,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 13, 'obstacle_clearance': 29, 'obstacle_contact': 0, 'self_collision': 0}",nan,nan,0.0,not_enabled,0,0,1,0,0,0,1,2,1.0,1.0,1.556618571281433,0.0,1.0,0.20013563998893585,0,0,0,0,0.20013563998893585,0.0,filtered,osqp optimal,1.0879307268961338,0,0,12,joint_2_acceleration_lower|joint_3_acceleration_lower|joint_4_acceleration_upper|joint_5_acceleration_upper,predictive_link_4,,,0,0,1,solved,osqp,0.0,valid,0.20013563998893585,0.9266524413885512,0|0|0|0|0|0,,,,,,,,,,0.009865892003290355,0.002661145059391856,0.001270228996872902,0.0018895429093390703
1,0.1,-1.1652609673313885,0.27725717425346375,0.3790219724178314,0.361828476190567,0.2079530656337738,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.9306707978248596,9.017118453979492,57.122840881347656,1.5452855825424194,1.5452855825424194,0.3923116320035676,0.3790219724178314,0.013289659585736191,0.5158730436038945,0.2949390403314617,0.47270802771853865,0.2638133171551551,0.20889471056338355,0.47270802695986464,0,0,disabled,0.0,1,TRACK,direct_path,0,0.8717774910619482,0.8717774910619482,23,1,1,1,9,1.2828761437638039,0.13511401414871216,0.0007379685184206801;0.0027948034190633632;0.005239466686034089;0.002028503992540894;0.002461327559823264;0.006794558676853388;0.0019398224318695782;0.0025089871678480842;0.005161438582784178;0.0041552831583875635;0.006546778553169636;0.005394731427006117;0.010682514942125191;0.0031166557611314563;0.0012420690085810902;0.002559067237787428;0.0021549071615373436;0.007109014305984755;0.005434463618378627;0.0029488190488395094;0.003201827417112267;0.0011289590403239572;0.006695360000548387,0.1241748109459877;0.13124185800552368;0.13308270275592804;0.13062407076358795;0.12096551805734634;0.13106562197208405;0.13383319973945618;0.13355126976966858;0.13005226850509644;0.13511401414871216;0.1297345608472824;0.13365192711353302;0.12869751453399658;0.1292969137430191;0.13225379586219788;0.13343435525894165;0.1335551142692566;0.13427655398845673;0.12917925417423248;0.13367927074432373;0.13366517424583435;0.12010393291711807;0.12741060554981232,64,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 13, 'obstacle_clearance': 29, 'obstacle_contact': 0, 'self_collision': 0}",nan,nan,0.69890642895294,filtered,0,0,1,0,0,0,1,2,1.0,0.8798563525320559,1.5452855825424194,0.0,1.0,0.18077701640512894,0,0,0,0,0.20013563998893585,0.0,filtered,osqp optimal,0.6329201617733311,0,0,12,joint_2_acceleration_lower|joint_3_acceleration_lower|joint_0_acceleration_upper|joint_1_acceleration_upper|joint_4_acceleration_upper,predictive_link_4,,,0,0,1,solved,osqp,0.0,valid,0.18077701640512894,0.9317398661512565,5.56118831e-18|0.0847961715|0.119312359|0.119312359|0.147468462|0.147468462,,,,,,,,,,0.01010732795111835,0.0031025110511109233,0.0012243629898875952,0.0015029690694063902
2,0.15000000000000002,-1.490140814298398,0.3991971015930176,0.3584192097187042,0.3467203378677368,0.29976019263267517,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.3365261554718018,8.528467178344727,42.42428970336914,1.5186506509780884,1.5186506509780884,0.3790219830016188,0.3584192097187042,0.0206027732829146,0.5223780575333957,0.44590914781868746,0.4867226283635491,0.40818228336948736,0.07854034499406176,0.4867226419547633,0,0,disabled,0.0,1,TRACK,direct_path,0,0.8717774910619482,0.8717774910619482,23,1,1,1,9,1.2828761437638039,0.13511401414871216,0.0007379685184206801;0.0027948034190633632;0.005239466686034089;0.002028503992540894;0.002461327559823264;0.006794558676853388;0.0019398224318695782;0.0025089871678480842;0.005161438582784178;0.0041552831583875635;0.006546778553169636;0.005394731427006117;0.010682514942125191;0.0031166557611314563;0.0012420690085810902;0.002559067237787428;0.0021549071615373436;0.007109014305984755;0.005434463618378627;0.0029488190488395094;0.003201827417112267;0.0011289590403239572;0.006695360000548387,0.1241748109459877;0.13124185800552368;0.13308270275592804;0.13062407076358795;0.12096551805734634;0.13106562197208405;0.13383319973945618;0.13355126976966858;0.13005226850509644;0.13511401414871216;0.1297345608472824;0.13365192711353302;0.12869751453399658;0.1292969137430191;0.13225379586219788;0.13343435525894165;0.1335551142692566;0.13427655398845673;0.12917925417423248;0.13367927074432373;0.13366517424583435;0.12010393291711807;0.12741060554981232,64,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 13, 'obstacle_clearance': 29, 'obstacle_contact': 0, 'self_collision': 0}",nan,nan,0.40958135436169896,filtered,0,0,1,0,0,0,1,2,1.0,0.7267490229886561,1.5186506509780884,0.0,1.0,0.15627984367818498,0,0,0,0,0.20013563998893585,0.0,filtered,osqp optimal,0.19999912397404424,0,0,12,,predictive_link_4,,,0,0,1,solved,osqp,0.0,valid,0.15627984367818498,0.9418246960754768,0|0.174394146|0.241557684|0.241557684|0.297485409|0.297485409,,,,,,,,,,0.010993423056788743,0.002521630027331412,0.0017572749638929963,0.0024269670248031616
3,0.2,-1.5411037049553375,0.4311504364013672,0.3355771005153656,0.3314192295074463,0.3185913860797882,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.3799818754196167,4.935528755187988,176.2467803955078,1.3799818754196167,1.3799818754196167,0.35841919967145536,0.3355771005153656,0.022842099156089757,0.483695824597164,0.483695824597164,0.45262575637091135,0.45262575637091135,0.0,0.45262574368285363,0,0,disabled,0.0,1,TRACK,direct_path,0,0.8717774910619482,0.8717774910619482,23,1,1,1,9,1.2828761437638039,0.13511401414871216,0.0007379685184206801;0.0027948034190633632;0.005239466686034089;0.002028503992540894;0.002461327559823264;0.006794558676853388;0.0019398224318695782;0.0025089871678480842;0.005161438582784178;0.0041552831583875635;0.006546778553169636;0.005394731427006117;0.010682514942125191;0.0031166557611314563;0.0012420690085810902;0.002559067237787428;0.0021549071615373436;0.007109014305984755;0.005434463618378627;0.0029488190488395094;0.003201827417112267;0.0011289590403239572;0.006695360000548387,0.1241748109459877;0.13124185800552368;0.13308270275592804;0.13062407076358795;0.12096551805734634;0.13106562197208405;0.13383319973945618;0.13355126976966858;0.13005226850509644;0.13511401414871216;0.1297345608472824;0.13365192711353302;0.12869751453399658;0.1292969137430191;0.13225379586219788;0.13343435525894165;0.1335551142692566;0.13427655398845673;0.12917925417423248;0.13367927074432373;0.13366517424583435;0.12010393291711807;0.12741060554981232,64,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 13, 'obstacle_clearance': 29, 'obstacle_contact': 0, 'self_collision': 0}",nan,nan,0.13169528083712645,filtered,0,0,1,0,0,0,1,2,1.0,0.5372681547611209,1.3799818754196167,0.0,1.0,0.12596290476177935,0,0,0,0,0.20013563998893585,0.0,passthrough,osqp optimal,4.7993836657910925e-09,0,0,12,joint_3_velocity_lower|joint_4_velocity_upper,predictive_link_4,,,0,0,1,solved,osqp,0.0,valid,0.12596290476177935,0.955915782850851,0|0.266938341|0.374888906|0.374888906|0.451714147|0.451714147,,,,,,,,,,0.00960670004133135,0.0026024089893326163,0.0012248540297150612,0.0015391440829262137
4,0.25,-1.5036984038095274,0.4074731767177582,0.3172356188297272,0.3191036283969879,0.29542413353919983,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.16624915599823,5.172514915466309,143.97378540039062,1.16624915599823,1.16624915599823,0.3355771002360732,0.3172356188297272,0.018341481406346005,0.38591859908408244,0.3859185871763685,0.3643301860404029,0.36433017070352364,1.5336879266580894e-08,0.36433018573717996,0,0,disabled,0.0,1,TRACK,direct_path,0,0.8717774910619482,0.8717774910619482,23,1,1,1,9,1.2828761437638039,0.13511401414871216,0.0007379685184206801;0.0027948034190633632;0.005239466686034089;0.002028503992540894;0.002461327559823264;0.006794558676853388;0.0019398224318695782;0.0025089871678480842;0.005161438582784178;0.0041552831583875635;0.006546778553169636;0.005394731427006117;0.010682514942125191;0.0031166557611314563;0.0012420690085810902;0.002559067237787428;0.0021549071615373436;0.007109014305984755;0.005434463618378627;0.0029488190488395094;0.003201827417112267;0.0011289590403239572;0.006695360000548387,0.1241748109459877;0.13124185800552368;0.13308270275592804;0.13062407076358795;0.12096551805734634;0.13106562197208405;0.13383319973945618;0.13355126976966858;0.13005226850509644;0.13511401414871216;0.1297345608472824;0.13365192711353302;0.12869751453399658;0.1292969137430191;0.13225379586219788;0.13343435525894165;0.1335551142692566;0.13427655398845673;0.12917925417423248;0.13367927074432373;0.13366517424583435;0.12010393291711807;0.12741060554981232,64,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 13, 'obstacle_clearance': 29, 'obstacle_contact': 0, 'self_collision': 0}",nan,nan,3.477859927929651e-09,passthrough,0,0,1,0,0,0,1,2,1.0,0.44314972315865286,1.16624915599823,0.0,1.0,0.11090395570538447,0,0,0,0,0.20013563998893585,0.0,filtered,osqp optimal,2.4040661693299036e-08,0,0,12,joint_4_velocity_upper,predictive_link_4,,,0,0,1,solved,osqp,0.0,valid,0.11090395570538447,0.9680805724261807,3.27046799e-17|0.289189597|0.427511234|0.427511234|0.4894069|0.4894069,,,,,,,,,,0.010019709006883204,0.00295779702719301,0.0011852870229631662,0.0016298970440402627
5,0.30000000000000004,-1.527434326108505,0.41046419739723206,0.3007941246032715,0.3080196678638458,0.292907178401947,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.0731467008590698,2.3879318237304688,56.636165618896484,1.0731467008590698,1.0731467008590698,0.31723561948735896,0.3007941246032715,0.01644149488408747,0.3440674813972201,0.34406746891278134,0.3272749085651212,0.3272748929008869,1.566423429855135e-08,0.3272749092435645,0,0,disabled,0.0,1,TRACK,direct_path,0,0.8717774910619482,0.8717774910619482,23,1,1,1,9,1.2828761437638039,0.13511401414871216,0.0007379685184206801;0.0027948034190633632;0.005239466686034089;0.002028503992540894;0.002461327559823264;0.006794558676853388;0.0019398224318695782;0.0025089871678480842;0.005161438582784178;0.0041552831583875635;0.006546778553169636;0.005394731427006117;0.010682514942125191;0.0031166557611314563;0.0012420690085810902;0.002559067237787428;0.0021549071615373436;0.007109014305984755;0.005434463618378627;0.0029488190488395094;0.003201827417112267;0.0011289590403239572;0.006695360000548387,0.1241748109459877;0.13124185800552368;0.13308270275592804;0.13062407076358795;0.12096551805734634;0.13106562197208405;0.13383319973945618;0.13355126976966858;0.13005226850509644;0.13511401414871216;0.1297345608472824;0.13365192711353302;0.12869751453399658;0.1292969137430191;0.13225379586219788;0.13343435525894165;0.1335551142692566;0.13427655398845673;0.12917925417423248;0.13367927074432373;0.13366517424583435;0.12010393291711807;0.12741060554981232,64,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 13, 'obstacle_clearance': 29, 'obstacle_contact': 0, 'self_collision': 0}",nan,nan,2.0613658384791595e-08,filtered,0,0,1,0,0,0,1,2,1.0,0.410710990767699,1.0731467008590698,0.0,1.0,0.10571375852283185,0,0,0,0,0.20013563998893585,0.0,filtered,osqp optimal,3.157606103011725e-08,0,0,12,joint_4_velocity_upper,predictive_link_4,,,0,0,1,solved,osqp,0.0,valid,0.10571375852283185,0.9774993412570017,0|0.222846478|0.331905832|0.331905832|0.388559688|0.388559688,,,,,,,,,,0.009829722926951945,0.002975660958327353,0.0012297210050746799,0.001508762943558395
6,0.35000000000000003,-1.5106218502843376,0.39885327219963074,0.28688836097717285,0.29862186312675476,0.27993419766426086,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.9338374137878418,3.0044026374816895,22.546133041381836,0.9338366389274597,0.9338366389274597,0.3007941263219554,0.28688836097717285,0.01390576534478255,0.28981150098775715,0.289811546154988,0.277235966226731,0.27723600970841134,-4.348168031187427e-08,0.2772359678108078,0,0,disabled,0.0,1,TRACK,direct_path,0,0.8717774910619482,0.8717774910619482,23,1,1,1,9,1.2828761437638039,0.13511401414871216,0.0007379685184206801;0.0027948034190633632;0.005239466686034089;0.002028503992540894;0.002461327559823264;0.006794558676853388;0.0019398224318695782;0.0025089871678480842;0.005161438582784178;0.0041552831583875635;0.006546778553169636;0.005394731427006117;0.010682514942125191;0.0031166557611314563;0.0012420690085810902;0.002559067237787428;0.0021549071615373436;0.007109014305984755;0.005434463618378627;0.0029488190488395094;0.003201827417112267;0.0011289590403239572;0.006695360000548387,0.1241748109459877;0.13124185800552368;0.13308270275592804;0.13062407076358795;0.12096551805734634;0.13106562197208405;0.13383319973945618;0.13355126976966858;0.13005226850509644;0.13511401414871216;0.1297345608472824;0.13365192711353302;0.12869751453399658;0.1292969137430191;0.13225379586219788;0.13343435525894165;0.1335551142692566;0.13427655398845673;0.12917925417423248;0.13367927074432373;0.13366517424583435;0.12010393291711807;0.12741060554981232,64,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 13, 'obstacle_clearance': 29, 'obstacle_contact': 0, 'self_collision': 0}",nan,nan,2.942380664716217e-08,filtered,0,0,1,0,0,0,1,2,1.0,0.35925268047500697,0.9338366389274597,0.0,1.0,0.09748042887600111,0,0,0,0,0.20013563998893585,0.0,filtered,osqp optimal,1.1075526805329555e-06,0,0,12,,predictive_link_4,,,0,0,1,solved,osqp,0.0,valid,0.09748042887600111,0.9855750430931486,1.70610551e-19|0.195394895|0.292808904|0.292808904|0.345680073|0.345680073,,,,,,,,,,0.00950152997393161,0.0026167910546064377,0.001181068946607411,0.0015740569215267897
7,0.4,-1.4973471696469574,0.39090868830680847,0.27478131651878357,0.29049065709114075,0.2701634168624878,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.8083710074424744,2.5093283653259277,24.57501792907715,0.8083702325820923,0.8083702325820923,0.2868883498597075,0.27478131651878357,0.012107033340923945,0.2515837112337076,0.2515837589677474,0.24152877920034319,0.24152882533070183,-4.6130358644091984e-08,0.24152876984064725,0,0,disabled,0.0,1,TRACK,direct_path,0,0.8717774910619482,0.8717774910619482,23,1,1,1,9,1.2828761437638039,0.13511401414871216,0.0007379685184206801;0.0027948034190633632;0.005239466686034089;0.002028503992540894;0.002461327559823264;0.006794558676853388;0.0019398224318695782;0.0025089871678480842;0.005161438582784178;0.0041552831583875635;0.006546778553169636;0.005394731427006117;0.010682514942125191;0.0031166557611314563;0.0012420690085810902;0.002559067237787428;0.0021549071615373436;0.007109014305984755;0.005434463618378627;0.0029488190488395094;0.003201827417112267;0.0011289590403239572;0.006695360000548387,0.1241748109459877;0.13124185800552368;0.13308270275592804;0.13062407076358795;0.12096551805734634;0.13106562197208405;0.13383319973945618;0.13355126976966858;0.13005226850509644;0.13511401414871216;0.1297345608472824;0.13365192711353302;0.12869751453399658;0.1292969137430191;0.13225379586219788;0.13343435525894165;0.1335551142692566;0.13427655398845673;0.12917925417423248;0.13367927074432373;0.13366517424583435;0.12010393291711807;0.12741060554981232,64,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 13, 'obstacle_clearance': 29, 'obstacle_contact': 0, 'self_collision': 0}",nan,nan,1.186024015726149e-06,filtered,0,0,1,0,0,0,1,2,1.0,0.32663782548635634,0.8083702325820923,0.0,1.0,0.09226205207781701,0,0,0,0,0.20013563998893585,0.0,filtered,osqp optimal,1.2165906409575126e-06,0,0,12,,predictive_link_4,,,0,0,1,solved,osqp,0.0,valid,0.09226205207781701,0.9921516935250387,0|0.162317239|0.244399805|0.244399805|0.290624526|0.290624526,,,,,,,,,,0.010001746006309986,0.0025578070199117064,0.0012987059308215976,0.0018462029984220862
8,0.45,-1.4798670248787869,0.382342666387558,0.2642465829849243,0.2834576964378357,0.26021403074264526,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.7000831961631775,2.1657555103302,6.87145471572876,0.7000831961631775,0.7000831961631775,0.2747813178416113,0.2642465829849243,0.01053473485668699,0.21836695556294447,0.21836695556294447,0.2102628318106598,0.2102628318106598,0.0,0.2102628328228884,0,0,disabled,0.0,1,TRACK,direct_path,0,0.8717774910619482,0.8717774910619482,23,1,1,1,9,1.2828761437638039,0.13511401414871216,0.0007379685184206801;0.0027948034190633632;0.005239466686034089;0.002028503992540894;0.002461327559823264;0.006794558676853388;0.0019398224318695782;0.0025089871678480842;0.005161438582784178;0.0041552831583875635;0.006546778553169636;0.005394731427006117;0.010682514942125191;0.0031166557611314563;0.0012420690085810902;0.002559067237787428;0.0021549071615373436;0.007109014305984755;0.005434463618378627;0.0029488190488395094;0.003201827417112267;0.0011289590403239572;0.006695360000548387,0.1241748109459877;0.13124185800552368;0.13308270275592804;0.13062407076358795;0.12096551805734634;0.13106562197208405;0.13383319973945618;0.13355126976966858;0.13005226850509644;0.13511401414871216;0.1297345608472824;0.13365192711353302;0.12869751453399658;0.1292969137430191;0.13225379586219788;0.13343435525894165;0.1335551142692566;0.13427655398845673;0.12917925417423248;0.13367927074432373;0.13366517424583435;0.12010393291711807;0.12741060554981232,64,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 13, 'obstacle_clearance': 29, 'obstacle_contact': 0, 'self_collision': 0}",nan,nan,1.5049918860464278e-06,filtered,0,0,1,0,0,0,1,2,1.0,0.2957697010686234,0.7000831961631775,0.0,1.0,0.08732315217097975,0,0,0,0,0.20013563998893585,0.0,passthrough,osqp optimal,1.0787148622278305e-09,0,0,12,,predictive_link_4,,,0,0,1,solved,osqp,0.0,valid,0.08732315217097975,0.9977706373005389,2.44221302e-19|0.141094815|0.213277262|0.213277262|0.252133513|0.252133513,,,,,,,,,,0.010396898025646806,0.0030192650156095624,0.0015141019830480218,0.0015881480649113655
9,0.5,-1.4644481731455825,0.37514588236808777,0.2549971044063568,0.27731800079345703,0.25157496333122253,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.6123034358024597,1.7555955648422241,8.20319938659668,0.6123034358024597,0.6123034358024597,0.264246574137128,0.2549971044063568,0.009249469730771176,0.19132300927140394,0.19132300927140394,0.18467925603528754,0.18467925603528754,0.0,0.18467924985165243,0,0,disabled,0.0,1,TRACK,direct_path,0,0.8717774910619482,0.8717774910619482,23,1,1,1,9,1.2828761437638039,0.13511401414871216,0.0007379685184206801;0.0027948034190633632;0.005239466686034089;0.002028503992540894;0.002461327559823264;0.006794558676853388;0.0019398224318695782;0.0025089871678480842;0.005161438582784178;0.0041552831583875635;0.006546778553169636;0.005394731427006117;0.010682514942125191;0.0031166557611314563;0.0012420690085810902;0.002559067237787428;0.0021549071615373436;0.007109014305984755;0.005434463618378627;0.0029488190488395094;0.003201827417112267;0.0011289590403239572;0.006695360000548387,0.1241748109459877;0.13124185800552368;0.13308270275592804;0.13062407076358795;0.12096551805734634;0.13106562197208405;0.13383319973945618;0.13355126976966858;0.13005226850509644;0.13511401414871216;0.1297345608472824;0.13365192711353302;0.12869751453399658;0.1292969137430191;0.13225379586219788;0.13343435525894165;0.1335551142692566;0.13427655398845673;0.12917925417423248;0.13367927074432373;0.13366517424583435;0.12010393291711807;0.12741060554981232,64,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 13, 'obstacle_clearance': 29, 'obstacle_contact': 0, 'self_collision': 0}",nan,nan,1.5408381005854059e-09,passthrough,0,0,1,0,0,0,1,2,1.0,0.26930944940366663,0.6123034358024597,0.0,1.0,0.08308951190458666,0,0,0,0,0.20013563998893585,0.0,passthrough,osqp optimal,9.511602697704229e-10,0,0,12,,predictive_link_4,,,0,0,1,solved,osqp,0.0,valid,0.08308951190458666,1.0025790624102888,0|0.122652877|0.185999329|0.185999329|0.218743022|0.218743022,,,,,,,,,,0.01050669199321419,0.0030602869810536504,0.00125545309856534,0.0016467199893668294
